design,signal,training_rows,validation_pairs,groups,peers,replications,rejections,rate,wilson_low,wilson_high,normal_rejections,budget_failures,coverage_failures,mean_bias_budget,mean_sampling_radius,mean_lower_bound,mean_p,target,total_observations
eight_rare,0.25,8192,8192,400,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,1000,0,0,0.16956548206139854,0.009458785779846265,-0.16536023502133967,1.0,0.013655102040816327,50176
eight_rare,0.5,32,512,100,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,1000,0,0,0.3259651450124134,0.024407850450257576,-0.31550893043801875,1.0,0.027310204081632653,7456
eight_rare,0.5,32,512,400,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,1000,0,0,0.3259651450124134,0.012203925225128788,-0.30327667199583414,1.0,0.027310204081632653,26656
eight_rare,0.5,32,8192,100,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,1000,0,0,0.253806115582558,0.024407850450257576,-0.24334990100816334,1.0,0.027310204081632653,22816
eight_rare,0.5,32,8192,400,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,1000,0,0,0.253806115582558,0.012203925225128788,-0.23111764256597866,1.0,0.027310204081632653,42016
eight_rare,0.5,512,512,100,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,1000,0,0,0.47390368648795195,0.021166251249874132,-0.4673543928088097,1.0,0.027310204081632653,7936
eight_rare,0.5,512,512,400,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,1000,0,0,0.47390368648795195,0.010583125624937066,-0.45676657392567177,1.0,0.027310204081632653,27136
eight_rare,0.5,512,8192,100,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,1000,0,0,0.2409294178415588,0.021166251249874132,-0.23438012416241652,1.0,0.027310204081632653,23296
eight_rare,0.5,512,8192,400,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,1000,0,0,0.2409294178415588,0.010583125624937066,-0.2237923052792786,1.0,0.027310204081632653,42496
eight_rare,0.5,8192,512,100,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,1000,0,0,0.44828792479039586,0.0188145469363947,-0.43977535189221384,1.0,0.027310204081632653,15616
eight_rare,0.5,8192,512,400,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,1000,0,0,0.44828792479039586,0.00940727346819735,-0.43036602338571983,1.0,0.027310204081632653,34816
eight_rare,0.5,8192,8192,100,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,1000,0,0,0.1664228256602122,0.0188145469363947,-0.15791025276203022,1.0,0.027310204081632653,30976
eight_rare,0.5,8192,8192,400,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,1000,0,0,0.1664228256602122,0.00940727346819735,-0.14850092425553613,1.0,0.027310204081632653,50176
two_balanced,0.0,32,512,100,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,420,0,0,0.04030272844316045,0.01892686665156929,-0.05845655812042935,1.0,0.0,7456
two_balanced,0.0,32,512,400,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,536,0,0,0.04030272844316045,0.009463433325784644,-0.04899608145976509,1.0,0.0,26656
two_balanced,0.0,32,8192,100,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,420,0,0,0.0072940165066839304,0.01892686665156929,-0.025447846183952835,1.0,0.0,22816
two_balanced,0.0,32,8192,400,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,536,0,0,0.0072940165066839304,0.009463433325784644,-0.015987369523288577,1.0,0.0,42016
two_balanced,0.0,512,512,100,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,52,0,0,0.029791155562665646,0.017719494211028832,-0.047479296496578914,1.0,0.0,7936
two_balanced,0.0,512,512,400,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,60,0,0,0.029791155562665646,0.008859747105514416,-0.038620321193767834,1.0,0.0,27136
two_balanced,0.0,512,8192,100,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,52,0,0,0.002409189504719061,0.017719494211028832,-0.02009733043863233,1.0,0.0,23296
two_balanced,0.0,512,8192,400,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,60,0,0,0.002409189504719061,0.008859747105514416,-0.011238355135821245,1.0,0.0,42496
two_balanced,0.0,8192,512,100,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,48,0,0,0.028974114661011668,0.0174554931336806,-0.04643901368488793,1.0,0.0,15616
two_balanced,0.0,8192,512,400,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,42,0,0,0.028974114661011668,0.0087277465668403,-0.03771020998750072,1.0,0.0,34816
