regime,alternative,replication,seed,sample_sha256,fold_sha256
smooth,null,23,620460928,a562d5a1da74c24fdcb1e4e27f07f2d27e1b8fa87d337b65f751723034eccfde,c6045b5907bc42fdc165bdd55204bb83abf824afaf9aec63a0f486ef9075caa1
smooth,null,24,620460929,6bd497c9dfcf1b7b64c10a88a23c8a3782d80b6d53484ba2a5d9ad60b08ce2ed,af66e33b042c3103332b68d6bec53b66b9be06c5014e15671cb8fc604da787fa
smooth,null,25,620460930,7e996704122003637776964253aa9732376674c3be1358ec1a1d8ddb67242292,15a44f4b8a149a41b51546efc75c96f0643e31ff0eacfc91ab7b5a07769e0e50
smooth,null,26,620460931,4b81240e7a2f652266376236dc27ce0562df79850005a6252fdc7eafd2329b29,3bda462b18d99cb03373453b6eaae67549b1c23b8acd215b15b4a9fcb50c832f
smooth,null,27,620460932,28d52fcedbec43a984b70c37d7c7e2903149f3daa1ea08c8e451fa7114968cb1,be017f43ec08764e320b421263dd41f447a9b1facaad387489cc0537df4bda38
smooth,null,28,620460933,98ba960f4c865089177977842f8f1b5c3e641c951938ecfe0872dc6122659276,34b8b723ef0059af4e4c71f4e8f31a613f9b6aa9acf3328245613c1bcff9257c
smooth,null,29,620460934,32b2ffb2990a59d9a6be4e015786cc35fa57e5ee2d1c04543c187093bede1aff,266abcaae615a6a999cfc46a7d1739717f42887af33a045046feb07736584734
smooth,null,30,620460935,5c06ac9664386f60e90aa094de1253cfa6dc2b12a4972c0a915eeb81da8a2c6a,25995fa89ffe9973d7150a1021427de739ad5b7849b68136611d4be290e2ee5f
smooth,null,31,620460936,35027b34a9073cf7a473774d1d34d1311d9d6ef39cb246b14b00d7990c77e459,e9e8052a8233e260f80e04de803a2baeacde546eb9f3a64baf291a2d2eeef248
smooth,null,32,620460937,fb6f335c9f1c345d97d54dfbe3624899c789e53e728d7c91c8e68ce9d9629814,85d5667639cd0d966dda6552ba7d6c6e8031e2ca5005f47f49e2b93f00eb149e
smooth,null,33,620460938,9608f9f46bb8ad7c7609d8496844751b1a39e64578c0e5b81708175318d2ef92,4decca17b20bacfb712b7bd796aed568e35bd7e93e6ec042788bc73f364a1302
smooth,null,34,620460939,b1d7332f026cda5664937a25d774dc5fb4f589f2ed0019c594b271a10cf36c8b,e59cd881f195645b889c32316ee52f8e71b69d3c8264b6eda16d6058da9b81d4
smooth,null,35,620460940,d3585fa8e452380d367da590aa3f34288a102cfe266825f150f435fda05fe6c3,e74df903ae4f2a9cfb4b496e9d9f09998e9883cdb6e42bdd42f7f107da3ede12
smooth,null,36,620460941,b09b9720d17d93dfaefeac59656374f3fcc7be604c2a774dc55de13684de0c06,f85fb5aab7db02205b73aeb91ee244688e0f8222162ea740e4a73b284ff6f77d
smooth,null,37,620460942,063b1f2d61413f2e36a6f1856bf77922ed0259c16f92ea38a2574d0590bc9e49,9a80ed4b196836a66e5d44f8742d4ce80f2c233d08d1dd53fde137c714a2c820
smooth,null,38,620460943,60a6994eec814b982e3c719439029b9fa89f4fc4752c5ce1733a6b7b83729111,db33150508e99fd7714883412a0d8c9167c179f2037a5cd8875ac26a6542e0dc
smooth,null,39,620460944,e3120c4b3a27cbf4ab9f34c2c9780f92890bd31c55ec8d5eab45bcf451b1d341,5567905f50b941fc2864dc4e0bfbf327e032ed00e5fa04a37dbd2a6233f86f56
smooth,null,40,620460945,6a77db1aecdb15f98f068d96b86fa39b37a9c829df6ddd8e2c665f3bed45e1ae,83ffb9658fd85dad09b7a07faff131dfa69f17fc86abeca6694f3eb70819d412
smooth,null,41,620460946,f9b02573e1628ef3093f72e78d36f0f8de1ec6782143f0ec72a342bc1dbaca98,5c27efd401236f0905034009d8937946522e0acd21edd85b2f8e851f2f3532cb
smooth,null,42,620460947,5c65f5484741bf6be4cea88069d3404debdc9b1acf47dfd22be1c22e213fc121,1c7ce1ddac3a738a462eff31fea24411f8f3b164d2deccdbec1dda0c4792105d
smooth,null,43,620460948,9949cf25b2ce8c41ba880319d3bb86e4ca0713669184cc19e5da4e0c091184e3,218040eb216bae14d962e405e26bfa3ae4a2b70b79b33fadfd5cfab68576efd4
smooth,null,44,620460949,caf7c4cef2dff5a91de58738b5db653913ba2803471b69898baaf5d276ef6020,1429de1f4fe69be44af40b51d9d88982829ccb86366738f3835fdb677991df48
smooth,null,45,620460950,25df4715a2021f1d53e2918fbe5838352553e4c96ac881d49fbbc10fc5bd92f3,3213fc3ba3954ec1799b4b6038413c6868464659f40f7ef7c2a1ee08c5792dd3
smooth,null,46,620460951,33a6711de68139e80d50d1cc263f287a240ad316adeebb0249684dea720c45c1,6fa8635a1371ae5052d083d176ea0ce216c0a2454ab8c20baef7a0f47d839662
smooth,null,47,620460952,5e10f6fe780be75cc87fd9ae66bf30741bd2eb3ba0196a672f364defc08c1733,bba6cd2257ce5bae14efb49fcd42d9c48ec5bc46e3d7bf376aa9d5db4eb6b5a5
smooth,null,48,620460953,9357a134caf053ae3c6fad0d7cca36c371c569f29b530e562e6a8a8c7bac7eb0,9129fac670a976f7f9434b561e31c3537a4de6b8ccbcef7951b67a852c2d7e23
smooth,null,49,620460954,b62095319eed804e1adc6fe277ea75dbafd4f4f38021d49e11116ca7b285b5cd,733844379f8e9c7dd3019e4804934492c8aba4f0f4256424e5c632a16043449d
smooth,null,50,620460955,939c18f918b779779046c8dc82e6a3f5cf2658e67f95002ac0591de279222e61,ccf394841f02d2b1b3859d08a2e6de71a79a2c69dfcc40af82de427566b255ef
smooth,null,51,620460956,517e03aea66869cff769a857bbca7f3317197f3c01883dc244a31b01da541a5f,8450f47eb77d80bbc762bd6bbc18a5d0c6d7d85f19c867a1bccf7d3d2c728af9
smooth,null,52,620460957,4412cf13ae198b221e166dbf65c6809c63290a8a5622716ad4063d5751a36afc,014b3827c5fdf4b91d05fca4995b7f424011f2ae3a9b92c590cba6ced63083ed
smooth,null,53,620460958,eaa11706c2b8bef3ba8260bcb895e7d0c5315a239a7a8b212bf88a7ffcdff3ac,c9dc3a7753469f920f8ec8bd81af8184c354606a3fc3737c7ba9b44e37597392
smooth,null,54,620460959,5ab97edb14054648d2e4cce86e99c4e554b245d1c1eb4370f3a5170d3d11d1ec,9479a4774652128eaabdebf710ab30e816d4d86a88ef61c8ed145f7ce2c690ce
smooth,null,55,620460960,0c6d3bc0f8dbaab27a6275a8d889394498d3ee3395dd5719453c105918181253,095ed6092158c24f13f9938d4cb834cadd2a0f976dac0ec54d69f1c0c933e4fc
smooth,null,56,620460961,5801f5a40af3ddf9f64bf3ba439ff6e8dbbcd5f3ada8e6d0a0d8900d814aeb70,2dec88878c6e593d4b21fecfe7d58421044629e51f62f732d22470922ef63dc5
smooth,null,57,620460962,0cd34b1d7c7ad73332a4f3efb3a5fdfede686777ed07206881cc1f3d6f3ed1b3,c85440f025c430f260784a15dd191123ea60ab3be15ecd90bbe4481d2c6437cc
smooth,null,58,620460963,5179f255e5d1558c29bf2ab106deede6e7cdbb91f794822bebe6e80347222d73,ac94d407b400e4bf4d2ab2035a15c0a3e67f9040f647bca7e784e73f28a3cbf8
smooth,null,59,620460964,70b40f043bc48518684bce25a92f8e9da1422ce701e4e30a5f41b8f59c2ce738,29252ec213898688f4942f0637db4aa8cc7671dd35f4d0b289f7aa66134f136a
smooth,null,60,620460965,39690eec417ca52cc0818d1d87c1472fe5fa76e10c177ca316c63ac37cff667e,77ec051189e0cd168342e27e3d67e0de6bc4cfc5ee23807be40a9f0656fcf627
smooth,null,61,620460966,ecdf57cc3abd4f4e017b246b2db30d14b02424d9c8dd3f81a5769cffbf79288a,153ad69331a55327216591a9e840f0a37bbeee8fc849bec94d53622e0241f90d
smooth,null,62,620460967,f56116bf2451ad3e2eccfff657820713ed5dd71f16c99612efb4ae6808b27301,7b79137f6b3e2e7248078a74391f90f202b2da72d40a803ea7f86f3a4abc78d4
smooth,null,63,620460968,78c841ca1461d2ec8062654ce2558c7cf7bb0f0ee12629041e03314a5a3daa12,029dc2c67e8c85f227d3afb6380038281d995cbe99046c83d9bf0c5de6273fac
smooth,null,64,620460969,15927a4eb0645cc121640a916a4ee5d576af8f4936a36dd73cf3acf2a2ee35ad,1c060d5cb54d57b6e068d40c5cec6475bd797f66f079472472186ead8cd01ac1
smooth,null,65,620460970,2024f8cff7252bd92bd2aa7570058c1cfb33564a17aa766ad7813d7faeb56245,65087df5adb0702d79605f80a383e235fec51e8ca7060c389472c18518540986
smooth,null,66,620460971,5c451700454c836c912dbcdc9758dc0afbff591884b058c9c2371debc25d808f,9b9a66ffff27699f6f495689dc657641e8cd683eb95de20356f1b39f92df0699
smooth,null,67,620460972,5058e7e630fb58d45c47b4be3e1acb34a39d9f76d1c64e8bc40960ec379212e5,964140de93e313f08a2722d3a6b05cb7280c0d6cff57328a6e71da8f0f38ce91
smooth,null,68,620460973,b49c52a97a2df98603b17fbeec50e2e3107c5e10bdcdab4fe23b82ba02319fe8,4cb70043754e0cd265efc9350eccbc485daf26aaa3e3b3ccfe713a2ea0dc6776
smooth,null,69,620460974,b4b09ff73bede420a19f7c48fd41771b3abe87d5d85792094ca86083ebd2396d,79d7408b0375bd9d650df8831d3271a43bd0f90eb55d78a1105a7f6892f8aa4c
smooth,null,70,620460975,1cd9fd124c701fe2355615f8f9e1fcac95337f6bdc3d825d3e8f01dadfb1891c,39aab5572e5e317e49e625aa7d1c698be8e0c82c647f3392b6e1d02c2683469e
smooth,null,71,620460976,6867c9d0e67db033fa3826ababefd288095a1468622afc9781a3021703111c26,5c863c840f23ba860155f5ff0cf49d36133541e157d834fb6b22a2dcd113e6e6
smooth,null,72,620460977,b07873be90a398827c12f26d125921a67115260f339b9d143512a3e12316ce32,fd8e74fb9228fc3b447c6669877c38768d9b7a98cf220172697695b2818d53ee
smooth,null,73,620460978,bbcc85e0dc0facfd9bb364b9c07740bc90b8921fb2912df1031c89bb4f92d1ba,d994638cdf0ac17bd7f4e6c837652db1e38e7a4816f0f8c28909bf69fb1e5abb
smooth,null,74,620460979,f9e28b4568b65b95d75e78a7638e99948cc7cf6472a4af09d61dc1fc2aaeae79,e4fd7bf66e4e4b73a35b89e3ce14e6fa3db708689978f15b87c3b2e1e6fdfb67
smooth,null,75,620460980,3f0c93292bfe6b5068c1a1fd3cba92142ee5800a26f5de268dc95c0f5a56acd3,6497b581bf006b95770da149880d00dd0c7d3b3320d6c57dcc85249794d1e269
smooth,null,76,620460981,d825581c64724c7099f3d76debcdef10c7e16563e99f5b81252a708569a76747,7928c1f265b236ede8a944029248a81225225bcfafa9d7d054b8d208e7ebde72
smooth,null,77,620460982,763df4144904e69db1efe5c608c1c70098d32d2e7a8391fa424ef63f468584c9,7169a748b703a78283f186f9ab34f7f9a75bcb986cc59258ac9f1ae4d8404688
smooth,null,78,620460983,1d32eccacc9eebe953efaef281c49418e7718faafef547730c12f8a946bedc5e,9f9c63fafc91282a86ff09cd17772da23803f2917bf737aae19fd535ed657cd4
smooth,null,79,620460984,8814ed6675839adca53330446adab414af16cbf5c1a8ba26d600db13066460df,99b8821aacd1fb21da91cc118d14299eb8f5bf95f30e06ef7fa6279b78c160c7
smooth,null,80,620460985,9b09bb6f8dfe3dc89b50cd4f7a303b0122ba344bf292b48b7a7dbee503082a56,92ca8a778e011a1c7836c58f4e7743abf25229cba78514d632136ffdd7c7388e
smooth,null,81,620460986,c3de8f296444e7b4247d89db2f57130fb80ce7460948f5fcc556b3940e33d92b,ee04b92e3f4305b8deec86b79a9262d7350cc7a2ea04cfb92f452090d92dc412
smooth,null,82,620460987,0c5a2dae4ddf61172355c5775d0e0a1b9429d3513a9ee627f3575f53ab7f36b1,040996f396a1efacaa81eb0cc72e6f250443881ba5f4bfcf2e22856d7740bba0
smooth,null,83,620460988,2b185b15099d2280ae2394d0c2f0d1420401989878184cb8b7dc40c611ef83ae,76025dfe904ccf8bcd97c59e74056cb7e7f0c5354b09f7a6027fe7207ce09956
smooth,null,84,620460989,f1a566a8a4f08b37573c9ce1a85bd07cbaab822ba0d20020748f2b9d0404cbc6,5b4164292a7191d8af19caa0de261268e87affc3a604a124255fcb713e909948
smooth,null,85,620460990,2e5f9d255355b2aa53521c71083584e120f0ea7d0abe26003290f69980e0a108,407797525331abfc24788604edf5695b4817fc0393851a38a030cf3eb1f97ed1
smooth,null,86,620460991,64148b1b202a4c4d5a9eb17f767cb2c44288dcd6adbb941a71286b1005dda2b5,114b036f5548eb2bb77e30be98bdb44eea72e1947bacbe7caf2f02015cb24062
smooth,null,87,620460992,b4b6f11da51f777cfaea822233dd4f0558c588711a0d42e65372cacd117765b3,fce2d6854632af37d5c18c0e83c7b5d28b0f46efe39b00580275b78b56891fa9
smooth,null,88,620460993,b4436471a40e94176e6071380732cc33b834a32de95e49236210831ed92de109,7404380d195dda0436c4a7c56bbea28866b623d677cd1f004ef31b471f949f4f
smooth,null,89,620460994,fb3e10401c96fb7dfcfc1e3886e4f65201a6babc89919d1fa4d6a32c4ce9b073,91f7ae3c9f4e5a4642019d6ec0bcc078ce4139913aebd69625a6dbbbc2c9dd21
smooth,null,90,620460995,388470d8e2007c8634d496c0a0ab100bb616cc74ac66d6a7287041c74471e873,47a524d55f840858694189e551851542e348e0f7eb5f1be03954750e1dc610d4
smooth,null,91,620460996,f45f675cd88a73740cf2837df4f475c5858a6dba13094e7ff99c19cb6c50edf8,42d490f6595ebbd1351fc66269a52ad2f11d358b6cd75f28a54463922ab0bc44
smooth,null,92,620460997,e8f5cf001cdea57cb5e08fa782cffd8b37e62b59b337c89bdae9c618c166c9fa,9e3eb17b2d70194b0df004d902dd65ac04d86716b9e92ebf725d4484d4a86aaf
smooth,null,93,620460998,baef802b404b924f9e4767d1e90fe4878ccd7f19fb097115f6077e734320c523,5ad1c684cb74a43329f53b9718c355efa6f365c5f47783ac2c1d4186b14780df
smooth,null,94,620460999,b0253c8bfbbdb4517140e7a0a7568bf5dece7015ff77edfbf6407994abb08f3d,8c98a62d59c3eae7418a699ebd83dc084a8d7a3d78ac42ed18f57cfa856f04ab
smooth,null,95,620461000,45c63754393e393965e7621cf8b2950d602694eb31f8f28f76fef78f1f8acc38,0c6db3750d13729c95388e770f4ef24a9cba4880853bcea1bb4a3a18f9c4320d
smooth,null,96,620461001,24a42a729f77b61f66515b2aac2eea8061230068ea1d96b72fe3aa04e08fa30a,e0f9c872dcb5f4b7453155ec395287c2be92b057d5ad0d88b293bdf9fce62595
smooth,null,97,620461002,604351e753880f8f65e7b01735f01f07b9f956d0bcd622b67176d068888f94a8,66ee576a108b900f2cc051b893ef174ddd31bc821e880d71fd0ce9bc3448c6be
smooth,null,98,620461003,aa816d0ab1a8b521494e974055565c2a1d6bf7d375841e5898cb62909c3b3e54,855c9bf1591e04c27eb10790bc8704ec7c47156defad4d16ea18ef252fc1ff80
smooth,null,99,620461004,42599948bd9d9118a4d6c7abf846a1b90bccc1993a71ef78dd0641354b23b1c8,23cc0b7769baa19a42068f6343be36c223658fcf9b405563c94ccebcb36cb8a8
smooth,null,100,620461005,15e74cfe148e89dc8a2acd540101273f1c79cc4b2eed546c509636622157a16a,2d6277a65ff62f425aadf9e671fc729090f8d219080d613527701d927a515e38
smooth,null,101,620461006,d667736361d821cadfa8430f46bc29e7a292876baf1084be47619f4e9745300c,624b22047380597492d17485e0820afec438087db4c7137d7feb5a022b4e0e29
smooth,null,102,620461007,083cf7105520372aa126b7c37cb1a466279cd89448c21df32de7f19de67d8dc0,8568b36dceff6ce592fd3335e28ea9f85e569c4c8424772125becb5e13dd99da
smooth,null,103,620461008,ce49ddc5d41b14bbc0d6fc312030e42e400aa409193fc5870668af5568ee1cff,d54c499fc381ed92b2cf69253e2c9f0d6508d35c473c57cd6222722e751278d9
smooth,null,104,620461009,7a984718786591888f52257232779e6a51965536ee625b2f110e6c2635f90a3a,81ec2a0fa6ded05b3a2a2228c8ca3019e69f6fe69581c2cf74c516ffc0938180
smooth,null,105,620461010,f5703ef0f5053ef4a81dc4564e72d2a9791e6d7ae6338109b5c3b42d8509282f,1d53cac5bff99963be0818cd79cee3ded3e2b3151404a2415edc6e614bc14a7e
smooth,null,106,620461011,fdb138583bbac80f7b9e2442b44885bbf3e7a056bb39d91033bb0f6de1a50b86,a8c3674f7d2fe7954dec41a269571e95b13e8d259af0a46bac76e559e5fa9211
smooth,null,107,620461012,c899d87c8bf196a6063f507cf1c85e10558cd6ae795dd71c0769f1cfd13b2e17,dd2fc31f9c97dec0237e2b5c2eb27624c68bd282f3242d4749d787b5c7416e8e
smooth,null,108,620461013,64545e0157372b924242e576614b83b315f0117b645bf05f5eb5e40633c56cfe,b803ad861610e897cea3fd80441aef353d4abdb90ab0bd66fb92002b10a53a7c
smooth,null,109,620461014,47594ac8c66b829fe9e2724024cd16b7013b77e59a1223b1abe0d2e96aeb4f84,0fc3a22bc3d4afb7ac9b6f348b0e6d1f9e2f467b54d20d1850ca9b51e4219f40
smooth,null,110,620461015,5f175e9f7fee9dfb64862e9ab3adfa442dd24c064df9daeb4eadd8faf03746ce,c66a0d8f3a41c8b157a8022a7bdf9cd88b0430a7231ff9c1859c70efeab317bd
smooth,null,111,620461016,6a021424ac995c8e852c8ef6b3fc82d78e3e154e7353c2cbc9bbaff92f1abc54,6fbeb461dc4cbc581c77aa8fc83415e93d55f208bd0226be6ea96a5a80de4b1f
smooth,null,112,620461017,06f39017862d5399607e0c1a56ad5688bd6a46e2c76c6fcce4430e8ed45bc01e,5920dcab2bc1a276694a9aaf1220d3f2a143b3195de5f70b92f0942963f14871
smooth,null,113,620461018,ab07ee64291f82a22b8dfc02778c6a8b8be26b1420c12d403bb31d8a83a218fa,530e9bc08f0c5f902d37aeb367bea7edc97e9157f7a80a14efee22b1536c28ce
smooth,null,114,620461019,034e8483d7be471aae7495d8f065e2da53c1f795b931bc85368a67399afa4200,c4daddb7e1f8c6f1138580a59e2a202c926e339c2a0f35e548c66475b1257427
smooth,null,115,620461020,431d8f21fa0c0957c381cb0f6a619404f5d913506a753a7d2e70d83b7dbf00a3,9c1141120dadd8477f7f016ae8b0e3fc8f9fd50a1ace3b2d9e39bf947224d99f
smooth,null,116,620461021,4985057cca961890de0e57f0238520621b7823b6a65778461e0c6110a72958c3,cd8674a7b5cd8a728cef918aa25ed91c15717dfb75dc99ada7f783852aa97cbd
smooth,null,117,620461022,ad3c3cac9b735ae2c6d3ca77b308a08c479e92565046ed0761c0323ee186301e,2ee5a3d33175c2aa0cc36ec2aad69be6d3b0572b1ef3480f0f885836d8f2cb2c
smooth,null,118,620461023,4fc55f60fc0ae2420e90c7ab05a9d668ae2a06dceced738e660a2b9ccc2a53ad,ed87aa1985e7b8c3bb6f7f4c20a23831a8a3f1479df438e03d79c27953b9bd7a
smooth,null,119,620461024,51926cdd8d269e8855233a43b9c029fc005853d85bb6238bf848edcf7a261eb1,2c43da1164cd6dd6239d72892cc2bf1155f5132042171a78fe3cf6d1d462ffba
smooth,null,120,620461025,60c82ab9d8e3bccf5e616e93f9062894220b0a382056b5835b97dad2fcc11a5c,d3ca34c7757294e16882d1a1a6b9f38ddbc10790d8c0c4bec006e0dc32379478
smooth,null,121,620461026,9ed74a84fb5dd8f8f8d7641bf2b813dd22d08617d697b0948edbbef62cd12747,1aca21ad4ccf8ee7b686b9a614a12d27aef7459c771f8909df565e3c5af438f5
smooth,null,122,620461027,2e7b1d1beab5c4683ea6670a8bb25256f8d3f65f7d37d595f92d6f913c7820ab,6d195fbee4eb051eb0ca0815a75568a59cdff0b733ba8b5f2dbbe0ec5cb9aa42
smooth,null,123,620461028,8fe430e12134c5a3467c37ce0689d441c5fab0dc0c97ddda772ec64b939a45b9,2aed89a8b060620f4f4b970a67db6c30c1417ef9952381689d84bf3cfe4f1ed1
smooth,null,124,620461029,889d5e9d70e0b09f043f19df1dc13fff3539c6e30f5b5cf126899c1d4ed55d76,2342d9f97b8de83ba7919c2d7a34e14ceeb9ec846e63d5393896caad6e39bb23
smooth,null,125,620461030,c4683447d5107efef8cce55a8aa73b87112a12aea996756bb76c8d37484138f7,108ccb0e16cf6d30c93c48f04742924de05b27d7890832651a4ea329b2a580af
smooth,null,126,620461031,c0b8beaf17282b299e2e230486eccbea91084781d348e72818c6e88b9388891d,88368eafd1dda26f802f4f6a5465f2de53c49d023b9f6cdc2ef27a38eef980b7
smooth,null,127,620461032,5dce88dcb2e82d0e3536ac8ebe02f45c23823bbaa4e61371362ed72e8d80a4bf,19ee4669c639f2b377d593eb0a68657552691ce5470af9fe10a267e151e8ed8a
smooth,null,128,620461033,242ea6b3be9507231051cc690b44a1dbbbf60c2a6c40aab1968126343a3b4487,15f4e3338d04d1504a2c23f9651d1e14a808d3b6e8affa286c84d6f69505681c
smooth,null,129,620461034,2a2e45a85bf0fa38fe8d67cec5376630b15fc8b60cfe3fa7f64033df6b6000ad,6df5c7d79b3c3b77a4e4eee6073b07896446746ffb1c1d9c0aa95a1c6157f36d
smooth,null,130,620461035,039a70b6ae5dd749beb014e50a4265436ac11c61df199e9664af9b041ce9b3c9,2cdf5e6e15f9ab91705da710c1fce4c0d00c6365595f95105b70fbc919ad7ee9
smooth,null,131,620461036,e266623ee0887fe6c5f155237683842a913f95c4d69897fa46303ee3bc05e4d7,227ca77f8933ba3767e4340ae318f6b1f0f7befa37f95b4c9442b37fee687174
smooth,null,132,620461037,e5cdd74e14af417fee01757d120f89e0bb0e8a3bbfd6d18627bec09842762d41,e62735486aa8eccc78681c71ab8895f51ab9486a2532f936996b85eea6ece571
smooth,null,133,620461038,53ca9e3e830a25e69af8c903fe21f369e3ce522e5be553cea12c8eda79613aa6,1514084c3970b3c8e377f3657174e13f54fd0d089313f50a5b60b13de5bb7247
smooth,null,134,620461039,16e9e5077e9bb25b423157a3cbe52cb15af1d8c3ff6ce2d71eacfd8f8944ae8e,46e6df60778c520b9ce03030a85ce3b42be85571db2b010da01699cab0c98dbf
smooth,null,135,620461040,7d1090abee68d5a7b9f07a09691e1599d8a08b696f8594b20ddefa140523a653,9f5825f41e4f382e0a10bbd4f4044e301964239bd5336d4be4e5bfb5ac83ae20
smooth,null,136,620461041,f3a895bc15b7612d6dcba5745d4c0e2a9267bde590a1a19b02d6deced3a93e0e,96ecee55930524a8f5d785b5d5736d001d9ef99ceeb83ffeea923364182e6037
smooth,null,137,620461042,7d2947afd3f777a3c08c8b59c97aa6a36b53d0576a407229447543b6dc6ca0b0,68183512b94c7ce04be3e3780ba72d4be2967293455726d9995cee9f382e7826
smooth,null,138,620461043,8121bd5f9e40d2a58a9a4ba0c264c629d5657db0e4d3a9b0dea56808772c25e3,a39eeef0b1757441d1aa4b4f87d90e4342400aa370829cdd1b29e1b70955ff7f
smooth,null,139,620461044,853df6ad9beea630b68c3235edc48f554ff0d3ba089cb2121a0d63c84f60b972,98f7d4f82cf7746a663e24305ada69b4e2d33933bbfe84a55cb44ac0071f981a
smooth,null,140,620461045,18014017aa6dd91175bce19eea201e3a82f037b23388885d2c2ea8a5883a4a7d,56d80b27de044cda712ca4f4767d7efcfc7d89a5eb3bafe010bc7ee089bd6e71
smooth,null,141,620461046,68b9e3441ba5bc582fd8389aaae2b9bdb1c8972bd3f5a27d043743b438161976,ed5bf019516d907232638d44b83c3b9b2e43d8b497a2ed09f28b4c1ab859659b
smooth,null,142,620461047,00dbeddc7d90fd50b01821206c6c5cdf01f53ae0ccee3869f94a0a3e2c7fad4a,7162a27ab780df4ab6e99495ff8ade577840e106cd293e9201cb5d7b84564e8e
smooth,null,143,620461048,54c0846731f0ffbf18b74d1f049a2fa305e0858d97e815986bde99c3904c6e4e,60444fb40e06495e78fe853a1c7c8922f40ea1a119a436f28a9fe150a3579a16
smooth,null,144,620461049,29f8bfd3d82564de0c3acadb1d359ae9af245511a578f5d1ac3010e4d5e5257d,237dd0be33a21389698abefe88586a5db9b92aac1ac5f6cf7c182df83de28bb1
smooth,null,145,620461050,ef24da6a9dc1bde3d203b9d88fa3a32d59b63aab2b833d416c3f9d41862af6e2,1bfb45b7623a522a8ca18cd96537ccae2799b173f33c617f321ba6500d33413b
smooth,null,146,620461051,7ad617201a0341b87f46ad0c3eb54bc7253ae391c51bfaf251d1a8aa1947e05d,602aca4f9dc01958e004b321aae76d59ce825841321e6dbb9590972ff90907b8
smooth,null,147,620461052,0f5c0e58744b7332b19f4d32e62fe22061f69b52474725978ce6aee323c750c7,f943c1e67012d78dd1c6d58f451d30e8a1d64fc761b048cac0d0d3149fbac7be
smooth,null,148,620461053,233459f2fa486c6f5a078c76bb365bbfabf48ed402c3a99e1224112977ec8d3a,1a599eb30bb80f29f1daa85c6656b5d5842ac81b3249dac918ef425b5d30e249
smooth,null,149,620461054,1a2bb204dd0b598e1442256439968e6ecbc72562d9fde5144f399fe079e3a5bf,0c663ecc393a3ab7d4e110d50a75b47e5e8f23228b43721e2f402d0787e6ea1d
smooth,null,150,620461055,b6b296145fc55c812ae810bfa56cb36b5a5b1f8e45b561ecf16094c527e33669,1230f7eca0dae07bcaffd6f74e3369af147af85633f10fb08b156ecca18a75d7
smooth,null,151,620461056,c2279c54531ea9d84fa18650f54399eb2975c582480f2ce992b0c181c780a605,ddd433f61f2d8ef087d111aafea5e88c3d83fb90b9b224a58430bdbad05d5d95
smooth,null,152,620461057,78b9df21587d1288267ee812bb2dc3a84ecf1e91b633eb67bf4ee9eee66df243,06f53e756ec882bfe20162af1b071503b5f211cbf03e715edc075e55a7e878ac
smooth,null,153,620461058,beb62c72a311a0cad1ba746dd89a6c6aa5bad2803152f3ccb58509dc0c78521d,9756b4e8be3e93604a8e15727aa0ead41c99e6e51dada672a71bae37e5017e9d
smooth,null,154,620461059,1cc21bb78b1b9efb4fd2192d1c6d56a3693021cd3e2f647383e8295899694a73,a736b7d348509692b7cfa02b983bf2a7d17299dd0e2dae666d2241a1981a5bdd
smooth,null,155,620461060,c5b9cb37629107d0f73d2300b8e8cf6b56ff5d294926ff8c4186d5e6306d3369,b34b67e876b7c8bd6f786fab32e40bbbb43364d35b94f7600520eddb296b5818
smooth,null,156,620461061,976dbcae5658eba07f081e2cf0d2a425afc9bee9813a9a153f2b4f0c871e4f5c,de015b122a9fdd1b9845574d4639d1fa76757f045d3f377afa797294e93a8005
smooth,null,157,620461062,db9f2b5afdcd4efbddc76387138acc550b25a2457bff4593b8725ae2c2c05afe,ea22a23b71fd51dfde3cbc7a55e33919f6c85f2930d34163e1d37f7f1a90fa3c
smooth,null,158,620461063,57f8c4dd93881961a28c89fe0ed7f0af17f15a41d3c55eb4550297aa136d81fa,de03bfe00f27851f02b6b5c323fdc288790ac544876b513a554c72df8360e9d5
smooth,null,159,620461064,f2c855fc989e1ff9cc2fb6b72114278dd34bab45e38ffbbf42093940a3f42f76,9b5c6d1f85b55398b228914e25d6cf7be0eb8095a548f7f52d56c8c771b3efb6
smooth,null,160,620461065,27eb276f87c714bcff86d95151129913d153f88a4517df13cb5a9b323c2d7e5c,418e8d04c9b76a7b1d4d017d098ed314aff5178a2c19a18fe575535485b2006a
smooth,null,161,620461066,7d67f0cf1a8d2a1cd56eb69ac114389773d5f1f43ace2fd6970c7116f8eb3678,ca568d191575d972e13736d5d8d0db75d3f5ae33a007cfaffe1e0ac39f6400b5
smooth,null,162,620461067,3df6bc46def040048ece1c0d0d99bcf3c1ae29147731784dc2dd2267460312a0,7f53134e45da0b7ed96695ba4574405145db0f7f9544fc7517a9034560bdbafb
smooth,null,163,620461068,d7d45ece520609996ec819358d6a6fb371d5d5299d939aa090134e7e0f8af7e6,815f247418d6cf5321081dc6fdda5b9ad451068ca7742451bc78a1d0139870f4
smooth,null,164,620461069,481cbcb6d3e75370b109e72ac1a5a0b90750607b062d85d3f34c72ba81966f18,bc2c1c7d750429979335e6ae796cf2f781864fa22a62d8911b416c24f37b2887
