entities,groups,training_rows,method,replications,rejections,rate,wilson_low,wilson_high,mean_statistic,sd_statistic,mean_score,mean_exact_expectation,mean_nuisance_bias,mean_error_bound,mean_scaled_error_bound,mean_centered_statistic,centered_rejections
64,100,512,distinct,1000,52,0.052,0.03987303628377742,0.06755573931927998,0.0798797204103897,0.9912020132023264,4.75627436718223e-05,4.173301173449319e-05,4.173301173449319e-05,0.0001028822826933993,0.008230582615471944,-0.0014978956034288676,43
64,100,512,shared,1000,179,0.179,0.1564821152191892,0.20397466372853723,0.7738935069546264,0.9832578987463239,0.00040450377297706285,0.00039887586887735036,4.173301173449319e-05,0.0001028822826933993,0.008230582615471944,-0.001543096219074304,42
64,100,8192,distinct,1000,42,0.042,0.031220885546165447,0.056284425226603055,0.002111405569872575,0.973478785894428,7.905356977623588e-06,2.8294754025718143e-06,2.8294754025718143e-06,6.3243103102705695e-06,0.0005059448248216456,-0.003535536287116006,42
64,100,8192,shared,1000,156,0.156,0.13483131538945653,0.17980149444860544,0.6994037084475728,0.9661499522898649,0.00036484638628286414,0.000359972332545429,2.8294754025718143e-06,6.3243103102705695e-06,0.0005059448248216456,-0.0035466763849212376,42
64,400,0,distinct,1000,41,0.041,0.030364971082098315,0.0551479932076413,0.009747471370529101,0.9883382103389162,4.559182787698466e-06,0.0,0.0,0.0,0.0,0.009747471370529101,41
64,400,0,shared,1000,401,0.401,0.37105844196706284,0.43169925621307714,1.3985705771507897,0.978030115135168,0.000361845842387881,0.00035714285714285714,0.0,0.0,0.0,0.010350205338534616,43
64,400,32,distinct,1000,527,0.527,0.4960112345098614,0.5577821205319188,2.6670019595230086,6.107832441272734,0.0007508513585877757,0.0007456976562949,0.0007456976562949,0.0017913011220446553,0.28660817952714485,0.012825560552044184,41
64,400,32,shared,1000,677,0.677,0.6473872202713616,0.705258107224752,3.958860307723403,6.010310227285628,0.0011081380181879583,0.0011028405134377573,0.0007456976562949,0.0017913011220446553,0.28660817952714485,0.013321680090457427,41
64,400,512,distinct,1000,79,0.079,0.06384721576082919,0.09737491488400823,0.176088288957224,1.0697777818872485,4.6878872603899586e-05,4.173301173449319e-05,4.173301173449319e-05,0.0001028822826933993,0.01646116523094389,0.01219925161429308,41
64,400,512,shared,1000,465,0.465,0.4342791187506989,0.49598875434329004,1.5578370438474,1.0583179496443311,0.0004041655322040822,0.00039887586887735036,4.173301173449319e-05,0.0001028822826933993,0.01646116523094389,0.01276475788834149,42
64,400,8192,distinct,1000,41,0.041,0.030364971082098315,0.0551479932076413,0.019340006634285024,0.9873921400723045,6.993797552893638e-06,2.8294754025718143e-06,2.8294754025718143e-06,6.3243103102705695e-06,0.0010118896496432912,0.008180151712102795,41
64,400,8192,shared,1000,402,0.402,0.3720422335603109,0.4327078111028579,1.4077490927704048,0.9770912241426045,0.0003642804571530763,0.000359972332545429,2.8294754025718143e-06,6.3243103102705695e-06,0.0010118896496432912,0.008811482731567335,41
