condition,entities,clusters,method,replications,rejections,rejection_rate,wilson_low,wilson_high,mean_score,empirical_score_sd,mean_reported_se,mean_statistic,sd_statistic
nonmonotone_copy,8,25,naive_normal,300,273,0.91,0.8722229892013517,0.9374097743945206,0.008759566921857814,0.0028962354210866604,0.002902339610039208,3.0769818193827585,1.0980826829021664
nonmonotone_copy,8,100,distinct_reference_finite,300,0,0.0,8.673617379884035e-19,0.012642971224546034,-3.355709517458356e-05,0.0013345930211266447,,,
nonmonotone_copy,8,100,distinct_reference_normal,300,14,0.04666666666666667,0.027998933682334012,0.07679736022792105,-3.355709517458356e-05,0.0013345930211266447,0.0013422894641589112,-0.02943472319631866,1.0037160826812939
nonmonotone_copy,8,100,naive_normal,300,300,1.0,0.9873570287754538,0.9999999999999998,0.008773684968317475,0.0014317807835804957,0.0014586773566732816,6.047642072465466,1.0636475729664658
nonmonotone_copy,8,400,distinct_reference_finite,300,0,0.0,8.673617379884035e-19,0.012642971224546034,-6.341325219315995e-05,0.0006736283979538122,,,
nonmonotone_copy,8,400,distinct_reference_normal,300,13,0.043333333333333335,0.025496448084407246,0.07271746563401146,-6.341325219315995e-05,0.0006736283979538122,0.0006754805726520909,-0.09543744312390112,0.9969576640168658
nonmonotone_copy,8,400,naive_normal,300,300,1.0,0.9873570287754538,0.9999999999999998,0.00872054366390661,0.0007174023543144174,0.0007356466060028102,11.869077848076367,1.0522775523847196
nonmonotone_copy,32,25,distinct_reference_finite,300,0,0.0,8.673617379884035e-19,0.012642971224546034,6.42838287198286e-05,0.0010232907755614478,,,
nonmonotone_copy,32,25,distinct_reference_normal,300,23,0.07666666666666666,0.051627611786607464,0.1124101038501748,6.42838287198286e-05,0.0010232907755614478,0.0009783338581653193,0.06839230120195594,1.0883185238501245
nonmonotone_copy,32,25,naive_normal,300,200,0.6666666666666666,0.6115124568840807,0.7176065527077372,0.0020470202722393063,0.0010215247120001904,0.0009736066650515141,2.148089486859813,1.1313204104515613
nonmonotone_copy,32,100,distinct_reference_finite,300,0,0.0,8.673617379884035e-19,0.012642971224546034,3.1962827363864883e-06,0.0005189424471029606,,,
nonmonotone_copy,32,100,distinct_reference_normal,300,16,0.05333333333333334,0.03309191251909646,0.08486914177483133,3.1962827363864883e-06,0.0005189424471029606,0.0004950988371502367,0.013862845397835907,1.0516394236630915
nonmonotone_copy,32,100,naive_normal,300,296,0.9866666666666667,0.9662244697474675,0.9948030382606411,0.0019868318908991757,0.0005149378070227917,0.0004922121991497048,4.0653167521029445,1.1122798050878013
nonmonotone_copy,32,400,distinct_reference_finite,300,0,0.0,8.673617379884035e-19,0.012642971224546034,-8.177216033045173e-06,0.0002454376719816389,,,
nonmonotone_copy,32,400,distinct_reference_normal,300,12,0.04,0.023027321487942308,0.06860421203864003,-8.177216033045173e-06,0.0002454376719816389,0.00024851381705357086,-0.030587505189017712,0.9902156497477577
nonmonotone_copy,32,400,naive_normal,300,300,1.0,0.9873570287754538,0.9999999999999998,0.0019749844121176043,0.0002424928118784625,0.0002470677983230825,8.007244671822233,1.042569114680186
nonmonotone_copy,128,25,distinct_reference_finite,300,0,0.0,8.673617379884035e-19,0.012642971224546034,-3.618826909703107e-05,0.00042864383891187176,,,
nonmonotone_copy,128,25,distinct_reference_normal,300,12,0.04,0.023027321487942308,0.06860421203864003,-3.618826909703107e-05,0.00042864383891187176,0.0004484329444103968,-0.07325885439505496,0.9593755406818595
nonmonotone_copy,128,25,naive_normal,300,77,0.25666666666666665,0.21053333722579365,0.30895290877015197,0.00044836741339065523,0.0004272097224713428,0.00044655094000752173,1.0403827230196907,0.9857970922462721
nonmonotone_copy,128,100,distinct_reference_finite,300,0,0.0,8.673617379884035e-19,0.012642971224546034,-1.1077504211417878e-05,0.00022499983538439236,,,
nonmonotone_copy,128,100,distinct_reference_normal,300,12,0.04,0.023027321487942308,0.06860421203864003,-1.1077504211417878e-05,0.00022499983538439236,0.00022628480414569317,-0.046055137034738514,0.9976591335955255
nonmonotone_copy,128,100,naive_normal,300,201,0.67,0.6149358533991501,0.7207655363845044,0.0004734674338434038,0.00022408720263135528,0.00022530975013979252,2.115668647076697,1.0176425727292833
nonmonotone_copy,128,400,distinct_reference_finite,300,0,0.0,8.673617379884035e-19,0.012642971224546034,-2.269842121308708e-06,0.00010869717697578745,,,
nonmonotone_copy,128,400,distinct_reference_normal,300,12,0.04,0.023027321487942308,0.06860421203864003,-2.269842121308708e-06,0.00010869717697578745,0.00011348328701891138,-0.019607234022499323,0.9575294365684582
nonmonotone_copy,128,400,naive_normal,300,300,1.0,0.9873570287754538,0.9999999999999998,0.00048183747220876985,0.00010831166121476797,0.00011300097278509667,4.269578945737341,0.9712108188400885
