regime,metric,seed,N,T,beta_hat,fixed_statistic,adaptive_statistic,fixed_reject,adaptive_reject,fixed_mean,adaptive_mean,fixed_se,adaptive_se,fixed_weight_norm_squared,adaptive_weight_norm_squared,spectrum_means
smooth,power,514,120,100,1.950661230067104,2.704771738380586,2.9677511723005052,1,1,0.012172913403342532,0.01337775508610243,0.004500532607099317,0.004507707792676036,1.0507812500000016,0.45168444829262056,"[0.017234922448097174, 0.015425685324080033, 0.013997779857553823, 0.014042801829900265, 0.013589801970358547]"
smooth,power,515,120,100,0.8411326429613518,5.211924344520295,5.098216062144246,1,1,0.020784589547849768,0.0203710959687018,0.003987891644993319,0.003995730216293338,1.0507812500000016,1.3885674555834986,"[0.025094736017578407, 0.023538919611072164, 0.02251203235903823, 0.02265808866296981, 0.021692231506517876]"
smooth,power,516,120,100,0.9387203782829631,3.106776744776136,3.0736862438439565,1,1,0.013364551498311984,0.013238242207879124,0.0043017418360632755,0.004306959512992893,1.0507812500000016,1.160847803446727,"[0.017621605272833872, 0.01565926897423482, 0.015032927665504618, 0.014349553291907964, 0.014986741430025752]"
smooth,power,517,120,100,1.0140640544434512,2.901826087403227,2.9095259838235954,1,1,0.013453418929980716,0.013489938469235416,0.004636190634711623,0.004636472932098519,1.0507812500000016,1.028305954811078,"[0.018639068113985198, 0.016629928876919615, 0.01586466179646391, 0.015368121650045665, 0.01468390352094935]"
smooth,power,518,120,100,0.6836104944216544,5.442061498278489,5.154739801423301,1,1,0.02360988688946357,0.022452005782128366,0.004338408688863987,0.004355604093911593,1.0507812500000016,1.983560383878742,"[0.028879706377944524, 0.02604927401985928, 0.026176781769505535, 0.02563825409799296, 0.024768323920837568]"
smooth,power,519,120,100,0.8599854514069675,4.455822660764941,4.3739778531213265,1,1,0.023126780002929646,0.02274964016043332,0.005190237979300419,0.005201132910217843,1.0507812500000016,1.3384412693699774,"[0.027345963383903434, 0.026592084187206672, 0.024998642359448014, 0.0242005298779551, 0.02452974358099418]"
smooth,power,520,120,100,2.0,4.382723839961663,4.589728304137485,1,1,0.018247953488434086,0.018984780774700574,0.0041636101554127815,0.004136362659547066,1.0507812500000016,0.4413481422186647,"[0.021589789309564192, 0.019793554718428794, 0.01955618731281383, 0.019377552756796243, 0.019242338440416253]"
smooth,power,521,120,100,0.5,5.944294263431706,5.487401617633511,1,1,0.02766978239876202,0.02578449544460003,0.004654847349832905,0.004698853344676421,1.0507812500000016,3.5115366003409427,"[0.031305072086977234, 0.030021443803979097, 0.02992118954928298, 0.02782528643272037, 0.0292507795931028]"
smooth,power,522,120,100,1.3720393184134065,2.8883808927028833,3.0772042778500235,1,1,0.011929271092665885,0.012611556261810165,0.0041300893254084415,0.004098381232792769,1.0507812500000016,0.6690666156172553,"[0.017388808002532112, 0.015069204255294505, 0.013916874468884923, 0.013365732021010449, 0.013927780121166494]"
smooth,power,523,120,100,0.9108292518223775,5.36500657368764,5.317095703404439,1,1,0.021207834018305553,0.02104469448010008,0.003952993109517913,0.0039579303540888955,1.0507812500000016,1.2184930594525194,"[0.025464489660669894, 0.02251015219624851, 0.022977957396632546, 0.022066568051066847, 0.022918177273252675]"
smooth,power,524,120,100,2.0,5.080584860551859,5.367364996574108,1,1,0.025540976172677886,0.026897195618440024,0.005027172436581168,0.005011247723158013,1.0507812500000016,0.4413481422186647,"[0.0308317055856361, 0.02898197783237384, 0.028178237292874646, 0.02699485470073863, 0.02711915693308323]"
smooth,power,525,120,100,1.2132597871954083,5.55738780052165,5.666415170584912,1,1,0.024084961107253004,0.024541253274896077,0.004333863673323686,0.004331001618499976,1.0507812500000016,0.7894793652351648,"[0.029482222275816223, 0.027181089168361153, 0.026155428208452448, 0.026300374909357865, 0.02537588271330262]"
smooth,power,526,120,100,0.7193094798960717,4.3668795956933595,4.133011915123719,1,1,0.021164608871256537,0.020271150191524524,0.004846620660695382,0.004904691931167035,1.0507812500000016,1.8137645477113995,"[0.025518380669104113, 0.024550946110530745, 0.022579419427563422, 0.022942046379807464, 0.02229423736514478]"
smooth,power,527,120,100,2.0,4.92326415668892,5.271635003692792,1,1,0.020445776436651155,0.021646596656010313,0.004152890396683834,0.004106239646873659,1.0507812500000016,0.4413481422186647,"[0.025460784748664766, 0.02319517190188296, 0.02274771243569545, 0.022049855489681334, 0.021857322272547056]"
smooth,power,528,120,100,1.7076778734423426,2.7495909789731474,2.9676164597430383,1,1,0.013174634238462175,0.014090124879079116,0.004791488748403708,0.004747960213261237,1.0507812500000016,0.5164287700398997,"[0.018115552500817894, 0.015745447251316286, 0.01498963247388469, 0.014552886903486861, 0.014921440499823987]"
smooth,power,529,120,100,2.0,5.848854115246452,6.224694488031902,1,1,0.025184439775688867,0.02648774467177761,0.004305875865503216,0.004255268226047892,1.0507812500000016,0.4413481422186647,"[0.0307449242284111, 0.02842909177664432, 0.027284306867917295, 0.026850400044504483, 0.027023446511659215]"
smooth,power,530,120,100,2.0,4.518337922816985,4.920521084795811,1,1,0.021907462596269568,0.023936516270510282,0.004848566656699113,0.004864630362924983,1.0507812500000016,0.4413481422186647,"[0.030279771909070243, 0.02622569626275047, 0.02641314555588443, 0.02433932319110924, 0.024193484494902318]"
smooth,power,531,120,100,2.0,4.161087877234457,4.516677046718101,1,1,0.016724620224210236,0.018211819300592236,0.004019290319656924,0.0040321278480216485,1.0507812500000016,0.4413481422186647,"[0.022918074106646605, 0.02047519616683392, 0.019161991896372903, 0.018688183289715082, 0.018640821604554898]"
smooth,power,532,120,100,1.889041525272476,4.299585077245056,4.558681961317222,1,1,0.01865138064761477,0.01992364392335443,0.00433794896775611,0.004370483418763771,1.0507812500000016,0.4657548104758956,"[0.024328106248249364, 0.021873745850307685, 0.021138296691117196, 0.020232016599934774, 0.020484993357677193]"
smooth,power,533,120,100,0.5,2.76496537995055,2.1373119421142923,1,1,0.013867755266363193,0.011014017930448908,0.005015525824273144,0.005153210307501259,1.0507812500000016,3.5115366003409427,"[0.020142603236762986, 0.016841225247955564, 0.016839440716084276, 0.015192429075543874, 0.016159333875450693]"
smooth,power,534,120,100,1.1495567134928948,2.9534167536445786,3.0489391842074727,1,1,0.01284072002238862,0.013244799588683027,0.004347750789502666,0.0043440681458281755,1.0507812500000016,0.8524632305368647,"[0.019476377596074585, 0.01607112316679535, 0.01587525677460368, 0.015182707529261682, 0.01454820295348967]"
smooth,power,535,120,100,0.7767713041418427,2.658475855201094,2.5056636468634603,1,1,0.011413566594573652,0.010797262767190709,0.004293274498710953,0.004309142921359977,1.0507812500000016,1.588192770962305,"[0.01597045762297671, 0.014053150660538884, 0.01331216456650392, 0.012411303918375033, 0.013143194658747307]"
smooth,power,536,120,100,1.3101686795904304,3.794168414934906,3.9200195737762984,1,1,0.017555561584696653,0.01809797886971712,0.004626985327164988,0.0046168082911592885,1.0507812500000016,0.7107834896361456,"[0.02245280159659636, 0.019728274595761597, 0.020341041536269016, 0.018653323268576473, 0.019102170344712854]"
