suite,setting,regime,signal_delta,legacy_metric,overlap,N,T,rejections,replicates,rate,wilson95_low,wilson95_high
generalization,linear,large_n,0.15,power,0.9,160,160,80,80,1.0,0.9541818704644728,0.9999999999999999
generalization,linear,heavy_tail,0.0,typeI,0.9,120,100,148,150,0.9866666666666667,0.9526930912996325,0.9963358708487731
generalization,linear,heavy_tail,0.15,power,0.9,120,100,150,150,1.0,0.9750297556319235,1.0
generalization,linear,smooth,0.0,typeI,0.95,120,100,150,150,1.0,0.9750297556319235,1.0
generalization,linear,smooth,0.15,power,0.95,120,100,150,150,1.0,0.9750297556319235,1.0
generalization,linear,nonlinear,0.0,typeI,0.95,120,100,150,150,1.0,0.9750297556319235,1.0
generalization,linear,nonlinear,0.15,power,0.95,120,100,150,150,1.0,0.9750297556319235,1.0
generalization,linear,large_n,0.0,typeI,0.95,160,160,80,80,1.0,0.9541818704644728,0.9999999999999999
generalization,linear,large_n,0.15,power,0.95,160,160,80,80,1.0,0.9541818704644728,0.9999999999999999
generalization,linear,heavy_tail,0.0,typeI,0.95,120,100,149,150,0.9933333333333333,0.9632071602251817,0.9988221986649826
generalization,linear,heavy_tail,0.15,power,0.95,120,100,150,150,1.0,0.9750297556319235,1.0
generalization,permutation,smooth,0.0,typeI,0.5,120,100,44,150,0.29333333333333333,0.22636420924618766,0.37062349175928394
generalization,permutation,smooth,0.15,power,0.5,120,100,150,150,1.0,0.9750297556319235,1.0
generalization,permutation,nonlinear,0.0,typeI,0.5,120,100,150,150,1.0,0.9750297556319235,1.0
generalization,permutation,nonlinear,0.15,power,0.5,120,100,150,150,1.0,0.9750297556319235,1.0
generalization,permutation,large_n,0.0,typeI,0.5,160,160,27,80,0.3375,0.24345612608081602,0.4464347660182303
generalization,permutation,large_n,0.15,power,0.5,160,160,80,80,1.0,0.9541818704644728,0.9999999999999999
generalization,permutation,heavy_tail,0.0,typeI,0.5,120,100,35,150,0.23333333333333334,0.17282631511397295,0.3071578152156679
generalization,permutation,heavy_tail,0.15,power,0.5,120,100,149,150,0.9933333333333333,0.9632071602251817,0.9988221986649826
generalization,permutation,smooth,0.0,typeI,0.65,120,100,63,150,0.42,0.3439800445299174,0.5000151945689748
generalization,permutation,smooth,0.15,power,0.65,120,100,150,150,1.0,0.9750297556319235,1.0
generalization,permutation,nonlinear,0.0,typeI,0.65,120,100,150,150,1.0,0.9750297556319235,1.0
generalization,permutation,nonlinear,0.15,power,0.65,120,100,150,150,1.0,0.9750297556319235,1.0
generalization,permutation,large_n,0.0,typeI,0.65,160,160,40,80,0.5,0.3929741508611972,0.6070258491388028
generalization,permutation,large_n,0.15,power,0.65,160,160,80,80,1.0,0.9541818704644728,0.9999999999999999
generalization,permutation,heavy_tail,0.0,typeI,0.65,120,100,49,150,0.32666666666666666,0.2567582134119433,0.40523147130232323
generalization,permutation,heavy_tail,0.15,power,0.65,120,100,150,150,1.0,0.9750297556319235,1.0
generalization,permutation,smooth,0.0,typeI,0.8,120,100,79,150,0.5266666666666666,0.44710055355423833,0.6049010334127976
generalization,permutation,smooth,0.15,power,0.8,120,100,150,150,1.0,0.9750297556319235,1.0
generalization,permutation,nonlinear,0.0,typeI,0.8,120,100,150,150,1.0,0.9750297556319235,1.0
generalization,permutation,nonlinear,0.15,power,0.8,120,100,150,150,1.0,0.9750297556319235,1.0
generalization,permutation,large_n,0.0,typeI,0.8,160,160,47,80,0.5875,0.47804040345890164,0.6889414238723812
generalization,permutation,large_n,0.15,power,0.8,160,160,80,80,1.0,0.9541818704644728,0.9999999999999999
generalization,permutation,heavy_tail,0.0,typeI,0.8,120,100,57,150,0.38,0.3062372724644591,0.45975558618387935
generalization,permutation,heavy_tail,0.15,power,0.8,120,100,150,150,1.0,0.9750297556319235,1.0
generalization,permutation,smooth,0.0,typeI,0.9,120,100,83,150,0.5533333333333333,0.47343118434916653,0.6305719895849053
generalization,permutation,smooth,0.15,power,0.9,120,100,150,150,1.0,0.9750297556319235,1.0
generalization,permutation,nonlinear,0.0,typeI,0.9,120,100,150,150,1.0,0.9750297556319235,1.0
generalization,permutation,nonlinear,0.15,power,0.9,120,100,150,150,1.0,0.9750297556319235,1.0
generalization,permutation,large_n,0.0,typeI,0.9,160,160,55,80,0.6875,0.5793222425531256,0.7784959588710517
generalization,permutation,large_n,0.15,power,0.9,160,160,80,80,1.0,0.9541818704644728,0.9999999999999999
generalization,permutation,heavy_tail,0.0,typeI,0.9,120,100,65,150,0.43333333333333335,0.35667590320996057,0.5133201293724496
generalization,permutation,heavy_tail,0.15,power,0.9,120,100,150,150,1.0,0.9750297556319235,1.0
generalization,permutation,smooth,0.0,typeI,0.95,120,100,88,150,0.5866666666666667,0.5066585675662263,0.6623465900766405
generalization,permutation,smooth,0.15,power,0.95,120,100,150,150,1.0,0.9750297556319235,1.0
generalization,permutation,nonlinear,0.0,typeI,0.95,120,100,150,150,1.0,0.9750297556319235,1.0
generalization,permutation,nonlinear,0.15,power,0.95,120,100,150,150,1.0,0.9750297556319235,1.0
generalization,permutation,large_n,0.0,typeI,0.95,160,160,57,80,0.7125,0.6053965378701002,0.8001307570773007
generalization,permutation,large_n,0.15,power,0.95,160,160,80,80,1.0,0.9541818704644728,0.9999999999999999
generalization,permutation,heavy_tail,0.0,typeI,0.95,120,100,69,150,0.46,0.3822358341961156,0.5397617853533305
generalization,permutation,heavy_tail,0.15,power,0.95,120,100,150,150,1.0,0.9750297556319235,1.0
generalization,weighted GCM,smooth,0.0,typeI,0.5,120,100,28,150,0.18666666666666668,0.13242415483319162,0.2565571983041365
generalization,weighted GCM,smooth,0.15,power,0.5,120,100,100,150,0.6666666666666666,0.5878975668678504,0.7371123516761239
generalization,weighted GCM,nonlinear,0.0,typeI,0.5,120,100,119,150,0.7933333333333333,0.7216063981873552,0.8504110584500398
generalization,weighted GCM,nonlinear,0.15,power,0.5,120,100,149,150,0.9933333333333333,0.9632071602251817,0.9988221986649826
generalization,weighted GCM,large_n,0.0,typeI,0.5,160,160,12,80,0.15,0.08794040506163547,0.24413228561323347
generalization,weighted GCM,large_n,0.15,power,0.5,160,160,73,80,0.9125,0.8302320449152499,0.9569679982179401
generalization,weighted GCM,heavy_tail,0.0,typeI,0.5,120,100,15,150,0.1,0.061541383826314106,0.15843481166814719
generalization,weighted GCM,heavy_tail,0.15,power,0.5,120,100,78,150,0.52,0.4405523690431856,0.5984488211820913
generalization,weighted GCM,smooth,0.0,typeI,0.65,120,100,28,150,0.18666666666666668,0.13242415483319162,0.2565571983041365
generalization,weighted GCM,smooth,0.15,power,0.65,120,100,100,150,0.6666666666666666,0.5878975668678504,0.7371123516761239
generalization,weighted GCM,nonlinear,0.0,typeI,0.65,120,100,129,150,0.86,0.7954479122405028,0.9065735118144821
generalization,weighted GCM,nonlinear,0.15,power,0.65,120,100,149,150,0.9933333333333333,0.9632071602251817,0.9988221986649826
generalization,weighted GCM,large_n,0.0,typeI,0.65,160,160,11,80,0.1375,0.07854714324339108,0.22967100066986607
generalization,weighted GCM,large_n,0.15,power,0.65,160,160,76,80,0.95,0.8783772379535698,0.9803864454644556
generalization,weighted GCM,heavy_tail,0.0,typeI,0.65,120,100,15,150,0.1,0.061541383826314106,0.15843481166814719
generalization,weighted GCM,heavy_tail,0.15,power,0.65,120,100,76,150,0.5066666666666667,0.42749716668807597,0.5855032300536832
generalization,weighted GCM,smooth,0.0,typeI,0.8,120,100,25,150,0.16666666666666666,0.115514298743043,0.23446586416900808
generalization,weighted GCM,smooth,0.15,power,0.8,120,100,108,150,0.72,0.643343498954437,0.7856695935236092
generalization,weighted GCM,nonlinear,0.0,typeI,0.8,120,100,132,150,0.88,0.818291645158672,0.9227309691215898
generalization,weighted GCM,nonlinear,0.15,power,0.8,120,100,149,150,0.9933333333333333,0.9632071602251817,0.9988221986649826
generalization,weighted GCM,large_n,0.0,typeI,0.8,160,160,12,80,0.15,0.08794040506163547,0.24413228561323347
generalization,weighted GCM,large_n,0.15,power,0.8,160,160,75,80,0.9375,0.8618985123272557,0.973010624329158
generalization,weighted GCM,heavy_tail,0.0,typeI,0.8,120,100,15,150,0.1,0.061541383826314106,0.15843481166814719
generalization,weighted GCM,heavy_tail,0.15,power,0.8,120,100,80,150,0.5333333333333333,0.45366249130807695,0.6113394924007179
generalization,weighted GCM,smooth,0.0,typeI,0.9,120,100,30,150,0.2,0.14384081582284963,0.27114133079799635
generalization,weighted GCM,smooth,0.15,power,0.9,120,100,109,150,0.7266666666666667,0.6503549212540405,0.7916585679657648
generalization,weighted GCM,nonlinear,0.0,typeI,0.9,120,100,137,150,0.9133333333333333,0.8573717762637809,0.9486528217252759
generalization,weighted GCM,nonlinear,0.15,power,0.9,120,100,149,150,0.9933333333333333,0.9632071602251817,0.9988221986649826
generalization,weighted GCM,large_n,0.0,typeI,0.9,160,160,12,80,0.15,0.08794040506163547,0.24413228561323347
generalization,weighted GCM,large_n,0.15,power,0.9,160,160,76,80,0.95,0.8783772379535698,0.9803864454644556
generalization,weighted GCM,heavy_tail,0.0,typeI,0.9,120,100,17,150,0.11333333333333333,0.0719742391403741,0.17400274983760514
generalization,weighted GCM,heavy_tail,0.15,power,0.9,120,100,77,150,0.5133333333333333,0.4340179127073932,0.5919828807761246
generalization,weighted GCM,smooth,0.0,typeI,0.95,120,100,28,150,0.18666666666666668,0.13242415483319162,0.2565571983041365
generalization,weighted GCM,smooth,0.15,power,0.95,120,100,106,150,0.7066666666666667,0.6293765082407161,0.7736357907538123
generalization,weighted GCM,nonlinear,0.0,typeI,0.95,120,100,138,150,0.92,0.8653786362494686,0.953646358481347
generalization,weighted GCM,nonlinear,0.15,power,0.95,120,100,149,150,0.9933333333333333,0.9632071602251817,0.9988221986649826
generalization,weighted GCM,large_n,0.0,typeI,0.95,160,160,13,80,0.1625,0.09749819402950367,0.2584290434069771
generalization,weighted GCM,large_n,0.15,power,0.95,160,160,76,80,0.95,0.8783772379535698,0.9803864454644556
generalization,weighted GCM,heavy_tail,0.0,typeI,0.95,120,100,14,150,0.09333333333333334,0.05641186747708652,0.1505639312756158
generalization,weighted GCM,heavy_tail,0.15,power,0.95,120,100,79,150,0.5266666666666666,0.44710055355423833,0.6049010334127976
generalization,projected CM,smooth,0.0,typeI,0.5,120,100,19,150,0.12666666666666668,0.08261129487936036,0.18936648758213687
generalization,projected CM,smooth,0.15,power,0.5,120,100,106,150,0.7066666666666667,0.6293765082407161,0.7736357907538123
generalization,projected CM,nonlinear,0.0,typeI,0.5,120,100,148,150,0.9866666666666667,0.9526930912996325,0.9963358708487731
generalization,projected CM,nonlinear,0.15,power,0.5,120,100,150,150,1.0,0.9750297556319235,1.0
generalization,projected CM,large_n,0.0,typeI,0.5,160,160,13,80,0.1625,0.09749819402950367,0.2584290434069771
generalization,projected CM,large_n,0.15,power,0.5,160,160,78,80,0.975,0.9133556701442198,0.9931171067970292
generalization,projected CM,heavy_tail,0.0,typeI,0.5,120,100,15,150,0.1,0.061541383826314106,0.15843481166814719
generalization,projected CM,heavy_tail,0.15,power,0.5,120,100,78,150,0.52,0.4405523690431856,0.5984488211820913
generalization,projected CM,smooth,0.0,typeI,0.65,120,100,21,150,0.14,0.09342648818551796,0.20455208775949718
generalization,projected CM,smooth,0.15,power,0.65,120,100,108,150,0.72,0.643343498954437,0.7856695935236092
generalization,projected CM,nonlinear,0.0,typeI,0.65,120,100,150,150,1.0,0.9750297556319235,1.0
generalization,projected CM,nonlinear,0.15,power,0.65,120,100,150,150,1.0,0.9750297556319235,1.0
generalization,projected CM,large_n,0.0,typeI,0.65,160,160,17,80,0.2125,0.13712386717696146,0.31422155730596657
generalization,projected CM,large_n,0.15,power,0.65,160,160,78,80,0.975,0.9133556701442198,0.9931171067970292
generalization,projected CM,heavy_tail,0.0,typeI,0.65,120,100,12,150,0.08,0.04635364151865291,0.13462136375053146
generalization,projected CM,heavy_tail,0.15,power,0.65,120,100,79,150,0.5266666666666666,0.44710055355423833,0.6049010334127976
generalization,projected CM,smooth,0.0,typeI,0.8,120,100,24,150,0.16,0.10994008412845499,0.22703968204183714
generalization,projected CM,smooth,0.15,power,0.8,120,100,111,150,0.74,0.6644356718314847,0.8035786108718385
generalization,projected CM,nonlinear,0.0,typeI,0.8,120,100,150,150,1.0,0.9750297556319235,1.0
generalization,projected CM,nonlinear,0.15,power,0.8,120,100,150,150,1.0,0.9750297556319235,1.0
generalization,projected CM,large_n,0.0,typeI,0.8,160,160,13,80,0.1625,0.09749819402950367,0.2584290434069771
generalization,projected CM,large_n,0.15,power,0.8,160,160,79,80,0.9875,0.9325372992233133,0.9977900244795476
generalization,projected CM,heavy_tail,0.0,typeI,0.8,120,100,14,150,0.09333333333333334,0.05641186747708652,0.1505639312756158
generalization,projected CM,heavy_tail,0.15,power,0.8,120,100,84,150,0.56,0.4800485326362731,0.6369550380395579
generalization,projected CM,smooth,0.0,typeI,0.9,120,100,26,150,0.17333333333333334,0.1211206322638728,0.24185992738993722
generalization,projected CM,smooth,0.15,power,0.9,120,100,113,150,0.7533333333333333,0.6785967057397266,0.8154183704471145
generalization,projected CM,nonlinear,0.0,typeI,0.9,120,100,150,150,1.0,0.9750297556319235,1.0
generalization,projected CM,nonlinear,0.15,power,0.9,120,100,150,150,1.0,0.9750297556319235,1.0
generalization,projected CM,large_n,0.0,typeI,0.9,160,160,16,80,0.2,0.12702844043960787,0.30046243728170835
generalization,projected CM,large_n,0.15,power,0.9,160,160,79,80,0.9875,0.9325372992233133,0.9977900244795476
generalization,projected CM,heavy_tail,0.0,typeI,0.9,120,100,16,150,0.10666666666666667,0.06673036965207342,0.16624622258414684
generalization,projected CM,heavy_tail,0.15,power,0.9,120,100,86,150,0.5733333333333334,0.4933252687249979,0.649679095434351
generalization,projected CM,smooth,0.0,typeI,0.95,120,100,29,150,0.19333333333333333,0.13811889170191843,0.2638628581771686
generalization,projected CM,smooth,0.15,power,0.95,120,100,120,150,0.8,0.7288586692020037,0.8561591841771504
generalization,projected CM,nonlinear,0.0,typeI,0.95,120,100,150,150,1.0,0.9750297556319235,1.0
generalization,projected CM,nonlinear,0.15,power,0.95,120,100,150,150,1.0,0.9750297556319235,1.0
generalization,projected CM,large_n,0.0,typeI,0.95,160,160,15,80,0.1875,0.11705310466977323,0.28658322628993116
generalization,projected CM,large_n,0.15,power,0.95,160,160,79,80,0.9875,0.9325372992233133,0.9977900244795476
generalization,projected CM,heavy_tail,0.0,typeI,0.95,120,100,17,150,0.11333333333333333,0.0719742391403741,0.17400274983760514
generalization,projected CM,heavy_tail,0.15,power,0.95,120,100,80,150,0.5333333333333333,0.45366249130807695,0.6113394924007179
generalization,local perm.,smooth,0.0,typeI,0.5,120,100,5,150,0.03333333333333333,0.01432043189809255,0.07565179617877894
generalization,local perm.,smooth,0.15,power,0.5,120,100,135,150,0.9,0.8415651883318529,0.9384586161736859
generalization,local perm.,nonlinear,0.0,typeI,0.5,120,100,86,150,0.5733333333333334,0.4933252687249979,0.649679095434351
generalization,local perm.,nonlinear,0.15,power,0.5,120,100,150,150,1.0,0.9750297556319235,1.0
generalization,local perm.,large_n,0.0,typeI,0.5,160,160,7,80,0.0875,0.04303200178205986,0.16976795508474996
generalization,local perm.,large_n,0.15,power,0.5,160,160,79,80,0.9875,0.9325372992233133,0.9977900244795476
generalization,local perm.,heavy_tail,0.0,typeI,0.5,120,100,15,150,0.1,0.061541383826314106,0.15843481166814719
generalization,local perm.,heavy_tail,0.15,power,0.5,120,100,129,150,0.86,0.7954479122405028,0.9065735118144821
generalization,local perm.,smooth,0.0,typeI,0.65,120,100,9,150,0.06,0.03188404420920533,0.11008977083470209
generalization,local perm.,smooth,0.15,power,0.65,120,100,137,150,0.9133333333333333,0.8573717762637809,0.9486528217252759
generalization,local perm.,nonlinear,0.0,typeI,0.65,120,100,92,150,0.6133333333333333,0.5334979124018292,0.6875088322080735
generalization,local perm.,nonlinear,0.15,power,0.65,120,100,150,150,1.0,0.9750297556319235,1.0
generalization,local perm.,large_n,0.0,typeI,0.65,160,160,7,80,0.0875,0.04303200178205986,0.16976795508474996
generalization,local perm.,large_n,0.15,power,0.65,160,160,80,80,1.0,0.9541818704644728,0.9999999999999999
generalization,local perm.,heavy_tail,0.0,typeI,0.65,120,100,16,150,0.10666666666666667,0.06673036965207342,0.16624622258414684
generalization,local perm.,heavy_tail,0.15,power,0.65,120,100,127,150,0.8466666666666667,0.7804201682766676,0.8956004622947993
generalization,local perm.,smooth,0.0,typeI,0.8,120,100,10,150,0.06666666666666667,0.03661185666960744,0.11836235511605896
generalization,local perm.,smooth,0.15,power,0.8,120,100,137,150,0.9133333333333333,0.8573717762637809,0.9486528217252759
generalization,local perm.,nonlinear,0.0,typeI,0.8,120,100,92,150,0.6133333333333333,0.5334979124018292,0.6875088322080735
generalization,local perm.,nonlinear,0.15,power,0.8,120,100,150,150,1.0,0.9750297556319235,1.0
generalization,local perm.,large_n,0.0,typeI,0.8,160,160,8,80,0.1,0.05154761556738083,0.18510688806104086
generalization,local perm.,large_n,0.15,power,0.8,160,160,80,80,1.0,0.9541818704644728,0.9999999999999999
generalization,local perm.,heavy_tail,0.0,typeI,0.8,120,100,17,150,0.11333333333333333,0.0719742391403741,0.17400274983760514
generalization,local perm.,heavy_tail,0.15,power,0.8,120,100,128,150,0.8533333333333334,0.7879153994391072,0.9011056278741189
generalization,local perm.,smooth,0.0,typeI,0.9,120,100,11,150,0.07333333333333333,0.041438815160384994,0.12653579336704038
generalization,local perm.,smooth,0.15,power,0.9,120,100,139,150,0.9266666666666666,0.8734642066329596,0.9585611848396149
generalization,local perm.,nonlinear,0.0,typeI,0.9,120,100,95,150,0.6333333333333333,0.5537823804885079,0.7062255543466717
generalization,local perm.,nonlinear,0.15,power,0.9,120,100,150,150,1.0,0.9750297556319235,1.0
generalization,local perm.,large_n,0.0,typeI,0.9,160,160,6,80,0.075,0.03482524929300514,0.15412016081219287
generalization,local perm.,large_n,0.15,power,0.9,160,160,80,80,1.0,0.9541818704644728,0.9999999999999999
generalization,local perm.,heavy_tail,0.0,typeI,0.9,120,100,19,150,0.12666666666666668,0.08261129487936036,0.18936648758213687
generalization,local perm.,heavy_tail,0.15,power,0.9,120,100,129,150,0.86,0.7954479122405028,0.9065735118144821
generalization,local perm.,smooth,0.0,typeI,0.95,120,100,11,150,0.07333333333333333,0.041438815160384994,0.12653579336704038
generalization,local perm.,smooth,0.15,power,0.95,120,100,139,150,0.9266666666666666,0.8734642066329596,0.9585611848396149
generalization,local perm.,nonlinear,0.0,typeI,0.95,120,100,94,150,0.6266666666666667,0.5470058519845729,0.7000016861088478
generalization,local perm.,nonlinear,0.15,power,0.95,120,100,150,150,1.0,0.9750297556319235,1.0
generalization,local perm.,large_n,0.0,typeI,0.95,160,160,6,80,0.075,0.03482524929300514,0.15412016081219287
generalization,local perm.,large_n,0.15,power,0.95,160,160,80,80,1.0,0.9541818704644728,0.9999999999999999
generalization,local perm.,heavy_tail,0.0,typeI,0.95,120,100,20,150,0.13333333333333333,0.0879980047055142,0.196980174497742
generalization,local perm.,heavy_tail,0.15,power,0.95,120,100,130,150,0.8666666666666667,0.803019825502258,0.9120019952944858
stress,legacy_cluster_extrapolation_beta1,high_dim_fe,0.0,typeI,0.8,600,60,3,100,0.03,0.010254524024038925,0.0845193642905276
stress,legacy_cluster_extrapolation_beta1,high_dim_fe,0.15,power,0.8,600,60,100,100,1.0,0.9630065017930143,1.0
stress,legacy_cluster_extrapolation_beta1,serial,0.0,typeI,0.8,120,100,17,200,0.085,0.05374575017747561,0.13189587071565567
stress,legacy_cluster_extrapolation_beta1,serial,0.15,power,0.8,120,100,198,200,0.99,0.9642782382838231,0.9972533418664555
stress,legacy_cluster_extrapolation_beta1,overlap,0.0,typeI,0.8,120,98,21,200,0.105,0.06970748792681017,0.1551803199112304
stress,legacy_cluster_extrapolation_beta1,overlap,0.15,power,0.8,120,98,150,200,0.75,0.6856590168795417,0.8049183199318249
stress,legacy_cluster_extrapolation_beta1,small_T,0.0,typeI,0.8,120,24,35,200,0.175,0.12860515066273331,0.23364431148248993
stress,legacy_cluster_extrapolation_beta1,small_T,0.15,power,0.8,120,24,152,200,0.76,0.6962665902079583,0.8139338400758631
