setting,regime,metric,seed,N,T,reject,statistic,product_mean,cluster_se
deployed,heavy_tail,typeI,70746,120,100,0,1.0106130356778849,0.004498452013871187,0.004451211151114608
deployed,heavy_tail,typeI,70747,120,100,0,-0.11278800521992666,-0.0005229501318162226,0.004636575767046468
deployed,heavy_tail,typeI,70748,120,100,0,-0.18276135518584435,-0.0008401701645154388,0.004597088720758804
deployed,heavy_tail,typeI,70749,120,100,0,0.05252035665981204,0.0002463926556836533,0.004691374380406484
deployed,heavy_tail,typeI,70750,120,100,0,-0.6324210076156237,-0.0030163827987436703,0.004769580330856092
deployed,heavy_tail,typeI,70751,120,100,0,-1.5838567844002223,-0.00833721453718692,0.005263868942761811
deployed,heavy_tail,typeI,70752,120,100,0,0.7657036370347966,0.003981100574612743,0.005199270817139694
deployed,heavy_tail,typeI,70753,120,100,0,1.4370150919219506,0.005757364418270728,0.004006474567062814
deployed,heavy_tail,typeI,70754,120,100,0,0.6018040444641152,0.0029277031326873284,0.0048648777947219385
deployed,heavy_tail,typeI,70755,120,100,0,0.8915724948466007,0.004494562733147314,0.0050411635162888515
deployed,heavy_tail,typeI,70756,120,100,0,0.18642265196817814,0.0008974411860211049,0.004814013621983532
deployed,heavy_tail,typeI,70757,120,100,1,1.8156305979659253,0.007181560625669716,0.003955408459030879
deployed,heavy_tail,typeI,70758,120,100,0,0.8846043850104564,0.003971509244935193,0.004489588014972645
deployed,heavy_tail,typeI,70759,120,100,0,0.425326041360417,0.0021540048652874343,0.005064361585756166
deployed,heavy_tail,typeI,70760,120,100,1,2.4688729493511796,0.01100414941222512,0.004457155000672275
deployed,heavy_tail,typeI,70761,120,100,0,0.4716890653911317,0.002118053411657429,0.004490359363961738
deployed,heavy_tail,typeI,70762,120,100,0,0.6567728478590682,0.002943150602616643,0.004481230629753729
deployed,heavy_tail,typeI,70763,120,100,0,1.1495347553163882,0.005561122048746585,0.004837715452297036
deployed,heavy_tail,typeI,70764,120,100,0,1.0992673940057842,0.005515092137299149,0.00501706151512589
deployed,heavy_tail,typeI,70765,120,100,0,0.9766357145307359,0.0047781438493184475,0.0048924525063209455
deployed,heavy_tail,typeI,70766,120,100,0,1.1439056635482796,0.006475853435976155,0.005661177877106327
deployed,heavy_tail,typeI,70767,120,100,0,-0.5947303912240693,-0.0027377758107763293,0.004603389790021425
deployed,heavy_tail,typeI,70768,120,100,1,1.8344597044711177,0.008180328874628473,0.004459257870145964
deployed,heavy_tail,typeI,70769,120,100,0,-2.276833586500016,-0.009608116708840665,0.004219946844516822
deployed,heavy_tail,typeI,70770,120,100,0,-1.446969287984775,-0.006779749697434099,0.004685482790637802
deployed,heavy_tail,typeI,70771,120,100,0,0.25227570320336906,0.0012830255562944163,0.0050858070753651615
deployed,heavy_tail,typeI,70772,120,100,0,0.3623166273321969,0.0018366235273188695,0.005069111900390169
deployed,heavy_tail,typeI,70773,120,100,0,1.2035684895609435,0.006245497173479874,0.005189149788856804
deployed,heavy_tail,typeI,70774,120,100,0,0.11710162238576606,0.0005271807322947027,0.004501908014203418
deployed,heavy_tail,typeI,70775,120,100,0,-0.8150983474190794,-0.003843726994535749,0.004715660394486743
deployed,heavy_tail,typeI,70776,120,100,0,0.8372105946257775,0.003945476110974184,0.0047126447470934845
deployed,heavy_tail,typeI,70777,120,100,0,0.6707214068418356,0.003120783259057088,0.0046528755862312995
deployed,heavy_tail,typeI,70778,120,100,0,-1.3481241399259505,-0.006500338049424091,0.004821765189800057
deployed,heavy_tail,typeI,70779,120,100,0,-1.4894214239432213,-0.006521605489528919,0.004378616679396932
deployed,heavy_tail,typeI,70780,120,100,1,3.5583429625932945,0.0170489354252833,0.004791256943051424
deployed,heavy_tail,typeI,70781,120,100,0,0.3431492615545699,0.0016329973361284406,0.004758854291950007
deployed,heavy_tail,typeI,70782,120,100,0,0.48026381978891225,0.002132118196112884,0.004439472865247276
deployed,heavy_tail,typeI,70783,120,100,0,0.7386076916412969,0.003871700004307288,0.0052418896365725495
deployed,heavy_tail,typeI,70784,120,100,0,0.0955167943656262,0.0004503774503457967,0.0047151650485862074
deployed,heavy_tail,typeI,70785,120,100,0,1.110412130446562,0.004802891291081697,0.004325323147496751
deployed,heavy_tail,typeI,70786,120,100,0,-0.3676807527622728,-0.001617737755193554,0.00439984345941414
deployed,heavy_tail,typeI,70787,120,100,0,1.1186377827670844,0.005892902233470734,0.005267927048641191
deployed,heavy_tail,typeI,70788,120,100,0,0.3474579257936183,0.0015156938184766522,0.004362236996075714
deployed,heavy_tail,typeI,70789,120,100,0,-1.8339061332883182,-0.009023095444795353,0.004920151190408164
deployed,heavy_tail,typeI,70790,120,100,0,-0.6704705263258963,-0.0030384226577379846,0.004531776623184618
deployed,heavy_tail,typeI,70791,120,100,0,0.048913465272228396,0.00021631186122797057,0.0044223376942133345
deployed,heavy_tail,typeI,70792,120,100,0,0.15082491044213567,0.0006984866701737869,0.004631109464121067
deployed,heavy_tail,typeI,70793,120,100,0,0.561124916808159,0.002413095903115866,0.004300461146587918
deployed,heavy_tail,typeI,70794,120,100,0,0.12333631949612232,0.0006399472716628235,0.005188636034197074
deployed,heavy_tail,typeI,70795,120,100,0,0.0901460747944615,0.00045011832880662646,0.004993210517850315
deployed,heavy_tail,typeI,70796,120,100,0,1.5630283551694615,0.007111499684125814,0.004549821288018023
deployed,heavy_tail,typeI,70797,120,100,0,-0.5576877262887914,-0.002579200621266457,0.00462481152029308
deployed,heavy_tail,typeI,70798,120,100,0,-1.2623898009060754,-0.006208755221342779,0.004918255214741491
deployed,heavy_tail,typeI,70799,120,100,0,-0.2003991504352639,-0.0009635130830259335,0.004807969898740576
deployed,heavy_tail,typeI,70800,120,100,0,0.9432770990954811,0.004825691941056066,0.005115879464988046
deployed,heavy_tail,typeI,70801,120,100,0,1.269105626712039,0.005834805695499064,0.0045975729464029745
deployed,heavy_tail,typeI,70802,120,100,0,1.1831713469634033,0.005998798149355698,0.005070100932338793
deployed,heavy_tail,typeI,70803,120,100,0,-0.3807878748385148,-0.00194256132107014,0.00510142640937279
deployed,heavy_tail,typeI,70804,120,100,0,0.26114443688264305,0.0011059463335797949,0.004234998634402467
deployed,heavy_tail,typeI,70805,120,100,0,1.6381933661132335,0.007842029418730098,0.0047869986418856295
deployed,heavy_tail,typeI,70806,120,100,0,-1.067569564943455,-0.004481956247964451,0.004198280276191502
deployed,heavy_tail,typeI,70807,120,100,0,0.2549299363775739,0.0009766378123939059,0.0038310048096800147
deployed,heavy_tail,typeI,70808,120,100,0,0.5724956738049389,0.0024642506570995834,0.0043044004869444725
deployed,heavy_tail,typeI,70809,120,100,1,2.1782210117955145,0.011129453841373994,0.0051094235989395526
deployed,heavy_tail,typeI,70810,120,100,0,1.3283448137745655,0.005737082135310292,0.004318970553291847
deployed,heavy_tail,typeI,70811,120,100,1,1.8122187701019086,0.008238464472823448,0.004546065082617019
deployed,heavy_tail,typeI,70812,120,100,1,1.7264072220261908,0.009106645041577235,0.005274911345012364
deployed,heavy_tail,typeI,70813,120,100,1,1.6773749808830378,0.00881280895664552,0.005253928940806128
deployed,heavy_tail,typeI,70814,120,100,0,0.5952983941737342,0.003352273424739943,0.00563124889559437
deployed,heavy_tail,typeI,70815,120,100,0,-0.10704193726406105,-0.0004886403663477217,0.004564943225404244
deployed,heavy_tail,typeI,70816,120,100,1,1.8216942446721271,0.00933843620344902,0.005126236870298601
deployed,heavy_tail,typeI,70817,120,100,1,1.9123105458739849,0.007829019009337032,0.004094010267437461
deployed,heavy_tail,typeI,70818,120,100,0,-1.198474571465891,-0.005376160914977388,0.004485836448245739
deployed,heavy_tail,typeI,70819,120,100,0,0.9464774165067024,0.004079529846875327,0.004310224180448195
deployed,heavy_tail,typeI,70820,120,100,0,-0.14246489321570766,-0.0006989547114163145,0.004906154040055464
deployed,heavy_tail,typeI,70821,120,100,0,0.19844970145721827,0.0009589697452039616,0.004832306313197936
deployed,heavy_tail,typeI,70822,120,100,0,0.9446456129598687,0.0054149103022779295,0.005732213465017139
deployed,heavy_tail,typeI,70823,120,100,0,0.6170181148667134,0.0031215051194200577,0.005059016978933198
deployed,heavy_tail,typeI,70824,120,100,0,-0.5096982016853028,-0.0023192011192192793,0.004550145775580344
deployed,heavy_tail,typeI,70825,120,100,0,1.0169528394376692,0.004637685172188357,0.004560373885924538
deployed,heavy_tail,typeI,70826,120,100,0,0.480877269352425,0.002228380205096257,0.004633989475312719
deployed,heavy_tail,typeI,70827,120,100,0,0.6076829512744819,0.002839259278900182,0.004672270750636425
deployed,heavy_tail,typeI,70828,120,100,0,1.5148593485556048,0.0068410605430664,0.0045159707728570616
deployed,heavy_tail,typeI,70829,120,100,0,-0.32566509188778864,-0.0016051531239514019,0.004928846118098755
deployed,heavy_tail,typeI,70830,120,100,0,-2.1744157701082467,-0.009258233356363593,0.004257802708956023
deployed,heavy_tail,typeI,70831,120,100,0,0.34868923057813134,0.0016678143020386015,0.004783096682605721
deployed,heavy_tail,typeI,70832,120,100,0,-0.9074136867493126,-0.004693089394006281,0.005171940276566294
deployed,heavy_tail,typeI,70833,120,100,1,2.039702748187812,0.00906507027146072,0.004444309485543736
deployed,heavy_tail,typeI,70834,120,100,0,-0.31051203578832837,-0.0016132913399372715,0.005195583919449193
deployed,heavy_tail,typeI,70835,120,100,0,0.199051223861289,0.0009161681740772601,0.0046026754134187164
deployed,heavy_tail,typeI,70836,120,100,0,-1.1969459595583356,-0.0058021942973870795,0.004847498962716784
deployed,heavy_tail,typeI,70837,120,100,0,-1.5970645749669645,-0.007918564607224881,0.004958199393652368
deployed,heavy_tail,typeI,70838,120,100,0,0.20050701831022913,0.0010969964047165316,0.005471112253134367
deployed,heavy_tail,typeI,70839,120,100,0,0.44541693964251183,0.0021863594292002896,0.004908568207924567
deployed,heavy_tail,typeI,70840,120,100,0,0.9675646137565582,0.0051254981544375,0.005297318733616986
deployed,heavy_tail,typeI,70841,120,100,0,-0.9436140218044384,-0.004583698698927081,0.004857599180395647
deployed,heavy_tail,typeI,70842,120,100,0,0.7092072658316373,0.0032816494648337607,0.0046272079023127344
deployed,heavy_tail,typeI,70843,120,100,0,0.05131665969222766,0.00025066378890869703,0.004884647411036813
deployed,heavy_tail,typeI,70844,120,100,0,0.6104566513724111,0.0028046579372101666,0.004594360518318237
deployed,heavy_tail,typeI,70845,120,100,0,-1.588654869462616,-0.007474345166670898,0.004704826271800114
deployed,heavy_tail,typeI,70846,120,100,0,1.5032770611142126,0.007211772258115739,0.004797367328129421
deployed,heavy_tail,typeI,70847,120,100,0,0.3463824254574625,0.0015402155744433,0.004446575406962862
deployed,heavy_tail,typeI,70848,120,100,0,1.4664686697720677,0.007006711502244977,0.004777948309890606
deployed,heavy_tail,typeI,70849,120,100,0,1.3962081576437662,0.006935847334865617,0.004967631292579265
deployed,heavy_tail,typeI,70850,120,100,0,-1.1789754342652552,-0.005840666619880164,0.004954018930445402
deployed,heavy_tail,typeI,70851,120,100,0,1.5275770971518476,0.006222691993785186,0.004073569841671057
deployed,heavy_tail,typeI,70852,120,100,0,-1.4180019012250837,-0.006691089476114422,0.004718674545029629
deployed,heavy_tail,typeI,70853,120,100,0,-0.15027164794224868,-0.0007190997284163275,0.004785332018802953
deployed,heavy_tail,typeI,70854,120,100,1,2.4070415192580508,0.011616989676297325,0.004826252303233289
deployed,heavy_tail,typeI,70855,120,100,0,-0.7139799966549456,-0.003614867132427309,0.005062980964961561
deployed,heavy_tail,typeI,70856,120,100,0,-0.6004411596651178,-0.002818644239513668,0.004694288847696086
deployed,heavy_tail,power,75707,120,100,0,1.5617691561567448,0.008108613780322474,0.00519194129833914
deployed,heavy_tail,power,75708,120,100,1,3.7870097070594344,0.01992212983470294,0.005260649265716359
deployed,heavy_tail,power,75709,120,100,0,0.6524510612585023,0.0029190921958997247,0.0044740400763072325
deployed,heavy_tail,power,75710,120,100,1,2.6259047682366545,0.013821518729936247,0.005263526269925493
deployed,heavy_tail,power,75711,120,100,1,3.515786019970571,0.017988061141327602,0.0051163697219201556
deployed,heavy_tail,power,75712,120,100,1,3.4573941192459396,0.017320148536185527,0.005009596227335246
deployed,heavy_tail,power,75713,120,100,1,2.622449700357301,0.01325154686368439,0.005053117648692711
deployed,heavy_tail,power,75714,120,100,1,2.0865487978568424,0.010759838077547216,0.005156763210426217
deployed,heavy_tail,power,75715,120,100,1,3.273295613595455,0.01746444673771705,0.0053354321758106475
deployed,heavy_tail,power,75716,120,100,1,2.929945481065817,0.011779733480805847,0.004020461662829565
deployed,heavy_tail,power,75717,120,100,1,2.38789210730731,0.011165602210031187,0.004675924082106875
deployed,heavy_tail,power,75718,120,100,1,3.2108568691300436,0.017944196466335587,0.0055886005504809134
deployed,heavy_tail,power,75719,120,100,1,2.8997560337597807,0.012778317444105644,0.004406687078270327
deployed,heavy_tail,power,75720,120,100,1,3.002972249118505,0.014581228788193526,0.004855598912868312
deployed,heavy_tail,power,75721,120,100,1,4.461400171267951,0.02046366913235001,0.004586826634413773
deployed,heavy_tail,power,75722,120,100,1,2.4187267287938354,0.013002806021905835,0.00537588883734296
deployed,heavy_tail,power,75723,120,100,1,5.137375414210715,0.024383367100875214,0.004746269278555608
deployed,heavy_tail,power,75724,120,100,1,3.34342492814925,0.013792432306817077,0.004125240615003688
deployed,heavy_tail,power,75725,120,100,1,5.646693030609186,0.027412366549484403,0.004854587703083809
deployed,heavy_tail,power,75726,120,100,1,3.5753685155159576,0.015750067800884723,0.00440515928149349
deployed,heavy_tail,power,75727,120,100,1,3.0090056270437477,0.014478806827587957,0.004811824443749187
deployed,heavy_tail,power,75728,120,100,1,4.796242252454759,0.02013545396735296,0.004198172841884176
deployed,heavy_tail,power,75729,120,100,1,3.0185572562395957,0.016181109163685415,0.005360544058005786
deployed,heavy_tail,power,75730,120,100,1,1.7461199419332227,0.008818387258686064,0.005050275783989246
deployed,heavy_tail,power,75731,120,100,1,2.6422230029471967,0.011317617417066456,0.004283369497745846
deployed,heavy_tail,power,75732,120,100,0,1.6213470489318307,0.00868527011250745,0.005356823585813687
deployed,heavy_tail,power,75733,120,100,1,3.3631505557811736,0.016528418975246092,0.004914564097296846
deployed,heavy_tail,power,75734,120,100,1,3.890290712020432,0.016930379969471367,0.004351957532931653
deployed,heavy_tail,power,75735,120,100,1,4.132765923741535,0.019994783096572107,0.004838111682471031
deployed,heavy_tail,power,75736,120,100,0,1.2701862454203032,0.005602691174757216,0.004410920992852738
deployed,heavy_tail,power,75737,120,100,1,3.588706188331103,0.01598817111256882,0.0044551351583351495
deployed,heavy_tail,power,75738,120,100,1,3.650411672515323,0.016674386897088334,0.004567809987742783
deployed,heavy_tail,power,75739,120,100,1,4.4292200183632975,0.023509632284481607,0.005307849279785603
deployed,heavy_tail,power,75740,120,100,1,5.015990200406133,0.01949153120539887,0.003885879044145797
deployed,heavy_tail,power,75741,120,100,1,3.6597692214876947,0.017993323825408677,0.004916518702808915
deployed,heavy_tail,power,75742,120,100,1,3.552877106741586,0.01852992984149802,0.005215471654321358
deployed,heavy_tail,power,75743,120,100,1,3.3247397632058884,0.016326629811199984,0.004910648945184506
deployed,heavy_tail,power,75744,120,100,1,2.0273676312577145,0.009975901883315182,0.00492061811065142
deployed,heavy_tail,power,75745,120,100,1,2.551291805585703,0.012058028173845848,0.004726244229470909
deployed,heavy_tail,power,75746,120,100,1,2.298063020765265,0.01031418185087184,0.004488206701762761
deployed,heavy_tail,power,75747,120,100,1,5.8375826946835065,0.023367203236297325,0.004002890315811485
deployed,heavy_tail,power,75748,120,100,1,3.7672925848189056,0.018666488131139535,0.004954881446256671
deployed,heavy_tail,power,75749,120,100,1,2.7534425684924657,0.015451458186075562,0.005611687115934788
deployed,heavy_tail,power,75750,120,100,1,3.626951603192045,0.021719694125045638,0.005988415755515002
deployed,heavy_tail,power,75751,120,100,1,3.7185243922891558,0.016632790843230175,0.004472954615470703
deployed,heavy_tail,power,75752,120,100,1,2.7266197808717645,0.013552600818477806,0.004970476966958964
deployed,heavy_tail,power,75753,120,100,1,4.0622598454359355,0.019727078122286624,0.004856183226302117
deployed,heavy_tail,power,75754,120,100,1,3.694572259278803,0.017036284387561815,0.004611165567211662
deployed,heavy_tail,power,75755,120,100,1,3.2239896548828386,0.017099952834238104,0.005303972613044728
deployed,heavy_tail,power,75756,120,100,1,2.1062269099789255,0.010854130426005412,0.0051533528389465
deployed,heavy_tail,power,75757,120,100,1,2.72479458719045,0.011974968663989251,0.004394815198284984
deployed,heavy_tail,power,75758,120,100,1,3.8749369690981217,0.018119366789607877,0.004676041683801916
deployed,heavy_tail,power,75759,120,100,1,1.9142247615184902,0.009572612660117878,0.005000777783547343
deployed,heavy_tail,power,75760,120,100,1,2.675421832746963,0.013632380689284894,0.005095413561489845
deployed,heavy_tail,power,75761,120,100,1,2.114883041776225,0.011943094767171194,0.005647165602661676
deployed,heavy_tail,power,75762,120,100,1,3.396820296530817,0.016683907059648707,0.004911624873617256
deployed,heavy_tail,power,75763,120,100,1,4.5222648015056235,0.020169790757950168,0.004460108296010202
deployed,heavy_tail,power,75764,120,100,1,4.048351684068587,0.01882816079567853,0.004650821436727615
deployed,heavy_tail,power,75765,120,100,1,4.332222241465234,0.021175964290998286,0.004888014305525609
deployed,heavy_tail,power,75766,120,100,1,3.5978030121511932,0.018512695528033543,0.005145555625338269
deployed,heavy_tail,power,75767,120,100,1,2.3414884839515246,0.012226311175693665,0.005221597825268989
deployed,heavy_tail,power,75768,120,100,1,4.081563287448473,0.01889499250332183,0.004629351837181421
deployed,heavy_tail,power,75769,120,100,1,4.603528069280292,0.023953690403657645,0.005203333192101623
deployed,heavy_tail,power,75770,120,100,1,3.509971898833897,0.020705047013968147,0.005898921020093322
deployed,heavy_tail,power,75771,120,100,1,5.647489222569048,0.026655827214340396,0.004719942998353281
deployed,heavy_tail,power,75772,120,100,1,2.3698721068628172,0.01261959184430949,0.005325009652531426
deployed,heavy_tail,power,75773,120,100,1,3.5931478965208337,0.01960587609483272,0.005456462316459797
deployed,heavy_tail,power,75774,120,100,1,2.952968446438516,0.014900214348434889,0.0050458427235839836
deployed,heavy_tail,power,75775,120,100,1,1.6823041093823918,0.009436899753472186,0.005609508828303738
deployed,heavy_tail,power,75776,120,100,1,2.465371252541534,0.012109690210625032,0.004911913448386824
deployed,heavy_tail,power,75777,120,100,1,2.857099637105735,0.013745100897111198,0.00481085808790172
deployed,heavy_tail,power,75778,120,100,1,4.7070675206009085,0.021962068766391823,0.004665764548792391
deployed,heavy_tail,power,75779,120,100,1,3.4170738948865207,0.016798032904993546,0.004915911514272769
deployed,heavy_tail,power,75780,120,100,1,2.1695989964704956,0.011711168956422173,0.005397849545226516
deployed,heavy_tail,power,75781,120,100,1,3.1147698599002847,0.016058375910226085,0.00515555775627679
deployed,heavy_tail,power,75782,120,100,1,3.4969062014913512,0.01647021443392732,0.004709938867363141
deployed,heavy_tail,power,75783,120,100,1,3.599651930205872,0.018588975367577205,0.005164103565567257
deployed,heavy_tail,power,75784,120,100,1,4.149021854831382,0.022118838806645783,0.005331097203281591
deployed,heavy_tail,power,75785,120,100,1,5.490712549061359,0.025387972915097236,0.004623802956036612
deployed,heavy_tail,power,75786,120,100,1,3.820127937694794,0.015993751957788613,0.004186705843008972
deployed,heavy_tail,power,75787,120,100,1,3.1846066187830933,0.014576144575211357,0.004577062827553003
deployed,heavy_tail,power,75788,120,100,1,2.9650624493596336,0.014792195317393274,0.004988830950453658
deployed,heavy_tail,power,75789,120,100,1,3.1185196075472894,0.016244270931021994,0.0052089686695278095
deployed,heavy_tail,power,75790,120,100,1,5.013103738804215,0.0229331342046805,0.00457463786898429
deployed,heavy_tail,power,75791,120,100,1,3.728558854892998,0.016773660542747693,0.004498698074923926
deployed,heavy_tail,power,75792,120,100,1,2.6509712417233424,0.013153525829941776,0.004961776130544115
deployed,heavy_tail,power,75793,120,100,1,3.7493286866074276,0.018414518735598975,0.004911417556261601
deployed,heavy_tail,power,75794,120,100,1,4.677589360113162,0.023267955878939744,0.004974347700837261
deployed,heavy_tail,power,75795,120,100,1,3.9529610095369847,0.019648900403609986,0.004970679031795328
deployed,heavy_tail,power,75796,120,100,1,4.531815606454159,0.02322613471774842,0.005125127925476497
deployed,heavy_tail,power,75797,120,100,1,1.981130761136222,0.008235737211379521,0.004157089159857446
deployed,heavy_tail,power,75798,120,100,1,3.8089775609268877,0.01664988079461146,0.004371220499014918
deployed,heavy_tail,power,75799,120,100,1,5.8829593709373915,0.025905557942549857,0.0044034908808867155
deployed,heavy_tail,power,75800,120,100,1,5.2530104574137,0.022959397647974233,0.00437071234373255
deployed,heavy_tail,power,75801,120,100,1,2.6962247058734747,0.01400884827495871,0.005195727286543193
deployed,heavy_tail,power,75802,120,100,1,2.3959354965956146,0.012092233509512903,0.005046977903493128
deployed,heavy_tail,power,75803,120,100,1,6.192522833927385,0.027660023931339324,0.004466680975287893
deployed,heavy_tail,power,75804,120,100,1,2.6351290874119786,0.013051673200207826,0.004952954017530191
deployed,heavy_tail,power,75805,120,100,1,2.87341034853989,0.01399426596096993,0.004870263646151705
deployed,heavy_tail,power,75806,120,100,1,3.3482569975458234,0.01627140224013498,0.004859663476268831
deployed,heavy_tail,power,75807,120,100,1,3.4574686739010776,0.016062681142577973,0.004645792242118675
deployed,heavy_tail,power,75808,120,100,1,2.914802076967229,0.0153357584055075,0.0052613378200498375
deployed,heavy_tail,power,75809,120,100,1,3.554387252407351,0.0176177978099826,0.004956634311033565
deployed,heavy_tail,power,75810,120,100,1,4.566368406004621,0.019889673885280842,0.004355687521647746
deployed,heavy_tail,power,75811,120,100,1,2.0140568305732094,0.00916022479282713,0.0045481461365815025
deployed,heavy_tail,power,75812,120,100,1,2.6300321491378145,0.011805534018803802,0.004488741334463887
deployed,heavy_tail,power,75813,120,100,1,2.9149856195436086,0.01490211464005393,0.005112242935314072
deployed,heavy_tail,power,75814,120,100,1,1.9971591629621697,0.010646629118999053,0.005330886649618882
deployed,heavy_tail,power,75815,120,100,1,4.372057446104298,0.018747441042283916,0.004288013429235413
deployed,heavy_tail,power,75816,120,100,1,2.783579385234523,0.013611489274741645,0.004889923149648144
deployed,heavy_tail,power,75817,120,100,1,3.5453461294131707,0.015749954332068394,0.004442430656178368
deployed,heavy_tail,power,75818,120,100,0,1.398397442540036,0.00789909536747888,0.005648676926304325
deployed,heavy_tail,power,75819,120,100,1,3.950326469975512,0.0189265185203235,0.004791127686325333
deployed,heavy_tail,power,75820,120,100,1,3.6834923100254473,0.019521625275433392,0.005299760019126665
deployed,heavy_tail,power,75821,120,100,1,4.710188195671568,0.020619962186685614,0.004377736372749255
deployed,heavy_tail,power,75822,120,100,0,1.6044877063833314,0.007700015567118748,0.004799049276903042
deployed,heavy_tail,power,75823,120,100,0,1.5072552432018012,0.008603321405366906,0.0057079392784802774
deployed,heavy_tail,power,75824,120,100,1,3.695948130334251,0.017405085042718316,0.004709234120432379
deployed,heavy_tail,power,75825,120,100,1,1.8712090664542997,0.009633654968782558,0.005148358428509056
deployed,heavy_tail,power,75826,120,100,1,3.436755452979358,0.019271875996391206,0.005607578502475124
deployed,heavy_tail,power,75827,120,100,0,1.5100365991359472,0.008172138338868064,0.005411880972649414
deployed,heavy_tail,power,75828,120,100,1,4.563752460695519,0.020688196766898283,0.00453315488626335
deployed,heavy_tail,power,75829,120,100,1,3.9153802173874652,0.01865594440807666,0.004764784866927898
deployed,heavy_tail,power,75830,120,100,1,3.376309378647232,0.015259493827991182,0.004519578070806153
deployed,heavy_tail,power,75831,120,100,0,1.1657877697130683,0.0052555344409761255,0.00450813996982457
deployed,heavy_tail,power,75832,120,100,1,2.7287436875045694,0.012057134151681762,0.0044185660261510246
deployed,heavy_tail,power,75833,120,100,1,3.7694784510410897,0.017423306475387715,0.0046222061491227205
deployed,heavy_tail,power,75834,120,100,1,4.173111709892637,0.019506715069490303,0.004674381235289807
deployed,heavy_tail,power,75835,120,100,1,2.9033641054575514,0.01315882804474248,0.004532269314760551
deployed,heavy_tail,power,75836,120,100,1,1.8763572321559194,0.010327493131557293,0.00550401221823367
deployed,heavy_tail,power,75837,120,100,1,3.444534535369246,0.014982124323960662,0.004349535233315526
deployed,heavy_tail,power,75838,120,100,1,2.5655338107163033,0.013246364988468732,0.005163200318443791
deployed,heavy_tail,power,75839,120,100,1,4.033173426426229,0.01819405815881548,0.00451110235915075
deployed,heavy_tail,power,75840,120,100,1,2.523255371810228,0.014783445331412274,0.005858877978254878
deployed,heavy_tail,power,75841,120,100,1,3.9978230971051536,0.020013717579145184,0.0050061538725005685
deployed,heavy_tail,power,75842,120,100,1,3.1138054650330673,0.014729575896305734,0.0047304098029609274
deployed,heavy_tail,power,75843,120,100,1,3.781546090833265,0.01813784071747362,0.004796408739124197
deployed,heavy_tail,power,75844,120,100,1,3.404628444391563,0.01678849813701868,0.004931080853969347
deployed,heavy_tail,power,75845,120,100,1,3.240139894534903,0.016720023347756754,0.0051602782262451605
deployed,heavy_tail,power,75846,120,100,1,4.067461410988316,0.022187045867873754,0.005454764932233917
deployed,heavy_tail,power,75847,120,100,1,4.2642017072885245,0.02148468858264109,0.0050383846866152455
deployed,heavy_tail,power,75848,120,100,1,2.857702066996691,0.015763620913468977,0.005516187672438433
deployed,heavy_tail,power,75849,120,100,1,2.171361859033382,0.009618464361812948,0.00442969204870107
deployed,heavy_tail,power,75850,120,100,0,1.4232665478854052,0.0066331583021797084,0.004660517253099789
deployed,heavy_tail,power,75851,120,100,1,3.6897135417272833,0.017585050645318324,0.004765966367428661
deployed,heavy_tail,power,75852,120,100,1,4.575691789805174,0.023839975044313563,0.005210135677719812
deployed,heavy_tail,power,75853,120,100,1,3.356490603499869,0.017719107583061736,0.005279057705266841
deployed,heavy_tail,power,75854,120,100,1,4.243870375207523,0.018910678423203632,0.004455998122298659
deployed,heavy_tail,power,75855,120,100,1,2.5103937950644,0.012841989743436333,0.005115527997513589
deployed,heavy_tail,power,75856,120,100,1,3.358854485013798,0.013175886095099643,0.003922732036736481
"ladder: short {8,16,32}",smooth,typeI,70707,120,100,0,-0.8027073115743466,-0.00325985886130305,0.00406108031445422
"ladder: short {8,16,32}",smooth,typeI,70708,120,100,0,0.8209202357945188,0.003774843934739914,0.004598307813774954
"ladder: short {8,16,32}",smooth,typeI,70709,120,100,0,0.31079995643629904,0.0012203460164660056,0.003926467784805257
"ladder: short {8,16,32}",smooth,typeI,70710,120,100,0,-0.5049337170696497,-0.002333078853356614,0.004620564589935657
"ladder: short {8,16,32}",smooth,typeI,70711,120,100,0,-0.1467845374262656,-0.0006259749129355564,0.004264583476648573
"ladder: short {8,16,32}",smooth,typeI,70712,120,100,0,0.21483671384579767,0.0009133224610235216,0.004251240138029073
"ladder: short {8,16,32}",smooth,typeI,70713,120,100,1,2.47871020932074,0.010474667162009803,0.0042258538826449804
"ladder: short {8,16,32}",smooth,typeI,70714,120,100,0,-0.5905818986431483,-0.0026446511375781997,0.004478043000732396
"ladder: short {8,16,32}",smooth,typeI,70715,120,100,0,-0.3046829289978415,-0.0011921945983899185,0.003912902512494766
"ladder: short {8,16,32}",smooth,typeI,70716,120,100,0,-0.15956581660437738,-0.0006157600358514639,0.0038589721091589458
"ladder: short {8,16,32}",smooth,typeI,70717,120,100,0,0.8753398789544445,0.0038796377009880203,0.0044321500645235976
"ladder: short {8,16,32}",smooth,typeI,70718,120,100,0,0.2215829953111769,0.0009279526554062932,0.004187833340293717
"ladder: short {8,16,32}",smooth,typeI,70719,120,100,0,0.7516922170517494,0.003324730142536915,0.004422993968963799
"ladder: short {8,16,32}",smooth,typeI,70720,120,100,0,-0.00128199747776885,-5.8094306731518345e-06,0.004531546101995763
