setting,regime,metric,seed,N,T,reject,statistic,product_mean,cluster_se
beta=1.5,heavy_tail,typeI,70777,120,100,0,0.7459136028280939,0.0034790940094606916,0.004664205071833898
beta=1.5,heavy_tail,typeI,70778,120,100,0,-1.2063114889902484,-0.005786874822477769,0.0047971646422117
beta=1.5,heavy_tail,typeI,70779,120,100,0,-1.2268721709663672,-0.005328328213633521,0.004343018237536979
beta=1.5,heavy_tail,typeI,70780,120,100,1,3.7422476219253347,0.017943025082720367,0.004794718814862637
beta=1.5,heavy_tail,typeI,70781,120,100,0,0.49985001113624355,0.0023785831089533503,0.0047585936900279915
beta=1.5,heavy_tail,typeI,70782,120,100,0,0.6700986948370726,0.0029556253826438688,0.004410731442123607
beta=1.5,heavy_tail,typeI,70783,120,100,0,0.873307365004809,0.004587699574239572,0.005253247319418071
beta=1.5,heavy_tail,typeI,70784,120,100,0,0.19763607304329414,0.0009311175610057699,0.004711273335216488
beta=1.5,heavy_tail,typeI,70785,120,100,0,1.297920082340839,0.005627295861436968,0.004335625850929099
beta=1.5,heavy_tail,typeI,70786,120,100,0,-0.2449488104039269,-0.0010692036272327498,0.004365008450008821
beta=1.5,heavy_tail,typeI,70787,120,100,0,1.2087456800532945,0.006353452404782989,0.005256235872961184
beta=1.5,heavy_tail,typeI,70788,120,100,0,0.5166262925767099,0.002233147820509637,0.004322559367568489
beta=1.5,heavy_tail,typeI,70789,120,100,0,-1.6857876973526353,-0.008273405906040537,0.004907738927643801
beta=1.5,heavy_tail,typeI,70790,120,100,0,-0.4899981105485896,-0.002205149403190721,0.004500322257818281
beta=1.5,heavy_tail,typeI,70791,120,100,0,0.24058241802639066,0.0010590796853778821,0.0044021491431751525
beta=1.5,heavy_tail,typeI,70792,120,100,0,0.3129511515532316,0.0014375276705992945,0.004593457041025705
beta=1.5,heavy_tail,typeI,70793,120,100,0,0.7217349565140266,0.0031074440668804517,0.004305519690897858
beta=1.5,heavy_tail,typeI,70794,120,100,0,0.23552723155693656,0.001225316352019823,0.005202440261026096
beta=1.5,heavy_tail,typeI,70795,120,100,0,0.28267042338956416,0.001402441586656483,0.004961401938835668
beta=1.5,heavy_tail,typeI,70796,120,100,1,1.7463208015316753,0.007895370073656267,0.004521145293998296
beta=1.5,heavy_tail,typeI,70797,120,100,0,-0.4213340242649646,-0.001933008146234702,0.004587828266674921
beta=1.5,heavy_tail,typeI,70798,120,100,0,-1.0887101571072577,-0.005355087785950869,0.00491874513247817
beta=1.5,heavy_tail,typeI,70799,120,100,0,-0.09483351542923776,-0.0004550958299254792,0.004798892331109032
beta=1.5,heavy_tail,typeI,70800,120,100,0,1.128065234883555,0.005734033105222541,0.005083068716158458
beta=1.5,heavy_tail,typeI,70801,120,100,0,1.404027128014082,0.006450323815562515,0.004594158963784508
beta=1.5,heavy_tail,typeI,70802,120,100,0,1.318150558670884,0.0066575071798979975,0.005050642459698144
beta=1.5,heavy_tail,typeI,70803,120,100,0,-0.23797846812478565,-0.001210111644440974,0.005084962744639752
beta=1.5,heavy_tail,typeI,70804,120,100,0,0.4504860729201926,0.001893833356131815,0.004203977592149276
beta=1.5,heavy_tail,typeI,70805,120,100,1,1.7285615099884681,0.008256802743980076,0.0047766901532102024
beta=1.5,heavy_tail,typeI,70806,120,100,0,-0.8969886819915923,-0.003766782236418643,0.004199364286353336
beta=1.5,heavy_tail,typeI,70807,120,100,0,0.34136964592928726,0.001299043812308729,0.003805387584395298
beta=1.5,heavy_tail,typeI,70808,120,100,0,0.7756662955581902,0.0033399604292955244,0.004305924401281351
beta=1.5,heavy_tail,typeI,70809,120,100,1,2.2727068969960618,0.011617914045205709,0.005111928009969796
beta=1.5,heavy_tail,typeI,70810,120,100,0,1.5100703526463555,0.006501079242375294,0.004305149909725951
beta=1.5,heavy_tail,typeI,70811,120,100,1,2.0885976396976,0.009402316422505006,0.004501736592916159
beta=1.5,heavy_tail,typeI,70812,120,100,1,1.8885046613645673,0.009948806896939714,0.005268087021692101
beta=1.5,heavy_tail,typeI,70813,120,100,1,1.7840342988640716,0.009358087229546631,0.005245463742207816
beta=1.5,heavy_tail,typeI,70814,120,100,0,0.7749646355520913,0.004340267598273505,0.0056006008521685136
beta=1.5,heavy_tail,typeI,70815,120,100,0,0.08191920527941098,0.00037464396082408297,0.004573334904144186
beta=1.5,heavy_tail,typeI,70816,120,100,1,1.953725603989866,0.009973623256452827,0.00510492529559159
beta=1.5,heavy_tail,typeI,70817,120,100,1,2.0556667589359554,0.008388239885045879,0.004080544596337082
beta=1.5,heavy_tail,typeI,70818,120,100,0,-1.0121985326130878,-0.004521168308458751,0.004466681350334424
beta=1.5,heavy_tail,typeI,70819,120,100,0,1.0693195682817904,0.004611533541113539,0.004312586880387372
beta=1.5,heavy_tail,typeI,70820,120,100,0,0.002637164143043693,1.2900600823937106e-05,0.004891845984621885
beta=1.5,heavy_tail,typeI,70821,120,100,0,0.3884317691602706,0.0018685729645447255,0.004810556480960069
beta=1.5,heavy_tail,typeI,70822,120,100,0,1.1214839864012474,0.006418899423211758,0.005723576529888307
beta=1.5,heavy_tail,typeI,70823,120,100,0,0.8129625804008025,0.004094773113444289,0.005036853124808654
beta=1.5,heavy_tail,typeI,70824,120,100,0,-0.2874153124358933,-0.001302875955321997,0.004533077741335015
beta=1.5,heavy_tail,typeI,70825,120,100,0,1.223944449561124,0.00557762188631673,0.004557087446506845
beta=1.5,heavy_tail,typeI,70826,120,100,0,0.673610551778976,0.00311118494969327,0.004618670152177346
beta=1.5,heavy_tail,typeI,70827,120,100,0,0.7011302552876526,0.003261684431918287,0.004652037773751634
beta=1.5,heavy_tail,typeI,70828,120,100,1,1.6537114235604562,0.007504430746875522,0.00453793245904924
beta=1.5,heavy_tail,typeI,70829,120,100,0,-0.18106025554030028,-0.0008902201342065066,0.004916706493923852
beta=1.5,heavy_tail,typeI,70830,120,100,0,-1.9755720506058712,-0.008385342639856031,0.004244513702896536
beta=1.5,heavy_tail,typeI,70831,120,100,0,0.43687250224488827,0.0020821207797165966,0.004765968947501911
beta=1.5,heavy_tail,typeI,70832,120,100,0,-0.7778711511182459,-0.004008481396089394,0.005153143152727688
beta=1.5,heavy_tail,typeI,70833,120,100,1,2.154998573494482,0.009506984530189921,0.004411596669771188
beta=1.5,heavy_tail,typeI,70834,120,100,0,-0.1732387365962248,-0.0008951723943846296,0.005167276164516527
beta=1.5,heavy_tail,typeI,70835,120,100,0,0.4246619094257239,0.0019564891867514273,0.004607169005096817
beta=1.5,heavy_tail,typeI,70836,120,100,0,-1.0346145643068898,-0.005030824198820386,0.0048625105158756786
beta=1.5,heavy_tail,typeI,70837,120,100,0,-1.4506569496316102,-0.00718746521050823,0.004954627772150723
beta=1.5,heavy_tail,typeI,70838,120,100,0,0.4096037750644977,0.0022344725503569557,0.0054552049721834405
beta=1.5,heavy_tail,typeI,70839,120,100,0,0.6393749851002739,0.003119460357325434,0.004878921493677462
beta=1.5,heavy_tail,typeI,70840,120,100,0,1.1207778712452001,0.005924763079792965,0.005286295555791504
beta=1.5,heavy_tail,typeI,70841,120,100,0,-0.7997949705523723,-0.0038738871915678674,0.00484360034033772
beta=1.5,heavy_tail,typeI,70842,120,100,0,0.9230741736121474,0.004238597693532844,0.0045918278451519065
beta=1.5,heavy_tail,typeI,70843,120,100,0,0.1610327397022773,0.0007848323660372278,0.004873744106249772
beta=1.5,heavy_tail,typeI,70844,120,100,0,0.8638907933170394,0.003940968681583248,0.004561882951028221
beta=1.5,heavy_tail,typeI,70845,120,100,0,-1.4502280710708881,-0.0067864592238839816,0.00467958065304354
beta=1.5,heavy_tail,typeI,70846,120,100,0,1.595086219645263,0.007599430101292458,0.004764275440221984
beta=1.5,heavy_tail,typeI,70847,120,100,0,0.5361965375728093,0.0023863911052151954,0.004450590292913167
beta=1.5,heavy_tail,typeI,70848,120,100,1,1.6587601145509836,0.007868187585989547,0.004743414986270885
beta=1.5,heavy_tail,typeI,70849,120,100,0,1.5158348158717438,0.007497610760963103,0.004946192475894076
beta=1.5,heavy_tail,typeI,70850,120,100,0,-0.9879737702332367,-0.00486843744259634,0.004927699084002017
beta=1.5,heavy_tail,typeI,70851,120,100,1,1.6928881975781553,0.0068876337285958865,0.004068569760513027
beta=1.5,heavy_tail,typeI,70852,120,100,0,-1.2590197342440745,-0.005937853052021045,0.004716250977262226
beta=1.5,heavy_tail,typeI,70853,120,100,0,-0.021534863188620326,-0.00010263816864483418,0.004766139805293552
beta=1.5,heavy_tail,typeI,70854,120,100,1,2.607638040460979,0.012584514694824559,0.004826020521084231
beta=1.5,heavy_tail,typeI,70855,120,100,0,-0.5344691188399052,-0.0026958729700530632,0.005044020084648864
beta=1.5,heavy_tail,typeI,70856,120,100,0,-0.39838022853664423,-0.0018597551506827272,0.004668291791272119
beta=1.5,heavy_tail,power,75707,120,100,1,1.661725165619249,0.008591072931702099,0.005169972212884311
beta=1.5,heavy_tail,power,75708,120,100,1,3.8977495221792573,0.02045999636190171,0.005249181930618874
beta=1.5,heavy_tail,power,75709,120,100,0,0.81291934689799,0.003651733156110148,0.004492122336668153
beta=1.5,heavy_tail,power,75710,120,100,1,2.742426369219598,0.014352406053229374,0.005233469971816812
beta=1.5,heavy_tail,power,75711,120,100,1,3.633698458502883,0.01862459944574418,0.005125521464821184
beta=1.5,heavy_tail,power,75712,120,100,1,3.565339672905672,0.01782172508308319,0.004998605103047273
beta=1.5,heavy_tail,power,75713,120,100,1,2.7688445485285085,0.013980497538508047,0.0050492172072057724
beta=1.5,heavy_tail,power,75714,120,100,1,2.222502202499474,0.011412365641878166,0.005134917584803098
beta=1.5,heavy_tail,power,75715,120,100,1,3.382432256057404,0.018145623231320813,0.005364667155957035
beta=1.5,heavy_tail,power,75716,120,100,1,3.0112192032616636,0.01209338628279561,0.004016109577707398
beta=1.5,heavy_tail,power,75717,120,100,1,2.5619558219967025,0.011995338043272859,0.004682101830282183
beta=1.5,heavy_tail,power,75718,120,100,1,3.3664340525727217,0.018732539291409864,0.005564505051597235
beta=1.5,heavy_tail,power,75719,120,100,1,3.0880693224398463,0.01354171338244654,0.004385171435124194
beta=1.5,heavy_tail,power,75720,120,100,1,3.2081634266131207,0.015543063236562214,0.004844847711817202
beta=1.5,heavy_tail,power,75721,120,100,1,4.596310337547155,0.021044032716181653,0.004578462107807087
beta=1.5,heavy_tail,power,75722,120,100,1,2.5488218675530194,0.013665628533974338,0.005361547116312973
beta=1.5,heavy_tail,power,75723,120,100,1,5.24433830707108,0.024934815199375588,0.004754616071536673
beta=1.5,heavy_tail,power,75724,120,100,1,3.584353931623679,0.014760978175865322,0.004118169817336853
beta=1.5,heavy_tail,power,75725,120,100,1,5.776362123268273,0.028062861139605096,0.004858224006864565
beta=1.5,heavy_tail,power,75726,120,100,1,3.7307438164450555,0.016375024505720436,0.004389211725967246
beta=1.5,heavy_tail,power,75727,120,100,1,3.221875336034442,0.015468899840667601,0.004801209925057831
beta=1.5,heavy_tail,power,75728,120,100,1,5.002076437298355,0.021038094286043352,0.004205872211222371
beta=1.5,heavy_tail,power,75729,120,100,1,3.232026549945064,0.017236096548976784,0.00533290685661903
beta=1.5,heavy_tail,power,75730,120,100,1,1.8977973839291173,0.009506886741100468,0.005009431892786058
beta=1.5,heavy_tail,power,75731,120,100,1,2.884851689600837,0.01236135203358592,0.004284917688540272
beta=1.5,heavy_tail,power,75732,120,100,1,1.851028671507861,0.009870808687457483,0.005332607127806752
beta=1.5,heavy_tail,power,75733,120,100,1,3.5243698078958143,0.017319760556451024,0.00491428581576449
beta=1.5,heavy_tail,power,75734,120,100,1,4.064458800020014,0.01773591541022414,0.004363659784209598
beta=1.5,heavy_tail,power,75735,120,100,1,4.321716385730952,0.020785408997602464,0.004809526387763394
beta=1.5,heavy_tail,power,75736,120,100,0,1.5684401142376099,0.006929203632494217,0.004417894932419766
beta=1.5,heavy_tail,power,75737,120,100,1,3.792677423545625,0.01683636062511089,0.004439175480779811
beta=1.5,heavy_tail,power,75738,120,100,1,3.7203504282402666,0.017025314816192166,0.0045762664417193545
beta=1.5,heavy_tail,power,75739,120,100,1,4.569779999757811,0.02424846812881889,0.0053062659756277115
beta=1.5,heavy_tail,power,75740,120,100,1,5.15847851538658,0.01985536145836658,0.003849073210083652
beta=1.5,heavy_tail,power,75741,120,100,1,3.7725421937528423,0.018536470872614823,0.0049135224791681245
beta=1.5,heavy_tail,power,75742,120,100,1,3.764651455694241,0.019609996403303544,0.005208980601283115
beta=1.5,heavy_tail,power,75743,120,100,1,3.4910915117326713,0.017045935292368048,0.004882695064016795
beta=1.5,heavy_tail,power,75744,120,100,1,2.1810855059154406,0.01073191795132852,0.004920448062316631
beta=1.5,heavy_tail,power,75745,120,100,1,2.7039277157471004,0.012760385775479222,0.0047192037350575035
beta=1.5,heavy_tail,power,75746,120,100,1,2.5182634237403136,0.011327907326911382,0.004498301178550384
beta=1.5,heavy_tail,power,75747,120,100,1,6.13039108804272,0.024231915176781395,0.003952751925410689
beta=1.5,heavy_tail,power,75748,120,100,1,3.9315363727577055,0.019437403675014533,0.004943971473772863
beta=1.5,heavy_tail,power,75749,120,100,1,2.829861195327658,0.015849955044943746,0.0056009655424489975
beta=1.5,heavy_tail,power,75750,120,100,1,3.760736948449437,0.02244377420879634,0.005967919191489842
beta=1.5,heavy_tail,power,75751,120,100,1,3.8421572763379883,0.017169391491083052,0.004468685234938489
beta=1.5,heavy_tail,power,75752,120,100,1,2.9242224565397708,0.01442873737471474,0.004934213312823077
beta=1.5,heavy_tail,power,75753,120,100,1,4.196914520440239,0.02034908110811557,0.004848581263451854
beta=1.5,heavy_tail,power,75754,120,100,1,3.858736993620205,0.01769900514361335,0.004586735290038108
beta=1.5,heavy_tail,power,75755,120,100,1,3.3333036927748614,0.017550535169934028,0.005265207370086284
beta=1.5,heavy_tail,power,75756,120,100,1,2.280036088015795,0.011641499755857973,0.00510584012992049
beta=1.5,heavy_tail,power,75757,120,100,1,2.853149283507313,0.012506119203694984,0.004383268438138466
beta=1.5,heavy_tail,power,75758,120,100,1,4.097088051258171,0.019098823369574802,0.004661560388898588
beta=1.5,heavy_tail,power,75759,120,100,1,2.1173019798889507,0.010571628821619244,0.004992971679067579
beta=1.5,heavy_tail,power,75760,120,100,1,2.881946331318681,0.014647744571683354,0.005082587559838784
beta=1.5,heavy_tail,power,75761,120,100,1,2.31104301168657,0.012993173649247129,0.005622211955183332
beta=1.5,heavy_tail,power,75762,120,100,1,3.5192962461310064,0.017223203487191006,0.004893933980728562
beta=1.5,heavy_tail,power,75763,120,100,1,4.721288158634777,0.02097309737410651,0.004442240479592153
beta=1.5,heavy_tail,power,75764,120,100,1,4.240440706397613,0.019724772388548882,0.004651585472894323
beta=1.5,heavy_tail,power,75765,120,100,1,4.438076123819984,0.021650164139713775,0.004878276878468419
beta=1.5,heavy_tail,power,75766,120,100,1,3.789111123614961,0.019366135228425355,0.005110996905772797
beta=1.5,heavy_tail,power,75767,120,100,1,2.5673489338178803,0.013371499104611658,0.005208290516523995
beta=1.5,heavy_tail,power,75768,120,100,1,4.280468350985495,0.019754791796094746,0.004615100539534788
beta=1.5,heavy_tail,power,75769,120,100,1,4.791463469565086,0.024777081544014617,0.005171088478790718
beta=1.5,heavy_tail,power,75770,120,100,1,3.6465736593898,0.02134075910641467,0.005852276986497436
beta=1.5,heavy_tail,power,75771,120,100,1,5.742333651029938,0.027116338450909,0.004722180928313952
beta=1.5,heavy_tail,power,75772,120,100,1,2.460742924783475,0.013102975120424768,0.005324804549251207
beta=1.5,heavy_tail,power,75773,120,100,1,3.701058755820741,0.0201278580723724,0.005438405440258642
beta=1.5,heavy_tail,power,75774,120,100,1,3.078788005028705,0.015588778197663212,0.005063284049503067
beta=1.5,heavy_tail,power,75775,120,100,1,1.8537188355371919,0.010347247259132913,0.005581886023256794
beta=1.5,heavy_tail,power,75776,120,100,1,2.640970971402873,0.012957648604773334,0.0049063956950235925
beta=1.5,heavy_tail,power,75777,120,100,1,3.003319672689495,0.014414138411152808,0.004799401989147841
beta=1.5,heavy_tail,power,75778,120,100,1,4.823190369561184,0.022517095634594093,0.004668506509031429
beta=1.5,heavy_tail,power,75779,120,100,1,3.522510367431488,0.017293981272939102,0.0049095614970607925
beta=1.5,heavy_tail,power,75780,120,100,1,2.3300035485606396,0.012458641612875916,0.005347048342725591
beta=1.5,heavy_tail,power,75781,120,100,1,3.2532626612237,0.016753267557435777,0.0051496818123914125
beta=1.5,heavy_tail,power,75782,120,100,1,3.63001943994933,0.017109455817830244,0.0047133234686118
beta=1.5,heavy_tail,power,75783,120,100,1,3.817682293378802,0.01956823096226415,0.005125683453597569
beta=1.5,heavy_tail,power,75784,120,100,1,4.264867302843069,0.022593473467544083,0.005297579470405257
beta=1.5,heavy_tail,power,75785,120,100,1,5.593126358007803,0.025784987011009355,0.004610120594556641
beta=1.5,heavy_tail,power,75786,120,100,1,3.970970612101637,0.016579844220265844,0.004175262382889042
beta=1.5,heavy_tail,power,75787,120,100,1,3.305489915849249,0.015059773700975351,0.004555988396384558
beta=1.5,heavy_tail,power,75788,120,100,1,3.140673594760301,0.01563604604824176,0.004978564494676535
beta=1.5,heavy_tail,power,75789,120,100,1,3.234792643733578,0.01672514987142972,0.005170393194701238
beta=1.5,heavy_tail,power,75790,120,100,1,5.207842150499598,0.023698348713306765,0.004550512098572983
beta=1.5,heavy_tail,power,75791,120,100,1,3.902768633272079,0.017600684161583304,0.004509794408905787
beta=1.5,heavy_tail,power,75792,120,100,1,2.924370095967663,0.01439498542572943,0.00492242259130549
beta=1.5,heavy_tail,power,75793,120,100,1,3.838044946422301,0.01879612291785236,0.004897317040378457
beta=1.5,heavy_tail,power,75794,120,100,1,4.807817109599105,0.023862390223466992,0.004963248326527281
beta=1.5,heavy_tail,power,75795,120,100,1,4.117151682418398,0.02038439328930266,0.004951091157595861
beta=1.5,heavy_tail,power,75796,120,100,1,4.675001015518431,0.023933761436613115,0.005119520050833399
beta=1.5,heavy_tail,power,75797,120,100,1,2.1221837455277823,0.008792495356969531,0.00414313575603363
beta=1.5,heavy_tail,power,75798,120,100,1,4.128447373385836,0.017978476038977148,0.0043547790277952796
beta=1.5,heavy_tail,power,75799,120,100,1,6.0828021803354915,0.026896411839639565,0.004421714045968878
beta=1.5,heavy_tail,power,75800,120,100,1,5.40672280786564,0.023684302836645913,0.004380528404783438
beta=1.5,heavy_tail,power,75801,120,100,1,2.8982787048688587,0.014950392052362873,0.005158369354626765
beta=1.5,heavy_tail,power,75802,120,100,1,2.4980148159689852,0.012645921725619291,0.005062388599450284
beta=1.5,heavy_tail,power,75803,120,100,1,6.317322879323227,0.028242942832689646,0.004470713840688685
beta=1.5,heavy_tail,power,75804,120,100,1,2.8556997827546793,0.01410801870594976,0.004940301775118955
beta=1.5,heavy_tail,power,75805,120,100,1,3.0746943669813245,0.015001964186980873,0.004879172495349354
beta=1.5,heavy_tail,power,75806,120,100,1,3.632657290831068,0.017520496648173504,0.004823052450446052
beta=1.5,heavy_tail,power,75807,120,100,1,3.6023009925095373,0.016605744446410955,0.004609760395075312
beta=1.5,heavy_tail,power,75808,120,100,1,3.070191063042909,0.016105541404263256,0.005245778218213178
beta=1.5,heavy_tail,power,75809,120,100,1,3.679831086842641,0.018229414918910048,0.004953872742716351
beta=1.5,heavy_tail,power,75810,120,100,1,4.72562849387748,0.0205139222762021,0.00434099343669946
beta=1.5,heavy_tail,power,75811,120,100,1,2.156168676374107,0.009779210524097382,0.004535457096307725
beta=1.5,heavy_tail,power,75812,120,100,1,2.726681166707006,0.012267015132955288,0.004498881381049063
beta=1.5,heavy_tail,power,75813,120,100,1,3.0866168275912567,0.015754574617079107,0.0051041562646354476
beta=1.5,heavy_tail,power,75814,120,100,1,2.1726365044173748,0.011606645090203097,0.005342193720212573
beta=1.5,heavy_tail,power,75815,120,100,1,4.560697382686434,0.019373520595067167,0.0042479294216305535
beta=1.5,heavy_tail,power,75816,120,100,1,2.9413541850025253,0.014404628833637372,0.004897277895699936
beta=1.5,heavy_tail,power,75817,120,100,1,3.7870839034998722,0.01688497399261501,0.004458568762369005
beta=1.5,heavy_tail,power,75818,120,100,0,1.5675644548281953,0.008808687269940964,0.005619346140957498
beta=1.5,heavy_tail,power,75819,120,100,1,4.1525880809623965,0.0200206278506023,0.00482124098520322
beta=1.5,heavy_tail,power,75820,120,100,1,3.8822661464562045,0.02052784366664067,0.005287593094404106
beta=1.5,heavy_tail,power,75821,120,100,1,4.870773821063815,0.021252862327019936,0.004363344123085999
beta=1.5,heavy_tail,power,75822,120,100,1,1.842475503838661,0.008884517990534016,0.004822054877811824
beta=1.5,heavy_tail,power,75823,120,100,1,1.6503575798767165,0.009377559156178472,0.005682137780637203
beta=1.5,heavy_tail,power,75824,120,100,1,3.9186923570936596,0.01840625576331807,0.0046970402588503435
beta=1.5,heavy_tail,power,75825,120,100,1,1.975485704598444,0.010111638910501035,0.005118558381345726
beta=1.5,heavy_tail,power,75826,120,100,1,3.5731146368202173,0.020042884570399603,0.0056093595105686685
beta=1.5,heavy_tail,power,75827,120,100,0,1.6301689243133177,0.008782221395338925,0.005387307575525213
beta=1.5,heavy_tail,power,75828,120,100,1,4.825213568074861,0.021787665572933032,0.004515378493728675
beta=1.5,heavy_tail,power,75829,120,100,1,4.042204923859924,0.019098396262820398,0.004724747167093951
beta=1.5,heavy_tail,power,75830,120,100,1,3.5097850455981847,0.01576872887213675,0.004492790489238987
beta=1.5,heavy_tail,power,75831,120,100,0,1.291136284225321,0.005823292941917101,0.004510207801503358
beta=1.5,heavy_tail,power,75832,120,100,1,2.9245985070606637,0.012927524457855296,0.004420273219262484
beta=1.5,heavy_tail,power,75833,120,100,1,3.9042414054432464,0.018040361334541857,0.004620708470892757
beta=1.5,heavy_tail,power,75834,120,100,1,4.393851830068264,0.020408665669575596,0.004644823371128225
beta=1.5,heavy_tail,power,75835,120,100,1,3.0753454833667093,0.01384783524289726,0.0045028551484035065
beta=1.5,heavy_tail,power,75836,120,100,1,1.9976052016107988,0.01097757597499705,0.005495368136879657
beta=1.5,heavy_tail,power,75837,120,100,1,3.5811019242839524,0.015561127110300098,0.004345346052503538
beta=1.5,heavy_tail,power,75838,120,100,1,2.7110103098037217,0.013971354249706934,0.00515355998432867
beta=1.5,heavy_tail,power,75839,120,100,1,4.253257149764727,0.019163018221960468,0.004505492507787939
beta=1.5,heavy_tail,power,75840,120,100,1,2.6890653705490095,0.01570292338160575,0.005839546912316149
beta=1.5,heavy_tail,power,75841,120,100,1,4.143829512551333,0.020763290403902724,0.005010652668265514
beta=1.5,heavy_tail,power,75842,120,100,1,3.336851633515231,0.01566987756838568,0.004696006682166486
beta=1.5,heavy_tail,power,75843,120,100,1,3.9158139670831646,0.018815683219139942,0.004805050336228174
beta=1.5,heavy_tail,power,75844,120,100,1,3.557269189926356,0.01748239165309898,0.0049145540356086755
beta=1.5,heavy_tail,power,75845,120,100,1,3.4095384325610603,0.017532398100027897,0.005142161746174689
beta=1.5,heavy_tail,power,75846,120,100,1,4.206665125869324,0.022899341147096172,0.005443585467803057
beta=1.5,heavy_tail,power,75847,120,100,1,4.436292831058727,0.022304573649468813,0.005027750533804549
beta=1.5,heavy_tail,power,75848,120,100,1,2.984276445098481,0.01643125356655109,0.005505942183586432
beta=1.5,heavy_tail,power,75849,120,100,1,2.38223154302036,0.010470668752137603,0.004395319498986296
beta=1.5,heavy_tail,power,75850,120,100,0,1.579628550674465,0.007320306549555646,0.004634194884886097
beta=1.5,heavy_tail,power,75851,120,100,1,3.84055153859475,0.018230559829591177,0.004746859831559948
beta=1.5,heavy_tail,power,75852,120,100,1,4.719923817763364,0.02459951164613795,0.005211845062744031
beta=1.5,heavy_tail,power,75853,120,100,1,3.4721523115262523,0.018399406639235654,0.00529913580638628
beta=1.5,heavy_tail,power,75854,120,100,1,4.44558777822404,0.019732072979836614,0.004438574596702563
beta=1.5,heavy_tail,power,75855,120,100,1,2.688040485277848,0.013679516319990127,0.005089029125458335
beta=1.5,heavy_tail,power,75856,120,100,1,3.4834049601789796,0.0136437266852422,0.003916778795808218
beta=2.0,smooth,typeI,70707,120,100,0,-0.5569748889622889,-0.0022604240791843184,0.004058394954565653
beta=2.0,smooth,typeI,70708,120,100,0,1.1411460756806537,0.005196294628187951,0.004553575338800111
beta=2.0,smooth,typeI,70709,120,100,0,0.5566632302487862,0.002201428742484481,0.003954686824744306
beta=2.0,smooth,typeI,70710,120,100,0,-0.2536453307720118,-0.0011487737917622693,0.004529055544865678
beta=2.0,smooth,typeI,70711,120,100,0,-0.05731131979628901,-0.00024352417720004412,0.004249146208212301
beta=2.0,smooth,typeI,70712,120,100,0,0.5492724063132673,0.0022998750688463126,0.004187130178781675
beta=2.0,smooth,typeI,70713,120,100,1,2.7340060213174557,0.01155926028497062,0.004227957142318389
beta=2.0,smooth,typeI,70714,120,100,0,-0.3123829616655662,-0.0013831146109551154,0.004427625000994333
beta=2.0,smooth,typeI,70715,120,100,0,0.2588654297769601,0.0010071228207786606,0.0038905265243273424
beta=2.0,smooth,typeI,70716,120,100,0,0.08113028598490807,0.0003139860109741844,0.003870145496992236
beta=2.0,smooth,typeI,70717,120,100,0,1.0818159773699914,0.004714211753022417,0.00435768360944637
beta=2.0,smooth,typeI,70718,120,100,0,0.4518869392727837,0.00185975932251948,0.00411554121372122
beta=2.0,smooth,typeI,70719,120,100,0,0.9228721159982234,0.004107525947432704,0.004450807296295656
beta=2.0,smooth,typeI,70720,120,100,0,0.1693713202464814,0.00076427647736001,0.004512431480416987
beta=2.0,smooth,typeI,70721,120,100,1,2.0113309185727504,0.009066122104385834,0.004507523859285768
beta=2.0,smooth,typeI,70722,120,100,0,1.3994362620055587,0.00545322075698799,0.0038967267785192834
beta=2.0,smooth,typeI,70723,120,100,0,1.3801671261543285,0.005491812168755949,0.003979092143759596
beta=2.0,smooth,typeI,70724,120,100,0,0.26512343057705956,0.001075588187961738,0.0040569337293978325
beta=2.0,smooth,typeI,70725,120,100,1,1.7113753607458462,0.007610947863801044,0.004447269744776543
beta=2.0,smooth,typeI,70726,120,100,0,0.9700869651487461,0.004051532658492201,0.004176463352304674
beta=2.0,smooth,typeI,70727,120,100,1,1.7404472150523556,0.007652997327856275,0.004397144171721438
beta=2.0,smooth,typeI,70728,120,100,0,-0.6174094841744594,-0.002364950793383267,0.0038304413100253088
beta=2.0,smooth,typeI,70729,120,100,0,1.568235094988222,0.006629386391425752,0.004227291183963422
beta=2.0,smooth,typeI,70730,120,100,1,2.018128930529305,0.007762537810618735,0.0038464033160571223
beta=2.0,smooth,typeI,70731,120,100,0,-0.07687614215826674,-0.0003281297850877866,0.00426829151249887
beta=2.0,smooth,typeI,70732,120,100,1,2.6903272280702195,0.010986723091731236,0.004083786900380905
beta=2.0,smooth,typeI,70733,120,100,0,0.7807084735971711,0.00292174313571526,0.0037424252900101302
beta=2.0,smooth,typeI,70734,120,100,0,0.5718539627813973,0.0029695782097362735,0.005192896094122992
beta=2.0,smooth,typeI,70735,120,100,0,0.077548669383678,0.0003742101585692386,0.004825487807118972
beta=2.0,smooth,typeI,70736,120,100,0,1.3158260411358504,0.006023917741226546,0.004578050253532423
beta=2.0,smooth,typeI,70737,120,100,0,1.4211616393267799,0.006465223334268709,0.004549252636266875
beta=2.0,smooth,typeI,70738,120,100,1,2.464126343363487,0.010953085554870375,0.0044450178394341636
beta=2.0,smooth,typeI,70739,120,100,0,0.34503346232249055,0.0015073185178193496,0.004368615460289797
beta=2.0,smooth,typeI,70740,120,100,0,1.2020622971948298,0.005229201353973007,0.0043501916383003065
beta=2.0,smooth,typeI,70741,120,100,0,1.1071512173839415,0.004585338786930181,0.004141565049952938
