setting,regime,metric,seed,N,T,reject
legacy_cluster_extrapolation_beta1,overlap,power,507,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,508,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,509,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,510,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,511,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,512,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,513,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,514,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,515,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,516,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,517,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,518,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,519,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,520,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,521,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,522,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,523,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,524,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,525,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,526,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,527,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,528,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,529,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,530,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,531,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,532,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,533,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,534,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,535,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,536,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,537,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,538,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,539,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,540,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,541,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,542,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,543,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,544,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,545,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,546,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,547,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,548,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,549,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,550,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,551,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,552,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,553,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,554,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,555,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,556,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,557,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,558,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,559,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,560,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,561,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,562,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,563,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,564,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,565,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,566,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,567,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,568,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,569,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,570,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,571,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,572,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,573,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,574,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,575,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,576,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,577,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,578,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,579,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,580,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,581,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,582,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,583,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,584,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,585,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,586,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,587,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,588,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,589,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,590,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,591,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,592,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,593,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,594,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,595,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,596,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,597,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,598,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,599,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,600,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,601,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,602,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,603,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,604,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,605,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,606,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,607,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,608,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,609,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,610,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,611,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,612,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,613,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,614,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,615,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,616,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,617,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,618,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,619,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,620,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,621,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,622,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,623,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,624,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,625,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,626,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,627,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,628,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,629,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,630,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,631,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,632,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,633,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,634,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,635,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,636,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,637,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,638,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,639,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,640,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,641,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,642,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,643,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,644,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,645,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,646,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,647,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,648,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,649,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,650,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,651,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,652,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,653,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,654,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,655,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,656,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,657,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,658,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,659,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,660,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,661,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,662,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,663,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,664,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,665,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,666,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,667,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,668,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,669,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,670,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,671,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,672,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,673,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,674,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,675,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,676,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,677,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,678,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,679,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,680,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,681,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,682,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,683,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,684,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,685,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,686,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,687,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,688,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,689,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,690,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,691,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,692,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,693,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,694,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,695,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,696,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,697,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,698,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,699,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,700,120,98,0
legacy_cluster_extrapolation_beta1,overlap,power,701,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,702,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,703,120,98,1
legacy_cluster_extrapolation_beta1,overlap,power,704,120,98,0
legacy_cluster_extrapolation_beta1,small_T,typeI,505,120,24,1
legacy_cluster_extrapolation_beta1,small_T,typeI,506,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,507,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,508,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,509,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,510,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,511,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,512,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,513,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,514,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,515,120,24,1
legacy_cluster_extrapolation_beta1,small_T,typeI,516,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,517,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,518,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,519,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,520,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,521,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,522,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,523,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,524,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,525,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,526,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,527,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,528,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,529,120,24,1
legacy_cluster_extrapolation_beta1,small_T,typeI,530,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,531,120,24,1
legacy_cluster_extrapolation_beta1,small_T,typeI,532,120,24,1
legacy_cluster_extrapolation_beta1,small_T,typeI,533,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,534,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,535,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,536,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,537,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,538,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,539,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,540,120,24,1
legacy_cluster_extrapolation_beta1,small_T,typeI,541,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,542,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,543,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,544,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,545,120,24,1
legacy_cluster_extrapolation_beta1,small_T,typeI,546,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,547,120,24,1
legacy_cluster_extrapolation_beta1,small_T,typeI,548,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,549,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,550,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,551,120,24,1
legacy_cluster_extrapolation_beta1,small_T,typeI,552,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,553,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,554,120,24,1
legacy_cluster_extrapolation_beta1,small_T,typeI,555,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,556,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,557,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,558,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,559,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,560,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,561,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,562,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,563,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,564,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,565,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,566,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,567,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,568,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,569,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,570,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,571,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,572,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,573,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,574,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,575,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,576,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,577,120,24,1
legacy_cluster_extrapolation_beta1,small_T,typeI,578,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,579,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,580,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,581,120,24,1
legacy_cluster_extrapolation_beta1,small_T,typeI,582,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,583,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,584,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,585,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,586,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,587,120,24,1
legacy_cluster_extrapolation_beta1,small_T,typeI,588,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,589,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,590,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,591,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,592,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,593,120,24,1
legacy_cluster_extrapolation_beta1,small_T,typeI,594,120,24,1
legacy_cluster_extrapolation_beta1,small_T,typeI,595,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,596,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,597,120,24,1
legacy_cluster_extrapolation_beta1,small_T,typeI,598,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,599,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,600,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,601,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,602,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,603,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,604,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,605,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,606,120,24,1
legacy_cluster_extrapolation_beta1,small_T,typeI,607,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,608,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,609,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,610,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,611,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,612,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,613,120,24,1
legacy_cluster_extrapolation_beta1,small_T,typeI,614,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,615,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,616,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,617,120,24,1
legacy_cluster_extrapolation_beta1,small_T,typeI,618,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,619,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,620,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,621,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,622,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,623,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,624,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,625,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,626,120,24,1
legacy_cluster_extrapolation_beta1,small_T,typeI,627,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,628,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,629,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,630,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,631,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,632,120,24,1
legacy_cluster_extrapolation_beta1,small_T,typeI,633,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,634,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,635,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,636,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,637,120,24,1
legacy_cluster_extrapolation_beta1,small_T,typeI,638,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,639,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,640,120,24,1
legacy_cluster_extrapolation_beta1,small_T,typeI,641,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,642,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,643,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,644,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,645,120,24,1
legacy_cluster_extrapolation_beta1,small_T,typeI,646,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,647,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,648,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,649,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,650,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,651,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,652,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,653,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,654,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,655,120,24,1
legacy_cluster_extrapolation_beta1,small_T,typeI,656,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,657,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,658,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,659,120,24,1
legacy_cluster_extrapolation_beta1,small_T,typeI,660,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,661,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,662,120,24,1
legacy_cluster_extrapolation_beta1,small_T,typeI,663,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,664,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,665,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,666,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,667,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,668,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,669,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,670,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,671,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,672,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,673,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,674,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,675,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,676,120,24,1
legacy_cluster_extrapolation_beta1,small_T,typeI,677,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,678,120,24,1
legacy_cluster_extrapolation_beta1,small_T,typeI,679,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,680,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,681,120,24,1
legacy_cluster_extrapolation_beta1,small_T,typeI,682,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,683,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,684,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,685,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,686,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,687,120,24,1
legacy_cluster_extrapolation_beta1,small_T,typeI,688,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,689,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,690,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,691,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,692,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,693,120,24,1
legacy_cluster_extrapolation_beta1,small_T,typeI,694,120,24,1
legacy_cluster_extrapolation_beta1,small_T,typeI,695,120,24,1
legacy_cluster_extrapolation_beta1,small_T,typeI,696,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,697,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,698,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,699,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,700,120,24,1
legacy_cluster_extrapolation_beta1,small_T,typeI,701,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,702,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,703,120,24,0
legacy_cluster_extrapolation_beta1,small_T,typeI,704,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,505,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,506,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,507,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,508,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,509,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,510,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,511,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,512,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,513,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,514,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,515,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,516,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,517,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,518,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,519,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,520,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,521,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,522,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,523,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,524,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,525,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,526,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,527,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,528,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,529,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,530,120,24,1
