setting,regime,metric,seed,N,T,reject
legacy_cluster_extrapolation_beta1,small_T,power,531,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,532,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,533,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,534,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,535,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,536,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,537,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,538,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,539,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,540,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,541,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,542,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,543,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,544,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,545,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,546,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,547,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,548,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,549,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,550,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,551,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,552,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,553,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,554,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,555,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,556,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,557,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,558,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,559,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,560,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,561,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,562,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,563,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,564,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,565,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,566,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,567,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,568,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,569,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,570,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,571,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,572,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,573,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,574,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,575,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,576,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,577,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,578,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,579,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,580,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,581,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,582,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,583,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,584,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,585,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,586,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,587,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,588,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,589,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,590,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,591,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,592,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,593,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,594,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,595,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,596,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,597,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,598,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,599,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,600,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,601,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,602,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,603,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,604,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,605,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,606,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,607,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,608,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,609,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,610,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,611,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,612,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,613,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,614,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,615,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,616,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,617,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,618,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,619,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,620,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,621,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,622,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,623,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,624,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,625,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,626,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,627,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,628,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,629,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,630,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,631,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,632,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,633,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,634,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,635,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,636,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,637,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,638,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,639,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,640,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,641,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,642,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,643,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,644,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,645,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,646,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,647,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,648,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,649,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,650,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,651,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,652,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,653,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,654,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,655,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,656,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,657,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,658,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,659,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,660,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,661,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,662,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,663,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,664,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,665,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,666,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,667,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,668,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,669,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,670,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,671,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,672,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,673,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,674,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,675,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,676,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,677,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,678,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,679,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,680,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,681,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,682,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,683,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,684,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,685,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,686,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,687,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,688,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,689,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,690,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,691,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,692,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,693,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,694,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,695,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,696,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,697,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,698,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,699,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,700,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,701,120,24,1
legacy_cluster_extrapolation_beta1,small_T,power,702,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,703,120,24,0
legacy_cluster_extrapolation_beta1,small_T,power,704,120,24,0
