suite,setting,regime,metric,overlap,historical_value,replay_exact_rate,replay_rounded_rate,decimals,matches
generalization,projected CM,heavy_tail,typeI,0.65,0.08,0.08,0.08,3,True
generalization,projected CM,heavy_tail,power,0.65,0.527,0.5266666666666666,0.527,3,True
generalization,projected CM,smooth,typeI,0.8,0.16,0.16,0.16,3,True
generalization,projected CM,smooth,power,0.8,0.74,0.74,0.74,3,True
generalization,projected CM,nonlinear,typeI,0.8,1.0,1.0,1.0,3,True
generalization,projected CM,nonlinear,power,0.8,1.0,1.0,1.0,3,True
generalization,projected CM,large_n,typeI,0.8,0.163,0.1625,0.163,3,True
generalization,projected CM,large_n,power,0.8,0.988,0.9875,0.988,3,True
generalization,projected CM,heavy_tail,typeI,0.8,0.093,0.09333333333333334,0.093,3,True
generalization,projected CM,heavy_tail,power,0.8,0.56,0.56,0.56,3,True
generalization,projected CM,smooth,typeI,0.9,0.173,0.17333333333333334,0.173,3,True
generalization,projected CM,smooth,power,0.9,0.753,0.7533333333333333,0.753,3,True
generalization,projected CM,nonlinear,typeI,0.9,1.0,1.0,1.0,3,True
generalization,projected CM,nonlinear,power,0.9,1.0,1.0,1.0,3,True
generalization,projected CM,large_n,typeI,0.9,0.2,0.2,0.2,3,True
generalization,projected CM,large_n,power,0.9,0.988,0.9875,0.988,3,True
generalization,projected CM,heavy_tail,typeI,0.9,0.107,0.10666666666666667,0.107,3,True
generalization,projected CM,heavy_tail,power,0.9,0.573,0.5733333333333334,0.573,3,True
generalization,projected CM,smooth,typeI,0.95,0.193,0.19333333333333333,0.193,3,True
generalization,projected CM,smooth,power,0.95,0.8,0.8,0.8,3,True
generalization,projected CM,nonlinear,typeI,0.95,1.0,1.0,1.0,3,True
generalization,projected CM,nonlinear,power,0.95,1.0,1.0,1.0,3,True
generalization,projected CM,large_n,typeI,0.95,0.188,0.1875,0.188,3,True
generalization,projected CM,large_n,power,0.95,0.988,0.9875,0.988,3,True
generalization,projected CM,heavy_tail,typeI,0.95,0.113,0.11333333333333333,0.113,3,True
generalization,projected CM,heavy_tail,power,0.95,0.533,0.5333333333333333,0.533,3,True
generalization,local perm.,smooth,typeI,0.5,0.033,0.03333333333333333,0.033,3,True
generalization,local perm.,smooth,power,0.5,0.9,0.9,0.9,3,True
generalization,local perm.,nonlinear,typeI,0.5,0.573,0.5733333333333334,0.573,3,True
generalization,local perm.,nonlinear,power,0.5,1.0,1.0,1.0,3,True
generalization,local perm.,large_n,typeI,0.5,0.087,0.0875,0.087,3,True
generalization,local perm.,large_n,power,0.5,0.988,0.9875,0.988,3,True
generalization,local perm.,heavy_tail,typeI,0.5,0.1,0.1,0.1,3,True
generalization,local perm.,heavy_tail,power,0.5,0.86,0.86,0.86,3,True
generalization,local perm.,smooth,typeI,0.65,0.06,0.06,0.06,3,True
generalization,local perm.,smooth,power,0.65,0.913,0.9133333333333333,0.913,3,True
generalization,local perm.,nonlinear,typeI,0.65,0.613,0.6133333333333333,0.613,3,True
generalization,local perm.,nonlinear,power,0.65,1.0,1.0,1.0,3,True
generalization,local perm.,large_n,typeI,0.65,0.087,0.0875,0.087,3,True
generalization,local perm.,large_n,power,0.65,1.0,1.0,1.0,3,True
generalization,local perm.,heavy_tail,typeI,0.65,0.107,0.10666666666666667,0.107,3,True
generalization,local perm.,heavy_tail,power,0.65,0.847,0.8466666666666667,0.847,3,True
generalization,local perm.,smooth,typeI,0.8,0.067,0.06666666666666667,0.067,3,True
generalization,local perm.,smooth,power,0.8,0.913,0.9133333333333333,0.913,3,True
generalization,local perm.,nonlinear,typeI,0.8,0.613,0.6133333333333333,0.613,3,True
generalization,local perm.,nonlinear,power,0.8,1.0,1.0,1.0,3,True
generalization,local perm.,large_n,typeI,0.8,0.1,0.1,0.1,3,True
generalization,local perm.,large_n,power,0.8,1.0,1.0,1.0,3,True
generalization,local perm.,heavy_tail,typeI,0.8,0.113,0.11333333333333333,0.113,3,True
generalization,local perm.,heavy_tail,power,0.8,0.853,0.8533333333333334,0.853,3,True
generalization,local perm.,smooth,typeI,0.9,0.073,0.07333333333333333,0.073,3,True
generalization,local perm.,smooth,power,0.9,0.927,0.9266666666666666,0.927,3,True
generalization,local perm.,nonlinear,typeI,0.9,0.633,0.6333333333333333,0.633,3,True
generalization,local perm.,nonlinear,power,0.9,1.0,1.0,1.0,3,True
generalization,local perm.,large_n,typeI,0.9,0.075,0.075,0.075,3,True
generalization,local perm.,large_n,power,0.9,1.0,1.0,1.0,3,True
generalization,local perm.,heavy_tail,typeI,0.9,0.127,0.12666666666666668,0.127,3,True
generalization,local perm.,heavy_tail,power,0.9,0.86,0.86,0.86,3,True
generalization,local perm.,smooth,typeI,0.95,0.073,0.07333333333333333,0.073,3,True
generalization,local perm.,smooth,power,0.95,0.927,0.9266666666666666,0.927,3,True
generalization,local perm.,nonlinear,typeI,0.95,0.627,0.6266666666666667,0.627,3,True
generalization,local perm.,nonlinear,power,0.95,1.0,1.0,1.0,3,True
generalization,local perm.,large_n,typeI,0.95,0.075,0.075,0.075,3,True
generalization,local perm.,large_n,power,0.95,1.0,1.0,1.0,3,True
generalization,local perm.,heavy_tail,typeI,0.95,0.133,0.13333333333333333,0.133,3,True
generalization,local perm.,heavy_tail,power,0.95,0.867,0.8666666666666667,0.867,3,True
stress,legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,0.8,0.03,0.03,0.03,3,True
stress,legacy_cluster_extrapolation_beta1,high_dim_fe,power,0.8,1.0,1.0,1.0,3,True
stress,legacy_cluster_extrapolation_beta1,serial,typeI,0.8,0.085,0.085,0.085,3,True
stress,legacy_cluster_extrapolation_beta1,serial,power,0.8,0.99,0.99,0.99,3,True
stress,legacy_cluster_extrapolation_beta1,overlap,typeI,0.8,0.105,0.105,0.105,3,True
stress,legacy_cluster_extrapolation_beta1,overlap,power,0.8,0.75,0.75,0.75,3,True
stress,legacy_cluster_extrapolation_beta1,small_T,typeI,0.8,0.175,0.175,0.175,3,True
stress,legacy_cluster_extrapolation_beta1,small_T,power,0.8,0.76,0.76,0.76,3,True
