categories,validation_pairs,mass,fit_error,replicate,true_bias,aggregate_upper,rectangle_upper
32,8192,balanced,opposite_direction,139,-0.022500000000000006,-0.014450474182071262,-0.00045459094022471134
32,8192,balanced,exact,140,0.0,0.002485392648061421,0.01859871061871547
32,8192,balanced,same_direction,140,0.0025000000000000022,0.006104745410746475,0.03087809641983571
32,8192,balanced,opposite_direction,140,-0.022500000000000006,-0.014595074868107656,-0.0002524760641631048
32,8192,balanced,exact,141,0.0,0.002775552014047433,0.019575312250549537
32,8192,balanced,same_direction,141,0.0025000000000000022,0.006421774368227197,0.03093663203789323
32,8192,balanced,opposite_direction,141,-0.022500000000000006,-0.014829311095949128,0.0005016690455008619
32,8192,balanced,exact,142,0.0,0.002958590234974399,0.01932527161662092
32,8192,balanced,same_direction,142,0.0025000000000000022,0.005848422703796667,0.02940813757095361
32,8192,balanced,opposite_direction,142,-0.022500000000000006,-0.015189549953259798,9.515297366439833e-05
32,8192,balanced,exact,143,0.0,0.002716279776246092,0.019074925019866816
32,8192,balanced,same_direction,143,0.0025000000000000022,0.006396204103837861,0.03066215286197485
32,8192,balanced,opposite_direction,143,-0.022500000000000006,-0.013959537194665934,0.0002332194883103516
32,8192,balanced,exact,144,0.0,0.0025420896940719076,0.01898548902984916
32,8192,balanced,same_direction,144,0.0025000000000000022,0.00628026695764403,0.030060299533983058
32,8192,balanced,opposite_direction,144,-0.022500000000000006,-0.013940713359743005,0.00011536674284698849
32,8192,balanced,exact,145,0.0,0.0027442550565830648,0.01920970453226875
32,8192,balanced,same_direction,145,0.0025000000000000022,0.0061637944870650396,0.029758007006577304
32,8192,balanced,opposite_direction,145,-0.022500000000000006,-0.013879311155537456,0.0013989772765790611
32,8192,balanced,exact,146,0.0,0.002480700751120296,0.01843283073331938
32,8192,balanced,same_direction,146,0.0025000000000000022,0.006468697522454001,0.03049327689119553
32,8192,balanced,opposite_direction,146,-0.022500000000000006,-0.013641114162445213,0.00016586617934056364
32,8192,balanced,exact,147,0.0,0.0024797871406210545,0.018605160306572527
32,8192,balanced,same_direction,147,0.0025000000000000022,0.006167136051962446,0.030203314173960737
32,8192,balanced,opposite_direction,147,-0.022500000000000006,-0.015533476567927147,-0.00034415594544769237
32,8192,balanced,exact,148,0.0,0.002872160813625398,0.018609746346873523
32,8192,balanced,same_direction,148,0.0025000000000000022,0.006935057433285177,0.02971206623921221
32,8192,balanced,opposite_direction,148,-0.022500000000000006,-0.014592007630608873,-8.648418053533333e-05
32,8192,balanced,exact,149,0.0,0.0024620180146237673,0.017941661752811047
32,8192,balanced,same_direction,149,0.0025000000000000022,0.006226124903925307,0.030637848774798762
32,8192,balanced,opposite_direction,149,-0.022500000000000006,-0.01480327971498875,-0.0004134245448397847
32,8192,balanced,exact,150,0.0,0.002476364956431226,0.01892988515167955
32,8192,balanced,same_direction,150,0.0025000000000000022,0.0064189116933133184,0.03110231160550012
32,8192,balanced,opposite_direction,150,-0.022500000000000006,-0.013894930428439107,-0.00043697302812457125
32,8192,balanced,exact,151,0.0,0.002742542312315881,0.018581877719850756
32,8192,balanced,same_direction,151,0.0025000000000000022,0.006555799931297153,0.02983634092415037
