task,baseline,method,block,rows,first,last,bounded_gain_vs_baseline,bounded_gain_vs_ungated,bounded_gain_vs_convex
metro,seasonal_day,known_forecast_u,35,168,2017-09-03 00:00:00,2017-09-09 23:00:00,0.021985233394386877,0,-9.7823448916264474e-05
metro,seasonal_day,known_forecast_u,36,168,2017-09-10 00:00:00,2017-09-16 23:00:00,0.022695465566651401,0,0.00012364708594446043
metro,seasonal_day,known_forecast_u,37,165,2017-09-17 00:00:00,2017-09-23 23:00:00,0.021031886700487328,0,-7.0372790116274135e-05
metro,seasonal_day,known_forecast_u,38,167,2017-09-24 00:00:00,2017-09-30 23:00:00,0.019545691517269547,0,-0.00011269159539503054
metro,seasonal_day,known_forecast_u,39,168,2017-10-01 00:00:00,2017-10-07 23:00:00,0.019339213390401365,0,-5.011096600571717e-05
metro,seasonal_day,known_forecast_u,40,168,2017-10-08 00:00:00,2017-10-14 23:00:00,0.022018502129705703,0,-7.23055080641078e-05
metro,seasonal_day,known_forecast_u,41,168,2017-10-15 00:00:00,2017-10-21 23:00:00,0.021156470094699883,0,2.9697844227543437e-05
metro,seasonal_day,known_forecast_u,42,168,2017-10-22 00:00:00,2017-10-28 23:00:00,0.018792950632674749,0,2.6402410244034248e-05
metro,seasonal_day,known_forecast_u,43,168,2017-10-29 00:00:00,2017-11-04 23:00:00,0.025525621050803887,0,-5.4898546761271355e-06
metro,seasonal_day,known_forecast_u,44,165,2017-11-05 00:00:00,2017-11-11 23:00:00,0.020178583435849488,0,-4.6769469359398846e-05
metro,seasonal_day,known_forecast_u,45,167,2017-11-12 00:00:00,2017-11-18 23:00:00,0.020952249322900456,0,-6.5894573066922437e-06
metro,seasonal_day,known_forecast_u,46,168,2017-11-19 00:00:00,2017-11-25 23:00:00,0.032010782292275462,0,0.0001690622461467156
metro,seasonal_day,known_forecast_u,47,168,2017-11-26 00:00:00,2017-12-02 23:00:00,0.019562043094850951,0,-9.9324024739373012e-05
metro,seasonal_day,known_forecast_u,48,165,2017-12-03 00:00:00,2017-12-09 23:00:00,0.024642755589133616,0,-0.00011078137449903783
metro,seasonal_day,known_forecast_u,49,168,2017-12-10 00:00:00,2017-12-16 23:00:00,0.017478164966512326,0,-0.00013129764927718838
metro,seasonal_day,known_forecast_u,50,167,2017-12-17 00:00:00,2017-12-23 23:00:00,0.019029626093535739,0,2.5159509517081383e-05
metro,seasonal_day,known_forecast_u,51,168,2017-12-24 00:00:00,2017-12-30 23:00:00,0.012736203844074081,0,-0.00015437846808988523
metro,seasonal_day,known_forecast_u,52,24,2017-12-31 00:00:00,2017-12-31 23:00:00,0.0045214645224400801,0,-6.6914050921835816e-05
metro,seasonal_day,known_forecast_pairs,0,168,2017-01-01 00:00:00,2017-01-07 23:00:00,0.018956998065067284,0,-0.00010394095990365932
metro,seasonal_day,known_forecast_pairs,1,168,2017-01-08 00:00:00,2017-01-14 23:00:00,0.023176051151758265,0,8.2260682341279441e-05
metro,seasonal_day,known_forecast_pairs,2,168,2017-01-15 00:00:00,2017-01-21 23:00:00,0.016117309783300754,0,-8.7859786449748939e-05
metro,seasonal_day,known_forecast_pairs,3,168,2017-01-22 00:00:00,2017-01-28 23:00:00,0.019942271675911921,0,-5.6426763279829483e-05
metro,seasonal_day,known_forecast_pairs,4,168,2017-01-29 00:00:00,2017-02-04 23:00:00,0.020852919689305669,0,-0.00010340367926185755
metro,seasonal_day,known_forecast_pairs,5,168,2017-02-05 00:00:00,2017-02-11 23:00:00,0.026060173826963341,0,1.0723590599516126e-05
metro,seasonal_day,known_forecast_pairs,6,159,2017-02-12 00:00:00,2017-02-18 23:00:00,0.02359499393419176,0,-2.865359242446135e-05
metro,seasonal_day,known_forecast_pairs,7,162,2017-02-19 00:00:00,2017-02-25 23:00:00,0.016524454585498304,0,-0.00013247784466040123
metro,seasonal_day,known_forecast_pairs,8,168,2017-02-26 00:00:00,2017-03-04 23:00:00,0.024865608962486484,0,0.0001075773485474658
metro,seasonal_day,known_forecast_pairs,9,168,2017-03-05 00:00:00,2017-03-11 23:00:00,0.021639087159191855,0,-7.1250584874680192e-05
metro,seasonal_day,known_forecast_pairs,10,165,2017-03-12 00:00:00,2017-03-18 23:00:00,0.023616145609674663,0,-7.9193044912843652e-05
metro,seasonal_day,known_forecast_pairs,11,167,2017-03-19 00:00:00,2017-03-25 23:00:00,0.022037663189777065,0,-2.8189346798587891e-05
metro,seasonal_day,known_forecast_pairs,12,168,2017-03-26 00:00:00,2017-04-01 23:00:00,0.024019403454552096,0,2.396130933910867e-05
metro,seasonal_day,known_forecast_pairs,13,166,2017-04-02 00:00:00,2017-04-08 23:00:00,0.020451319457983917,0,-6.3696380008336641e-05
metro,seasonal_day,known_forecast_pairs,14,161,2017-04-09 00:00:00,2017-04-15 23:00:00,0.023790946121185246,0,-4.0056191134558143e-05
metro,seasonal_day,known_forecast_pairs,15,168,2017-04-16 00:00:00,2017-04-22 23:00:00,0.021476612228239805,0,-6.1118685076926347e-05
metro,seasonal_day,known_forecast_pairs,16,168,2017-04-23 00:00:00,2017-04-29 23:00:00,0.021605949973967351,0,-6.2579524802674176e-05
metro,seasonal_day,known_forecast_pairs,17,168,2017-04-30 00:00:00,2017-05-06 23:00:00,0.019567757956540831,0,-0.00010323652634377843
metro,seasonal_day,known_forecast_pairs,18,168,2017-05-07 00:00:00,2017-05-13 23:00:00,0.020189704641785641,0,-3.7259556689769752e-05
metro,seasonal_day,known_forecast_pairs,19,168,2017-05-14 00:00:00,2017-05-20 23:00:00,0.018895677327285754,0,-4.7260222149974372e-05
metro,seasonal_day,known_forecast_pairs,20,168,2017-05-21 00:00:00,2017-05-27 23:00:00,0.021597901967098466,0,6.104885310910242e-06
metro,seasonal_day,known_forecast_pairs,21,168,2017-05-28 00:00:00,2017-06-03 23:00:00,0.02346027519073322,0,-4.0488581457857343e-05
metro,seasonal_day,known_forecast_pairs,22,168,2017-06-04 00:00:00,2017-06-10 23:00:00,0.017750141609666859,0,7.1772506460370566e-05
metro,seasonal_day,known_forecast_pairs,23,168,2017-06-11 00:00:00,2017-06-17 23:00:00,0.020864620122085113,0,-5.4166981315986535e-05
metro,seasonal_day,known_forecast_pairs,24,168,2017-06-18 00:00:00,2017-06-24 23:00:00,0.01740487644024713,0,-0.00010148963142264482
metro,seasonal_day,known_forecast_pairs,25,168,2017-06-25 00:00:00,2017-07-01 23:00:00,0.01678323309153644,0,-1.7744833293011631e-05
metro,seasonal_day,known_forecast_pairs,26,164,2017-07-02 00:00:00,2017-07-08 23:00:00,0.025098291792588729,0,-5.7128450865281571e-05
metro,seasonal_day,known_forecast_pairs,27,166,2017-07-09 00:00:00,2017-07-15 23:00:00,0.020030430098527782,0,2.5235406656750521e-05
metro,seasonal_day,known_forecast_pairs,28,168,2017-07-16 00:00:00,2017-07-22 23:00:00,0.018913945696261987,0,-2.4280314790806138e-05
metro,seasonal_day,known_forecast_pairs,29,168,2017-07-23 00:00:00,2017-07-29 23:00:00,0.022786351348193162,0,-3.4727877405001289e-05
metro,seasonal_day,known_forecast_pairs,30,168,2017-07-30 00:00:00,2017-08-05 23:00:00,0.019350584215608153,0,-4.8974213581325012e-05
metro,seasonal_day,known_forecast_pairs,31,168,2017-08-06 00:00:00,2017-08-12 23:00:00,0.021163268039286438,0,-2.3068199056308259e-06
metro,seasonal_day,known_forecast_pairs,32,167,2017-08-13 00:00:00,2017-08-19 23:00:00,0.021473668021165994,0,-2.0821874530930596e-05
metro,seasonal_day,known_forecast_pairs,33,168,2017-08-20 00:00:00,2017-08-26 23:00:00,0.021458850410834389,0,-5.3981680697625331e-05
metro,seasonal_day,known_forecast_pairs,34,168,2017-08-27 00:00:00,2017-09-02 23:00:00,0.019313692194306304,0,2.4988687841133311e-06
metro,seasonal_day,known_forecast_pairs,35,168,2017-09-03 00:00:00,2017-09-09 23:00:00,0.021985233394386877,0,-9.7823448916264474e-05
metro,seasonal_day,known_forecast_pairs,36,168,2017-09-10 00:00:00,2017-09-16 23:00:00,0.022695465566651401,0,0.00012364708594446043
metro,seasonal_day,known_forecast_pairs,37,165,2017-09-17 00:00:00,2017-09-23 23:00:00,0.021031886700487328,0,-7.0372790116274135e-05
metro,seasonal_day,known_forecast_pairs,38,167,2017-09-24 00:00:00,2017-09-30 23:00:00,0.019545691517269547,0,-0.00011269159539503054
metro,seasonal_day,known_forecast_pairs,39,168,2017-10-01 00:00:00,2017-10-07 23:00:00,0.019339213390401365,0,-5.011096600571717e-05
metro,seasonal_day,known_forecast_pairs,40,168,2017-10-08 00:00:00,2017-10-14 23:00:00,0.022018502129705703,0,-7.23055080641078e-05
metro,seasonal_day,known_forecast_pairs,41,168,2017-10-15 00:00:00,2017-10-21 23:00:00,0.021156470094699883,0,2.9697844227543437e-05
metro,seasonal_day,known_forecast_pairs,42,168,2017-10-22 00:00:00,2017-10-28 23:00:00,0.018792950632674749,0,2.6402410244034248e-05
metro,seasonal_day,known_forecast_pairs,43,168,2017-10-29 00:00:00,2017-11-04 23:00:00,0.025525621050803887,0,-5.4898546761271355e-06
metro,seasonal_day,known_forecast_pairs,44,165,2017-11-05 00:00:00,2017-11-11 23:00:00,0.020178583435849488,0,-4.6769469359398846e-05
metro,seasonal_day,known_forecast_pairs,45,167,2017-11-12 00:00:00,2017-11-18 23:00:00,0.020952249322900456,0,-6.5894573066922437e-06
metro,seasonal_day,known_forecast_pairs,46,168,2017-11-19 00:00:00,2017-11-25 23:00:00,0.032010782292275462,0,0.0001690622461467156
metro,seasonal_day,known_forecast_pairs,47,168,2017-11-26 00:00:00,2017-12-02 23:00:00,0.019562043094850951,0,-9.9324024739373012e-05
metro,seasonal_day,known_forecast_pairs,48,165,2017-12-03 00:00:00,2017-12-09 23:00:00,0.024642755589133616,0,-0.00011078137449903783
metro,seasonal_day,known_forecast_pairs,49,168,2017-12-10 00:00:00,2017-12-16 23:00:00,0.017478164966512326,0,-0.00013129764927718838
metro,seasonal_day,known_forecast_pairs,50,167,2017-12-17 00:00:00,2017-12-23 23:00:00,0.019029626093535739,0,2.5159509517081383e-05
metro,seasonal_day,known_forecast_pairs,51,168,2017-12-24 00:00:00,2017-12-30 23:00:00,0.012736203844074081,0,-0.00015437846808988523
metro,seasonal_day,known_forecast_pairs,52,24,2017-12-31 00:00:00,2017-12-31 23:00:00,0.0045214645224400801,0,-6.6914050921835816e-05
metro,seasonal_day,loss_gain,0,168,2017-01-01 00:00:00,2017-01-07 23:00:00,0.018956998065067284,0,-0.00010394095990365932
metro,seasonal_day,loss_gain,1,168,2017-01-08 00:00:00,2017-01-14 23:00:00,0.023176051151758265,0,8.2260682341279441e-05
metro,seasonal_day,loss_gain,2,168,2017-01-15 00:00:00,2017-01-21 23:00:00,0.016117309783300754,0,-8.7859786449748939e-05
metro,seasonal_day,loss_gain,3,168,2017-01-22 00:00:00,2017-01-28 23:00:00,0.019942271675911921,0,-5.6426763279829483e-05
metro,seasonal_day,loss_gain,4,168,2017-01-29 00:00:00,2017-02-04 23:00:00,0.020852919689305669,0,-0.00010340367926185755
metro,seasonal_day,loss_gain,5,168,2017-02-05 00:00:00,2017-02-11 23:00:00,0.026060173826963341,0,1.0723590599516126e-05
metro,seasonal_day,loss_gain,6,159,2017-02-12 00:00:00,2017-02-18 23:00:00,0.02359499393419176,0,-2.865359242446135e-05
metro,seasonal_day,loss_gain,7,162,2017-02-19 00:00:00,2017-02-25 23:00:00,0.016524454585498304,0,-0.00013247784466040123
metro,seasonal_day,loss_gain,8,168,2017-02-26 00:00:00,2017-03-04 23:00:00,0.024865608962486484,0,0.0001075773485474658
metro,seasonal_day,loss_gain,9,168,2017-03-05 00:00:00,2017-03-11 23:00:00,0.021639087159191855,0,-7.1250584874680192e-05
metro,seasonal_day,loss_gain,10,165,2017-03-12 00:00:00,2017-03-18 23:00:00,0.023616145609674663,0,-7.9193044912843652e-05
metro,seasonal_day,loss_gain,11,167,2017-03-19 00:00:00,2017-03-25 23:00:00,0.022037663189777065,0,-2.8189346798587891e-05
metro,seasonal_day,loss_gain,12,168,2017-03-26 00:00:00,2017-04-01 23:00:00,0.024019403454552096,0,2.396130933910867e-05
metro,seasonal_day,loss_gain,13,166,2017-04-02 00:00:00,2017-04-08 23:00:00,0.020451319457983917,0,-6.3696380008336641e-05
metro,seasonal_day,loss_gain,14,161,2017-04-09 00:00:00,2017-04-15 23:00:00,0.023790946121185246,0,-4.0056191134558143e-05
metro,seasonal_day,loss_gain,15,168,2017-04-16 00:00:00,2017-04-22 23:00:00,0.021476612228239805,0,-6.1118685076926347e-05
metro,seasonal_day,loss_gain,16,168,2017-04-23 00:00:00,2017-04-29 23:00:00,0.021605949973967351,0,-6.2579524802674176e-05
metro,seasonal_day,loss_gain,17,168,2017-04-30 00:00:00,2017-05-06 23:00:00,0.019567757956540831,0,-0.00010323652634377843
metro,seasonal_day,loss_gain,18,168,2017-05-07 00:00:00,2017-05-13 23:00:00,0.020189704641785641,0,-3.7259556689769752e-05
metro,seasonal_day,loss_gain,19,168,2017-05-14 00:00:00,2017-05-20 23:00:00,0.018895677327285754,0,-4.7260222149974372e-05
metro,seasonal_day,loss_gain,20,168,2017-05-21 00:00:00,2017-05-27 23:00:00,0.021597901967098466,0,6.104885310910242e-06
metro,seasonal_day,loss_gain,21,168,2017-05-28 00:00:00,2017-06-03 23:00:00,0.02346027519073322,0,-4.0488581457857343e-05
metro,seasonal_day,loss_gain,22,168,2017-06-04 00:00:00,2017-06-10 23:00:00,0.017750141609666859,0,7.1772506460370566e-05
metro,seasonal_day,loss_gain,23,168,2017-06-11 00:00:00,2017-06-17 23:00:00,0.020864620122085113,0,-5.4166981315986535e-05
metro,seasonal_day,loss_gain,24,168,2017-06-18 00:00:00,2017-06-24 23:00:00,0.01740487644024713,0,-0.00010148963142264482
metro,seasonal_day,loss_gain,25,168,2017-06-25 00:00:00,2017-07-01 23:00:00,0.01678323309153644,0,-1.7744833293011631e-05
metro,seasonal_day,loss_gain,26,164,2017-07-02 00:00:00,2017-07-08 23:00:00,0.025098291792588729,0,-5.7128450865281571e-05
metro,seasonal_day,loss_gain,27,166,2017-07-09 00:00:00,2017-07-15 23:00:00,0.020030430098527782,0,2.5235406656750521e-05
metro,seasonal_day,loss_gain,28,168,2017-07-16 00:00:00,2017-07-22 23:00:00,0.018913945696261987,0,-2.4280314790806138e-05
metro,seasonal_day,loss_gain,29,168,2017-07-23 00:00:00,2017-07-29 23:00:00,0.022786351348193162,0,-3.4727877405001289e-05
metro,seasonal_day,loss_gain,30,168,2017-07-30 00:00:00,2017-08-05 23:00:00,0.019350584215608153,0,-4.8974213581325012e-05
metro,seasonal_day,loss_gain,31,168,2017-08-06 00:00:00,2017-08-12 23:00:00,0.021163268039286438,0,-2.3068199056308259e-06
metro,seasonal_day,loss_gain,32,167,2017-08-13 00:00:00,2017-08-19 23:00:00,0.021473668021165994,0,-2.0821874530930596e-05
metro,seasonal_day,loss_gain,33,168,2017-08-20 00:00:00,2017-08-26 23:00:00,0.021458850410834389,0,-5.3981680697625331e-05
metro,seasonal_day,loss_gain,34,168,2017-08-27 00:00:00,2017-09-02 23:00:00,0.019313692194306304,0,2.4988687841133311e-06
metro,seasonal_day,loss_gain,35,168,2017-09-03 00:00:00,2017-09-09 23:00:00,0.021985233394386877,0,-9.7823448916264474e-05
metro,seasonal_day,loss_gain,36,168,2017-09-10 00:00:00,2017-09-16 23:00:00,0.022695465566651401,0,0.00012364708594446043
metro,seasonal_day,loss_gain,37,165,2017-09-17 00:00:00,2017-09-23 23:00:00,0.021031886700487328,0,-7.0372790116274135e-05
metro,seasonal_day,loss_gain,38,167,2017-09-24 00:00:00,2017-09-30 23:00:00,0.019545691517269547,0,-0.00011269159539503054
metro,seasonal_day,loss_gain,39,168,2017-10-01 00:00:00,2017-10-07 23:00:00,0.019339213390401365,0,-5.011096600571717e-05
metro,seasonal_day,loss_gain,40,168,2017-10-08 00:00:00,2017-10-14 23:00:00,0.022018502129705703,0,-7.23055080641078e-05
metro,seasonal_day,loss_gain,41,168,2017-10-15 00:00:00,2017-10-21 23:00:00,0.021156470094699883,0,2.9697844227543437e-05
metro,seasonal_day,loss_gain,42,168,2017-10-22 00:00:00,2017-10-28 23:00:00,0.018792950632674749,0,2.6402410244034248e-05
metro,seasonal_day,loss_gain,43,168,2017-10-29 00:00:00,2017-11-04 23:00:00,0.025525621050803887,0,-5.4898546761271355e-06
metro,seasonal_day,loss_gain,44,165,2017-11-05 00:00:00,2017-11-11 23:00:00,0.020178583435849488,0,-4.6769469359398846e-05
metro,seasonal_day,loss_gain,45,167,2017-11-12 00:00:00,2017-11-18 23:00:00,0.020952249322900456,0,-6.5894573066922437e-06
metro,seasonal_day,loss_gain,46,168,2017-11-19 00:00:00,2017-11-25 23:00:00,0.032010782292275462,0,0.0001690622461467156
metro,seasonal_day,loss_gain,47,168,2017-11-26 00:00:00,2017-12-02 23:00:00,0.019562043094850951,0,-9.9324024739373012e-05
metro,seasonal_day,loss_gain,48,165,2017-12-03 00:00:00,2017-12-09 23:00:00,0.024642755589133616,0,-0.00011078137449903783
metro,seasonal_day,loss_gain,49,168,2017-12-10 00:00:00,2017-12-16 23:00:00,0.017478164966512326,0,-0.00013129764927718838
metro,seasonal_day,loss_gain,50,167,2017-12-17 00:00:00,2017-12-23 23:00:00,0.019029626093535739,0,2.5159509517081383e-05
metro,seasonal_day,loss_gain,51,168,2017-12-24 00:00:00,2017-12-30 23:00:00,0.012736203844074081,0,-0.00015437846808988523
metro,seasonal_day,loss_gain,52,24,2017-12-31 00:00:00,2017-12-31 23:00:00,0.0045214645224400801,0,-6.6914050921835816e-05
metro,seasonal_day,ungated,0,168,2017-01-01 00:00:00,2017-01-07 23:00:00,0.018956998065067284,0,-0.00010394095990365932
metro,seasonal_day,ungated,1,168,2017-01-08 00:00:00,2017-01-14 23:00:00,0.023176051151758265,0,8.2260682341279441e-05
metro,seasonal_day,ungated,2,168,2017-01-15 00:00:00,2017-01-21 23:00:00,0.016117309783300754,0,-8.7859786449748939e-05
metro,seasonal_day,ungated,3,168,2017-01-22 00:00:00,2017-01-28 23:00:00,0.019942271675911921,0,-5.6426763279829483e-05
metro,seasonal_day,ungated,4,168,2017-01-29 00:00:00,2017-02-04 23:00:00,0.020852919689305669,0,-0.00010340367926185755
metro,seasonal_day,ungated,5,168,2017-02-05 00:00:00,2017-02-11 23:00:00,0.026060173826963341,0,1.0723590599516126e-05
metro,seasonal_day,ungated,6,159,2017-02-12 00:00:00,2017-02-18 23:00:00,0.02359499393419176,0,-2.865359242446135e-05
metro,seasonal_day,ungated,7,162,2017-02-19 00:00:00,2017-02-25 23:00:00,0.016524454585498304,0,-0.00013247784466040123
metro,seasonal_day,ungated,8,168,2017-02-26 00:00:00,2017-03-04 23:00:00,0.024865608962486484,0,0.0001075773485474658
metro,seasonal_day,ungated,9,168,2017-03-05 00:00:00,2017-03-11 23:00:00,0.021639087159191855,0,-7.1250584874680192e-05
metro,seasonal_day,ungated,10,165,2017-03-12 00:00:00,2017-03-18 23:00:00,0.023616145609674663,0,-7.9193044912843652e-05
metro,seasonal_day,ungated,11,167,2017-03-19 00:00:00,2017-03-25 23:00:00,0.022037663189777065,0,-2.8189346798587891e-05
metro,seasonal_day,ungated,12,168,2017-03-26 00:00:00,2017-04-01 23:00:00,0.024019403454552096,0,2.396130933910867e-05
metro,seasonal_day,ungated,13,166,2017-04-02 00:00:00,2017-04-08 23:00:00,0.020451319457983917,0,-6.3696380008336641e-05
metro,seasonal_day,ungated,14,161,2017-04-09 00:00:00,2017-04-15 23:00:00,0.023790946121185246,0,-4.0056191134558143e-05
metro,seasonal_day,ungated,15,168,2017-04-16 00:00:00,2017-04-22 23:00:00,0.021476612228239805,0,-6.1118685076926347e-05
metro,seasonal_day,ungated,16,168,2017-04-23 00:00:00,2017-04-29 23:00:00,0.021605949973967351,0,-6.2579524802674176e-05
metro,seasonal_day,ungated,17,168,2017-04-30 00:00:00,2017-05-06 23:00:00,0.019567757956540831,0,-0.00010323652634377843
metro,seasonal_day,ungated,18,168,2017-05-07 00:00:00,2017-05-13 23:00:00,0.020189704641785641,0,-3.7259556689769752e-05
metro,seasonal_day,ungated,19,168,2017-05-14 00:00:00,2017-05-20 23:00:00,0.018895677327285754,0,-4.7260222149974372e-05
metro,seasonal_day,ungated,20,168,2017-05-21 00:00:00,2017-05-27 23:00:00,0.021597901967098466,0,6.104885310910242e-06
metro,seasonal_day,ungated,21,168,2017-05-28 00:00:00,2017-06-03 23:00:00,0.02346027519073322,0,-4.0488581457857343e-05
metro,seasonal_day,ungated,22,168,2017-06-04 00:00:00,2017-06-10 23:00:00,0.017750141609666859,0,7.1772506460370566e-05
metro,seasonal_day,ungated,23,168,2017-06-11 00:00:00,2017-06-17 23:00:00,0.020864620122085113,0,-5.4166981315986535e-05
metro,seasonal_day,ungated,24,168,2017-06-18 00:00:00,2017-06-24 23:00:00,0.01740487644024713,0,-0.00010148963142264482
metro,seasonal_day,ungated,25,168,2017-06-25 00:00:00,2017-07-01 23:00:00,0.01678323309153644,0,-1.7744833293011631e-05
metro,seasonal_day,ungated,26,164,2017-07-02 00:00:00,2017-07-08 23:00:00,0.025098291792588729,0,-5.7128450865281571e-05
metro,seasonal_day,ungated,27,166,2017-07-09 00:00:00,2017-07-15 23:00:00,0.020030430098527782,0,2.5235406656750521e-05
metro,seasonal_day,ungated,28,168,2017-07-16 00:00:00,2017-07-22 23:00:00,0.018913945696261987,0,-2.4280314790806138e-05
metro,seasonal_day,ungated,29,168,2017-07-23 00:00:00,2017-07-29 23:00:00,0.022786351348193162,0,-3.4727877405001289e-05
metro,seasonal_day,ungated,30,168,2017-07-30 00:00:00,2017-08-05 23:00:00,0.019350584215608153,0,-4.8974213581325012e-05
metro,seasonal_day,ungated,31,168,2017-08-06 00:00:00,2017-08-12 23:00:00,0.021163268039286438,0,-2.3068199056308259e-06
metro,seasonal_day,ungated,32,167,2017-08-13 00:00:00,2017-08-19 23:00:00,0.021473668021165994,0,-2.0821874530930596e-05
metro,seasonal_day,ungated,33,168,2017-08-20 00:00:00,2017-08-26 23:00:00,0.021458850410834389,0,-5.3981680697625331e-05
metro,seasonal_day,ungated,34,168,2017-08-27 00:00:00,2017-09-02 23:00:00,0.019313692194306304,0,2.4988687841133311e-06
metro,seasonal_day,ungated,35,168,2017-09-03 00:00:00,2017-09-09 23:00:00,0.021985233394386877,0,-9.7823448916264474e-05
metro,seasonal_day,ungated,36,168,2017-09-10 00:00:00,2017-09-16 23:00:00,0.022695465566651401,0,0.00012364708594446043
metro,seasonal_day,ungated,37,165,2017-09-17 00:00:00,2017-09-23 23:00:00,0.021031886700487328,0,-7.0372790116274135e-05
metro,seasonal_day,ungated,38,167,2017-09-24 00:00:00,2017-09-30 23:00:00,0.019545691517269547,0,-0.00011269159539503054
metro,seasonal_day,ungated,39,168,2017-10-01 00:00:00,2017-10-07 23:00:00,0.019339213390401365,0,-5.011096600571717e-05
metro,seasonal_day,ungated,40,168,2017-10-08 00:00:00,2017-10-14 23:00:00,0.022018502129705703,0,-7.23055080641078e-05
metro,seasonal_day,ungated,41,168,2017-10-15 00:00:00,2017-10-21 23:00:00,0.021156470094699883,0,2.9697844227543437e-05
metro,seasonal_day,ungated,42,168,2017-10-22 00:00:00,2017-10-28 23:00:00,0.018792950632674749,0,2.6402410244034248e-05
metro,seasonal_day,ungated,43,168,2017-10-29 00:00:00,2017-11-04 23:00:00,0.025525621050803887,0,-5.4898546761271355e-06
metro,seasonal_day,ungated,44,165,2017-11-05 00:00:00,2017-11-11 23:00:00,0.020178583435849488,0,-4.6769469359398846e-05
metro,seasonal_day,ungated,45,167,2017-11-12 00:00:00,2017-11-18 23:00:00,0.020952249322900456,0,-6.5894573066922437e-06
metro,seasonal_day,ungated,46,168,2017-11-19 00:00:00,2017-11-25 23:00:00,0.032010782292275462,0,0.0001690622461467156
metro,seasonal_day,ungated,47,168,2017-11-26 00:00:00,2017-12-02 23:00:00,0.019562043094850951,0,-9.9324024739373012e-05
metro,seasonal_day,ungated,48,165,2017-12-03 00:00:00,2017-12-09 23:00:00,0.024642755589133616,0,-0.00011078137449903783
metro,seasonal_day,ungated,49,168,2017-12-10 00:00:00,2017-12-16 23:00:00,0.017478164966512326,0,-0.00013129764927718838
metro,seasonal_day,ungated,50,167,2017-12-17 00:00:00,2017-12-23 23:00:00,0.019029626093535739,0,2.5159509517081383e-05
metro,seasonal_day,ungated,51,168,2017-12-24 00:00:00,2017-12-30 23:00:00,0.012736203844074081,0,-0.00015437846808988523
metro,seasonal_day,ungated,52,24,2017-12-31 00:00:00,2017-12-31 23:00:00,0.0045214645224400801,0,-6.6914050921835816e-05
metro,seasonal_day,convex,0,168,2017-01-01 00:00:00,2017-01-07 23:00:00,0.019060939024970944,0.00010394095990365932,0
metro,seasonal_day,convex,1,168,2017-01-08 00:00:00,2017-01-14 23:00:00,0.023093790469416987,-8.2260682341279441e-05,0
metro,seasonal_day,convex,2,168,2017-01-15 00:00:00,2017-01-21 23:00:00,0.016205169569750502,8.7859786449748939e-05,0
metro,seasonal_day,convex,3,168,2017-01-22 00:00:00,2017-01-28 23:00:00,0.019998698439191751,5.6426763279829483e-05,0
metro,seasonal_day,convex,4,168,2017-01-29 00:00:00,2017-02-04 23:00:00,0.020956323368567526,0.00010340367926185755,0
metro,seasonal_day,convex,5,168,2017-02-05 00:00:00,2017-02-11 23:00:00,0.026049450236363826,-1.0723590599516126e-05,0
metro,seasonal_day,convex,6,159,2017-02-12 00:00:00,2017-02-18 23:00:00,0.023623647526616217,2.865359242446135e-05,0
metro,seasonal_day,convex,7,162,2017-02-19 00:00:00,2017-02-25 23:00:00,0.016656932430158703,0.00013247784466040123,0
metro,seasonal_day,convex,8,168,2017-02-26 00:00:00,2017-03-04 23:00:00,0.024758031613939017,-0.0001075773485474658,0
metro,seasonal_day,convex,9,168,2017-03-05 00:00:00,2017-03-11 23:00:00,0.021710337744066537,7.1250584874680192e-05,0
metro,seasonal_day,convex,10,165,2017-03-12 00:00:00,2017-03-18 23:00:00,0.023695338654587509,7.9193044912843652e-05,0
metro,seasonal_day,convex,11,167,2017-03-19 00:00:00,2017-03-25 23:00:00,0.022065852536575652,2.8189346798587891e-05,0
metro,seasonal_day,convex,12,168,2017-03-26 00:00:00,2017-04-01 23:00:00,0.023995442145212993,-2.396130933910867e-05,0
metro,seasonal_day,convex,13,166,2017-04-02 00:00:00,2017-04-08 23:00:00,0.020515015837992256,6.3696380008336641e-05,0
metro,seasonal_day,convex,14,161,2017-04-09 00:00:00,2017-04-15 23:00:00,0.023831002312319802,4.0056191134558143e-05,0
metro,seasonal_day,convex,15,168,2017-04-16 00:00:00,2017-04-22 23:00:00,0.021537730913316729,6.1118685076926347e-05,0
metro,seasonal_day,convex,16,168,2017-04-23 00:00:00,2017-04-29 23:00:00,0.021668529498770028,6.2579524802674176e-05,0
metro,seasonal_day,convex,17,168,2017-04-30 00:00:00,2017-05-06 23:00:00,0.019670994482884611,0.00010323652634377843,0
metro,seasonal_day,convex,18,168,2017-05-07 00:00:00,2017-05-13 23:00:00,0.020226964198475413,3.7259556689769752e-05,0
metro,seasonal_day,convex,19,168,2017-05-14 00:00:00,2017-05-20 23:00:00,0.01894293754943573,4.7260222149974372e-05,0
metro,seasonal_day,convex,20,168,2017-05-21 00:00:00,2017-05-27 23:00:00,0.021591797081787552,-6.104885310910242e-06,0
metro,seasonal_day,convex,21,168,2017-05-28 00:00:00,2017-06-03 23:00:00,0.023500763772191079,4.0488581457857343e-05,0
metro,seasonal_day,convex,22,168,2017-06-04 00:00:00,2017-06-10 23:00:00,0.017678369103206488,-7.1772506460370566e-05,0
