regime,alternative,replication,sample_sha256,fold_sha256,method,statistic,pvalue,reject,seconds,partial_distance_covariance,partial_distance_correlation
linear,null,7,1c3ca4f976ac418bb60a31b98b774de34e242f4b072477f959452ff6ae9cf60f,f18a863033e95152cda939b3eba09ef6910144e5f305cde3d9345feb83264896,gcm_spline,1.6391023111536542,0.05059597690778683,0,0.003382321447134018,0.02201701208696579,0.03660107770163014
linear,null,7,1c3ca4f976ac418bb60a31b98b774de34e242f4b072477f959452ff6ae9cf60f,f18a863033e95152cda939b3eba09ef6910144e5f305cde3d9345feb83264896,extrapolated,1.5594838677441343,0.05944094994137044,0,0.0027530528604984283,0.02201701208696579,0.03660107770163014
linear,null,7,1c3ca4f976ac418bb60a31b98b774de34e242f4b072477f959452ff6ae9cf60f,f18a863033e95152cda939b3eba09ef6910144e5f305cde3d9345feb83264896,kci_gamma,86.61275499027553,0.4962636733961704,0,0.09675371646881104,0.02201701208696579,0.03660107770163014
linear,null,8,a6de8ded52dbdc2a63af34f69b0e010feeeb12d48ac34f0f0dc588eb3825c71c,5a9a4430d4389e391dc6ad8234e3740ce31ec5b454410437526f5e3399446daf,gcm_coarse,0.6761565509425628,0.24947062764317518,0,0.00064101442694664,0.02288693439771172,0.03696192962579522
linear,null,8,a6de8ded52dbdc2a63af34f69b0e010feeeb12d48ac34f0f0dc588eb3825c71c,5a9a4430d4389e391dc6ad8234e3740ce31ec5b454410437526f5e3399446daf,gcm_fine,0.5601359477907406,0.28769335619249875,0,0.0005866512656211853,0.02288693439771172,0.03696192962579522
linear,null,8,a6de8ded52dbdc2a63af34f69b0e010feeeb12d48ac34f0f0dc588eb3825c71c,5a9a4430d4389e391dc6ad8234e3740ce31ec5b454410437526f5e3399446daf,gcm_spline,-0.6702335965340247,0.7486455549685959,0,0.00336577370762825,0.02288693439771172,0.03696192962579522
linear,null,8,a6de8ded52dbdc2a63af34f69b0e010feeeb12d48ac34f0f0dc588eb3825c71c,5a9a4430d4389e391dc6ad8234e3740ce31ec5b454410437526f5e3399446daf,extrapolated,0.5760901799218079,0.2822771143451607,0,0.0027289576828479767,0.02288693439771172,0.03696192962579522
linear,null,8,a6de8ded52dbdc2a63af34f69b0e010feeeb12d48ac34f0f0dc588eb3825c71c,5a9a4430d4389e391dc6ad8234e3740ce31ec5b454410437526f5e3399446daf,kci_gamma,76.00491838285478,0.5373192530330008,0,0.09655386582016945,0.02288693439771172,0.03696192962579522
linear,null,9,28429ba54caf44ffb8965075cb5dfdae4477cf2fd0799a032d28e787d2de438e,20be353e9d20693103ba9fd1f32e206fec0b126c9450f94861c35b5441bfc761,gcm_coarse,-0.6745928265497668,0.7500327541117302,0,0.0006493702530860901,-0.013258550178627015,-0.02364839601326074
linear,null,9,28429ba54caf44ffb8965075cb5dfdae4477cf2fd0799a032d28e787d2de438e,20be353e9d20693103ba9fd1f32e206fec0b126c9450f94861c35b5441bfc761,gcm_fine,-1.4849781192881761,0.9312251898020867,0,0.000582616776227951,-0.013258550178627015,-0.02364839601326074
linear,null,9,28429ba54caf44ffb8965075cb5dfdae4477cf2fd0799a032d28e787d2de438e,20be353e9d20693103ba9fd1f32e206fec0b126c9450f94861c35b5441bfc761,gcm_spline,-1.4704598151175332,0.9292813692386576,0,0.0034666694700717926,-0.013258550178627015,-0.02364839601326074
linear,null,9,28429ba54caf44ffb8965075cb5dfdae4477cf2fd0799a032d28e787d2de438e,20be353e9d20693103ba9fd1f32e206fec0b126c9450f94861c35b5441bfc761,extrapolated,-1.9861493585144978,0.976491628995203,0,0.0027422644197940826,-0.013258550178627015,-0.02364839601326074
linear,null,9,28429ba54caf44ffb8965075cb5dfdae4477cf2fd0799a032d28e787d2de438e,20be353e9d20693103ba9fd1f32e206fec0b126c9450f94861c35b5441bfc761,kci_gamma,112.74953960189099,0.1378414552531284,0,0.0967281237244606,-0.013258550178627015,-0.02364839601326074
linear,null,10,d05c1aec948a287eee3a338028558fff04d5884ffb6146588b15fba1f09f9c23,9afc84f3079469e087c9b8827afa6a6cc7c4547cdf7e751fa3c918a59f3ae11c,gcm_coarse,-0.048143318185292897,0.5191989883543299,0,0.0006440319120883942,0.0020031581562603047,0.0033767352176634065
