entities,times,lookback,injected_association,method,replications,rejections,rejection_rate,wilson_low,wilson_high,mean_statistic,sd_statistic,mean_score,exact_mean_score,mean_score_mc_se,mean_reported_se,empirical_mean_score_sd,reported_se_over_empirical_sd,undefined_statistics
25,20,5,0.1,standard,500,133,0.266,0.2291604018204711,0.30640778951553543,0.9693300658756315,1.1305946057584157,0.06332512942647373,0.061197916666666664,0.003266576627337801,0.06666670902027749,0.07304287392439321,0.9127065439577898,0
25,20,5,0.1,directional,500,185,0.37,0.32882226377423945,0.4131600647457642,1.3706339702838004,1.0917802681528113,0.10105941363995825,0.10000000000000002,0.0034998193568903423,0.07610073328927473,0.07825833990976402,0.9724296909060794,0
25,20,5,0.3,standard,500,495,0.99,0.9768069002442693,0.9957212461034096,3.999999144218955,1.166909061974347,0.2755062726756441,0.2736979166666667,0.00339061690993178,0.07015683579804267,0.07581649896267742,0.9253505075798758,0
25,20,5,0.3,directional,500,489,0.978,0.9610391387886836,0.9876719917300725,3.8562166866228034,1.182861225487561,0.30047639142856436,0.29999999999999993,0.003627587327050323,0.07984328225993352,0.08111531857601284,0.9843181739477815,0
25,40,1,0.0,standard,500,41,0.082,0.06101908946846894,0.10935485915738875,0.10108041298765916,1.1134366697369626,0.004763883207079564,0.004296875000000002,0.002045755606858723,0.04261817539535049,0.0457444860228744,0.9316571045095882,0
25,40,1,0.0,directional,500,27,0.054,0.03737435018105752,0.07742656151064709,-0.00014152678477632463,1.090335504930387,0.00045431055951826915,0.0,0.002085386505565164,0.04431265424912731,0.0466306598580445,0.9502900963448987,0
25,40,1,0.0,gapped_complementary,500,42,0.084,0.06274413680383038,0.1115993144601811,0.14056917926571902,1.1141012392036447,0.0065043113622251505,0.006222222222222225,0.002054044351431675,0.042695940210421585,0.045929827986006935,0.9295906839326593,0
25,40,1,0.1,standard,500,400,0.8,0.7627108946948261,0.8327145010282427,2.54587345751941,1.1101056532424751,0.1082155334858091,0.10742187499999999,0.002046490983419763,0.04311374046685284,0.04576092954266985,0.9421517634743709,0
25,40,1,0.1,directional,500,365,0.73,0.6894413425907917,0.7670514607968943,2.281760477122981,1.0768287688030593,0.10086306730630878,0.10000000000000002,0.002081933388688859,0.04481655206127112,0.046553445817347806,0.9626903288127935,0
25,40,1,0.3,standard,500,500,1.0,0.9923756595384479,1.0,6.9114164330687125,1.2913313453346635,0.3151188340432682,0.31367187500000004,0.002142172642792564,0.04638698483111897,0.047900436488245476,0.9684042199177475,0
25,40,1,0.3,directional,500,500,1.0,0.9923756595384479,1.0,6.3852353618965925,1.226215958258677,0.30168058079988974,0.3,0.0021721154582842795,0.04803554147742103,0.04856997819701758,0.9889965624973377,0
25,40,5,0.0,standard,500,30,0.06,0.0423483564809462,0.08436106312521979,0.002591582192754199,1.073736502542404,0.001342403064743764,0.001953125,0.002168782718051731,0.04621413554357974,0.048495455859904314,0.952958060175474,0
25,40,5,0.0,directional,500,27,0.054,0.03737435018105752,0.07742656151064709,-0.016430785123087235,1.0613178758398871,0.0004121585752948892,0.0,0.0022789990971466435,0.04926310147286429,0.05095996901880542,0.9667019509899045,0
25,40,5,0.0,gapped_complementary,500,83,0.166,0.13595774323101012,0.2011353161973068,0.6255183200193413,1.0632254036410063,0.03228381686101894,0.03388429752066116,0.0023321897095813417,0.0492216462912067,0.05214934727049373,0.943859297718506,0
25,40,5,0.1,standard,500,361,0.722,0.6811514003636959,0.7594633924713748,2.2607883768070787,1.043268874061499,0.1047940533434733,0.10507812499999998,0.0021767434196899413,0.04679964505907191,0.04867346256002063,0.96150227655084,0
25,40,5,0.1,directional,500,326,0.652,0.6092325025566356,0.6924496979430526,2.0375289501170646,1.0327693122466521,0.1008209153220854,0.10000000000000002,0.0022895532829302697,0.04993510861457291,0.05119596778739892,0.9753719047159736,0
25,40,5,0.3,standard,500,500,1.0,0.9923756595384479,1.0,6.340616179359978,1.21147788317727,0.3116973539009324,0.31132812500000007,0.0022808240596574247,0.050064411778159054,0.05100077642111038,0.9816401884704692,0
25,40,5,0.3,directional,500,500,1.0,0.9923756595384479,1.0,5.768154921510357,1.178220972659599,0.3016384288156664,0.3,0.0023981051584598136,0.053246601713894934,0.05362326151509048,0.992975813284137,0
