design,signal,fit,training_rows,validation_pairs,groups,peers,total_observations,method,replications,coverage_failures,allowance_failures,rejections,coverage_failure_cp_upper_95
two_balanced,0.0,estimated,8192,512,25,64,10816,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,estimated,8192,512,25,64,10816,signed_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,estimated,8192,512,100,64,15616,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,estimated,8192,512,100,64,15616,independent_triples,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,estimated,8192,512,100,64,15616,pooled_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,estimated,8192,512,100,64,15616,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,estimated,8192,512,100,64,15616,signed_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,estimated,8192,512,400,64,34816,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,estimated,8192,512,400,64,34816,independent_triples,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,estimated,8192,512,400,64,34816,pooled_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,estimated,8192,512,400,64,34816,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,estimated,8192,512,400,64,34816,signed_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,estimated,8192,512,1600,64,111616,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,estimated,8192,512,1600,64,111616,independent_triples,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,estimated,8192,512,1600,64,111616,pooled_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,estimated,8192,512,1600,64,111616,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,estimated,8192,512,1600,64,111616,signed_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,estimated,8192,8192,25,64,26176,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,estimated,8192,8192,25,64,26176,independent_triples,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,estimated,8192,8192,25,64,26176,pooled_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,estimated,8192,8192,25,64,26176,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,estimated,8192,8192,25,64,26176,signed_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,estimated,8192,8192,100,64,30976,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,estimated,8192,8192,100,64,30976,independent_triples,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,estimated,8192,8192,100,64,30976,pooled_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,estimated,8192,8192,100,64,30976,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,estimated,8192,8192,100,64,30976,signed_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,estimated,8192,8192,400,64,50176,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,estimated,8192,8192,400,64,50176,independent_triples,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,estimated,8192,8192,400,64,50176,pooled_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,estimated,8192,8192,400,64,50176,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,estimated,8192,8192,400,64,50176,signed_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,estimated,8192,8192,1600,64,126976,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,estimated,8192,8192,1600,64,126976,independent_triples,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,estimated,8192,8192,1600,64,126976,pooled_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,estimated,8192,8192,1600,64,126976,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,estimated,8192,8192,1600,64,126976,signed_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,opposed_shifts,8192,8192,25,64,26176,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,opposed_shifts,8192,8192,25,64,26176,independent_triples,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,opposed_shifts,8192,8192,25,64,26176,pooled_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,opposed_shifts,8192,8192,25,64,26176,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,opposed_shifts,8192,8192,25,64,26176,signed_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,opposed_shifts,8192,8192,100,64,30976,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,opposed_shifts,8192,8192,100,64,30976,independent_triples,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,opposed_shifts,8192,8192,100,64,30976,pooled_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,opposed_shifts,8192,8192,100,64,30976,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,opposed_shifts,8192,8192,100,64,30976,signed_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,opposed_shifts,8192,8192,400,64,50176,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,opposed_shifts,8192,8192,400,64,50176,independent_triples,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,opposed_shifts,8192,8192,400,64,50176,pooled_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,opposed_shifts,8192,8192,400,64,50176,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,opposed_shifts,8192,8192,400,64,50176,signed_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,opposed_shifts,8192,8192,1600,64,126976,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,opposed_shifts,8192,8192,1600,64,126976,independent_triples,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,opposed_shifts,8192,8192,1600,64,126976,pooled_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,opposed_shifts,8192,8192,1600,64,126976,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.0,opposed_shifts,8192,8192,1600,64,126976,signed_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,estimated,8192,512,25,64,10816,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,estimated,8192,512,25,64,10816,independent_triples,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,estimated,8192,512,25,64,10816,pooled_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,estimated,8192,512,25,64,10816,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,estimated,8192,512,25,64,10816,signed_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,estimated,8192,512,100,64,15616,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,estimated,8192,512,100,64,15616,independent_triples,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,estimated,8192,512,100,64,15616,pooled_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,estimated,8192,512,100,64,15616,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,estimated,8192,512,100,64,15616,signed_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,estimated,8192,512,400,64,34816,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,estimated,8192,512,400,64,34816,independent_triples,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,estimated,8192,512,400,64,34816,pooled_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,estimated,8192,512,400,64,34816,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,estimated,8192,512,400,64,34816,signed_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,estimated,8192,512,1600,64,111616,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,estimated,8192,512,1600,64,111616,independent_triples,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,estimated,8192,512,1600,64,111616,pooled_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,estimated,8192,512,1600,64,111616,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,estimated,8192,512,1600,64,111616,signed_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,estimated,8192,8192,25,64,26176,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,estimated,8192,8192,25,64,26176,independent_triples,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,estimated,8192,8192,25,64,26176,pooled_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,estimated,8192,8192,25,64,26176,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,estimated,8192,8192,25,64,26176,signed_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,estimated,8192,8192,100,64,30976,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,estimated,8192,8192,100,64,30976,independent_triples,1000,0,0,24,0.0029912495450952954
two_balanced,0.125,estimated,8192,8192,100,64,30976,pooled_variance,1000,0,0,6,0.0029912495450952954
two_balanced,0.125,estimated,8192,8192,100,64,30976,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,estimated,8192,8192,100,64,30976,signed_variance,1000,0,0,6,0.0029912495450952954
two_balanced,0.125,estimated,8192,8192,400,64,50176,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,estimated,8192,8192,400,64,50176,independent_triples,1000,0,0,1000,0.0029912495450952954
two_balanced,0.125,estimated,8192,8192,400,64,50176,pooled_variance,1000,0,0,1000,0.0029912495450952954
two_balanced,0.125,estimated,8192,8192,400,64,50176,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,estimated,8192,8192,400,64,50176,signed_variance,1000,0,0,1000,0.0029912495450952954
two_balanced,0.125,estimated,8192,8192,1600,64,126976,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,estimated,8192,8192,1600,64,126976,independent_triples,1000,0,0,1000,0.0029912495450952954
two_balanced,0.125,estimated,8192,8192,1600,64,126976,pooled_variance,1000,0,0,1000,0.0029912495450952954
two_balanced,0.125,estimated,8192,8192,1600,64,126976,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,estimated,8192,8192,1600,64,126976,signed_variance,1000,0,0,1000,0.0029912495450952954
two_balanced,0.125,opposed_shifts,8192,8192,25,64,26176,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,opposed_shifts,8192,8192,25,64,26176,independent_triples,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,opposed_shifts,8192,8192,25,64,26176,pooled_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,opposed_shifts,8192,8192,25,64,26176,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,opposed_shifts,8192,8192,25,64,26176,signed_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,opposed_shifts,8192,8192,100,64,30976,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,opposed_shifts,8192,8192,100,64,30976,independent_triples,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,opposed_shifts,8192,8192,100,64,30976,pooled_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,opposed_shifts,8192,8192,100,64,30976,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,opposed_shifts,8192,8192,100,64,30976,signed_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,opposed_shifts,8192,8192,400,64,50176,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,opposed_shifts,8192,8192,400,64,50176,independent_triples,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,opposed_shifts,8192,8192,400,64,50176,pooled_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,opposed_shifts,8192,8192,400,64,50176,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,opposed_shifts,8192,8192,400,64,50176,signed_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,opposed_shifts,8192,8192,1600,64,126976,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,opposed_shifts,8192,8192,1600,64,126976,independent_triples,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,opposed_shifts,8192,8192,1600,64,126976,pooled_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,opposed_shifts,8192,8192,1600,64,126976,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.125,opposed_shifts,8192,8192,1600,64,126976,signed_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,estimated,8192,512,25,64,10816,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,estimated,8192,512,25,64,10816,independent_triples,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,estimated,8192,512,25,64,10816,pooled_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,estimated,8192,512,25,64,10816,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,estimated,8192,512,25,64,10816,signed_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,estimated,8192,512,100,64,15616,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,estimated,8192,512,100,64,15616,independent_triples,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,estimated,8192,512,100,64,15616,pooled_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,estimated,8192,512,100,64,15616,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,estimated,8192,512,100,64,15616,signed_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,estimated,8192,512,400,64,34816,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,estimated,8192,512,400,64,34816,independent_triples,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,estimated,8192,512,400,64,34816,pooled_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,estimated,8192,512,400,64,34816,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,estimated,8192,512,400,64,34816,signed_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,estimated,8192,512,1600,64,111616,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,estimated,8192,512,1600,64,111616,independent_triples,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,estimated,8192,512,1600,64,111616,pooled_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,estimated,8192,512,1600,64,111616,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,estimated,8192,512,1600,64,111616,signed_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,estimated,8192,8192,25,64,26176,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,estimated,8192,8192,25,64,26176,independent_triples,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,estimated,8192,8192,25,64,26176,pooled_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,estimated,8192,8192,25,64,26176,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,estimated,8192,8192,25,64,26176,signed_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,estimated,8192,8192,100,64,30976,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,estimated,8192,8192,100,64,30976,independent_triples,1000,0,0,1000,0.0029912495450952954
two_balanced,0.25,estimated,8192,8192,100,64,30976,pooled_variance,1000,0,0,1000,0.0029912495450952954
two_balanced,0.25,estimated,8192,8192,100,64,30976,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,estimated,8192,8192,100,64,30976,signed_variance,1000,0,0,1000,0.0029912495450952954
two_balanced,0.25,estimated,8192,8192,400,64,50176,absolute_range,1000,0,0,58,0.0029912495450952954
two_balanced,0.25,estimated,8192,8192,400,64,50176,independent_triples,1000,0,0,1000,0.0029912495450952954
two_balanced,0.25,estimated,8192,8192,400,64,50176,pooled_variance,1000,0,0,1000,0.0029912495450952954
two_balanced,0.25,estimated,8192,8192,400,64,50176,signed_range,1000,0,0,78,0.0029912495450952954
two_balanced,0.25,estimated,8192,8192,400,64,50176,signed_variance,1000,0,0,1000,0.0029912495450952954
two_balanced,0.25,estimated,8192,8192,1600,64,126976,absolute_range,1000,0,0,1000,0.0029912495450952954
two_balanced,0.25,estimated,8192,8192,1600,64,126976,independent_triples,1000,0,0,1000,0.0029912495450952954
two_balanced,0.25,estimated,8192,8192,1600,64,126976,pooled_variance,1000,0,0,1000,0.0029912495450952954
two_balanced,0.25,estimated,8192,8192,1600,64,126976,signed_range,1000,0,0,1000,0.0029912495450952954
two_balanced,0.25,estimated,8192,8192,1600,64,126976,signed_variance,1000,0,0,1000,0.0029912495450952954
two_balanced,0.25,opposed_shifts,8192,8192,25,64,26176,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,opposed_shifts,8192,8192,25,64,26176,independent_triples,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,opposed_shifts,8192,8192,25,64,26176,pooled_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,opposed_shifts,8192,8192,25,64,26176,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,opposed_shifts,8192,8192,25,64,26176,signed_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,opposed_shifts,8192,8192,100,64,30976,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,opposed_shifts,8192,8192,100,64,30976,independent_triples,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,opposed_shifts,8192,8192,100,64,30976,pooled_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,opposed_shifts,8192,8192,100,64,30976,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,opposed_shifts,8192,8192,100,64,30976,signed_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,opposed_shifts,8192,8192,400,64,50176,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,opposed_shifts,8192,8192,400,64,50176,independent_triples,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,opposed_shifts,8192,8192,400,64,50176,pooled_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,opposed_shifts,8192,8192,400,64,50176,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,opposed_shifts,8192,8192,400,64,50176,signed_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,opposed_shifts,8192,8192,1600,64,126976,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,opposed_shifts,8192,8192,1600,64,126976,independent_triples,1000,0,0,44,0.0029912495450952954
two_balanced,0.25,opposed_shifts,8192,8192,1600,64,126976,pooled_variance,1000,0,0,38,0.0029912495450952954
two_balanced,0.25,opposed_shifts,8192,8192,1600,64,126976,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.25,opposed_shifts,8192,8192,1600,64,126976,signed_variance,1000,0,0,36,0.0029912495450952954
two_balanced,0.5,estimated,8192,512,25,64,10816,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.5,estimated,8192,512,25,64,10816,independent_triples,1000,0,0,0,0.0029912495450952954
two_balanced,0.5,estimated,8192,512,25,64,10816,pooled_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.5,estimated,8192,512,25,64,10816,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.5,estimated,8192,512,25,64,10816,signed_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.5,estimated,8192,512,100,64,15616,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.5,estimated,8192,512,100,64,15616,independent_triples,1000,0,0,0,0.0029912495450952954
two_balanced,0.5,estimated,8192,512,100,64,15616,pooled_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.5,estimated,8192,512,100,64,15616,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.5,estimated,8192,512,100,64,15616,signed_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.5,estimated,8192,512,400,64,34816,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.5,estimated,8192,512,400,64,34816,independent_triples,1000,0,0,0,0.0029912495450952954
two_balanced,0.5,estimated,8192,512,400,64,34816,pooled_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.5,estimated,8192,512,400,64,34816,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.5,estimated,8192,512,400,64,34816,signed_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.5,estimated,8192,512,1600,64,111616,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.5,estimated,8192,512,1600,64,111616,independent_triples,1000,0,0,0,0.0029912495450952954
two_balanced,0.5,estimated,8192,512,1600,64,111616,pooled_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.5,estimated,8192,512,1600,64,111616,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.5,estimated,8192,512,1600,64,111616,signed_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.5,estimated,8192,8192,25,64,26176,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.5,estimated,8192,8192,25,64,26176,independent_triples,1000,0,0,972,0.0029912495450952954
two_balanced,0.5,estimated,8192,8192,25,64,26176,pooled_variance,1000,0,0,991,0.0029912495450952954
two_balanced,0.5,estimated,8192,8192,25,64,26176,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.5,estimated,8192,8192,25,64,26176,signed_variance,1000,0,0,985,0.0029912495450952954
two_balanced,0.5,estimated,8192,8192,100,64,30976,absolute_range,1000,0,0,840,0.0029912495450952954
two_balanced,0.5,estimated,8192,8192,100,64,30976,independent_triples,1000,0,0,1000,0.0029912495450952954
two_balanced,0.5,estimated,8192,8192,100,64,30976,pooled_variance,1000,0,0,1000,0.0029912495450952954
two_balanced,0.5,estimated,8192,8192,100,64,30976,signed_range,1000,0,0,853,0.0029912495450952954
two_balanced,0.5,estimated,8192,8192,100,64,30976,signed_variance,1000,0,0,1000,0.0029912495450952954
two_balanced,0.5,estimated,8192,8192,400,64,50176,absolute_range,1000,0,0,1000,0.0029912495450952954
two_balanced,0.5,estimated,8192,8192,400,64,50176,independent_triples,1000,0,0,1000,0.0029912495450952954
two_balanced,0.5,estimated,8192,8192,400,64,50176,pooled_variance,1000,0,0,1000,0.0029912495450952954
two_balanced,0.5,estimated,8192,8192,400,64,50176,signed_range,1000,0,0,1000,0.0029912495450952954
two_balanced,0.5,estimated,8192,8192,400,64,50176,signed_variance,1000,0,0,1000,0.0029912495450952954
two_balanced,0.5,estimated,8192,8192,1600,64,126976,absolute_range,1000,0,0,1000,0.0029912495450952954
two_balanced,0.5,estimated,8192,8192,1600,64,126976,independent_triples,1000,0,0,1000,0.0029912495450952954
two_balanced,0.5,estimated,8192,8192,1600,64,126976,pooled_variance,1000,0,0,1000,0.0029912495450952954
two_balanced,0.5,estimated,8192,8192,1600,64,126976,signed_range,1000,0,0,1000,0.0029912495450952954
two_balanced,0.5,estimated,8192,8192,1600,64,126976,signed_variance,1000,0,0,1000,0.0029912495450952954
two_balanced,0.5,opposed_shifts,8192,8192,25,64,26176,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.5,opposed_shifts,8192,8192,25,64,26176,independent_triples,1000,0,0,0,0.0029912495450952954
two_balanced,0.5,opposed_shifts,8192,8192,25,64,26176,pooled_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.5,opposed_shifts,8192,8192,25,64,26176,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.5,opposed_shifts,8192,8192,25,64,26176,signed_variance,1000,0,0,0,0.0029912495450952954
two_balanced,0.5,opposed_shifts,8192,8192,100,64,30976,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.5,opposed_shifts,8192,8192,100,64,30976,independent_triples,1000,0,0,1000,0.0029912495450952954
two_balanced,0.5,opposed_shifts,8192,8192,100,64,30976,pooled_variance,1000,0,0,1000,0.0029912495450952954
two_balanced,0.5,opposed_shifts,8192,8192,100,64,30976,signed_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.5,opposed_shifts,8192,8192,100,64,30976,signed_variance,1000,0,0,1000,0.0029912495450952954
two_balanced,0.5,opposed_shifts,8192,8192,400,64,50176,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.5,opposed_shifts,8192,8192,400,64,50176,independent_triples,1000,0,0,1000,0.0029912495450952954
two_balanced,0.5,opposed_shifts,8192,8192,400,64,50176,pooled_variance,1000,0,0,1000,0.0029912495450952954
two_balanced,0.5,opposed_shifts,8192,8192,400,64,50176,signed_range,1000,0,0,70,0.0029912495450952954
two_balanced,0.5,opposed_shifts,8192,8192,400,64,50176,signed_variance,1000,0,0,1000,0.0029912495450952954
two_balanced,0.5,opposed_shifts,8192,8192,1600,64,126976,absolute_range,1000,0,0,0,0.0029912495450952954
two_balanced,0.5,opposed_shifts,8192,8192,1600,64,126976,independent_triples,1000,0,0,1000,0.0029912495450952954
two_balanced,0.5,opposed_shifts,8192,8192,1600,64,126976,pooled_variance,1000,0,0,1000,0.0029912495450952954
two_balanced,0.5,opposed_shifts,8192,8192,1600,64,126976,signed_range,1000,0,0,1000,0.0029912495450952954
two_balanced,0.5,opposed_shifts,8192,8192,1600,64,126976,signed_variance,1000,0,0,1000,0.0029912495450952954
