design,signal,training_rows,validation_pairs,groups,peers,replications,rejections,rate,wilson_low,wilson_high,normal_rejections,budget_failures,coverage_failures,mean_bias_budget,mean_sampling_radius,mean_lower_bound,mean_p,target,total_observations
eight_rare,0.0,512,512,100,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,65,0,0,0.13787615338761902,0.021571350726736525,-0.15949492336056578,1.0,0.0,7936
eight_rare,0.0,512,512,400,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,99,0,0,0.13787615338761902,0.010785675363368262,-0.1486760695384359,1.0,0.0,27136
eight_rare,0.0,512,8192,100,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,65,0,0,0.012098088125600929,0.021571350726736525,-0.03371685809854774,1.0,0.0,23296
eight_rare,0.0,512,8192,400,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,99,0,0,0.012098088125600929,0.010785675363368262,-0.022898004276417843,1.0,0.0,42496
eight_rare,0.0,8192,512,100,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,43,0,0,0.13239789266701368,0.018894842678830376,-0.15135886485267805,1.0,0.0,15616
eight_rare,0.0,8192,512,400,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,48,0,0,0.13239789266701368,0.009447421339415188,-0.1418774141715895,1.0,0.0,34816
eight_rare,0.0,8192,8192,100,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,43,0,0,0.00892052039898184,0.018894842678830376,-0.027881492584646197,1.0,0.0,30976
eight_rare,0.0,8192,8192,400,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,48,0,0,0.00892052039898184,0.009447421339415188,-0.018400041903557672,1.0,0.0,50176
eight_rare,0.25,32,512,100,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,978,0,0,0.1937030457272299,0.02472847473600534,-0.2006651581679477,1.0,0.013655102040816327,7456
eight_rare,0.25,32,512,400,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,984,0,0,0.1937030457272299,0.01236423736800267,-0.1882949116227926,1.0,0.013655102040816327,26656
eight_rare,0.25,32,8192,100,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,978,0,0,0.03566842780086264,0.02472847473600534,-0.04263054024158041,1.0,0.013655102040816327,22816
eight_rare,0.25,32,8192,400,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,984,0,0,0.03566842780086264,0.01236423736800267,-0.03026029369642535,1.0,0.013655102040816327,42016
eight_rare,0.25,512,512,100,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,1000,0,0,0.13856020140068132,0.02152774537085849,-0.14623197996480258,1.0,0.013655102040816327,7936
eight_rare,0.25,512,512,400,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,1000,0,0,0.13856020140068132,0.010763872685429245,-0.1354533752701953,1.0,0.013655102040816327,27136
eight_rare,0.25,512,8192,100,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,1000,0,0,0.012109297435621879,0.02152774537085849,-0.01978107599974316,0.9679354531812839,0.013655102040816327,23296
