domain,model,cluster,n,spearman_manual,spearman_scipy,status,baseline_spearman_manual,baseline_spearman_scipy,baseline_status
electricity,histgbr_lag,2013-11-24,48,0.99261832392531479,0.99261832392531468,defined,0.96396005210594882,0.96396005210594871,defined
electricity,histgbr_lag,2013-11-25,48,0.99858879722101601,0.99858879722101601,defined,0.99706904038211031,0.99706904038211019,defined
electricity,histgbr_lag,2013-11-26,48,0.99728614850195396,0.99728614850195396,defined,0.9963091619626574,0.9963091619626574,defined
electricity,histgbr_lag,2013-11-27,48,0.99652627008250105,0.99652627008250094,defined,0.99424663482414244,0.99424663482414244,defined
electricity,histgbr_lag,2013-11-28,48,0.99725893596581616,0.99725893596581627,defined,0.99652627008250105,0.99652627008250094,defined
electricity,histgbr_lag,2013-11-29,48,0.99226531368807958,0.99226531368807958,defined,0.99609205384281374,0.99609205384281363,defined
electricity,histgbr_lag,2013-11-30,48,0.99218410768562748,0.99218410768562737,defined,0.99109856708640898,0.99109856708640898,defined
electricity,histgbr_lag,2013-12-01,48,0.99218410768562748,0.99218410768562737,defined,0.9963091619626574,0.9963091619626574,defined
electricity,histgbr_lag,2013-12-02,48,0.99609205384281374,0.99609205384281363,defined,0.99413808076422061,0.9941380807642205,defined
electricity,histgbr_lag,2013-12-03,48,0.99772036474164139,0.99772036474164127,defined,0.99652627008250105,0.99652627008250094,defined
electricity,histgbr_lag,2013-12-04,48,0.99652627008250105,0.99652627008250094,defined,0.9933782023447677,0.9933782023447677,defined
electricity,histgbr_lag,2013-12-05,48,0.99858879722101601,0.99858879722101601,defined,0.99674337820234482,0.99674337820234482,defined
electricity,histgbr_lag,2013-12-06,48,0.99326964828484587,0.99326964828484587,defined,0.99283543204515845,0.99283543204515845,defined
electricity,histgbr_lag,2013-12-07,48,0.99682470794166522,0.99682470794166522,defined,0.99489795918367352,0.99489795918367352,defined
electricity,histgbr_lag,2013-12-08,48,0.99269954171223063,0.99269954171223063,defined,0.99728614850195396,0.99728614850195396,defined
electricity,histgbr_lag,2013-12-09,48,0.99804602692140687,0.99804602692140687,defined,0.99772036474164139,0.99772036474164127,defined
electricity,histgbr_lag,2013-12-10,48,0.99598349978289191,0.99598349978289191,defined,0.99544072948328266,0.99544072948328266,defined
electricity,histgbr_lag,2013-12-11,48,0.99533217542336083,0.99533217542336083,defined,0.99500651324359535,0.99500651324359524,defined
electricity,histgbr_lag,2013-12-12,48,0.9973674929718539,0.9973674929718539,defined,0.99576639166304814,0.99576639166304826,defined
electricity,histgbr_lag,2013-12-13,48,0.99359531046461136,0.99359531046461136,defined,0.99316109422492405,0.99316109422492393,defined
electricity,histgbr_lag,2013-12-14,48,0.99565783760312632,0.99565783760312621,defined,0.99576639166304814,0.99576639166304826,defined
electricity,histgbr_lag,2013-12-15,48,0.99237387069411731,0.99237387069411731,defined,0.99576639166304814,0.99576639166304826,defined
electricity,histgbr_lag,2013-12-16,48,0.99728614850195396,0.99728614850195396,defined,0.99576639166304814,0.99576639166304826,defined
electricity,histgbr_lag,2013-12-17,48,0.998235949020156,0.998235949020156,defined,0.99663482414242288,0.99663482414242288,defined
electricity,histgbr_lag,2013-12-18,48,0.99641771602257923,0.99641771602257923,defined,0.99435518888406427,0.99435518888406427,defined
electricity,histgbr_lag,2013-12-19,48,0.99573913788128765,0.99573913788128776,defined,0.98947025618758144,0.98947025618758133,defined
electricity,histgbr_lag,2013-12-20,48,0.98154580981328698,0.98154580981328698,defined,0.9867564046895354,0.98675640468953552,defined
electricity,histgbr_lag,2013-12-21,48,0.9887914894948715,0.9887914894948715,defined,0.99185844550586189,0.991858445505862,defined
electricity,histgbr_lag,2013-12-22,48,0.98512809379070776,0.98512809379070776,defined,0.96971341728180638,0.96971341728180627,defined
electricity,histgbr_lag,2013-12-23,48,0.95980676888279148,0.95980676888279159,defined,0.93877551020408168,0.93877551020408156,defined
electricity,histgbr_lag,2013-12-24,48,0.95812413528920626,0.95812413528920637,defined,0.92075553625705597,0.92075553625705597,defined
electricity,histgbr_lag,2013-12-25,48,0.98556231003039518,0.98556231003039507,defined,0.98523664785062959,0.98523664785062959,defined
electricity,histgbr_lag,2013-12-26,48,0.99435518888406427,0.99435518888406427,defined,0.98653929656969175,0.98653929656969175,defined
electricity,histgbr_lag,2013-12-27,48,0.99196699956578371,0.99196699956578371,defined,0.99402952670429878,0.99402952670429878,defined
electricity,histgbr_lag,2013-12-28,48,0.99641771602257923,0.99641771602257923,defined,0.99663482414242288,0.99663482414242288,defined
electricity,histgbr_lag,2013-12-29,48,0.99576639166304814,0.99576639166304826,defined,0.98979591836734693,0.98979591836734693,defined
electricity,histgbr_lag,2013-12-30,48,0.98238662613864403,0.98238662613864403,defined,0.99489795918367352,0.99489795918367352,defined
electricity,histgbr_lag,2013-12-31,48,0.98401498122921038,0.98401498122921049,defined,0.99261832392531479,0.99261832392531468,defined
electricity,histgbr_lag,2014-01-01,48,0.97448979591836737,0.97448979591836726,defined,0.99023013460703435,0.99023013460703435,defined
electricity,histgbr_lag,2014-01-02,48,0.99294398610508028,0.99294398610508039,defined,0.9812201476335215,0.9812201476335215,defined
electricity,histgbr_lag,2014-01-03,48,0.96417716022579247,0.96417716022579236,defined,0.94963091619626572,0.94963091619626572,defined
electricity,histgbr_lag,2014-01-04,48,0.98708206686930089,0.98708206686930089,defined,0.98740772904906648,0.98740772904906648,defined
electricity,histgbr_lag,2014-01-05,48,0.97305072361939737,0.97305072361939737,defined,0.97210160660008682,0.97210160660008693,defined
electricity,histgbr_lag,2014-01-06,48,0.98900860350694697,0.98900860350694708,defined,0.92531480677377331,0.92531480677377342,defined
electricity,histgbr_lag,2014-01-07,48,0.99283543204515845,0.99283543204515845,defined,0.91033434650455924,0.91033434650455924,defined
electricity,histgbr_lag,2014-01-08,48,0.99424663482414244,0.99424663482414244,defined,0.98643074250976992,0.98643074250976981,defined
electricity,histgbr_lag,2014-01-09,48,0.99400222578468356,0.99400222578468356,defined,0.98936170212765961,0.98936170212765961,defined
