design,signal,fit,training_rows,validation_pairs,groups,peers,total_observations,replications,target,learning_lcb_gain,sampling_lcb_gain,total_lcb_gain,lcb_additivity_max_error,interaction,interaction_plus,interaction_minus,interaction_ci_lower,interaction_ci_upper,learning_average_delta,learning_average_ci_lower,learning_average_ci_upper,sampling_average_delta,sampling_average_ci_lower,sampling_average_ci_upper,average_ci_method,interaction_ci_method
eight_rare,-0.125,estimated,8192,512,25,64,10816,1000,-0.0068275510204081,0.007595672957136609,0.021707917087958439,0.029303590045095043,2.3245294578089215e-16,0,0,0,-0.0043724395646712729,0.0043724395646712729,0,0,0.042946940834673757,0,-0.085893881669347513,0.085893881669347513,pointwise bounded Hoeffding on paired per-replication factor averages; widths1 and2,paired ternary contrast; Bonferroni of two97.5%CP marginal intervals; pointwise
eight_rare,0.5,estimated,8192,512,25,64,10816,1000,0.027310204081632601,0.0023115753416497876,0.021347666336513492,0.023659241678163283,2.3592239273284576e-16,0,0,0,-0.0043724395646712729,0.0043724395646712729,0,0,0.042946940834673757,0,-0.085893881669347513,0.085893881669347513,pointwise bounded Hoeffding on paired per-replication factor averages; widths1 and2,paired ternary contrast; Bonferroni of two97.5%CP marginal intervals; pointwise
eight_rare,0.5,estimated,8192,512,100,64,15616,1000,0.027310204081632601,0.0023115753416497876,0.013578789720145751,0.015890365061795537,2.1163626406917047e-16,0,0,0,-0.0043724395646712729,0.0043724395646712729,0,0,0.042946940834673757,0,-0.085893881669347513,0.085893881669347513,pointwise bounded Hoeffding on paired per-replication factor averages; widths1 and2,paired ternary contrast; Bonferroni of two97.5%CP marginal intervals; pointwise
eight_rare,0.5,estimated,8192,512,400,64,34816,1000,0.027310204081632601,0.0023115753416497876,0.0075138610160986018,0.0098254363577483864,2.1770779623508929e-16,0,0,0,-0.0043724395646712729,0.0043724395646712729,0,0,0.042946940834673757,0,-0.085893881669347513,0.085893881669347513,pointwise bounded Hoeffding on paired per-replication factor averages; widths1 and2,paired ternary contrast; Bonferroni of two97.5%CP marginal intervals; pointwise
eight_rare,0.5,estimated,8192,512,1600,64,111616,1000,0.027310204081632601,0.0023115753416497876,0.0039382692059558534,0.0062498445476056397,2.1597307275911248e-16,0,0,0,-0.0043724395646712729,0.0043724395646712729,0,0,0.042946940834673757,0,-0.085893881669347513,0.085893881669347513,pointwise bounded Hoeffding on paired per-replication factor averages; widths1 and2,paired ternary contrast; Bonferroni of two97.5%CP marginal intervals; pointwise
eight_rare,0.5,estimated,8192,8192,25,64,26176,1000,0.027310204081632601,0.00022020015921817799,0.021347666336513492,0.021567866495731579,3.0531133177191805e-16,0.025999999999999999,26,0,0.011631942609534346,0.039680975050937241,0.012999999999999999,0,0.055946940834673754,0.90300000000000002,0.8171061183306525,0.98889388166934755,pointwise bounded Hoeffding on paired per-replication factor averages; widths1 and2,paired ternary contrast; Bonferroni of two97.5%CP marginal intervals; pointwise
eight_rare,0.5,estimated,8192,8192,100,64,30976,1000,0.027310204081632601,0.00022020015921817799,0.013578789720145751,0.013798989879363866,3.0010716134398763e-16,-0.065000000000000002,0,65,-0.084647460075097269,-0.044299443018158226,0.032500000000000001,0,0.075446940834673765,0.61150000000000004,0.52560611833065252,0.69739388166934757,pointwise bounded Hoeffding on paired per-replication factor averages; widths1 and2,paired ternary contrast; Bonferroni of two97.5%CP marginal intervals; pointwise
eight_rare,0.5,estimated,8192,8192,400,64,50176,1000,0.027310204081632601,0.00022020015921817799,0.0075138610160986018,0.0077340611753167797,2.0122792321330962e-16,0,0,0,-0.0043724395646712729,0.0043724395646712729,0,0,0.042946940834673757,0,-0.085893881669347513,0.085893881669347513,pointwise bounded Hoeffding on paired per-replication factor averages; widths1 and2,paired ternary contrast; Bonferroni of two97.5%CP marginal intervals; pointwise
eight_rare,0.5,estimated,8192,8192,1600,64,126976,1000,0.027310204081632601,0.00022020015921817799,0.0039382692059558534,0.0041584693651740287,2.0209528495129803e-16,0,0,0,-0.0043724395646712729,0.0043724395646712729,0,0,0.042946940834673757,0,-0.085893881669347513,0.085893881669347513,pointwise bounded Hoeffding on paired per-replication factor averages; widths1 and2,paired ternary contrast; Bonferroni of two97.5%CP marginal intervals; pointwise
two_balanced,-0.125,estimated,8192,512,25,64,10816,1000,-0.0050000000000000001,0.0014602325573316176,0.020805111638496819,0.022265344195828436,2.0816681711721685e-16,0,0,0,-0.0043724395646712729,0.0043724395646712729,0,0,0.042946940834673757,0,-0.085893881669347513,0.085893881669347513,pointwise bounded Hoeffding on paired per-replication factor averages; widths1 and2,paired ternary contrast; Bonferroni of two97.5%CP marginal intervals; pointwise
two_balanced,-0.125,estimated,8192,512,100,64,15616,1000,-0.0050000000000000001,0.0014602325573316176,0.013085439462850335,0.014545672020181956,2.0469737016526324e-16,0,0,0,-0.0043724395646712729,0.0043724395646712729,0,0,0.042946940834673757,0,-0.085893881669347513,0.085893881669347513,pointwise bounded Hoeffding on paired per-replication factor averages; widths1 and2,paired ternary contrast; Bonferroni of two97.5%CP marginal intervals; pointwise
