design,signal,fit,training_rows,validation_pairs,groups,peers,total_observations,method,replications,rejections,power,power_ci_lower,power_ci_upper,target,mean,bias,bias_allowance,absolute_allowance,signed_allowance,radius,lower,coverage_failures,allowance_failures
eight_rare,-0.125,estimated,8192,512,25,64,10816,absolute_range,1000,0,0,0,0.0036820838968656712,-0.0068275510204081,-0.0067858307002633426,-4.8087732622436077e-06,0.13273764684198266,0.13273764684198266,0.12514197388484607,0.037868942054511225,-0.17739241959675736,0,0
eight_rare,-0.125,estimated,8192,512,25,64,10816,absolute_variance,1000,0,0,0,0.0036820838968656712,-0.0068275510204081,-0.0067858307002633426,-4.8087732622436077e-06,0.13273764684198266,0.13273764684198266,0.12514197388484607,0.016161024966552789,-0.15568450250879878,0,0
eight_rare,-0.125,estimated,8192,512,25,64,10816,signed_range,1000,0,0,0,0.0036820838968656712,-0.0068275510204081,-0.0067858307002633426,-4.8087732622436077e-06,0.12514197388484607,0.13273764684198266,0.12514197388484607,0.037868942054511225,-0.16979674663962072,0,0
eight_rare,-0.125,estimated,8192,512,25,64,10816,signed_variance,1000,0,0,0,0.0036820838968656712,-0.0068275510204081,-0.0067858307002633426,-4.8087732622436077e-06,0.12514197388484607,0.13273764684198266,0.12514197388484607,0.016161024966552789,-0.14808882955166228,0,0
eight_rare,-0.125,estimated,8192,512,100,64,15616,absolute_range,1000,0,0,0,0.0036820838968656712,-0.0068275510204081,-0.006810422650580808,-4.8087732622436077e-06,0.13273764684198266,0.13273764684198266,0.12514197388484607,0.018934471027255591,-0.15848254051981917,0,0
eight_rare,-0.125,estimated,8192,512,100,64,15616,absolute_variance,1000,0,0,0,0.0036820838968656712,-0.0068275510204081,-0.006810422650580808,-4.8087732622436077e-06,0.13273764684198266,0.13273764684198266,0.12514197388484607,0.0051701189788354992,-0.144718188471399,0,0
eight_rare,-0.125,estimated,8192,512,100,64,15616,signed_range,1000,0,0,0,0.0036820838968656712,-0.0068275510204081,-0.006810422650580808,-4.8087732622436077e-06,0.12514197388484607,0.13273764684198266,0.12514197388484607,0.018934471027255591,-0.15088686756268258,0,0
eight_rare,-0.125,estimated,8192,512,100,64,15616,signed_variance,1000,0,0,0,0.0036820838968656712,-0.0068275510204081,-0.006810422650580808,-4.8087732622436077e-06,0.12514197388484607,0.13273764684198266,0.12514197388484607,0.0051701189788354992,-0.13712251551426247,0,0
eight_rare,-0.125,estimated,8192,512,400,64,34816,absolute_range,1000,0,0,0,0.0036820838968656712,-0.0068275510204081,-0.006823672486993569,-4.8087732622436077e-06,0.13273764684198266,0.13273764684198266,0.12514197388484607,0.0094672355136277697,-0.14902855484260411,0,0
eight_rare,-0.125,estimated,8192,512,400,64,34816,absolute_variance,1000,0,0,0,0.0036820838968656712,-0.0068275510204081,-0.006823672486993569,-4.8087732622436077e-06,0.13273764684198266,0.13273764684198266,0.12514197388484607,0.0018591955034373527,-0.14142051483241364,0,0
eight_rare,-0.125,estimated,8192,512,400,64,34816,signed_range,1000,0,0,0,0.0036820838968656712,-0.0068275510204081,-0.006823672486993569,-4.8087732622436077e-06,0.12514197388484607,0.13273764684198266,0.12514197388484607,0.0094672355136277697,-0.14143288188546752,0,0
eight_rare,-0.125,estimated,8192,512,400,64,34816,signed_variance,1000,0,0,0,0.0036820838968656712,-0.0068275510204081,-0.006823672486993569,-4.8087732622436077e-06,0.12514197388484607,0.13273764684198266,0.12514197388484607,0.0018591955034373527,-0.1338248418752771,0,0
eight_rare,-0.125,estimated,8192,512,1600,64,111616,absolute_range,1000,0,0,0,0.0036820838968656712,-0.0068275510204081,-0.0068254502891377964,-4.8087732622436077e-06,0.13273764684198266,0.13273764684198266,0.12514197388484607,0.0047336177568138606,-0.14429671488793444,0,0
eight_rare,-0.125,estimated,8192,512,1600,64,111616,absolute_variance,1000,0,0,0,0.0036820838968656712,-0.0068275510204081,-0.0068254502891377964,-4.8087732622436077e-06,0.13273764684198266,0.13273764684198266,0.12514197388484607,0.000748179530300974,-0.14031127666142149,0,0
eight_rare,-0.125,estimated,8192,512,1600,64,111616,signed_range,1000,0,0,0,0.0036820838968656712,-0.0068275510204081,-0.0068254502891377964,-4.8087732622436077e-06,0.12514197388484607,0.13273764684198266,0.12514197388484607,0.0047336177568138606,-0.13670104193079782,0,0
