n,replication,seed,condition,theta,weighted_mean,lower_bound,concentration_radius,bias_upper,envelope_failure_probability,alpha,p_one_sided,reject,effective_clusters,positive_if_bias_below,inference_status,unadjusted_lower_bound,unadjusted_p_one_sided,unadjusted_reject
512,110,202609056811110,independent_noise_null,0,-0.03426659313138207,-0.202461983685179,0.16263983499724136,0.005555555556555556,0.0,0.05,1.0,False,512.0,-0.19690642812862344,conditional_on_independence_bounds_and_bias_envelope,-0.19690642812862344,1.0,False
512,110,202609056811110,shared_signal_alternative,0.25,0.24067367399238918,0.07247828343859225,0.16263983499724136,0.005555555556555556,0.0,0.05,0.0019099510826770306,True,512.0,0.0780338389951478,conditional_on_independence_bounds_and_bias_envelope,0.0780338389951478,0.0014158325821618017,True
512,111,202609056811111,noise_free_null,0,0.005857129419061496,-0.009088716841824706,0.009390290704330645,0.005555555556555556,0.0,0.05,0.9969149546787487,False,512.0,-0.003533161285269149,conditional_on_independence_bounds_and_bias_envelope,-0.003533161285269149,0.3117648268598621,False
512,111,202609056811111,independent_noise_null,0,0.00216078608781289,-0.16603460446598403,0.16263983499724136,0.005555555556555556,0.0,0.05,1.0,False,512.0,-0.1604790489094285,conditional_on_independence_bounds_and_bias_envelope,-0.1604790489094285,0.9994713626056696,False
512,111,202609056811111,shared_signal_alternative,0.25,0.24953342062452755,0.08133803007073062,0.16263983499724136,0.005555555556555556,0.0,0.05,0.0011809943543790462,True,512.0,0.08689358562728618,conditional_on_independence_bounds_and_bias_envelope,0.08689358562728618,0.0008657562178579681,True
512,112,202609056811112,noise_free_null,0,0.0036402149258921786,-0.011305631334994024,0.009390290704330645,0.005555555556555556,0.0,0.05,1.0,False,512.0,-0.005750075778438467,conditional_on_independence_bounds_and_bias_envelope,-0.005750075778438467,0.6375049441983416,False
512,112,202609056811112,independent_noise_null,0,-0.0045847632946475845,-0.1727801538484445,0.16263983499724136,0.005555555556555556,0.0,0.05,1.0,False,512.0,-0.16722459829188896,conditional_on_independence_bounds_and_bias_envelope,-0.16722459829188896,1.0,False
512,112,202609056811112,shared_signal_alternative,0.25,0.24906404194411874,0.08086865139032183,0.16263983499724136,0.005555555556555556,0.0,0.05,0.001211998666643293,True,512.0,0.08642420694687739,conditional_on_independence_bounds_and_bias_envelope,0.08642420694687739,0.0008890096103127314,True
512,113,202609056811113,noise_free_null,0,0.004338440118489617,-0.010607406142396586,0.009390290704330645,0.005555555556555556,0.0,0.05,1.0,False,512.0,-0.0050518505858410286,conditional_on_independence_bounds_and_bias_envelope,-0.0050518505858410286,0.527578205927399,False
512,113,202609056811113,independent_noise_null,0,-0.009762137494841118,-0.17795752804863804,0.16263983499724136,0.005555555556555556,0.0,0.05,1.0,False,512.0,-0.1724019724920825,conditional_on_independence_bounds_and_bias_envelope,-0.1724019724920825,1.0,False
512,113,202609056811113,shared_signal_alternative,0.25,0.2081594980039413,0.039964107450144386,0.16263983499724136,0.005555555556555556,0.0,0.05,0.009572665715776333,True,512.0,0.04551966300669994,conditional_on_independence_bounds_and_bias_envelope,0.04551966300669994,0.00739250421196566,True
512,114,202609056811114,noise_free_null,0,0.008105384376463517,-0.006840461884422684,0.009390290704330645,0.005555555556555556,0.0,0.05,0.8018085771704011,False,512.0,-0.0012849063278671277,conditional_on_independence_bounds_and_bias_envelope,-0.0012849063278671277,0.10731471159433507,False
512,114,202609056811114,independent_noise_null,0,-0.0003657725850312026,-0.16856116313882813,0.16263983499724136,0.005555555556555556,0.0,0.05,1.0,False,512.0,-0.16300560758227256,conditional_on_independence_bounds_and_bias_envelope,-0.16300560758227256,1.0,False
512,114,202609056811114,shared_signal_alternative,0.25,0.2683304010463883,0.10013501049259138,0.16263983499724136,0.005555555556555556,0.0,0.05,0.00040154956064623605,True,512.0,0.10569056604914694,conditional_on_independence_bounds_and_bias_envelope,0.10569056604914694,0.0002874844670874377,True
512,115,202609056811115,noise_free_null,0,0.007450957487507672,-0.00749488877337853,0.009390290704330645,0.005555555556555556,0.0,0.05,0.885101680178186,False,512.0,-0.0019393332168229735,conditional_on_independence_bounds_and_bias_envelope,-0.0019393332168229735,0.15165925481625323,False
512,115,202609056811115,independent_noise_null,0,0.0041485406985534235,-0.1640468498552435,0.16263983499724136,0.005555555556555556,0.0,0.05,1.0,False,512.0,-0.15849129429868794,conditional_on_independence_bounds_and_bias_envelope,-0.15849129429868794,0.9980527725658327,False
512,115,202609056811115,shared_signal_alternative,0.25,0.22643176151440642,0.05823637096060948,0.16263983499724136,0.005555555556555556,0.0,0.05,0.0039851216678113595,True,512.0,0.06379192651716505,conditional_on_independence_bounds_and_bias_envelope,0.06379192651716505,0.00300756112407329,True
512,116,202609056811116,noise_free_null,0,0.007614467546331759,-0.007331378714554442,0.009390290704330645,0.005555555556555556,0.0,0.05,0.8658710959971659,False,512.0,-0.0017758231579988858,conditional_on_independence_bounds_and_bias_envelope,-0.0017758231579988858,0.1394835670819774,False
512,116,202609056811116,independent_noise_null,0,-0.017671206337914174,-0.1858665968917111,0.16263983499724136,0.005555555556555556,0.0,0.05,1.0,False,512.0,-0.18031104133515555,conditional_on_independence_bounds_and_bias_envelope,-0.18031104133515555,1.0,False
512,116,202609056811116,shared_signal_alternative,0.25,0.2762804540660781,0.10808506351228116,0.16263983499724136,0.005555555556555556,0.0,0.05,0.00024838645964678967,True,512.0,0.11364061906883671,conditional_on_independence_bounds_and_bias_envelope,0.11364061906883671,0.0001760590827944875,True
512,117,202609056811117,noise_free_null,0,0.00836292471217058,-0.006582921548715621,0.009390290704330645,0.005555555556555556,0.0,0.05,0.7650921960203891,False,512.0,-0.0010273659921600645,conditional_on_independence_bounds_and_bias_envelope,-0.0010273659921600645,0.09291396640950968,False
512,117,202609056811117,independent_noise_null,0,-0.020410487131726694,-0.18860587768552362,0.16263983499724136,0.005555555556555556,0.0,0.05,1.0,False,512.0,-0.18305032212896807,conditional_on_independence_bounds_and_bias_envelope,-0.18305032212896807,1.0,False
512,117,202609056811117,shared_signal_alternative,0.25,0.2253030174989248,0.05710762694512789,0.16263983499724136,0.005555555556555556,0.0,0.05,0.004216031571352034,True,512.0,0.06266318250168344,conditional_on_independence_bounds_and_bias_envelope,0.06266318250168344,0.0031863508281637183,True
512,118,202609056811118,noise_free_null,0,0.0013462131843021386,-0.013599633076584064,0.009390290704330645,0.005555555556555556,0.0,0.05,1.0,False,512.0,-0.008044077520028507,conditional_on_independence_bounds_and_bias_envelope,-0.008044077520028507,0.9402866635676529,False
512,118,202609056811118,independent_noise_null,0,-0.00923707398169992,-0.17743246453549685,0.16263983499724136,0.005555555556555556,0.0,0.05,1.0,False,512.0,-0.17187690897894128,conditional_on_independence_bounds_and_bias_envelope,-0.17187690897894128,1.0,False
512,118,202609056811118,shared_signal_alternative,0.25,0.24575134991196232,0.0775559593581654,0.16263983499724136,0.005555555556555556,0.0,0.05,0.001453163644269356,True,512.0,0.08311151491472095,conditional_on_independence_bounds_and_bias_envelope,0.08311151491472095,0.0010703584135737152,True
512,119,202609056811119,noise_free_null,0,0.0044472247295680705,-0.010498621531318132,0.009390290704330645,0.005555555556555556,0.0,0.05,1.0,False,512.0,-0.0049430659747625744,conditional_on_independence_bounds_and_bias_envelope,-0.0049430659747625744,0.5107226882153378,False
512,119,202609056811119,independent_noise_null,0,-0.02261458165863327,-0.1908099722124302,0.16263983499724136,0.005555555556555556,0.0,0.05,1.0,False,512.0,-0.18525441665587464,conditional_on_independence_bounds_and_bias_envelope,-0.18525441665587464,1.0,False
512,119,202609056811119,shared_signal_alternative,0.25,0.23991440189644692,0.07171901134264999,0.16263983499724136,0.005555555556555556,0.0,0.05,0.0019886337163028964,True,512.0,0.07727456689920555,conditional_on_independence_bounds_and_bias_envelope,0.07727456689920555,0.001475568581418281,True
512,120,202609056811120,noise_free_null,0,0.004481293823895607,-0.010464552436990595,0.009390290704330645,0.005555555556555556,0.0,0.05,1.0,False,512.0,-0.004908996880435038,conditional_on_independence_bounds_and_bias_envelope,-0.004908996880435038,0.5054718587114967,False
512,120,202609056811120,independent_noise_null,0,0.01801363197706885,-0.15018175857672808,0.16263983499724136,0.005555555556555556,0.0,0.05,0.9825763207735196,False,512.0,-0.1446262030201725,conditional_on_independence_bounds_and_bias_envelope,-0.1446262030201725,0.9639175432109406,False
512,120,202609056811120,shared_signal_alternative,0.25,0.24619876425988482,0.07800337370608791,0.16263983499724136,0.005555555556555556,0.0,0.05,0.0014181857782111103,True,512.0,0.08355892926264347,conditional_on_independence_bounds_and_bias_envelope,0.08355892926264347,0.0010440067742775471,True
512,121,202609056811121,noise_free_null,0,0.009951943618028779,-0.004993902642857422,0.009390290704330645,0.005555555556555556,0.0,0.05,0.5185833261497604,False,512.0,0.0005616529136981342,conditional_on_independence_bounds_and_bias_envelope,0.0005616529136981342,0.03456853231066112,True
512,121,202609056811121,independent_noise_null,0,0.0004644573089662056,-0.1677309332448307,0.16263983499724136,0.005555555556555556,0.0,0.05,1.0,False,512.0,-0.16217537768827517,conditional_on_independence_bounds_and_bias_envelope,-0.16217537768827517,0.9999755693261354,False
512,121,202609056811121,shared_signal_alternative,0.25,0.27644026412172507,0.10824487356792813,0.16263983499724136,0.005555555556555556,0.0,0.05,0.0002459635307645688,True,512.0,0.1138004291244837,conditional_on_independence_bounds_and_bias_envelope,0.1138004291244837,0.0001743066273976553,True
