n,replication,seed,condition,theta,weighted_mean,lower_bound,concentration_radius,bias_upper,envelope_failure_probability,alpha,p_one_sided,reject,effective_clusters,positive_if_bias_below,inference_status,unadjusted_lower_bound,unadjusted_p_one_sided,unadjusted_reject
128,93,202609056711093,shared_signal_alternative,0.25,0.23128012086559058,-0.09955510468544769,0.3252796699944827,0.005555555556555556,0.0,0.05,0.2363118561479146,False,128.0,-0.09399954912889213,conditional_on_independence_bounds_and_bias_envelope,-0.09399954912889213,0.21992080800584637,False
128,94,202609056711094,noise_free_null,0,0.009622740131470279,-0.014713396833746568,0.01878058140866129,0.005555555556555556,0.0,0.05,0.8689246849372161,False,128.0,-0.009157841277191013,conditional_on_independence_bounds_and_bias_envelope,-0.009157841277191013,0.4554494623684192,False
128,94,202609056711094,independent_noise_null,0,0.09404978258405315,-0.23678544296698512,0.3252796699944827,0.005555555556555556,0.0,0.05,0.8011338574995958,False,128.0,-0.23122988741042957,conditional_on_independence_bounds_and_bias_envelope,-0.23122988741042957,0.7784577131680848,False
128,94,202609056711094,shared_signal_alternative,0.25,0.3728980669945207,0.04206284144348244,0.3252796699944827,0.005555555556555556,0.0,0.05,0.021914654497215195,True,128.0,0.047618397000038,conditional_on_independence_bounds_and_bias_envelope,0.047618397000038,0.01950593857430201,True
128,95,202609056711095,noise_free_null,0,0.00864758575676535,-0.015688551208451498,0.01878058140866129,0.005555555556555556,0.0,0.05,0.9220064513415361,False,128.0,-0.010132995651895942,conditional_on_independence_bounds_and_bias_envelope,-0.010132995651895942,0.5298572555847764,False
128,95,202609056711095,independent_noise_null,0,-0.024896822566329288,-0.3557320481173676,0.3252796699944827,0.005555555556555556,0.0,0.05,1.0,False,128.0,-0.350176492560812,conditional_on_independence_bounds_and_bias_envelope,-0.350176492560812,1.0,False
128,95,202609056711095,shared_signal_alternative,0.25,0.21647585896697405,-0.11435936658406423,0.3252796699944827,0.005555555556555556,0.0,0.05,0.2837730418303008,False,128.0,-0.10880381102750868,conditional_on_independence_bounds_and_bias_envelope,-0.10880381102750868,0.2653228065027613,False
128,96,202609056711096,noise_free_null,0,0.00441786605836144,-0.01991827090685541,0.01878058140866129,0.005555555556555556,0.0,0.05,1.0,False,128.0,-0.014362715350299851,conditional_on_independence_bounds_and_bias_envelope,-0.014362715350299851,0.8472397564567266,False
128,96,202609056711096,independent_noise_null,0,0.024137669055825157,-0.30669755649521313,0.3252796699944827,0.005555555556555556,0.0,0.05,0.9902712244757246,False,128.0,-0.30114200093865756,conditional_on_independence_bounds_and_bias_envelope,-0.30114200093865756,0.98363927038,False
128,96,202609056711096,shared_signal_alternative,0.25,0.22712106705506005,-0.10371415849597823,0.3252796699944827,0.005555555556555556,0.0,0.05,0.24909230394314733,False,128.0,-0.09815860293942268,conditional_on_independence_bounds_and_bias_envelope,-0.09815860293942268,0.23211828460506598,False
128,97,202609056711097,noise_free_null,0,0.0006071074750734347,-0.023729029490143414,0.01878058140866129,0.005555555556555556,0.0,0.05,1.0,False,128.0,-0.018173473933587855,conditional_on_independence_bounds_and_bias_envelope,-0.018173473933587855,0.9968743777720822,False
128,97,202609056711097,independent_noise_null,0,0.011295837778608328,-0.31953938777242996,0.3252796699944827,0.005555555556555556,0.0,0.05,0.9990674909045814,False,128.0,-0.3139838322158744,conditional_on_independence_bounds_and_bias_envelope,-0.3139838322158744,0.996393866426353,False
128,97,202609056711097,shared_signal_alternative,0.25,0.2330718278466179,-0.09776339770442037,0.3252796699944827,0.005555555556555556,0.0,0.05,0.23094045599059468,False,128.0,-0.09220784214786482,conditional_on_independence_bounds_and_bias_envelope,-0.09220784214786482,0.21480087078103338,False
128,98,202609056711098,noise_free_null,0,0.007931639027479415,-0.016404497937737433,0.01878058140866129,0.005555555556555556,0.0,0.05,0.9531793709532537,False,128.0,-0.010848942381181876,conditional_on_independence_bounds_and_bias_envelope,-0.010848942381181876,0.5860609145010631,False
128,98,202609056711098,independent_noise_null,0,0.02856783619606068,-0.3022673893549776,0.3252796699944827,0.005555555556555556,0.0,0.05,0.9851181572849327,False,128.0,-0.2967118337984221,conditional_on_independence_bounds_and_bias_envelope,-0.2967118337984221,0.9771579073880478,False
128,98,202609056711098,shared_signal_alternative,0.25,0.288809733037002,-0.042025492514036235,0.3252796699944827,0.005555555556555556,0.0,0.05,0.10314164787195745,False,128.0,-0.03646993695748068,conditional_on_independence_bounds_and_bias_envelope,-0.03646993695748068,0.09426595666209238,False
128,99,202609056711099,noise_free_null,0,0.003943768312790962,-0.020392368652425885,0.01878058140866129,0.005555555556555556,0.0,0.05,1.0,False,128.0,-0.01483681309587033,conditional_on_independence_bounds_and_bias_envelope,-0.01483681309587033,0.87625205908757,False
128,99,202609056711099,independent_noise_null,0,0.04478601571422932,-0.286049209836809,0.3252796699944827,0.005555555556555556,0.0,0.05,0.9573608871322606,False,128.0,-0.2804936542802534,conditional_on_independence_bounds_and_bias_envelope,-0.2804936542802534,0.9447921900209119,False
128,99,202609056711099,shared_signal_alternative,0.25,0.2517064147816954,-0.07912881076934283,0.3252796699944827,0.005555555556555556,0.0,0.05,0.17987294669464415,False,128.0,-0.07357325521278728,conditional_on_independence_bounds_and_bias_envelope,-0.07357325521278728,0.1663243798994609,False
128,100,202609056711100,noise_free_null,0,0.010784919897627237,-0.01355121706758961,0.01878058140866129,0.005555555556555556,0.0,0.05,0.7927364598782846,False,128.0,-0.007995661511034055,conditional_on_independence_bounds_and_bias_envelope,-0.007995661511034055,0.3723529140648508,False
128,100,202609056711100,independent_noise_null,0,0.008012789092134893,-0.3228224364589034,0.3252796699944827,0.005555555556555556,0.0,0.05,0.9998290595265369,False,128.0,-0.31726688090234784,conditional_on_independence_bounds_and_bias_envelope,-0.31726688090234784,0.9981838074071762,False
128,100,202609056711100,shared_signal_alternative,0.25,0.2222125279267863,-0.10862269762425197,0.3252796699944827,0.005555555556555556,0.0,0.05,0.2647341618183381,False,128.0,-0.10306714206769642,conditional_on_independence_bounds_and_bias_envelope,-0.10306714206769642,0.2470754871319516,False
128,101,202609056711101,noise_free_null,0,0.008131743011215614,-0.016204393954001233,0.01878058140866129,0.005555555556555556,0.0,0.05,0.9451903547398901,False,128.0,-0.010648838397445678,conditional_on_independence_bounds_and_bias_envelope,-0.010648838397445678,0.5702773322948355,False
128,101,202609056711101,independent_noise_null,0,-0.011810325719106616,-0.3426455512701449,0.3252796699944827,0.005555555556555556,0.0,0.05,1.0,False,128.0,-0.33708999571358933,conditional_on_independence_bounds_and_bias_envelope,-0.33708999571358933,1.0,False
128,101,202609056711101,shared_signal_alternative,0.25,0.2227755095446469,-0.10805971600639139,0.3252796699944827,0.005555555556555556,0.0,0.05,0.26290959821910237,False,128.0,-0.10250416044983583,conditional_on_independence_bounds_and_bias_envelope,-0.10250416044983583,0.2453291742938406,False
128,102,202609056711102,noise_free_null,0,0.00031439603099164836,-0.0240217409342252,0.01878058140866129,0.005555555556555556,0.0,0.05,1.0,False,128.0,-0.01846618537766964,conditional_on_independence_bounds_and_bias_envelope,-0.01846618537766964,0.999160816856613,False
128,102,202609056711102,independent_noise_null,0,0.04027156059285527,-0.29056366495818303,0.3252796699944827,0.005555555556555556,0.0,0.05,0.9664525146069776,False,128.0,-0.28500810940162746,conditional_on_independence_bounds_and_bias_envelope,-0.28500810940162746,0.9551199645481346,False
128,102,202609056711102,shared_signal_alternative,0.25,0.23262824180293865,-0.09820698374809964,0.3252796699944827,0.005555555556555556,0.0,0.05,0.2322627447003875,False,128.0,-0.09265142819154408,conditional_on_independence_bounds_and_bias_envelope,-0.09265142819154408,0.21606089838651527,False
128,103,202609056711103,noise_free_null,0,0.011676914205824873,-0.012659222759391974,0.01878058140866129,0.005555555556555556,0.0,0.05,0.7274144227289236,False,128.0,-0.007103667202836417,conditional_on_independence_bounds_and_bias_envelope,-0.007103667202836417,0.3140865173532859,False
128,103,202609056711103,independent_noise_null,0,0.07336121958889791,-0.2574740059621404,0.3252796699944827,0.005555555556555556,0.0,0.05,0.8779434835899274,False,128.0,-0.25191845040558486,conditional_on_independence_bounds_and_bias_envelope,-0.25191845040558486,0.8586636526679905,False
128,103,202609056711103,shared_signal_alternative,0.25,0.27834368521093916,-0.05249154034009912,0.3252796699944827,0.005555555556555556,0.0,0.05,0.12161664701350455,False,128.0,-0.04693598478354356,conditional_on_independence_bounds_and_bias_envelope,-0.04693598478354356,0.11151769021955288,False
128,104,202609056711104,noise_free_null,0,0.008368930753607938,-0.01596720621160891,0.01878058140866129,0.005555555556555556,0.0,0.05,0.9349834412956329,False,128.0,-0.010411650655053353,conditional_on_independence_bounds_and_bias_envelope,-0.010411650655053353,0.5516321477888688,False
128,104,202609056711104,independent_noise_null,0,0.07734762576837996,-0.25348759978265833,0.3252796699944827,0.005555555556555556,0.0,0.05,0.8642189141364351,False,128.0,-0.24793204422610277,conditional_on_independence_bounds_and_bias_envelope,-0.24793204422610277,0.8441811357687551,False
128,104,202609056711104,shared_signal_alternative,0.25,0.30017618204444413,-0.030659043506594152,0.3252796699944827,0.005555555556555556,0.0,0.05,0.08563817865799533,False,128.0,-0.025103487950038597,conditional_on_independence_bounds_and_bias_envelope,-0.025103487950038597,0.07798934841014189,False
128,105,202609056711105,noise_free_null,0,0.006331957685992373,-0.018004179279224476,0.01878058140866129,0.005555555556555556,0.0,0.05,0.9948932208331497,False,128.0,-0.012448623722668918,conditional_on_independence_bounds_and_bias_envelope,-0.012448623722668918,0.7113900820897417,False
128,105,202609056711105,independent_noise_null,0,0.024943729891181706,-0.30589149565985657,0.3252796699944827,0.005555555556555556,0.0,0.05,0.9894134623476915,False,128.0,-0.30033594010330106,conditional_on_independence_bounds_and_bias_envelope,-0.30033594010330106,0.982538069485925,False
128,105,202609056711105,shared_signal_alternative,0.25,0.2587080811187517,-0.0721271444322866,0.3252796699944827,0.005555555556555556,0.0,0.05,0.16292158499594547,False,128.0,-0.06657158887573103,conditional_on_independence_bounds_and_bias_envelope,-0.06657158887573103,0.15031837966556866,False
128,106,202609056711106,noise_free_null,0,0.006276735466261673,-0.018059401498955175,0.01878058140866129,0.005555555556555556,0.0,0.05,0.995592287221084,False,128.0,-0.012503845942399618,conditional_on_independence_bounds_and_bias_envelope,-0.012503845942399618,0.715609586824836,False
128,106,202609056711106,independent_noise_null,0,0.09146361097748948,-0.2393716145735488,0.3252796699944827,0.005555555556555556,0.0,0.05,0.8114301226388883,False,128.0,-0.23381605901699326,conditional_on_independence_bounds_and_bias_envelope,-0.23381605901699326,0.7891042857491368,False
128,106,202609056711106,shared_signal_alternative,0.25,0.2849900378461438,-0.04584518770489447,0.3252796699944827,0.005555555556555556,0.0,0.05,0.10961309318665154,False,128.0,-0.040289632148338916,conditional_on_independence_bounds_and_bias_envelope,-0.040289632148338916,0.10030096553434721,False
128,107,202609056711107,noise_free_null,0,0.010961023159497046,-0.013375113805719801,0.01878058140866129,0.005555555556555556,0.0,0.05,0.7802263173832138,False,128.0,-0.007819558249164244,conditional_on_independence_bounds_and_bias_envelope,-0.007819558249164244,0.3604366107280439,False
128,107,202609056711107,independent_noise_null,0,-0.010612632317984599,-0.3414478578690229,0.3252796699944827,0.005555555556555556,0.0,0.05,1.0,False,128.0,-0.33589230231246736,conditional_on_independence_bounds_and_bias_envelope,-0.33589230231246736,1.0,False
128,107,202609056711107,shared_signal_alternative,0.25,0.21906742033510349,-0.1117678052159348,0.3252796699944827,0.005555555556555556,0.0,0.05,0.2750717238638657,False,128.0,-0.10621224965937924,conditional_on_independence_bounds_and_bias_envelope,-0.10621224965937924,0.2569776323326885,False
128,108,202609056711108,noise_free_null,0,0.004712210309466056,-0.019623926655750794,0.01878058140866129,0.005555555556555556,0.0,0.05,1.0,False,128.0,-0.014068371099195235,conditional_on_independence_bounds_and_bias_envelope,-0.014068371099195235,0.8281203581031856,False
128,108,202609056711108,independent_noise_null,0,0.036240749361955135,-0.29459447618908313,0.3252796699944827,0.005555555556555556,0.0,0.05,0.9736930324055171,False,128.0,-0.2890389206325276,conditional_on_independence_bounds_and_bias_envelope,-0.2890389206325276,0.9634965757755641,False
128,108,202609056711108,shared_signal_alternative,0.25,0.2572414230458371,-0.07359380250520121,0.3252796699944827,0.005555555556555556,0.0,0.05,0.16637309569713035,False,128.0,-0.06803824694864566,conditional_on_independence_bounds_and_bias_envelope,-0.06803824694864566,0.15357373239131297,False
128,109,202609056711109,noise_free_null,0,0.010835442754432227,-0.01350069421078462,0.01878058140866129,0.005555555556555556,0.0,0.05,0.7891695301151543,False,128.0,-0.007945138654229062,conditional_on_independence_bounds_and_bias_envelope,-0.007945138654229062,0.3689143468760115,False
128,109,202609056711109,independent_noise_null,0,0.03488522905607957,-0.29594999649495873,0.3252796699944827,0.005555555556555556,0.0,0.05,0.9759383426212608,False,128.0,-0.29039444093840316,conditional_on_independence_bounds_and_bias_envelope,-0.29039444093840316,0.966130277008324,False
128,109,202609056711109,shared_signal_alternative,0.25,0.2666789167534427,-0.06415630879759558,0.3252796699944827,0.005555555556555556,0.0,0.05,0.14506867428042067,False,128.0,-0.05860075324104001,conditional_on_independence_bounds_and_bias_envelope,-0.05860075324104001,0.13351131826219884,False
128,110,202609056711110,noise_free_null,0,0.004687311540203567,-0.01964882542501328,0.01878058140866129,0.005555555556555556,0.0,0.05,1.0,False,128.0,-0.014093269868457723,conditional_on_independence_bounds_and_bias_envelope,-0.014093269868457723,0.829768117315809,False
128,110,202609056711110,independent_noise_null,0,0.06332609174681485,-0.2675091338042235,0.3252796699944827,0.005555555556555556,0.0,0.05,0.909833644913872,False,128.0,-0.2619535782476679,conditional_on_independence_bounds_and_bias_envelope,-0.2619535782476679,0.8926671730631074,False
128,110,202609056711110,shared_signal_alternative,0.25,0.2439027817690501,-0.0869324437819882,0.3252796699944827,0.005555555556555556,0.0,0.05,0.2001963484331551,False,128.0,-0.08137688822543264,conditional_on_independence_bounds_and_bias_envelope,-0.08137688822543264,0.18557197445433019,False
128,111,202609056711111,noise_free_null,0,0.005478998777107034,-0.018857138188109815,0.01878058140866129,0.005555555556555556,0.0,0.05,1.0,False,128.0,-0.013301582631554256,conditional_on_independence_bounds_and_bias_envelope,-0.013301582631554256,0.7749405396204735,False
128,111,202609056711111,independent_noise_null,0,-0.02977772454648054,-0.3606129500975188,0.3252796699944827,0.005555555556555556,0.0,0.05,1.0,False,128.0,-0.3550573945409633,conditional_on_independence_bounds_and_bias_envelope,-0.3550573945409633,1.0,False
128,111,202609056711111,shared_signal_alternative,0.25,0.24006870639826258,-0.09076651915277568,0.3252796699944827,0.005555555556555556,0.0,0.05,0.21074101909289175,False,128.0,-0.08521096359622013,conditional_on_independence_bounds_and_bias_envelope,-0.08521096359622013,0.19558211770639727,False
128,112,202609056711112,noise_free_null,0,0.006379932648111402,-0.017956204317105446,0.01878058140866129,0.005555555556555556,0.0,0.05,0.9942444880421762,False,128.0,-0.012400648760549889,conditional_on_independence_bounds_and_bias_envelope,-0.012400648760549889,0.7077147783961621,False
128,112,202609056711112,independent_noise_null,0,0.06806126708839376,-0.2627739584626445,0.3252796699944827,0.005555555556555556,0.0,0.05,0.8952800511446787,False,128.0,-0.257218402906089,conditional_on_independence_bounds_and_bias_envelope,-0.257218402906089,0.8770806599620409,False
128,112,202609056711112,shared_signal_alternative,0.25,0.2893776251396447,-0.04145760041139357,0.3252796699944827,0.005555555556555556,0.0,0.05,0.10220548356564135,False,128.0,-0.035902044854838014,conditional_on_independence_bounds_and_bias_envelope,-0.035902044854838014,0.09339366586076732,False
128,113,202609056711113,noise_free_null,0,0.003135731570110271,-0.021200405395106578,0.01878058140866129,0.005555555556555556,0.0,0.05,1.0,False,128.0,-0.01564484983855102,conditional_on_independence_bounds_and_bias_envelope,-0.01564484983855102,0.9198776061834079,False
128,113,202609056711113,independent_noise_null,0,-0.05455640893546362,-0.38539163448650193,0.3252796699944827,0.005555555556555556,0.0,0.05,1.0,False,128.0,-0.37983607892994636,conditional_on_independence_bounds_and_bias_envelope,-0.37983607892994636,1.0,False
128,113,202609056711113,shared_signal_alternative,0.25,0.27449112231581785,-0.05634410323522041,0.3252796699944827,0.005555555556555556,0.0,0.05,0.12901958730556828,False,128.0,-0.05078854767866486,conditional_on_independence_bounds_and_bias_envelope,-0.05078854767866486,0.1184493674144462,False
128,114,202609056711114,noise_free_null,0,-0.00015672457110827798,-0.024492861536325124,0.01878058140866129,0.005555555556555556,0.0,0.05,1.0,False,128.0,-0.01893730597976957,conditional_on_independence_bounds_and_bias_envelope,-0.01893730597976957,1.0,False
128,114,202609056711114,independent_noise_null,0,-0.016356462826033175,-0.3471916883770715,0.3252796699944827,0.005555555556555556,0.0,0.05,1.0,False,128.0,-0.3416361328205159,conditional_on_independence_bounds_and_bias_envelope,-0.3416361328205159,1.0,False
128,114,202609056711114,shared_signal_alternative,0.25,0.1871325131158602,-0.14370271243517807,0.3252796699944827,0.005555555556555556,0.0,0.05,0.3931783094347875,False,128.0,-0.13814715687862253,conditional_on_independence_bounds_and_bias_envelope,-0.13814715687862253,0.37102403125925976,False
128,115,202609056711115,noise_free_null,0,0.0031894500490534917,-0.021146686916163355,0.01878058140866129,0.005555555556555556,0.0,0.05,1.0,False,128.0,-0.0155911313596078,conditional_on_independence_bounds_and_bias_envelope,-0.0155911313596078,0.9172267560792062,False
128,115,202609056711115,independent_noise_null,0,-0.1180974193594734,-0.4489326449105117,0.3252796699944827,0.005555555556555556,0.0,0.05,1.0,False,128.0,-0.44337708935395614,conditional_on_independence_bounds_and_bias_envelope,-0.44337708935395614,1.0,False
128,115,202609056711115,shared_signal_alternative,0.25,0.26600150053984406,-0.06483372501119421,0.3252796699944827,0.005555555556555556,0.0,0.05,0.14652716771683955,False,128.0,-0.05927816945463865,conditional_on_independence_bounds_and_bias_envelope,-0.05927816945463865,0.1348823578044994,False
128,116,202609056711116,noise_free_null,0,0.002433231201276074,-0.021902905763940772,0.01878058140866129,0.005555555556555556,0.0,0.05,1.0,False,128.0,-0.016347350207385217,conditional_on_independence_bounds_and_bias_envelope,-0.016347350207385217,0.9509569058676464,False
128,116,202609056711116,independent_noise_null,0,0.009085346722391084,-0.3217498788286472,0.3252796699944827,0.005555555556555556,0.0,0.05,0.9996472958412432,False,128.0,-0.3161943232720917,conditional_on_independence_bounds_and_bias_envelope,-0.3161943232720917,0.9976656564170733,False
128,116,202609056711116,shared_signal_alternative,0.25,0.24108527281745765,-0.08974995273358063,0.3252796699944827,0.005555555556555556,0.0,0.05,0.20790912499085834,False,128.0,-0.08419439717702508,conditional_on_independence_bounds_and_bias_envelope,-0.08419439717702508,0.1928922284165914,False
128,117,202609056711117,noise_free_null,0,0.006554624112513647,-0.0177815128527032,0.01878058140866129,0.005555555556555556,0.0,0.05,0.991558183352954,False,128.0,-0.012225957296147644,conditional_on_independence_bounds_and_bias_envelope,-0.012225957296147644,0.6942621940442,False
128,117,202609056711117,independent_noise_null,0,0.009598787649421504,-0.32123643790161677,0.3252796699944827,0.005555555556555556,0.0,0.05,0.9995372504595101,False,128.0,-0.31568088234506125,conditional_on_independence_bounds_and_bias_envelope,-0.31568088234506125,0.9973947129611247,False
128,117,202609056711117,shared_signal_alternative,0.25,0.29524782139593825,-0.035587404155100005,0.3252796699944827,0.005555555556555556,0.0,0.05,0.09291312230200205,False,128.0,-0.03003184859854445,conditional_on_independence_bounds_and_bias_envelope,-0.03003184859854445,0.08474581541128876,False
128,118,202609056711118,noise_free_null,0,0.0044141496949303876,-0.01992198727028646,0.01878058140866129,0.005555555556555556,0.0,0.05,1.0,False,128.0,-0.014366431713730903,conditional_on_independence_bounds_and_bias_envelope,-0.014366431713730903,0.8474759836063889,False
128,118,202609056711118,independent_noise_null,0,0.004285691829023043,-0.32654953372201523,0.3252796699944827,0.005555555556555556,0.0,0.05,1.0,False,128.0,-0.3209939781654597,conditional_on_independence_bounds_and_bias_envelope,-0.3209939781654597,0.9994801020367968,False
128,118,202609056711118,shared_signal_alternative,0.25,0.21589455668082055,-0.11494066887021773,0.3252796699944827,0.005555555556555556,0.0,0.05,0.28574736503070747,False,128.0,-0.10938511331366217,conditional_on_independence_bounds_and_bias_envelope,-0.10938511331366217,0.26721762631287793,False
128,119,202609056711119,noise_free_null,0,0.010899603689044576,-0.013436533276172271,0.01878058140866129,0.005555555556555556,0.0,0.05,0.7846138337219631,False,128.0,-0.007880977719616716,conditional_on_independence_bounds_and_bias_envelope,-0.007880977719616716,0.36457052235428905,False
128,119,202609056711119,independent_noise_null,0,0.09040834734856033,-0.24042687820247796,0.3252796699944827,0.005555555556555556,0.0,0.05,0.8155805986160671,False,128.0,-0.2348713226459224,conditional_on_independence_bounds_and_bias_envelope,-0.2348713226459224,0.7934039126766604,False
128,119,202609056711119,shared_signal_alternative,0.25,0.22743806965687038,-0.1033971558941679,0.3252796699944827,0.005555555556555556,0.0,0.05,0.2481028603602743,False,128.0,-0.09784160033761234,conditional_on_independence_bounds_and_bias_envelope,-0.09784160033761234,0.23117320997658836,False
128,120,202609056711120,noise_free_null,0,0.00591716214664282,-0.01841897481857403,0.01878058140866129,0.005555555556555556,0.0,0.05,0.9988900166505662,False,128.0,-0.01286341926201847,conditional_on_independence_bounds_and_bias_envelope,-0.01286341926201847,0.7427616504563004,False
128,120,202609056711120,independent_noise_null,0,0.08156181988521706,-0.2492734056658212,0.3252796699944827,0.005555555556555556,0.0,0.05,0.8491120871255882,False,128.0,-0.24371785010926567,conditional_on_independence_bounds_and_bias_envelope,-0.24371785010926567,0.8283256957181496,False
128,120,202609056711120,shared_signal_alternative,0.25,0.3120915896742525,-0.018743635876785805,0.3252796699944827,0.005555555556555556,0.0,0.05,0.06991798387633943,False,128.0,-0.013188080320230248,conditional_on_independence_bounds_and_bias_envelope,-0.013188080320230248,0.06343498198524028,False
128,121,202609056711121,noise_free_null,0,0.011720014434376409,-0.012616122530840438,0.01878058140866129,0.005555555556555556,0.0,0.05,0.7241502417785035,False,128.0,-0.007060566974284882,conditional_on_independence_bounds_and_bias_envelope,-0.007060566974284882,0.3114078787195912,False
128,121,202609056711121,independent_noise_null,0,0.04378466194830264,-0.2870505636027357,0.3252796699944827,0.005555555556555556,0.0,0.05,0.9594656559405319,False,128.0,-0.2814950080461801,conditional_on_independence_bounds_and_bias_envelope,-0.2814950080461801,0.947167653458322,False
128,121,202609056711121,shared_signal_alternative,0.25,0.3259701904377265,-0.004865035113311731,0.3252796699944827,0.005555555556555556,0.0,0.05,0.05465080926041351,False,128.0,0.0006905204432438261,conditional_on_independence_bounds_and_bias_envelope,0.0006905204432438261,0.049367411265426236,True
128,122,202609056711122,noise_free_null,0,0.007990110394336742,-0.016346026570880107,0.01878058140866129,0.005555555556555556,0.0,0.05,0.9509048662493387,False,128.0,-0.01079047101432455,conditional_on_independence_bounds_and_bias_envelope,-0.01079047101432455,0.5814451266356785,False
128,122,202609056711122,independent_noise_null,0,-0.06849643271902575,-0.39933165827006406,0.3252796699944827,0.005555555556555556,0.0,0.05,1.0,False,128.0,-0.3937761027135085,conditional_on_independence_bounds_and_bias_envelope,-0.3937761027135085,1.0,False
128,122,202609056711122,shared_signal_alternative,0.25,0.30428851933665035,-0.026546706214387938,0.3252796699944827,0.005555555556555556,0.0,0.05,0.07992150548702105,False,128.0,-0.02099115065783238,conditional_on_independence_bounds_and_bias_envelope,-0.02099115065783238,0.07268916444663424,False
128,123,202609056711123,noise_free_null,0,0.0002854578724127476,-0.0240506790928041,0.01878058140866129,0.005555555556555556,0.0,0.05,1.0,False,128.0,-0.018495123536248544,conditional_on_independence_bounds_and_bias_envelope,-0.018495123536248544,0.9993081392356878,False
128,123,202609056711123,independent_noise_null,0,-0.029902373631126546,-0.36073759918216486,0.3252796699944827,0.005555555556555556,0.0,0.05,1.0,False,128.0,-0.3551820436256093,conditional_on_independence_bounds_and_bias_envelope,-0.3551820436256093,1.0,False
128,123,202609056711123,shared_signal_alternative,0.25,0.29249747896188844,-0.038337746589149825,0.3252796699944827,0.005555555556555556,0.0,0.05,0.09718029715318802,False,128.0,-0.03278219103259427,conditional_on_independence_bounds_and_bias_envelope,-0.03278219103259427,0.08871462009238107,False
128,124,202609056711124,noise_free_null,0,0.00862768851173505,-0.015708448453481797,0.01878058140866129,0.005555555556555556,0.0,0.05,0.9229674265688594,False,128.0,-0.01015289289692624,conditional_on_independence_bounds_and_bias_envelope,-0.01015289289692624,0.5314064139787859,False
128,124,202609056711124,independent_noise_null,0,-0.08871906846791404,-0.41955429401895233,0.3252796699944827,0.005555555556555556,0.0,0.05,1.0,False,128.0,-0.41399873846239676,conditional_on_independence_bounds_and_bias_envelope,-0.41399873846239676,1.0,False
128,124,202609056711124,shared_signal_alternative,0.25,0.2877819185813072,-0.04305330696973106,0.3252796699944827,0.005555555556555556,0.0,0.05,0.10485297825624011,False,128.0,-0.0374977514131755,conditional_on_independence_bounds_and_bias_envelope,-0.0374977514131755,0.0958610120467547,False
128,125,202609056711125,noise_free_null,0,0.007267211477724762,-0.017068925487492087,0.01878058140866129,0.005555555556555556,0.0,0.05,0.975423184590943,False,128.0,-0.011513369930936528,conditional_on_independence_bounds_and_bias_envelope,-0.011513369930936528,0.6385470068204899,False
128,125,202609056711125,independent_noise_null,0,-0.01813146033060215,-0.3489666858816404,0.3252796699944827,0.005555555556555556,0.0,0.05,1.0,False,128.0,-0.3434111303250849,conditional_on_independence_bounds_and_bias_envelope,-0.3434111303250849,1.0,False
128,125,202609056711125,shared_signal_alternative,0.25,0.22065531200991004,-0.11017991354112824,0.3252796699944827,0.005555555556555556,0.0,0.05,0.2698219295711807,False,128.0,-0.10462435798457269,conditional_on_independence_bounds_and_bias_envelope,-0.10462435798457269,0.2519472787080827,False
128,126,202609056711126,noise_free_null,0,-0.00021977973619495428,-0.0245559167014118,0.01878058140866129,0.005555555556555556,0.0,0.05,1.0,False,128.0,-0.019000361144856245,conditional_on_independence_bounds_and_bias_envelope,-0.019000361144856245,1.0,False
128,126,202609056711126,independent_noise_null,0,0.01423113297900038,-0.3166040925720379,0.3252796699944827,0.005555555556555556,0.0,0.05,0.9978712567921275,False,128.0,-0.31104853701548235,conditional_on_independence_bounds_and_bias_envelope,-0.31104853701548235,0.9942822711873923,False
128,126,202609056711126,shared_signal_alternative,0.25,0.2255150987638539,-0.10532012678718437,0.3252796699944827,0.005555555556555556,0.0,0.05,0.254143666842019,False,128.0,-0.09976457123062882,conditional_on_independence_bounds_and_bias_envelope,-0.09976457123062882,0.23694511002041058,False
128,127,202609056711127,noise_free_null,0,0.0033153087356699875,-0.02102082822954686,0.01878058140866129,0.005555555556555556,0.0,0.05,1.0,False,128.0,-0.015465272672991304,conditional_on_independence_bounds_and_bias_envelope,-0.015465272672991304,0.910871003319537,False
128,127,202609056711127,independent_noise_null,0,0.015895306687184262,-0.31493991886385403,0.3252796699944827,0.005555555556555556,0.0,0.05,0.9969775982355144,False,128.0,-0.30938436330729846,conditional_on_independence_bounds_and_bias_envelope,-0.30938436330729846,0.9928718880248811,False
128,127,202609056711127,shared_signal_alternative,0.25,0.24555125122762442,-0.08528397432341386,0.3252796699944827,0.005555555556555556,0.0,0.05,0.19577630463261986,False,128.0,-0.07972841876685831,conditional_on_independence_bounds_and_bias_envelope,-0.07972841876685831,0.1813807281659245,False
128,128,202609056711128,noise_free_null,0,-0.0016940257794004583,-0.026030162744617304,0.01878058140866129,0.005555555556555556,0.0,0.05,1.0,False,128.0,-0.02047460718806175,conditional_on_independence_bounds_and_bias_envelope,-0.02047460718806175,1.0,False
128,128,202609056711128,independent_noise_null,0,-0.10952372685532392,-0.44035895240636225,0.3252796699944827,0.005555555556555556,0.0,0.05,1.0,False,128.0,-0.4348033968498067,conditional_on_independence_bounds_and_bias_envelope,-0.4348033968498067,1.0,False
