domain,model,configuration,evaluation_rows,family_size,beta,lag,frequency,calendar_direction,mean_product,standard_error,statistic,raw_statistic,standard_error_abstain,calendar_gaps,observed_groups,original_policy_abstain,original_guard_reason,forecast_pooled_fallback_rows,outcome_pooled_fallback_rows,forecast_unseen_entity_rows,outcome_unseen_entity_rows,cohort_sha256,guard_reason,normal_p_one_sided,guarded_p,BY_adjusted_p,final_label,display_name,full_evaluation_rows,support_fraction,forecast_pooled_fallback_fraction,outcome_pooled_fallback_fraction,forecast_unseen_entity_fraction,outcome_unseen_entity_fraction
ratings,SVD (40 factors),directional_middle,7212,10,2,0,cluster,False,0.04066304632245147,0.0066767106564570482,6.0902813398280529,6.0902813398280529,False,0,168,False,none,0,0,2404,2110,57d505e90caac55bd3eec2cdbc640cb18291d68483dee03a7368e2cf5aac17de,no_guard,5.6356217149530175e-10,5.6356217149530175e-10,4.1266392736178787e-09,RETAIN,SVD (40 factors),12088,0.5966247518199868,0.0,0.0,0.3333333333333333,0.2925679423183583
ratings,SVD interaction,complementary_middle,7212,10,2,0,cluster,False,0.23146157375581902,0.02281704884566255,10.14423799157616,10.14423799157616,False,0,168,False,none,0,0,0,0,57d505e90caac55bd3eec2cdbc640cb18291d68483dee03a7368e2cf5aac17de,no_guard,1.7575546939125393e-24,1.7575546939125393e-24,2.5739109515413596e-23,RETAIN,SVD interaction,12088,0.5966247518199868,0.0,0.0,0.0,0.0
ratings,SVD interaction,directional_middle,7212,10,2,0,cluster,False,0.16786599137737182,0.025168656180332236,6.6696445839070586,6.6696445839070586,False,0,168,False,none,0,0,2404,2110,57d505e90caac55bd3eec2cdbc640cb18291d68483dee03a7368e2cf5aac17de,no_guard,1.2821182553991347e-11,1.2821182553991347e-11,1.8776418339486138e-10,RETAIN,SVD interaction,12088,0.5966247518199868,0.0,0.0,0.3333333333333333,0.2925679423183583
ratings,Slope One,complementary_middle,7212,10,2,0,cluster,False,0.033389535120234508,0.0058662941018106105,5.6917594891686303,5.6917594891686303,False,0,168,False,none,0,0,0,0,57d505e90caac55bd3eec2cdbc640cb18291d68483dee03a7368e2cf5aac17de,no_guard,6.2868442288642064e-09,6.2868442288642064e-09,3.0689945273311312e-08,RETAIN,Slope One,12088,0.5966247518199868,0.0,0.0,0.0,0.0
ratings,Slope One,directional_middle,7212,10,2,0,cluster,False,0.028706663656420592,0.0060713418641610249,4.7282238916367554,4.7282238916367554,False,0,168,False,none,0,0,2404,2110,57d505e90caac55bd3eec2cdbc640cb18291d68483dee03a7368e2cf5aac17de,no_guard,1.1324617831419203e-06,1.1324617831419203e-06,5.5282410194249426e-06,RETAIN,Slope One,12088,0.5966247518199868,0.0,0.0,0.3333333333333333,0.2925679423183583
ratings,User and item bias,complementary_middle,7212,10,2,0,cluster,False,0.00081240705127314493,0.00041942064141427797,1.93697441435816,1.93697441435816,False,0,168,True,same_observed_baseline_weak_order,0,0,0,0,57d505e90caac55bd3eec2cdbc640cb18291d68483dee03a7368e2cf5aac17de,same_observed_baseline_weak_order,0.026374235505623393,1,1,ABSTAIN,User and item bias,12088,0.5966247518199868,0.0,0.0,0.0,0.0
ratings,User and item bias,directional_middle,7212,10,2,0,cluster,False,0.0011479458971433748,0.00059583372419586044,1.9266212208660178,1.9266212208660178,False,0,168,True,same_observed_baseline_weak_order,0,0,2404,2110,57d505e90caac55bd3eec2cdbc640cb18291d68483dee03a7368e2cf5aac17de,same_observed_baseline_weak_order,0.027013426026468418,1,1,ABSTAIN,User and item bias,12088,0.5966247518199868,0.0,0.0,0.3333333333333333,0.2925679423183583
ratings,User mean,complementary_middle,7212,10,2,0,cluster,False,0,0,,,True,0,168,True,zero_within_cluster_forecast_rank_variation,0,0,0,0,57d505e90caac55bd3eec2cdbc640cb18291d68483dee03a7368e2cf5aac17de,zero_within_cluster_forecast_rank_variation,,1,1,ABSTAIN,User mean,12088,0.5966247518199868,0.0,0.0,0.0,0.0
ratings,User mean,directional_middle,7212,10,2,0,cluster,False,0,0,,,True,0,168,True,zero_within_cluster_forecast_rank_variation,0,0,2404,2110,57d505e90caac55bd3eec2cdbc640cb18291d68483dee03a7368e2cf5aac17de,zero_within_cluster_forecast_rank_variation,,1,1,ABSTAIN,User mean,12088,0.5966247518199868,0.0,0.0,0.3333333333333333,0.2925679423183583
retail,Croston SBA,complementary_middle,68000,10,2,2,W-FRI,True,-0.019878578046207469,0.0010230692344404477,-19.43033509074267,-19.43033509074267,False,0,17,False,none,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,1,1,1,NOT_RETAINED,Croston SBA,112000,0.6071428571428571,0.0,0.0,0.0,0.0
retail,Croston SBA,directional_middle,68000,10,2,2,W-FRI,True,0.0055164499101486852,0.00090355555524029841,6.1052692091319152,6.1052692091319152,False,0,17,False,none,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,5.1313775789264748e-10,5.1313775789264748e-10,3.0059284055600244e-09,RETAIN,Croston SBA,112000,0.6071428571428571,0.0,0.0,0.0,0.0
retail,Eight week mean,complementary_middle,68000,10,2,2,W-FRI,True,0.021868999907212004,0.010616840807614986,2.0598406158191942,2.0598406158191942,False,0,17,False,none,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,0.019706890156262747,0.019706890156262747,0.082458365217332949,NOT_RETAINED,Eight week mean,112000,0.6071428571428571,0.0,0.0,0.0,0.0
retail,Eight week mean,directional_middle,68000,10,2,2,W-FRI,True,0.06000151047539265,0.004564507565402204,13.145231904135443,13.145231904135443,False,0,17,False,none,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,9.0624497672206737e-40,9.0624497672206737e-40,2.6543627671371348e-38,RETAIN,Eight week mean,112000,0.6071428571428571,0.0,0.0,0.0,0.0
retail,Exponential smoothing,complementary_middle,68000,10,2,2,W-FRI,True,0.030103883361250441,0.011948137984020616,2.5195460080483865,2.5195460080483865,False,0,17,False,none,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,0.0058753141375109171,0.0058753141375109171,0.034417217181720701,RETAIN,Exponential smoothing,112000,0.6071428571428571,0.0,0.0,0.0,0.0
retail,Exponential smoothing,directional_middle,68000,10,2,2,W-FRI,True,0.048356781557598948,0.0061752947007023586,7.8306840242132898,7.8306840242132898,False,0,17,False,none,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,2.4261137213213377e-15,2.4261137213213377e-15,1.7765025175667452e-14,RETAIN,Exponential smoothing,112000,0.6071428571428571,0.0,0.0,0.0,0.0
retail,Four week mean,complementary_middle,68000,10,2,2,W-FRI,True,0.047060388964519986,0.012371285510057105,3.8040015264592144,3.8040015264592144,False,0,17,False,none,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,7.1188650772347221e-05,7.1188650772347221e-05,0.00069503099385012548,RETAIN,Four week mean,112000,0.6071428571428571,0.0,0.0,0.0,0.0
retail,Four week mean,directional_middle,68000,10,2,2,W-FRI,True,0.056798045812731179,0.005453664498203073,10.414657123012528,10.414657123012528,False,0,17,False,none,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,1.0628107086924731e-25,1.0628107086924731e-25,1.0376462752459183e-24,RETAIN,Four week mean,112000,0.6071428571428571,0.0,0.0,0.0,0.0
retail,Last week,complementary_middle,68000,10,2,2,W-FRI,True,0.02363468115302372,0.019186001492789546,1.2318711203012296,1.2318711203012296,False,0,17,True,exact_observed_baseline_copy,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,exact_observed_baseline_copy,0.10899861547850415,1,1,ABSTAIN,Last week,112000,0.6071428571428571,0.0,0.0,0.0,0.0
retail,Last week,directional_middle,68000,10,2,2,W-FRI,True,0.024564889729377676,0.016246043995477161,1.5120536258683315,1.5120536258683315,False,0,17,True,exact_observed_baseline_copy,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,exact_observed_baseline_copy,0.06526011044500285,1,1,ABSTAIN,Last week,112000,0.6071428571428571,0.0,0.0,0.0,0.0
retail,Past price and calendar,complementary_middle,68000,10,2,2,W-FRI,True,0.010137523209280191,0.0015807678364679121,6.4130373704538437,6.4130373704538437,False,0,17,False,none,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,7.1324266929116134e-11,7.1324266929116134e-11,2.0890651357293893e-09,RETAIN,Price and calendar,112000,0.6071428571428571,0.0,0.0,0.0,0.0
retail,Past price and calendar,directional_middle,68000,10,2,2,W-FRI,True,-0.0015812759315845598,0.0019394405115156213,-0.81532582319260449,-0.81532582319260449,False,0,17,False,none,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,0.7925570844220351,0.7925570844220351,1,NOT_RETAINED,Price and calendar,112000,0.6071428571428571,0.0,0.0,0.0,0.0
retail,Past price calendar and history,complementary_middle,68000,10,2,2,W-FRI,True,0.040771838163616153,0.014567393974396908,2.7988422799077974,2.7988422799077974,False,0,17,False,none,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,0.0025643090746613564,0.0025643090746613564,0.018776949682614553,RETAIN,"Price, calendar and history",112000,0.6071428571428571,0.0,0.0,0.0,0.0
retail,Past price calendar and history,directional_middle,68000,10,2,2,W-FRI,True,0.04305072803386769,0.0087137360016618284,4.940559138543712,4.940559138543712,False,0,17,False,none,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,3.8949430429569759e-07,3.8949430429569759e-07,1.901360753972582e-06,RETAIN,"Price, calendar and history",112000,0.6071428571428571,0.0,0.0,0.0,0.0
retail,Ridge with history,complementary_middle,68000,10,2,2,W-FRI,True,0.035527816382729206,0.016122092703536123,2.2036727511768213,2.2036727511768213,False,0,17,False,none,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,0.013773683409583862,0.013773683409583862,0.067237802411467248,NOT_RETAINED,Ridge with history,112000,0.6071428571428571,0.0,0.0,0.0,0.0
retail,Ridge with history,directional_middle,68000,10,2,2,W-FRI,True,0.040592145438561628,0.010924679097194738,3.7156373269568133,3.7156373269568133,False,0,17,False,none,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,0.00010134607088653124,0.00010134607088653124,0.00042405632041580898,RETAIN,Ridge with history,112000,0.6071428571428571,0.0,0.0,0.0,0.0
retail,Theta,complementary_middle,68000,10,2,2,W-FRI,True,0.04796879854805091,0.011676664404873124,4.1080908797919786,4.1080908797919786,False,0,17,False,none,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,1.9947156613412882e-05,1.9947156613412882e-05,0.00029212294238809618,RETAIN,Theta,112000,0.6071428571428571,0.0,0.0,0.0,0.0
retail,Theta,directional_middle,68000,10,2,2,W-FRI,True,0.055178701168980784,0.0051877739409509323,10.63629637625775,10.63629637625775,False,0,17,False,none,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,1.0099988917181956e-26,1.0099988917181956e-26,1.4791273451928575e-25,RETAIN,Theta,112000,0.6071428571428571,0.0,0.0,0.0,0.0
retail,Training series mean,complementary_middle,68000,10,2,2,W-FRI,True,5.9301281241487342e-13,4.6060334567721379e-13,,1.2874696156255254,True,0,17,True,undefined_rank_or_scale,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,undefined_rank_or_scale,,1,1,ABSTAIN,Training series mean,112000,0.6071428571428571,0.0,0.0,0.0,0.0
retail,Training series mean,directional_middle,68000,10,2,2,W-FRI,True,-2.0915077801061121e-17,1.0037417437370806e-16,,-0.2083711067270268,True,0,17,True,undefined_rank_or_scale,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,undefined_rank_or_scale,,1,1,ABSTAIN,Training series mean,112000,0.6071428571428571,0.0,0.0,0.0,0.0
