replication,seed,condition,clusters,reject,fold_scheme,lag,n,periods,calendar_gaps,mean_product,standard_error,statistic,p_one_sided,inference_status,nuisance_r2
99,202609058430099,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-8.608139692117642e-05,0.00045313389360953103,-0.18996900945872175,0.5753332924199263,computed,0.9732311863877128
100,202609058430100,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,8.476685643423876e-05,0.0004074377323141644,0.20804861629476498,0.41759550372657,computed,0.9734236848518094
101,202609058430101,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.00014266727378303595,0.00038368155208238255,-0.3718377206533063,0.6449931614462785,computed,0.9732202844240517
102,202609058430102,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.0004671514721033516,0.00042059728570179803,-1.1106858935712685,0.8666482118719105,computed,0.9726817925284343
103,202609058430103,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.0009240585717355358,0.0004518290290930226,-2.045150958074654,0.979580011140231,computed,0.972264914985547
104,202609058430104,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.00013148104868960782,0.0003909003351275909,-0.3363544025785807,0.6316981850868513,computed,0.9726806591239884
105,202609058430105,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.00015385685417600045,0.0004662202657709175,-0.33000893670203457,0.6293033952277496,computed,0.9723555019072061
106,202609058430106,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.00013599381242243968,0.000393926516718899,-0.3452263471755143,0.6350378936063272,computed,0.9735915938563041
107,202609058430107,high_overlap_conditional_null,50,True,contiguous,0,4000,50,0,0.0010085534247626419,0.0004415359797162529,2.2841930694091452,0.011180093353520382,computed,0.9724408778575573
108,202609058430108,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.000800642654525427,0.00043238903335166516,-1.8516719730823017,0.9679635295227791,computed,0.9730727532772625
109,202609058430109,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.00037194140171770715,0.00046543951927191247,-0.7991186530519271,0.7878891926528416,computed,0.9731055559515914
110,202609058430110,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.0002926731725305437,0.0004738756062328439,-0.6176160339993014,0.7315857636556325,computed,0.9717433911534229
111,202609058430111,high_overlap_conditional_null,50,True,contiguous,0,4000,50,0,0.0009756541156318988,0.00046802564208184934,2.084616798541295,0.018552049207116478,computed,0.9734578611232971
112,202609058430112,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.00046542708294127253,0.00043206780567691495,1.0772084307741792,0.14069357983504321,computed,0.9735335467960567
113,202609058430113,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.0001990675091994159,0.0004579398642867234,-0.4347022933010623,0.668110733213284,computed,0.9740418919510805
114,202609058430114,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.0003413178085816645,0.00043066599305270457,-0.7925348508766382,0.7859755604526775,computed,0.9721518691234428
115,202609058430115,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.00021032344002269455,0.00043302793244210926,0.48570409496808226,0.31358848993727195,computed,0.972866116665533
116,202609058430116,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.0005191421473041286,0.00043758775167115113,-1.1863726654174405,0.882262419218353,computed,0.9730325817031819
117,202609058430117,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.0002658447564075279,0.0005001091735674241,0.5315734452763183,0.29751073030576664,computed,0.9721991802367156
118,202609058430118,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.00045934982194914466,0.00042656045893170745,1.0768692041910213,0.1407693514258846,computed,0.9730670925643798
119,202609058430119,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.0003335510496936006,0.00047932664767138524,-0.6958742046035278,0.7567461934709847,computed,0.9721253331178622
120,202609058430120,high_overlap_conditional_null,50,True,contiguous,0,4000,50,0,0.0009401749830927552,0.0003244664792431714,2.897602813349915,0.0018801323320950388,computed,0.9725276710592379
121,202609058430121,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.00016236665571847824,0.000462905038545443,0.3507558617825216,0.3628857565279473,computed,0.9732014029490007
122,202609058430122,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.00012723446656463805,0.0004031833226012263,0.3155747260173282,0.3761626618949878,computed,0.9733019794321667
123,202609058430123,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.00025433881813612813,0.0004459098075616454,-0.5703817539401547,0.7157905989088675,computed,0.9729590365666702
124,202609058430124,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.00034396031682081023,0.000437414627528848,0.786348455615206,0.21583168596801405,computed,0.9743124069151511
125,202609058430125,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.0004016608146209212,0.00048059206521904236,0.8357624765149916,0.2016442699785435,computed,0.9733260132619334
126,202609058430126,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.0002729408144463741,0.0004304971581703437,0.6340130457687574,0.26303615414811576,computed,0.972020237158239
127,202609058430127,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.0001824261167756087,0.0005530962927471267,0.32982704669657437,0.370765324798779,computed,0.9720233772996375
128,202609058430128,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.0004558724421550258,0.0004535794853618496,1.005055248015344,0.15743512373876145,computed,0.9729575964111928
129,202609058430129,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,7.147368716338628e-05,0.0004230631089233577,0.168943322298363,0.4329206113342147,computed,0.9728963061338479
130,202609058430130,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.00031336009983842837,0.0004166380834204429,-0.7521158346012422,0.7740092988697276,computed,0.9726635319536059
131,202609058430131,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.0005313973788245212,0.0004391744204677655,-1.20999164354456,0.8868589502770835,computed,0.9724044779196228
132,202609058430132,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.0013357522161565217,0.0004978150143473934,-2.6832300707274075,0.9963542595103798,computed,0.9732220468094439
133,202609058430133,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.0004981772304439352,0.0003855363428350359,1.2921667171001214,0.09814970757440117,computed,0.9722247944873129
134,202609058430134,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.00033956736912155194,0.00041744963147782394,0.813433151011395,0.20798487948336425,computed,0.9733348531073006
135,202609058430135,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,5.114188929337726e-05,0.00041601570185538825,0.12293259380665097,0.4510802376237758,computed,0.9727777197168844
136,202609058430136,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,4.487695640034639e-05,0.0004173719158310509,0.10752270264996042,0.4571871578075642,computed,0.974439560627463
137,202609058430137,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.00029081578882609596,0.00044733890104643097,0.6501017196264608,0.2578132592641859,computed,0.9736265129051928
138,202609058430138,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.000581853929579107,0.0004071761981314439,-1.4289978939075263,0.9234975806153225,computed,0.9732283928380081
139,202609058430139,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.00019443627038210736,0.0004614774843947376,-0.421334251306161,0.6632444886781891,computed,0.9725590162749842
140,202609058430140,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.000111742599012982,0.00041019005854765143,0.2724166436617843,0.3926508383347353,computed,0.9729795770757746
141,202609058430141,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.0004075975029771196,0.0004246444302745352,0.9598559969657563,0.16856384752028852,computed,0.9730550909318566
142,202609058430142,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.0004321229211066261,0.0004867397094281768,0.8877905639017727,0.18732670981702376,computed,0.9737049301387353
143,202609058430143,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.0003389354505971644,0.00046400669383812534,-0.7304537953829743,0.7674435770321182,computed,0.9735275753410564
144,202609058430144,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,5.342016273252306e-05,0.0003730941287883114,0.14318146175608393,0.44307343516855413,computed,0.9727663927834971
145,202609058430145,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.0002723642338270382,0.0003955044584589156,0.68865022378839,0.2455217036148445,computed,0.9728160480275367
146,202609058430146,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-7.726727213883519e-05,0.0003669716753479146,-0.2105537765703047,0.5833822577145718,computed,0.9729551828597598
147,202609058430147,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.0004897632968037049,0.00042353519887921827,-1.1563697612376562,0.8762350276260606,computed,0.9740305045722583
148,202609058430148,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.00017582949553029072,0.0004894239399267561,-0.35925806072462285,0.6402989772274987,computed,0.9725700374007161
149,202609058430149,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.00013852429714617564,0.0003657018072220011,0.3787902996664268,0.35242179564985776,computed,0.9724027368900928
150,202609058430150,high_overlap_conditional_null,50,True,contiguous,0,4000,50,0,0.000949905514764355,0.00045189154162357,2.1020652684746097,0.017773779393491725,computed,0.9722117286908399
151,202609058430151,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-7.207469208366702e-05,0.0004172770954183903,-0.17272621209031386,0.5685666804057274,computed,0.9727091873568448
152,202609058430152,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.00011677795423535742,0.0003576513466170119,-0.3265133917149994,0.6279820205550014,computed,0.9731692660594482
153,202609058430153,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.00021939382810915194,0.0004867592806502784,0.4507234619462339,0.3260944352253574,computed,0.9735542842799115
154,202609058430154,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,7.731957299403599e-05,0.00040128951253958736,0.19267778144690084,0.42360566261064875,computed,0.9731070133744575
155,202609058430155,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.0007921709097654186,0.0004969055827863549,-1.5942081095635694,0.9445552846194138,computed,0.973336968998737
156,202609058430156,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,4.711709570082922e-05,0.0004268347878542471,0.11038719673645363,0.4560511532992393,computed,0.9726045512158226
157,202609058430157,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,9.784705322087516e-05,0.0004005817493852195,0.24426238432240838,0.4035138070921306,computed,0.9719577372612562
158,202609058430158,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.00044747523377508617,0.0005481257896170425,-0.8163732527304041,0.7928566551669505,computed,0.972055583054516
159,202609058430159,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.0005954335287896243,0.0004393106227100146,1.3553815865332834,0.08764800658005756,computed,0.9726993172427677
160,202609058430160,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.0002310013726322896,0.0004065416958000202,-0.5682107764560521,0.7150540725579078,computed,0.9743674914628729
161,202609058430161,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.0008147785062747929,0.00040136987981102427,-2.0299941456952686,0.9788214328169528,computed,0.9723027803081138
162,202609058430162,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.0003313427267892474,0.00041275158769937657,0.8027654808939888,0.2110551487063952,computed,0.9726265810093537
163,202609058430163,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.000864661152037119,0.00045465695348845855,-1.9017880303002301,0.9714005641237851,computed,0.9738240201014038
164,202609058430164,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.00026210788848991015,0.0004524725684100971,-0.579279069692352,0.7187995570534202,computed,0.9739827421609677
165,202609058430165,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.0002324134710636629,0.0004472199066305011,-0.5196849863297475,0.6983584235574944,computed,0.9738095060114897
166,202609058430166,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.00035245165312460913,0.00040845798276481905,0.8628834984173706,0.19410076216507022,computed,0.9718221357609007
167,202609058430167,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.00020110676177297851,0.0003138216591524291,0.6408313636354117,0.2608161266606088,computed,0.9729850099452076
168,202609058430168,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.0007023716449423762,0.00038919242226787335,-1.804689929083326,0.9644383916816976,computed,0.9716554897175158
169,202609058430169,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.0005417347224646374,0.00042066983414318576,-1.287790752973849,0.9010905939784841,computed,0.9722923483229954
170,202609058430170,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-3.548559475128488e-05,0.00043135348289782523,-0.08226569659967335,0.5327822839611506,computed,0.9721733489134925
171,202609058430171,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.00027337199043455507,0.000375072737533082,-0.7288506017061378,0.7669534727357966,computed,0.9738875240154602
172,202609058430172,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.00017801143378054602,0.000407804949915624,0.4365112140433241,0.3312329323928421,computed,0.9725571119262595
173,202609058430173,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.00024385245170718494,0.00035500381349068974,0.6869009358221448,0.246072578592835,computed,0.9722716389427641
174,202609058430174,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.00013589805191913074,0.0005589641350972485,-0.24312481496775679,0.596045645857518,computed,0.9739396702502011
175,202609058430175,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.000337029848516915,0.00041556216951917324,-0.8110214866451291,0.7913233341618164,computed,0.9721017466934324
176,202609058430176,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-9.929899093405123e-05,0.00040179149031237884,-0.24714060234787386,0.5976002940085503,computed,0.9735458391921559
177,202609058430177,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.0006311412423206862,0.00040220175595339107,-1.569215531704008,0.9417011368192298,computed,0.9737583000520925
178,202609058430178,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.00024106024013814914,0.0004165581439382552,0.578695300154498,0.2813973938851997,computed,0.973211808315948
179,202609058430179,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.0003822024962301833,0.00040097170968538546,0.9531906790383564,0.17024673408920665,computed,0.9726558494890026
180,202609058430180,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.0002676151282795861,0.0005171246958778771,0.5175059911329112,0.3024014938950783,computed,0.9727027715190176
181,202609058430181,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,6.767477599303977e-05,0.0004530956824571438,0.14936089354468923,0.44063443398443947,computed,0.9722967110826614
182,202609058430182,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.0007264805336943916,0.0004502336601785646,-1.6135633515412113,0.9466889142443409,computed,0.9726875213966523
183,202609058430183,high_overlap_conditional_null,50,True,contiguous,0,4000,50,0,0.0013177837539691747,0.0004611598067806192,2.857542514749263,0.0021346771820843617,computed,0.9722675397753141
184,202609058430184,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.000560489010518756,0.00047147148811933033,-1.1888078593140612,0.8827423576911005,computed,0.9722510078243005
185,202609058430185,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,5.897808670978194e-06,0.0004690014439702436,0.012575246295728652,0.4949833347864343,computed,0.9714433205444304
186,202609058430186,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.0004852565793100364,0.0004006567944166607,-1.2111527523614054,0.8870815665797926,computed,0.9737399897263124
187,202609058430187,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.0002496799240717901,0.0004142286711303346,0.6027586728617097,0.27333462160552213,computed,0.9732600909509083
188,202609058430188,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.0007078526364430222,0.0003965846327616639,-1.7848715708266527,0.9628589245377366,computed,0.9728852711305137
189,202609058430189,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,7.040366842858804e-05,0.0003981174520159027,0.17684145237063303,0.429816463934392,computed,0.9726398707513532
190,202609058430190,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.0004940772364157334,0.00042820657487465107,1.1538291689247524,0.12428510649137142,computed,0.9724669856445505
191,202609058430191,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.00045612350484728616,0.00036845599515731876,-1.237932102726504,0.8921293811663122,computed,0.973383088932403
192,202609058430192,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.0004917010788970154,0.0004861802089719471,-1.011355603998654,0.8440768690987053,computed,0.9731469069032417
193,202609058430193,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.0006447939298171012,0.000407222202546713,-1.5833958113890807,0.9433343614571262,computed,0.9711365111543142
194,202609058430194,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.00038339458047995654,0.00045914279297929817,0.8350225383963351,0.20185250923673653,computed,0.9727323140711953
195,202609058430195,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.000484021251112938,0.0004277027353628769,1.1316767724253123,0.1288851751517826,computed,0.9731016808376268
196,202609058430196,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.00045466107609528586,0.0004453836175756766,1.0208302644136498,0.15366743151750456,computed,0.9723908160954923
197,202609058430197,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.00016449703601996435,0.0004566694728651537,-0.3602102741571635,0.6406550539790291,computed,0.9734751677027144
198,202609058430198,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.0003314682479167024,0.00043492801266625694,-0.7621220943776168,0.77700643136887,computed,0.9735918704402047
199,202609058430199,high_overlap_conditional_null,50,True,contiguous,0,4000,50,0,0.0008234002354099535,0.0004150848474814637,1.9836913835953114,0.023645127351810142,computed,0.9729796147619943
200,202609058430200,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,3.969029410447764e-05,0.00041887297155360166,0.09475496582476106,0.4622547289617958,computed,0.9733625536794257
201,202609058430201,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.000420581416115185,0.0003789906779089835,-1.1097407947754054,0.8664446308416807,computed,0.9746985259628715
202,202609058430202,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.0004781325128545208,0.0004671245859271773,-1.023565291271266,0.8469796769110195,computed,0.9732647099339337
203,202609058430203,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.00017993298536912188,0.0004211743493047057,-0.4272173404343443,0.6653894838354457,computed,0.9720425373655506
204,202609058430204,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.00041314022127268333,0.0003650312802174073,-1.1317940233139008,0.8711394794840105,computed,0.973421388511167
205,202609058430205,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.00023379211718521726,0.000449618380155398,0.5199790033147969,0.30153910477449736,computed,0.9722712518588105
206,202609058430206,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,2.8760210837936562e-05,0.00040620520800526376,0.07080217158999073,0.47177760174278816,computed,0.9728030243323229
207,202609058430207,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.0005513725643895796,0.0004721160764805407,1.1678750033251741,0.12142859418084984,computed,0.9719359905022411
208,202609058430208,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.0005142640228075625,0.00040659946691043783,-1.2647926636874811,0.8970271690280475,computed,0.9736065731698981
209,202609058430209,high_overlap_conditional_null,50,True,contiguous,0,4000,50,0,0.0009097663105083341,0.00045156447620248115,2.014698583376598,0.021968120369265386,computed,0.9729779418656473
210,202609058430210,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.0002813587898458702,0.0004672061122384622,0.6022155585632932,0.27351533022352253,computed,0.9730101170086165
211,202609058430211,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.00018257232350474612,0.00043439204952301126,-0.42029388821738695,0.6628646129211663,computed,0.9730442933338977
212,202609058430212,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,7.462971142723862e-05,0.00041905166543223187,0.17809190986095144,0.42932539773328987,computed,0.9728535969988772
213,202609058430213,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.00018128111260684552,0.0003992075848866885,-0.45410237548041715,0.6751224281961681,computed,0.9727156647651176
214,202609058430214,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.00032104895432718167,0.00031918098649620695,1.0058523781490878,0.1572432935155182,computed,0.9729358762453446
215,202609058430215,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.00026382312794692253,0.0004183136061932649,0.6306826362827742,0.2641240273057849,computed,0.9727544633408275
216,202609058430216,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.00013538558430666647,0.000421171441369836,-0.32145005811964034,0.6260653233264465,computed,0.9718274616304067
217,202609058430217,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.00010552083161171178,0.0003737530941878416,0.2823276469215768,0.38884614415169005,computed,0.9733134162422283
218,202609058430218,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.0005630245469669431,0.0004769292997502032,-1.1805199371517605,0.8811032571523547,computed,0.9720978945465459
219,202609058430219,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.0002899620802341637,0.0004609070028521858,0.6291118998839672,0.26463790020280575,computed,0.9731745222509617
220,202609058430220,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.00038092393410837466,0.0004826649720798912,-0.789209816628922,0.7850053072964749,computed,0.9725270421209137
221,202609058430221,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.0005563911897992204,0.000410629790074458,1.3549703485914455,0.08771350214974877,computed,0.9727734934851013
222,202609058430222,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.0005101218514040516,0.00040875887562156013,1.2479774307734814,0.10601966121414508,computed,0.9734545010034963
223,202609058430223,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.0003165842543096593,0.000407861948765137,0.7762044369869889,0.21881414335627453,computed,0.972653531746433
224,202609058430224,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.0006272230923677522,0.0005203580455710565,1.2053682992052497,0.11403057686782353,computed,0.9727085048753279
225,202609058430225,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.00031887648537571645,0.0004878502742764804,0.6536359661755543,0.25667318339777767,computed,0.972649204777628
226,202609058430226,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.0003283932106922018,0.0004048327257336119,0.8111824707281475,0.20863044532289599,computed,0.9733367996455704
227,202609058430227,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-9.521043775721618e-05,0.0004035836013561201,-0.2359125530306247,0.5932497363801437,computed,0.9731676980158116
228,202609058430228,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-3.421215348405179e-05,0.0003919974908479912,-0.08727646039274925,0.534774117752228,computed,0.9734238478788341
229,202609058430229,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.0005427318779951844,0.0005068558749313012,-1.0707814683389945,0.8578661493287395,computed,0.9720911372886618
230,202609058430230,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.0008280076029247806,0.0004291469017159787,-1.9294269622218525,0.9731610604064519,computed,0.9730104985858312
231,202609058430231,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.0005819809201909821,0.00043615827822301295,-1.3343342296793648,0.908952827843766,computed,0.9722468922172207
232,202609058430232,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.00017742233937979558,0.00041034650778655116,-0.4323719978435515,0.6672644666478983,computed,0.9725055304262928
233,202609058430233,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.0006081606713244634,0.0004129741793724829,-1.4726360670988383,0.9295754029504705,computed,0.9735299969391599
234,202609058430234,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.0004052325846469652,0.00044900612137797847,-0.9025101559936993,0.8166070355482824,computed,0.9732125210931142
235,202609058430235,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.0003067289536775738,0.0003427628596548586,-0.894872198190992,0.8145722949361005,computed,0.9730170076846348
236,202609058430236,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.0009766042839533288,0.0004830654764122996,-2.021680976265401,0.9783953397847995,computed,0.971511831570791
237,202609058430237,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.0002725122723247446,0.00046295902859626954,-0.5886315105486215,0.7219457544188662,computed,0.971736796637953
238,202609058430238,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.0005357363714851377,0.0005477028333883604,-0.9781515428189547,0.8360003106920315,computed,0.9741549890681247
239,202609058430239,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,3.3457379382291446e-05,0.00042152388284110077,0.07937244067118177,0.46836819431264987,computed,0.9737558872062566
240,202609058430240,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.00020792244979969638,0.0003345232881675153,-0.6215485054528626,0.732880604868567,computed,0.973597595363398
241,202609058430241,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,3.094639708836597e-05,0.0005414654243063574,0.05715304375715173,0.4772116413163635,computed,0.9724894701105715
242,202609058430242,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.00016108582664443473,0.0004969127238257344,-0.32417327816489355,0.6270965742185558,computed,0.9727472592805569
243,202609058430243,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,4.619225006053967e-05,0.00040509486829928436,0.11402822813942143,0.4546077082813091,computed,0.9740759129692391
244,202609058430244,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.0005448113003088505,0.00042560303757825787,1.2800926032128546,0.10025628488250016,computed,0.9726798841261303
245,202609058430245,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.00028225191142792306,0.0004727778973806149,-0.5970074172073513,0.72474878572852,computed,0.9729904440958194
246,202609058430246,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.00021547665512992216,0.00038922401280013327,0.5536057592638035,0.28992434183728005,computed,0.9740437738561687
247,202609058430247,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.0003337786557070227,0.0004359232065914786,0.7656822363665082,0.22193269959639905,computed,0.9732815593283213
248,202609058430248,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-3.6611972338332353e-05,0.0004048587068170183,-0.09043148071625803,0.5360278294114253,computed,0.9731239941892192
249,202609058430249,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,9.286600774910996e-05,0.00035189783967783285,0.26390047700812835,0.39592830403633356,computed,0.9732821576059514
250,202609058430250,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-1.8308827581984765e-05,0.0003891078494913121,-0.04705334936296,0.5187646460303293,computed,0.9728645236559751
251,202609058430251,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,-0.00041270786540422615,0.00037914446245019645,-1.0885240489525507,0.8618180871044046,computed,0.9733702139001444
252,202609058430252,high_overlap_conditional_null,50,True,contiguous,0,4000,50,0,0.0011169075202588812,0.0004961288474605928,2.251244865070251,0.012185016364603549,computed,0.9720030181678126
253,202609058430253,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.00018103318834050068,0.00048484984518873625,0.37337990335962745,0.35443285729139384,computed,0.973050816837847
254,202609058430254,high_overlap_conditional_null,50,False,contiguous,0,4000,50,0,0.000272515598416457,0.00044113515438314824,0.6177598763297911,0.2683668179588393,computed,0.9721185035098565
