design,signal,training_rows,validation_pairs,groups,peers,total_observations,method,level,replications,rejections,rejection_rate,ci_lower,ci_upper,target,allowance_failures,p_min,p_median,p_max,mean,signed_allowance,mean_radius
two_balanced,-0.125,8192,512,400,64,34816,independent_betting,0.01,300,0,0,0,0.012220974694293552,-0.0050000000000000001,0,1,1,1,-0.0049754415119617375,0.027333417116044131,
two_balanced,-0.125,8192,512,400,64,34816,independent_betting,0.050000000000000003,300,0,0,0,0.012220974694293552,-0.0050000000000000001,0,1,1,1,-0.0049754415119617375,0.027333417116044131,
two_balanced,-0.125,8192,512,400,64,34816,pooled_variance,0.001,300,0,0,0,0.012220974694293552,-0.0050000000000000001,0,1,1,1,-0.0049884490100859736,0.027333417116044131,0.0014991085307820037
two_balanced,-0.125,8192,512,400,64,34816,pooled_variance,0.0050000000000000001,300,0,0,0,0.012220974694293552,-0.0050000000000000001,0,1,1,1,-0.0049884490100859736,0.027333417116044131,0.0014991085307820037
two_balanced,-0.125,8192,512,400,64,34816,pooled_variance,0.01,300,0,0,0,0.012220974694293552,-0.0050000000000000001,0,1,1,1,-0.0049884490100859736,0.027333417116044131,0.0014991085307820037
two_balanced,-0.125,8192,512,400,64,34816,pooled_variance,0.050000000000000003,300,0,0,0,0.012220974694293552,-0.0050000000000000001,0,1,1,1,-0.0049884490100859736,0.027333417116044131,0.0014991085307820037
two_balanced,-0.125,8192,512,400,64,34816,pooled_betting,0.001,300,0,0,0,0.012220974694293552,-0.0050000000000000001,0,1,1,1,-0.0049847707554435058,0.027333417116044131,
two_balanced,-0.125,8192,512,400,64,34816,pooled_betting,0.0050000000000000001,300,0,0,0,0.012220974694293552,-0.0050000000000000001,0,1,1,1,-0.0049847707554435058,0.027333417116044131,
two_balanced,-0.125,8192,512,400,64,34816,pooled_betting,0.01,300,0,0,0,0.012220974694293552,-0.0050000000000000001,0,1,1,1,-0.0049847707554435058,0.027333417116044131,
two_balanced,-0.125,8192,512,400,64,34816,pooled_betting,0.050000000000000003,300,0,0,0,0.012220974694293552,-0.0050000000000000001,0,1,1,1,-0.0049847707554435058,0.027333417116044131,
two_balanced,-0.125,8192,8192,400,64,50176,signed_variance,0.001,300,0,0,0,0.012220974694293552,-0.0050000000000000001,0,1,1,1,-0.0049870786040636349,0.0017302149693182022,0.0015160206891929287
two_balanced,-0.125,8192,8192,400,64,50176,signed_variance,0.0050000000000000001,300,0,0,0,0.012220974694293552,-0.0050000000000000001,0,1,1,1,-0.0049870786040636349,0.0017302149693182022,0.0015160206891929287
two_balanced,-0.125,8192,8192,400,64,50176,signed_variance,0.01,300,0,0,0,0.012220974694293552,-0.0050000000000000001,0,1,1,1,-0.0049870786040636349,0.0017302149693182022,0.0015160206891929287
two_balanced,-0.125,8192,8192,400,64,50176,signed_variance,0.050000000000000003,300,0,0,0,0.012220974694293552,-0.0050000000000000001,0,1,1,1,-0.0049870786040636349,0.0017302149693182022,0.0015160206891929287
two_balanced,-0.125,8192,8192,400,64,50176,independent_bernstein,0.001,300,0,0,0,0.012220974694293552,-0.0050000000000000001,0,1,1,1,-0.0049754415119617375,0.0017302149693182022,0.0015160662726640226
