model,left_q,left_term,right_q,right_term,hac_covariance
Croston SBA,16,outcome_fit_shift,8,joint_fit_shift,-2.2292227334063679e-07
Croston SBA,16,outcome_fit_shift,12,outcome_fit_shift,4.424645898124531e-06
Croston SBA,16,outcome_fit_shift,12,forecast_fit_shift,-2.051767273135542e-06
Croston SBA,16,outcome_fit_shift,12,joint_fit_shift,2.0119780814283645e-07
Croston SBA,16,outcome_fit_shift,16,outcome_fit_shift,5.2612733864021168e-06
Croston SBA,16,outcome_fit_shift,16,forecast_fit_shift,-4.2962820449725373e-06
Croston SBA,16,outcome_fit_shift,16,joint_fit_shift,7.548333105118549e-07
Croston SBA,16,outcome_fit_shift,24,outcome_fit_shift,4.3817393646906156e-06
Croston SBA,16,outcome_fit_shift,24,forecast_fit_shift,-4.4631907216133277e-06
Croston SBA,16,outcome_fit_shift,24,joint_fit_shift,6.1446248964602111e-07
Croston SBA,16,outcome_fit_shift,32,outcome_fit_shift,4.7324763287086579e-06
Croston SBA,16,outcome_fit_shift,32,forecast_fit_shift,-4.6872619705826408e-06
Croston SBA,16,outcome_fit_shift,32,joint_fit_shift,1.0523626032753088e-06
Croston SBA,16,forecast_fit_shift,8,outcome_fit_shift,-5.692752144914871e-06
Croston SBA,16,forecast_fit_shift,8,forecast_fit_shift,4.1742895930521093e-06
Croston SBA,16,forecast_fit_shift,8,joint_fit_shift,3.3102870689822951e-07
Croston SBA,16,forecast_fit_shift,12,outcome_fit_shift,-3.6762858425625637e-06
Croston SBA,16,forecast_fit_shift,12,forecast_fit_shift,1.7681862995575097e-06
Croston SBA,16,forecast_fit_shift,12,joint_fit_shift,-1.5213729390260203e-07
Croston SBA,16,forecast_fit_shift,16,outcome_fit_shift,-4.2962820449725373e-06
Croston SBA,16,forecast_fit_shift,16,forecast_fit_shift,4.5235950241491252e-06
Croston SBA,16,forecast_fit_shift,16,joint_fit_shift,-7.7117159941136538e-07
Croston SBA,16,forecast_fit_shift,24,outcome_fit_shift,-3.5688013554997659e-06
Croston SBA,16,forecast_fit_shift,24,forecast_fit_shift,4.6976766849239974e-06
Croston SBA,16,forecast_fit_shift,24,joint_fit_shift,-6.4644990074985776e-07
Croston SBA,16,forecast_fit_shift,32,outcome_fit_shift,-3.7886298985382313e-06
Croston SBA,16,forecast_fit_shift,32,forecast_fit_shift,4.8285594855485522e-06
Croston SBA,16,forecast_fit_shift,32,joint_fit_shift,-1.0137912533200741e-06
Croston SBA,16,joint_fit_shift,8,outcome_fit_shift,1.0527735473875156e-06
Croston SBA,16,joint_fit_shift,8,forecast_fit_shift,-6.7449618553889559e-07
Croston SBA,16,joint_fit_shift,8,joint_fit_shift,-5.9245213976267468e-08
Croston SBA,16,joint_fit_shift,12,outcome_fit_shift,7.5690700532935797e-07
Croston SBA,16,joint_fit_shift,12,forecast_fit_shift,-9.415095799096286e-08
Croston SBA,16,joint_fit_shift,12,joint_fit_shift,5.2274964321719338e-08
Croston SBA,16,joint_fit_shift,16,outcome_fit_shift,7.548333105118549e-07
Croston SBA,16,joint_fit_shift,16,forecast_fit_shift,-7.7117159941136538e-07
Croston SBA,16,joint_fit_shift,16,joint_fit_shift,2.2565746751238192e-07
Croston SBA,16,joint_fit_shift,24,outcome_fit_shift,7.1242863074225999e-07
Croston SBA,16,joint_fit_shift,24,forecast_fit_shift,-7.9622244308634229e-07
Croston SBA,16,joint_fit_shift,24,joint_fit_shift,1.8888893305387607e-07
Croston SBA,16,joint_fit_shift,32,outcome_fit_shift,7.7224525797695705e-07
Croston SBA,16,joint_fit_shift,32,forecast_fit_shift,-8.6395746938777623e-07
Croston SBA,16,joint_fit_shift,32,joint_fit_shift,1.8642471622615987e-07
Croston SBA,24,outcome_fit_shift,8,outcome_fit_shift,5.5549449805722462e-06
Croston SBA,24,outcome_fit_shift,8,forecast_fit_shift,-3.280392034404543e-06
Croston SBA,24,outcome_fit_shift,8,joint_fit_shift,-1.9594125468016295e-07
Croston SBA,24,outcome_fit_shift,12,outcome_fit_shift,3.7953720386979819e-06
Croston SBA,24,outcome_fit_shift,12,forecast_fit_shift,-1.5035330427603517e-06
Croston SBA,24,outcome_fit_shift,12,joint_fit_shift,1.8730773515634822e-07
Croston SBA,24,outcome_fit_shift,16,outcome_fit_shift,4.3817393646906156e-06
Croston SBA,24,outcome_fit_shift,16,forecast_fit_shift,-3.5688013554997659e-06
Croston SBA,24,outcome_fit_shift,16,joint_fit_shift,7.1242863074225999e-07
Croston SBA,24,outcome_fit_shift,24,outcome_fit_shift,3.7336321859162507e-06
Croston SBA,24,outcome_fit_shift,24,forecast_fit_shift,-3.7034648105217484e-06
Croston SBA,24,outcome_fit_shift,24,joint_fit_shift,5.8340431578021558e-07
Croston SBA,24,outcome_fit_shift,32,outcome_fit_shift,4.0308949659674032e-06
Croston SBA,24,outcome_fit_shift,32,forecast_fit_shift,-3.9351850997969617e-06
Croston SBA,24,outcome_fit_shift,32,joint_fit_shift,8.900277615716283e-07
Croston SBA,24,forecast_fit_shift,8,outcome_fit_shift,-5.9111288304199587e-06
Croston SBA,24,forecast_fit_shift,8,forecast_fit_shift,4.3358555510579028e-06
Croston SBA,24,forecast_fit_shift,8,joint_fit_shift,3.4515565897218389e-07
Croston SBA,24,forecast_fit_shift,12,outcome_fit_shift,-3.8138816321510436e-06
Croston SBA,24,forecast_fit_shift,12,forecast_fit_shift,1.8431178853990825e-06
Croston SBA,24,forecast_fit_shift,12,joint_fit_shift,-1.5683117585093177e-07
Croston SBA,24,forecast_fit_shift,16,outcome_fit_shift,-4.4631907216133277e-06
Croston SBA,24,forecast_fit_shift,16,forecast_fit_shift,4.6976766849239974e-06
Croston SBA,24,forecast_fit_shift,16,joint_fit_shift,-7.9622244308634229e-07
Croston SBA,24,forecast_fit_shift,24,outcome_fit_shift,-3.7034648105217484e-06
Croston SBA,24,forecast_fit_shift,24,forecast_fit_shift,4.8797617537538152e-06
Croston SBA,24,forecast_fit_shift,24,joint_fit_shift,-6.6806855110872945e-07
Croston SBA,24,forecast_fit_shift,32,outcome_fit_shift,-3.9292584553497987e-06
Croston SBA,24,forecast_fit_shift,32,forecast_fit_shift,5.0131459849682555e-06
Croston SBA,24,forecast_fit_shift,32,joint_fit_shift,-1.0536124491753575e-06
Croston SBA,24,joint_fit_shift,8,outcome_fit_shift,8.6481803449876175e-07
Croston SBA,24,joint_fit_shift,8,forecast_fit_shift,-5.6345758287339161e-07
Croston SBA,24,joint_fit_shift,8,joint_fit_shift,-5.3266998167577173e-08
Croston SBA,24,joint_fit_shift,12,outcome_fit_shift,6.2183290958504499e-07
Croston SBA,24,joint_fit_shift,12,forecast_fit_shift,-6.8588329001470443e-08
Croston SBA,24,joint_fit_shift,12,joint_fit_shift,4.3121551110195294e-08
Croston SBA,24,joint_fit_shift,16,outcome_fit_shift,6.1446248964602111e-07
Croston SBA,24,joint_fit_shift,16,forecast_fit_shift,-6.4644990074985776e-07
Croston SBA,24,joint_fit_shift,16,joint_fit_shift,1.8888893305387607e-07
Croston SBA,24,joint_fit_shift,24,outcome_fit_shift,5.8340431578021558e-07
Croston SBA,24,joint_fit_shift,24,forecast_fit_shift,-6.6806855110872945e-07
Croston SBA,24,joint_fit_shift,24,joint_fit_shift,1.5971669075606281e-07
Croston SBA,24,joint_fit_shift,32,outcome_fit_shift,6.253827959685947e-07
Croston SBA,24,joint_fit_shift,32,forecast_fit_shift,-7.2476690595819707e-07
Croston SBA,24,joint_fit_shift,32,joint_fit_shift,1.5818029819509975e-07
Croston SBA,32,outcome_fit_shift,8,outcome_fit_shift,5.9728941101764065e-06
Croston SBA,32,outcome_fit_shift,8,forecast_fit_shift,-3.4816294967325112e-06
Croston SBA,32,outcome_fit_shift,8,joint_fit_shift,-1.8648572733255888e-07
Croston SBA,32,outcome_fit_shift,12,outcome_fit_shift,4.0928066929959093e-06
Croston SBA,32,outcome_fit_shift,12,forecast_fit_shift,-1.6182667475651025e-06
Croston SBA,32,outcome_fit_shift,12,joint_fit_shift,2.1309439326325266e-07
Croston SBA,32,outcome_fit_shift,16,outcome_fit_shift,4.7324763287086579e-06
Croston SBA,32,outcome_fit_shift,16,forecast_fit_shift,-3.7886298985382313e-06
Croston SBA,32,outcome_fit_shift,16,joint_fit_shift,7.7224525797695705e-07
Croston SBA,32,outcome_fit_shift,24,outcome_fit_shift,4.0308949659674032e-06
Croston SBA,32,outcome_fit_shift,24,forecast_fit_shift,-3.9292584553497987e-06
Croston SBA,32,outcome_fit_shift,24,joint_fit_shift,6.253827959685947e-07
Croston SBA,32,outcome_fit_shift,32,outcome_fit_shift,4.4244154535793413e-06
Croston SBA,32,outcome_fit_shift,32,forecast_fit_shift,-4.1739806380346009e-06
Croston SBA,32,outcome_fit_shift,32,joint_fit_shift,9.2341875669502058e-07
Croston SBA,32,forecast_fit_shift,8,outcome_fit_shift,-6.2072083001689014e-06
Croston SBA,32,forecast_fit_shift,8,forecast_fit_shift,4.440263178135447e-06
Croston SBA,32,forecast_fit_shift,8,joint_fit_shift,3.5295083695018484e-07
Croston SBA,32,forecast_fit_shift,12,outcome_fit_shift,-4.0570424970240809e-06
Croston SBA,32,forecast_fit_shift,12,forecast_fit_shift,1.8236832316643155e-06
Croston SBA,32,forecast_fit_shift,12,joint_fit_shift,-1.7596660902425141e-07
Croston SBA,32,forecast_fit_shift,16,outcome_fit_shift,-4.6872619705826408e-06
Croston SBA,32,forecast_fit_shift,16,forecast_fit_shift,4.8285594855485522e-06
Croston SBA,32,forecast_fit_shift,16,joint_fit_shift,-8.6395746938777623e-07
Croston SBA,32,forecast_fit_shift,24,outcome_fit_shift,-3.9351850997969617e-06
Croston SBA,32,forecast_fit_shift,24,forecast_fit_shift,5.0131459849682555e-06
Croston SBA,32,forecast_fit_shift,24,joint_fit_shift,-7.2476690595819707e-07
Croston SBA,32,forecast_fit_shift,32,outcome_fit_shift,-4.1739806380346009e-06
Croston SBA,32,forecast_fit_shift,32,forecast_fit_shift,5.1855184000783823e-06
Croston SBA,32,forecast_fit_shift,32,joint_fit_shift,-1.1020043443094765e-06
Croston SBA,32,joint_fit_shift,8,outcome_fit_shift,1.3808243980458545e-06
Croston SBA,32,joint_fit_shift,8,forecast_fit_shift,-9.320134912320586e-07
Croston SBA,32,joint_fit_shift,8,joint_fit_shift,-7.3113893642367034e-08
Croston SBA,32,joint_fit_shift,12,outcome_fit_shift,9.1375716937084542e-07
Croston SBA,32,joint_fit_shift,12,forecast_fit_shift,-3.8587654493793384e-07
Croston SBA,32,joint_fit_shift,12,joint_fit_shift,4.0648816968296761e-08
Croston SBA,32,joint_fit_shift,16,outcome_fit_shift,1.0523626032753088e-06
Croston SBA,32,joint_fit_shift,16,forecast_fit_shift,-1.0137912533200741e-06
Croston SBA,32,joint_fit_shift,16,joint_fit_shift,1.8642471622615987e-07
Croston SBA,32,joint_fit_shift,24,outcome_fit_shift,8.900277615716283e-07
Croston SBA,32,joint_fit_shift,24,forecast_fit_shift,-1.0536124491753575e-06
Croston SBA,32,joint_fit_shift,24,joint_fit_shift,1.5818029819509975e-07
Croston SBA,32,joint_fit_shift,32,outcome_fit_shift,9.2341875669502058e-07
Croston SBA,32,joint_fit_shift,32,forecast_fit_shift,-1.1020043443094765e-06
Croston SBA,32,joint_fit_shift,32,joint_fit_shift,2.5049035857716861e-07
