domain,model,configuration,evaluation_rows,family_size,beta,lag,frequency,calendar_direction,mean_product,standard_error,statistic,raw_statistic,standard_error_abstain,calendar_gaps,observed_groups,original_policy_abstain,original_guard_reason,forecast_pooled_fallback_rows,outcome_pooled_fallback_rows,forecast_unseen_entity_rows,outcome_unseen_entity_rows,cohort_sha256,guard_reason,normal_p_one_sided,guarded_p,BY_adjusted_p,final_label
ratings,Slope One,directional_all,12088,10,2,0,cluster,False,0.025170413976116232,0.0043237436646660033,5.8214399206435319,5.8214399206435319,False,0,279,False,none,2060,2816,2757,2335,57d505e90caac55bd3eec2cdbc640cb18291d68483dee03a7368e2cf5aac17de,no_guard,2.917138905434801e-09,2.917138905434801e-09,1.4240345410723718e-08,RETAIN
ratings,User and item bias,complementary_all,12088,10,2,0,cluster,False,0.00088247640775554058,0.00033787785132163693,2.6118208231278306,2.6118208231278306,False,0,279,True,same_observed_baseline_weak_order,0,0,0,0,57d505e90caac55bd3eec2cdbc640cb18291d68483dee03a7368e2cf5aac17de,same_observed_baseline_weak_order,0.004503072082097357,1,1,ABSTAIN
ratings,User and item bias,complementary_middle,7212,10,2,0,cluster,False,0.00081240705127314493,0.00041942064141427797,1.93697441435816,1.93697441435816,False,0,168,True,same_observed_baseline_weak_order,0,0,0,0,57d505e90caac55bd3eec2cdbc640cb18291d68483dee03a7368e2cf5aac17de,same_observed_baseline_weak_order,0.026374235505623393,1,1,ABSTAIN
ratings,User and item bias,directional_middle,7212,10,2,0,cluster,False,0.0011479458971433748,0.00059583372419586044,1.9266212208660178,1.9266212208660178,False,0,168,True,same_observed_baseline_weak_order,0,0,2404,2110,57d505e90caac55bd3eec2cdbc640cb18291d68483dee03a7368e2cf5aac17de,same_observed_baseline_weak_order,0.027013426026468418,1,1,ABSTAIN
ratings,User and item bias,directional_all,12088,10,2,0,cluster,False,0.00089147971749003996,0.00043240652054711353,2.0616703845309092,2.0616703845309092,False,0,279,True,same_observed_baseline_weak_order,2060,2816,2757,2335,57d505e90caac55bd3eec2cdbc640cb18291d68483dee03a7368e2cf5aac17de,same_observed_baseline_weak_order,0.019619563989236487,1,1,ABSTAIN
ratings,User mean,complementary_all,12088,10,2,0,cluster,False,0,0,,,True,0,279,True,zero_within_cluster_forecast_rank_variation,0,0,0,0,57d505e90caac55bd3eec2cdbc640cb18291d68483dee03a7368e2cf5aac17de,zero_within_cluster_forecast_rank_variation,,1,1,ABSTAIN
ratings,User mean,complementary_middle,7212,10,2,0,cluster,False,0,0,,,True,0,168,True,zero_within_cluster_forecast_rank_variation,0,0,0,0,57d505e90caac55bd3eec2cdbc640cb18291d68483dee03a7368e2cf5aac17de,zero_within_cluster_forecast_rank_variation,,1,1,ABSTAIN
ratings,User mean,directional_middle,7212,10,2,0,cluster,False,0,0,,,True,0,168,True,zero_within_cluster_forecast_rank_variation,0,0,2404,2110,57d505e90caac55bd3eec2cdbc640cb18291d68483dee03a7368e2cf5aac17de,zero_within_cluster_forecast_rank_variation,,1,1,ABSTAIN
ratings,User mean,directional_all,12088,10,2,0,cluster,False,0,0,,,True,0,279,True,zero_within_cluster_forecast_rank_variation,2060,2816,2757,2335,57d505e90caac55bd3eec2cdbc640cb18291d68483dee03a7368e2cf5aac17de,zero_within_cluster_forecast_rank_variation,,1,1,ABSTAIN
retail,Croston SBA,complementary_all,112000,10,2,2,W-FRI,True,-0.016164966702066887,0.001881619142788107,-8.5909875885479643,-8.5909875885479643,False,0,28,False,none,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,1,1,1,NOT_RETAINED
retail,Croston SBA,complementary_middle,68000,10,2,2,W-FRI,True,-0.019878578046207469,0.0010230692344404477,-19.43033509074267,-19.43033509074267,False,0,17,False,none,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,1,1,1,NOT_RETAINED
retail,Croston SBA,directional_middle,68000,10,2,2,W-FRI,True,0.0055164499101486852,0.00090355555524029841,6.1052692091319152,6.1052692091319152,False,0,17,False,none,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,5.1313775789264748e-10,5.1313775789264748e-10,3.0059284055600244e-09,RETAIN
retail,Croston SBA,directional_all,112000,10,2,2,W-FRI,True,-0.0084969598678886742,0.0081633637566848292,-1.0408650307822764,-1.0408650307822764,False,0,28,False,none,24000,20000,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,0.85103090334295339,0.85103090334295339,1,NOT_RETAINED
retail,Eight week mean,complementary_all,112000,10,2,2,W-FRI,True,0.036028685081427571,0.0093808411536916436,3.8406667900190592,3.8406667900190592,False,0,28,False,none,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,6.135028571319296e-05,6.135028571319296e-05,0.00029948839870970711,RETAIN
retail,Eight week mean,complementary_middle,68000,10,2,2,W-FRI,True,0.021868999907212004,0.010616840807614986,2.0598406158191942,2.0598406158191942,False,0,17,False,none,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,0.019706890156262747,0.019706890156262747,0.082458365217332949,NOT_RETAINED
retail,Eight week mean,directional_middle,68000,10,2,2,W-FRI,True,0.06000151047539265,0.004564507565402204,13.145231904135443,13.145231904135443,False,0,17,False,none,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,9.0624497672206737e-40,9.0624497672206737e-40,2.6543627671371348e-38,RETAIN
retail,Eight week mean,directional_all,112000,10,2,2,W-FRI,True,0.052771635191628051,0.0074467044254682693,7.0865757758754642,7.0865757758754642,False,0,28,False,none,24000,20000,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,6.8735479580230602e-13,6.8735479580230602e-13,1.5066512450648113e-11,RETAIN
retail,Exponential smoothing,complementary_all,112000,10,2,2,W-FRI,True,0.041595793878583365,0.0096967749942340857,4.2896523744561605,4.2896523744561605,False,0,28,False,none,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,8.9476500483701796e-06,8.9476500483701796e-06,5.2414765878587536e-05,RETAIN
retail,Exponential smoothing,complementary_middle,68000,10,2,2,W-FRI,True,0.030103883361250441,0.011948137984020616,2.5195460080483865,2.5195460080483865,False,0,17,False,none,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,0.0058753141375109171,0.0058753141375109171,0.034417217181720701,RETAIN
retail,Exponential smoothing,directional_middle,68000,10,2,2,W-FRI,True,0.048356781557598948,0.0061752947007023586,7.8306840242132898,7.8306840242132898,False,0,17,False,none,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,2.4261137213213377e-15,2.4261137213213377e-15,1.7765025175667452e-14,RETAIN
retail,Exponential smoothing,directional_all,112000,10,2,2,W-FRI,True,0.048629215019079783,0.0092443208143056302,5.260442167241302,5.260442167241302,False,0,28,False,none,24000,20000,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,7.1854699787617633e-08,7.1854699787617633e-08,5.2615033644087862e-07,RETAIN
retail,Four week mean,complementary_all,112000,10,2,2,W-FRI,True,0.06097165474591551,0.010098253610320603,6.0378415019802381,6.0378415019802381,False,0,28,False,none,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,7.8094682129393938e-10,7.8094682129393938e-10,7.6245614920245591e-09,RETAIN
retail,Four week mean,complementary_middle,68000,10,2,2,W-FRI,True,0.047060388964519986,0.012371285510057105,3.8040015264592144,3.8040015264592144,False,0,17,False,none,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,7.1188650772347221e-05,7.1188650772347221e-05,0.00069503099385012548,RETAIN
retail,Four week mean,directional_middle,68000,10,2,2,W-FRI,True,0.056798045812731179,0.005453664498203073,10.414657123012528,10.414657123012528,False,0,17,False,none,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,1.0628107086924731e-25,1.0628107086924731e-25,1.0376462752459183e-24,RETAIN
retail,Four week mean,directional_all,112000,10,2,2,W-FRI,True,0.062837998744383533,0.0089378820877458361,7.0305244718473894,7.0305244718473894,False,0,28,False,none,24000,20000,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,1.0287931547387413e-12,1.0287931547387413e-12,1.5066512450648113e-11,RETAIN
retail,Last week,complementary_all,112000,10,2,2,W-FRI,True,0.026879263144797574,0.013924618855058966,1.9303410329994091,1.9303410329994091,False,0,28,True,exact_observed_baseline_copy,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,exact_observed_baseline_copy,0.026782298007846747,1,1,ABSTAIN
retail,Last week,complementary_middle,68000,10,2,2,W-FRI,True,0.02363468115302372,0.019186001492789546,1.2318711203012296,1.2318711203012296,False,0,17,True,exact_observed_baseline_copy,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,exact_observed_baseline_copy,0.10899861547850415,1,1,ABSTAIN
retail,Last week,directional_middle,68000,10,2,2,W-FRI,True,0.024564889729377676,0.016246043995477161,1.5120536258683315,1.5120536258683315,False,0,17,True,exact_observed_baseline_copy,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,exact_observed_baseline_copy,0.06526011044500285,1,1,ABSTAIN
retail,Last week,directional_all,112000,10,2,2,W-FRI,True,0.038695166719170906,0.018465063322963125,2.0955880866679539,2.0955880866679539,False,0,28,True,exact_observed_baseline_copy,24000,20000,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,exact_observed_baseline_copy,0.01805937347185662,1,1,ABSTAIN
retail,Past price and calendar,complementary_all,112000,10,2,2,W-FRI,True,0.010072913102355072,0.0013123186072952194,7.6756612657623222,7.6756612657623222,False,0,28,False,none,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,8.2283736497465952e-15,8.2283736497465952e-15,2.410064520189667e-13,RETAIN
retail,Past price and calendar,complementary_middle,68000,10,2,2,W-FRI,True,0.010137523209280191,0.0015807678364679121,6.4130373704538437,6.4130373704538437,False,0,17,False,none,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,7.1324266929116134e-11,7.1324266929116134e-11,2.0890651357293893e-09,RETAIN
retail,Past price and calendar,directional_middle,68000,10,2,2,W-FRI,True,-0.0015812759315845598,0.0019394405115156213,-0.81532582319260449,-0.81532582319260449,False,0,17,False,none,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,0.7925570844220351,0.7925570844220351,1,NOT_RETAINED
retail,Past price and calendar,directional_all,112000,10,2,2,W-FRI,True,-0.0019277870008615359,0.0015990117899564976,-1.2056114989083244,-1.2056114989083244,False,0,28,False,none,24000,20000,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,0.88601633831960169,0.88601633831960169,1,NOT_RETAINED
retail,Past price calendar and history,complementary_all,112000,10,2,2,W-FRI,True,0.052490274829756919,0.011142883006162055,4.7106547561102099,4.7106547561102099,False,0,28,False,none,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,1.2346110906100208e-06,1.2346110906100208e-06,9.0403417259846861e-06,RETAIN
retail,Past price calendar and history,complementary_middle,68000,10,2,2,W-FRI,True,0.040771838163616153,0.014567393974396908,2.7988422799077974,2.7988422799077974,False,0,17,False,none,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,0.0025643090746613564,0.0025643090746613564,0.018776949682614553,RETAIN
retail,Past price calendar and history,directional_middle,68000,10,2,2,W-FRI,True,0.04305072803386769,0.0087137360016618284,4.940559138543712,4.940559138543712,False,0,17,False,none,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,3.8949430429569759e-07,3.8949430429569759e-07,1.901360753972582e-06,RETAIN
retail,Past price calendar and history,directional_all,112000,10,2,2,W-FRI,True,0.053919182704715157,0.012469760216136666,4.323995150679826,4.323995150679826,False,0,28,False,none,24000,20000,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,7.6614332766464115e-06,7.6614332766464115e-06,4.488018969438664e-05,RETAIN
retail,Ridge with history,complementary_all,112000,10,2,2,W-FRI,True,0.04378539869072634,0.011994271404345017,3.650525923139003,3.650525923139003,False,0,28,False,none,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,0.00013085194660203046,0.00013085194660203046,0.00054751599652470904,RETAIN
retail,Ridge with history,complementary_middle,68000,10,2,2,W-FRI,True,0.035527816382729206,0.016122092703536123,2.2036727511768213,2.2036727511768213,False,0,17,False,none,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,0.013773683409583862,0.013773683409583862,0.067237802411467248,NOT_RETAINED
retail,Ridge with history,directional_middle,68000,10,2,2,W-FRI,True,0.040592145438561628,0.010924679097194738,3.7156373269568133,3.7156373269568133,False,0,17,False,none,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,0.00010134607088653124,0.00010134607088653124,0.00042405632041580898,RETAIN
retail,Ridge with history,directional_all,112000,10,2,2,W-FRI,True,0.051179546559778355,0.014067249153430878,3.6382057360017765,3.6382057360017765,False,0,28,False,none,24000,20000,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,0.00013727203839140507,0.00013727203839140507,0.0006701090710098948,RETAIN
retail,Theta,complementary_all,112000,10,2,2,W-FRI,True,0.06015029139272824,0.0094545310496526088,6.3620597443527744,6.3620597443527744,False,0,28,False,none,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,9.9532988368633787e-11,9.9532988368633787e-11,1.457644815771599e-09,RETAIN
retail,Theta,complementary_middle,68000,10,2,2,W-FRI,True,0.04796879854805091,0.011676664404873124,4.1080908797919786,4.1080908797919786,False,0,17,False,none,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,1.9947156613412882e-05,1.9947156613412882e-05,0.00029212294238809618,RETAIN
retail,Theta,directional_middle,68000,10,2,2,W-FRI,True,0.055178701168980784,0.0051877739409509323,10.63629637625775,10.63629637625775,False,0,17,False,none,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,1.0099988917181956e-26,1.0099988917181956e-26,1.4791273451928575e-25,RETAIN
retail,Theta,directional_all,112000,10,2,2,W-FRI,True,0.062709454839483397,0.0091994003672838526,6.8166893858103199,6.8166893858103199,False,0,28,False,none,24000,20000,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,no_guard,4.6581194687419877e-12,4.6581194687419877e-12,4.5478280157122495e-11,RETAIN
retail,Training series mean,complementary_all,112000,10,2,2,W-FRI,True,1.8130587039258942e-15,4.3173836274192276e-13,,0.0041994385034754807,True,0,28,True,undefined_rank_or_scale,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,undefined_rank_or_scale,,1,1,ABSTAIN
retail,Training series mean,complementary_middle,68000,10,2,2,W-FRI,True,5.9301281241487342e-13,4.6060334567721379e-13,,1.2874696156255254,True,0,17,True,undefined_rank_or_scale,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,undefined_rank_or_scale,,1,1,ABSTAIN
retail,Training series mean,directional_middle,68000,10,2,2,W-FRI,True,-2.0915077801061121e-17,1.0037417437370806e-16,,-0.2083711067270268,True,0,17,True,undefined_rank_or_scale,0,0,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,undefined_rank_or_scale,,1,1,ABSTAIN
retail,Training series mean,directional_all,112000,10,2,2,W-FRI,True,-0.014335351914806362,0.0081679743441339919,-1.7550681859207364,-1.7550681859207364,False,0,28,True,undefined_rank_or_scale,24000,20000,0,0,81801a5c0571a3c12620e1f20eae86f63be34859d97332266000440be3f41676,undefined_rank_or_scale,0.96037617734673919,1,1,ABSTAIN
portfolios,Elastic net,complementary_all,27272,10,2,12,M,True,0.016557052549486945,0.017484063652400628,0.94697965408136675,0.94697965408136675,False,0,132,False,none,0,0,0,0,aa8dd6c200532a87b899ff8e4c5d043573af8142b3b0e96db13bd1ea65a0e4d2,no_guard,0.17182457331152917,0.17182457331152917,1,NOT_RETAINED
portfolios,Elastic net,complementary_middle,16377,10,2,12,M,True,0.024813659235188721,0.023588600332600997,1.0519343617389036,1.0519343617389036,False,0,79,False,none,0,0,0,0,aa8dd6c200532a87b899ff8e4c5d043573af8142b3b0e96db13bd1ea65a0e4d2,no_guard,0.1464148327152392,0.1464148327152392,1,NOT_RETAINED
portfolios,Elastic net,directional_middle,16377,10,2,12,M,True,0.022154865574349453,0.024322402032702219,0.91088312513548431,0.91088312513548431,False,0,79,False,none,0,0,0,11,aa8dd6c200532a87b899ff8e4c5d043573af8142b3b0e96db13bd1ea65a0e4d2,no_guard,0.18117847893115874,0.18117847893115874,1,NOT_RETAINED
portfolios,Elastic net,directional_all,27272,10,2,12,M,True,0.0146786534910046,0.017857060930929494,0.82200836676209665,0.82200836676209665,False,0,132,False,none,5605,5290,0,22,aa8dd6c200532a87b899ff8e4c5d043573af8142b3b0e96db13bd1ea65a0e4d2,no_guard,0.20553606754207121,0.20553606754207121,1,NOT_RETAINED
portfolios,Exponential twelve-month mean,complementary_all,27272,10,2,12,M,True,0.019991519262850466,0.015484388905181425,1.2910757657449985,1.2910757657449985,False,0,132,False,none,0,0,0,0,aa8dd6c200532a87b899ff8e4c5d043573af8142b3b0e96db13bd1ea65a0e4d2,no_guard,0.098338703258946725,0.098338703258946725,1,NOT_RETAINED
portfolios,Exponential twelve-month mean,complementary_middle,16377,10,2,12,M,True,0.030191718462469326,0.017329668970322912,1.7421982216840204,1.7421982216840204,False,0,79,False,none,0,0,0,0,aa8dd6c200532a87b899ff8e4c5d043573af8142b3b0e96db13bd1ea65a0e4d2,no_guard,0.040736882531743908,0.040736882531743908,1,NOT_RETAINED
portfolios,Exponential twelve-month mean,directional_middle,16377,10,2,12,M,True,0.021038901305964731,0.018433326481505592,1.1413513088412635,1.1413513088412635,False,0,79,False,none,0,0,0,11,aa8dd6c200532a87b899ff8e4c5d043573af8142b3b0e96db13bd1ea65a0e4d2,no_guard,0.12686187919382053,0.12686187919382053,1,NOT_RETAINED
portfolios,Exponential twelve-month mean,directional_all,27272,10,2,12,M,True,0.014416983221844428,0.014952394189929762,0.96419229179726107,0.96419229179726107,False,0,132,False,none,5605,5290,0,22,aa8dd6c200532a87b899ff8e4c5d043573af8142b3b0e96db13bd1ea65a0e4d2,no_guard,0.16747476410480933,0.16747476410480933,1,NOT_RETAINED
portfolios,Last month,complementary_all,27272,10,2,12,M,True,0.026996210737415764,0.018566793093087928,1.4540050401846698,1.4540050401846698,False,0,132,False,none,0,0,0,0,aa8dd6c200532a87b899ff8e4c5d043573af8142b3b0e96db13bd1ea65a0e4d2,no_guard,0.072972454413337162,0.072972454413337162,1,NOT_RETAINED
portfolios,Last month,complementary_middle,16377,10,2,12,M,True,0.028589681956844235,0.020317645858219654,1.4071355587329557,1.4071355587329557,False,0,79,False,none,0,0,0,0,aa8dd6c200532a87b899ff8e4c5d043573af8142b3b0e96db13bd1ea65a0e4d2,no_guard,0.079693597868971233,0.079693597868971233,1,NOT_RETAINED
portfolios,Last month,directional_middle,16377,10,2,12,M,True,0.021020115793266077,0.024047643569384283,0.8741029337289149,0.8741029337289149,False,0,79,False,none,0,0,0,11,aa8dd6c200532a87b899ff8e4c5d043573af8142b3b0e96db13bd1ea65a0e4d2,no_guard,0.19103109998973278,0.19103109998973278,1,NOT_RETAINED
portfolios,Last month,directional_all,27272,10,2,12,M,True,0.021614380175114748,0.019398914065215336,1.1142056767946624,1.1142056767946624,False,0,132,False,none,5605,5290,0,22,aa8dd6c200532a87b899ff8e4c5d043573af8142b3b0e96db13bd1ea65a0e4d2,no_guard,0.13259548031055662,0.13259548031055662,1,NOT_RETAINED
portfolios,LightGBM,complementary_all,27272,10,2,12,M,True,-0.0038736416443502708,0.014394257303731856,-0.26911021267807894,-0.26911021267807894,False,0,132,False,none,0,0,0,0,aa8dd6c200532a87b899ff8e4c5d043573af8142b3b0e96db13bd1ea65a0e4d2,no_guard,0.6060775641670102,0.6060775641670102,1,NOT_RETAINED
portfolios,LightGBM,complementary_middle,16377,10,2,12,M,True,-0.0016536299730910236,0.01970504528285311,-0.08391911560487382,-0.08391911560487382,False,0,79,False,none,0,0,0,0,aa8dd6c200532a87b899ff8e4c5d043573af8142b3b0e96db13bd1ea65a0e4d2,no_guard,0.53343962944249301,0.53343962944249301,1,NOT_RETAINED
portfolios,LightGBM,directional_middle,16377,10,2,12,M,True,-0.0050721591447735704,0.021087946146468313,-0.24052409416945644,-0.24052409416945644,False,0,79,False,none,0,0,0,11,aa8dd6c200532a87b899ff8e4c5d043573af8142b3b0e96db13bd1ea65a0e4d2,no_guard,0.59503800652078664,0.59503800652078664,1,NOT_RETAINED
portfolios,LightGBM,directional_all,27272,10,2,12,M,True,-0.0075525631563382019,0.014712032674020442,-0.51335959643938645,-0.51335959643938645,False,0,132,False,none,5605,5290,0,22,aa8dd6c200532a87b899ff8e4c5d043573af8142b3b0e96db13bd1ea65a0e4d2,no_guard,0.69615009862029209,0.69615009862029209,1,NOT_RETAINED
portfolios,Ridge,complementary_all,27272,10,2,12,M,True,0.01643100499365837,0.017434906681596012,0.94242001369601003,0.94242001369601003,False,0,132,False,none,0,0,0,0,aa8dd6c200532a87b899ff8e4c5d043573af8142b3b0e96db13bd1ea65a0e4d2,no_guard,0.17298882231054957,0.17298882231054957,1,NOT_RETAINED
portfolios,Ridge,complementary_middle,16377,10,2,12,M,True,0.026442619985652675,0.022854082939467855,1.1570195161927761,1.1570195161927761,False,0,79,False,none,0,0,0,0,aa8dd6c200532a87b899ff8e4c5d043573af8142b3b0e96db13bd1ea65a0e4d2,no_guard,0.12363219344872012,0.12363219344872012,1,NOT_RETAINED
portfolios,Ridge,directional_middle,16377,10,2,12,M,True,0.023585814521635537,0.023375841170825667,1.0089824939036602,1.0089824939036602,False,0,79,False,none,0,0,0,11,aa8dd6c200532a87b899ff8e4c5d043573af8142b3b0e96db13bd1ea65a0e4d2,no_guard,0.1564915149703206,0.1564915149703206,1,NOT_RETAINED
portfolios,Ridge,directional_all,27272,10,2,12,M,True,0.014570403919041372,0.017619644201935885,0.82694087077198242,0.82694087077198242,False,0,132,False,none,5605,5290,0,22,aa8dd6c200532a87b899ff8e4c5d043573af8142b3b0e96db13bd1ea65a0e4d2,no_guard,0.20413528825479571,0.20413528825479571,1,NOT_RETAINED
portfolios,Seasonal twelve-month lag,complementary_all,27272,10,2,12,M,True,-0.025147455157849285,0.02285291551835247,-1.1004046786789257,-1.1004046786789257,False,0,132,False,none,0,0,0,0,aa8dd6c200532a87b899ff8e4c5d043573af8142b3b0e96db13bd1ea65a0e4d2,no_guard,0.86442207956323669,0.86442207956323669,1,NOT_RETAINED
portfolios,Seasonal twelve-month lag,complementary_middle,16377,10,2,12,M,True,-0.036036871289717796,0.027717113813013877,-1.3001668042650814,-1.3001668042650814,False,0,79,False,none,0,0,0,0,aa8dd6c200532a87b899ff8e4c5d043573af8142b3b0e96db13bd1ea65a0e4d2,no_guard,0.9032280973272695,0.9032280973272695,1,NOT_RETAINED
portfolios,Seasonal twelve-month lag,directional_middle,16377,10,2,12,M,True,-0.031913459307987752,0.028713282879485703,-1.1114528227905429,-1.1114528227905429,False,0,79,False,none,0,0,0,11,aa8dd6c200532a87b899ff8e4c5d043573af8142b3b0e96db13bd1ea65a0e4d2,no_guard,0.86681325691544164,0.86681325691544164,1,NOT_RETAINED
portfolios,Seasonal twelve-month lag,directional_all,27272,10,2,12,M,True,-0.024289503324279739,0.023451718636254115,-1.03572380775243,-1.03572380775243,False,0,132,False,none,5605,5290,0,22,aa8dd6c200532a87b899ff8e4c5d043573af8142b3b0e96db13bd1ea65a0e4d2,no_guard,0.84983449395218358,0.84983449395218358,1,NOT_RETAINED
portfolios,Small MLP,complementary_all,27272,10,2,12,M,True,-0.009038984597523031,0.0079477504358549181,-1.1373010099493306,-1.1373010099493306,False,0,132,False,none,0,0,0,0,aa8dd6c200532a87b899ff8e4c5d043573af8142b3b0e96db13bd1ea65a0e4d2,no_guard,0.87229376364684752,0.87229376364684752,1,NOT_RETAINED
portfolios,Small MLP,complementary_middle,16377,10,2,12,M,True,0.0047410272309739744,0.011819371247727011,0.4011234719347464,0.4011234719347464,False,0,79,False,none,0,0,0,0,aa8dd6c200532a87b899ff8e4c5d043573af8142b3b0e96db13bd1ea65a0e4d2,no_guard,0.34416461026104078,0.34416461026104078,1,NOT_RETAINED
portfolios,Small MLP,directional_middle,16377,10,2,12,M,True,0.0029525674356414935,0.0094146098107851864,0.31361548646010712,0.31361548646010712,False,0,79,False,none,0,0,0,11,aa8dd6c200532a87b899ff8e4c5d043573af8142b3b0e96db13bd1ea65a0e4d2,no_guard,0.37690654802955098,0.37690654802955098,1,NOT_RETAINED
portfolios,Small MLP,directional_all,27272,10,2,12,M,True,-0.010989716891805399,0.0082844282468968831,-1.3265510381989054,-1.3265510381989054,False,0,132,False,none,5605,5290,0,22,aa8dd6c200532a87b899ff8e4c5d043573af8142b3b0e96db13bd1ea65a0e4d2,no_guard,0.90767137934278708,0.90767137934278708,1,NOT_RETAINED
portfolios,Trailing three-month return,complementary_all,27272,10,2,12,M,True,-0.0046208150310993916,0.02269923140559528,-0.2035670260606435,-0.2035670260606435,False,0,132,False,none,0,0,0,0,aa8dd6c200532a87b899ff8e4c5d043573af8142b3b0e96db13bd1ea65a0e4d2,no_guard,0.58065406853125456,0.58065406853125456,1,NOT_RETAINED
portfolios,Trailing three-month return,complementary_middle,16377,10,2,12,M,True,0.0060747124904570156,0.023416797873680111,0.25941687344386394,0.25941687344386394,False,0,79,False,none,0,0,0,0,aa8dd6c200532a87b899ff8e4c5d043573af8142b3b0e96db13bd1ea65a0e4d2,no_guard,0.39765680605022868,0.39765680605022868,1,NOT_RETAINED
portfolios,Trailing three-month return,directional_middle,16377,10,2,12,M,True,-0.0073143053815542926,0.02789035784233378,-0.26225211676747184,-0.26225211676747184,False,0,79,False,none,0,0,0,11,aa8dd6c200532a87b899ff8e4c5d043573af8142b3b0e96db13bd1ea65a0e4d2,no_guard,0.60343646219445291,0.60343646219445291,1,NOT_RETAINED
portfolios,Trailing three-month return,directional_all,27272,10,2,12,M,True,-0.013171756165294264,0.02273803635495732,-0.57928292310178198,-0.57928292310178198,False,0,132,False,none,5605,5290,0,22,aa8dd6c200532a87b899ff8e4c5d043573af8142b3b0e96db13bd1ea65a0e4d2,no_guard,0.71880085688740603,0.71880085688740603,1,NOT_RETAINED
portfolios,Trailing twelve-month return,complementary_all,27272,10,2,12,M,True,0.00017568939318863742,0.00020433535585394604,0.85980907442281274,0.85980907442281274,False,0,132,True,exact_observed_baseline_copy,0,0,0,0,aa8dd6c200532a87b899ff8e4c5d043573af8142b3b0e96db13bd1ea65a0e4d2,exact_observed_baseline_copy,0.19494714814485409,1,1,ABSTAIN
