baseline,method,week,start,mse,mae
seasonal_24h,direct__mirror_ridge_control,11,2018-11-24 00:00:00,298280.84888401744,333.18072038349544
seasonal_24h,convex__mirror_ridge_control,0,2018-09-08 00:00:00,123582.47857186744,254.80931674521278
seasonal_24h,convex__mirror_ridge_control,1,2018-09-15 00:00:00,738105.0102376825,702.4722182775482
seasonal_24h,convex__mirror_ridge_control,2,2018-09-22 00:00:00,370511.82136194134,435.47807872266753
seasonal_24h,convex__mirror_ridge_control,3,2018-09-29 00:00:00,1020798.1436144083,881.7510930427161
seasonal_24h,convex__mirror_ridge_control,4,2018-10-06 00:00:00,470289.19431684486,516.0022962153325
seasonal_24h,convex__mirror_ridge_control,5,2018-10-13 00:00:00,89790.71292540307,217.18030556113337
seasonal_24h,convex__mirror_ridge_control,6,2018-10-20 00:00:00,152929.98279385825,290.93002875504203
seasonal_24h,convex__mirror_ridge_control,7,2018-10-27 00:00:00,94161.03819114513,230.46390296143232
seasonal_24h,convex__mirror_ridge_control,8,2018-11-03 00:00:00,656623.6300204407,706.341748650623
seasonal_24h,convex__mirror_ridge_control,9,2018-11-10 00:00:00,101537.565740493,227.97186921538088
seasonal_24h,convex__mirror_ridge_control,10,2018-11-17 00:00:00,75946.84414798352,204.3517179070674
seasonal_24h,convex__mirror_ridge_control,11,2018-11-24 00:00:00,112695.63630180356,245.60401022401916
seasonal_24h,augment__mirror_ridge_control,0,2018-09-08 00:00:00,123582.47857186744,254.80931674521278
seasonal_24h,augment__mirror_ridge_control,1,2018-09-15 00:00:00,738105.0102376825,702.4722182775482
seasonal_24h,augment__mirror_ridge_control,2,2018-09-22 00:00:00,370511.82136194134,435.47807872266753
seasonal_24h,augment__mirror_ridge_control,3,2018-09-29 00:00:00,1020798.1436144083,881.7510930427161
seasonal_24h,augment__mirror_ridge_control,4,2018-10-06 00:00:00,470289.19431684486,516.0022962153325
seasonal_24h,augment__mirror_ridge_control,5,2018-10-13 00:00:00,89790.71292540307,217.18030556113337
seasonal_24h,augment__mirror_ridge_control,6,2018-10-20 00:00:00,152929.98279385825,290.93002875504203
seasonal_24h,augment__mirror_ridge_control,7,2018-10-27 00:00:00,94161.03819114513,230.46390296143232
seasonal_24h,augment__mirror_ridge_control,8,2018-11-03 00:00:00,656623.6300204407,706.341748650623
seasonal_24h,augment__mirror_ridge_control,9,2018-11-10 00:00:00,101537.565740493,227.97186921538088
seasonal_24h,augment__mirror_ridge_control,10,2018-11-17 00:00:00,75946.84414798352,204.3517179070674
seasonal_24h,augment__mirror_ridge_control,11,2018-11-24 00:00:00,112695.63630180356,245.60401022401916
seasonal_24h,gated__mirror_ridge_control,0,2018-09-08 00:00:00,123582.47857186744,254.80931674521278
seasonal_24h,gated__mirror_ridge_control,1,2018-09-15 00:00:00,738105.0102376825,702.4722182775482
seasonal_24h,gated__mirror_ridge_control,2,2018-09-22 00:00:00,370511.82136194134,435.47807872266753
seasonal_24h,gated__mirror_ridge_control,3,2018-09-29 00:00:00,1020798.1436144083,881.7510930427161
seasonal_24h,gated__mirror_ridge_control,4,2018-10-06 00:00:00,470289.19431684486,516.0022962153325
seasonal_24h,gated__mirror_ridge_control,5,2018-10-13 00:00:00,89790.71292540307,217.18030556113337
seasonal_24h,gated__mirror_ridge_control,6,2018-10-20 00:00:00,152929.98279385825,290.93002875504203
seasonal_24h,gated__mirror_ridge_control,7,2018-10-27 00:00:00,94161.03819114513,230.46390296143232
seasonal_24h,gated__mirror_ridge_control,8,2018-11-03 00:00:00,656623.6300204407,706.341748650623
seasonal_24h,gated__mirror_ridge_control,9,2018-11-10 00:00:00,101537.565740493,227.97186921538088
seasonal_24h,gated__mirror_ridge_control,10,2018-11-17 00:00:00,75946.84414798352,204.3517179070674
seasonal_24h,gated__mirror_ridge_control,11,2018-11-24 00:00:00,112695.63630180356,245.60401022401916
seasonal_24h,direct__exact_baseline_copy,0,2018-09-08 00:00:00,96720.72619047618,173.54761904761904
seasonal_24h,direct__exact_baseline_copy,1,2018-09-15 00:00:00,669887.8869047619,540.8154761904761
seasonal_24h,direct__exact_baseline_copy,2,2018-09-22 00:00:00,437871.10714285716,421.6309523809524
seasonal_24h,direct__exact_baseline_copy,3,2018-09-29 00:00:00,1738834.119047619,1094.8333333333333
seasonal_24h,direct__exact_baseline_copy,4,2018-10-06 00:00:00,756066.0535714285,606.2678571428571
seasonal_24h,direct__exact_baseline_copy,5,2018-10-13 00:00:00,73967.51190476191,143.97619047619048
seasonal_24h,direct__exact_baseline_copy,6,2018-10-20 00:00:00,174038.54761904763,266.5952380952381
seasonal_24h,direct__exact_baseline_copy,7,2018-10-27 00:00:00,120170.17857142857,197.85714285714286
seasonal_24h,direct__exact_baseline_copy,8,2018-11-03 00:00:00,709155.125,653.3511904761905
seasonal_24h,direct__exact_baseline_copy,9,2018-11-10 00:00:00,158881.16666666666,236.9404761904762
seasonal_24h,direct__exact_baseline_copy,10,2018-11-17 00:00:00,60247.98809523809,138.39285714285714
seasonal_24h,direct__exact_baseline_copy,11,2018-11-24 00:00:00,85455.82738095238,167.55357142857142
seasonal_24h,convex__exact_baseline_copy,0,2018-09-08 00:00:00,101709.36222897234,217.76186197813036
seasonal_24h,convex__exact_baseline_copy,1,2018-09-15 00:00:00,628875.811569299,625.7312937425496
seasonal_24h,convex__exact_baseline_copy,2,2018-09-22 00:00:00,373618.25023416424,421.341048131853
seasonal_24h,convex__exact_baseline_copy,3,2018-09-29 00:00:00,1065775.655045468,881.1572675006911
seasonal_24h,convex__exact_baseline_copy,4,2018-10-06 00:00:00,471405.19886969205,499.23802583891893
seasonal_24h,convex__exact_baseline_copy,5,2018-10-13 00:00:00,77171.48438884548,187.59982956736425
seasonal_24h,convex__exact_baseline_copy,6,2018-10-20 00:00:00,151089.39545983466,277.7823373060452
seasonal_24h,convex__exact_baseline_copy,7,2018-10-27 00:00:00,90695.81792666281,213.481059958603
seasonal_24h,convex__exact_baseline_copy,8,2018-11-03 00:00:00,565552.7401754328,632.3143932058871
seasonal_24h,convex__exact_baseline_copy,9,2018-11-10 00:00:00,72889.06121382609,188.01396022057688
seasonal_24h,convex__exact_baseline_copy,10,2018-11-17 00:00:00,64230.953232445885,175.11366088116898
seasonal_24h,convex__exact_baseline_copy,11,2018-11-24 00:00:00,92167.57063127619,209.39696095160508
seasonal_24h,augment__exact_baseline_copy,0,2018-09-08 00:00:00,123582.47857186744,254.80931674521278
seasonal_24h,augment__exact_baseline_copy,1,2018-09-15 00:00:00,738105.0102376825,702.4722182775482
seasonal_24h,augment__exact_baseline_copy,2,2018-09-22 00:00:00,370511.82136194134,435.47807872266753
seasonal_24h,augment__exact_baseline_copy,3,2018-09-29 00:00:00,1020798.1436144083,881.7510930427161
seasonal_24h,augment__exact_baseline_copy,4,2018-10-06 00:00:00,470289.19431684486,516.0022962153325
seasonal_24h,augment__exact_baseline_copy,5,2018-10-13 00:00:00,89790.71292540307,217.18030556113337
seasonal_24h,augment__exact_baseline_copy,6,2018-10-20 00:00:00,152929.98279385825,290.93002875504203
seasonal_24h,augment__exact_baseline_copy,7,2018-10-27 00:00:00,94161.03819114513,230.46390296143232
seasonal_24h,augment__exact_baseline_copy,8,2018-11-03 00:00:00,656623.6300204407,706.341748650623
seasonal_24h,augment__exact_baseline_copy,9,2018-11-10 00:00:00,101537.565740493,227.97186921538088
seasonal_24h,augment__exact_baseline_copy,10,2018-11-17 00:00:00,75946.84414798352,204.3517179070674
seasonal_24h,augment__exact_baseline_copy,11,2018-11-24 00:00:00,112695.63630180356,245.60401022401916
seasonal_24h,gated__exact_baseline_copy,0,2018-09-08 00:00:00,123582.47857186744,254.80931674521278
seasonal_24h,gated__exact_baseline_copy,1,2018-09-15 00:00:00,738105.0102376825,702.4722182775482
seasonal_24h,gated__exact_baseline_copy,2,2018-09-22 00:00:00,370511.82136194134,435.47807872266753
seasonal_24h,gated__exact_baseline_copy,3,2018-09-29 00:00:00,1020798.1436144083,881.7510930427161
seasonal_24h,gated__exact_baseline_copy,4,2018-10-06 00:00:00,470289.19431684486,516.0022962153325
seasonal_24h,gated__exact_baseline_copy,5,2018-10-13 00:00:00,89790.71292540307,217.18030556113337
seasonal_24h,gated__exact_baseline_copy,6,2018-10-20 00:00:00,152929.98279385825,290.93002875504203
seasonal_24h,gated__exact_baseline_copy,7,2018-10-27 00:00:00,94161.03819114513,230.46390296143232
seasonal_24h,gated__exact_baseline_copy,8,2018-11-03 00:00:00,656623.6300204407,706.341748650623
seasonal_24h,gated__exact_baseline_copy,9,2018-11-10 00:00:00,101537.565740493,227.97186921538088
seasonal_24h,gated__exact_baseline_copy,10,2018-11-17 00:00:00,75946.84414798352,204.3517179070674
seasonal_24h,gated__exact_baseline_copy,11,2018-11-24 00:00:00,112695.63630180356,245.60401022401916
seasonal_24h,direct__noise_control,0,2018-09-08 00:00:00,109164.4363668418,198.8172692080462
seasonal_24h,direct__noise_control,1,2018-09-15 00:00:00,687179.6434643345,562.3210083913945
seasonal_24h,direct__noise_control,2,2018-09-22 00:00:00,447353.7653399517,427.1320665079119
seasonal_24h,direct__noise_control,3,2018-09-29 00:00:00,1750303.6976824652,1100.9417020803473
seasonal_24h,direct__noise_control,4,2018-10-06 00:00:00,771025.1651930442,620.016529349876
seasonal_24h,direct__noise_control,5,2018-10-13 00:00:00,92187.30880881466,188.59730921747072
seasonal_24h,direct__noise_control,6,2018-10-20 00:00:00,180926.12567063284,284.8454915831693
seasonal_24h,direct__noise_control,7,2018-10-27 00:00:00,123963.49532654838,226.45619926304326
seasonal_24h,direct__noise_control,8,2018-11-03 00:00:00,729166.7372104983,669.3727280404199
seasonal_24h,direct__noise_control,9,2018-11-10 00:00:00,179337.6043244618,270.3710649532348
seasonal_24h,direct__noise_control,10,2018-11-17 00:00:00,75726.90161616525,180.2782800419977
seasonal_24h,direct__noise_control,11,2018-11-24 00:00:00,92886.53282929119,194.2266269416633
seasonal_24h,convex__noise_control,0,2018-09-08 00:00:00,105136.73172889592,224.34008190508757
seasonal_24h,convex__noise_control,1,2018-09-15 00:00:00,646525.5200033088,637.7289388688257
seasonal_24h,convex__noise_control,2,2018-09-22 00:00:00,371957.7806257408,421.68892277818287
seasonal_24h,convex__noise_control,3,2018-09-29 00:00:00,1048851.472007215,878.7657268763343
seasonal_24h,convex__noise_control,4,2018-10-06 00:00:00,467269.2355206768,499.53807433994683
seasonal_24h,convex__noise_control,5,2018-10-13 00:00:00,81087.17790340031,195.6683573591581
seasonal_24h,convex__noise_control,6,2018-10-20 00:00:00,151286.80032372993,279.3300476298679
seasonal_24h,convex__noise_control,7,2018-10-27 00:00:00,91056.11132208083,218.37724226597823
seasonal_24h,convex__noise_control,8,2018-11-03 00:00:00,575964.1139236789,642.0796912059221
seasonal_24h,convex__noise_control,9,2018-11-10 00:00:00,76653.4899788293,194.77265656219583
seasonal_24h,convex__noise_control,10,2018-11-17 00:00:00,67535.57786603767,183.26351249979135
seasonal_24h,convex__noise_control,11,2018-11-24 00:00:00,94506.81599938784,213.24397931805427
seasonal_24h,augment__noise_control,0,2018-09-08 00:00:00,123582.47857186744,254.80931674521278
seasonal_24h,augment__noise_control,1,2018-09-15 00:00:00,738105.0102376825,702.4722182775482
seasonal_24h,augment__noise_control,2,2018-09-22 00:00:00,370511.82136194134,435.47807872266753
seasonal_24h,augment__noise_control,3,2018-09-29 00:00:00,1020798.1436144083,881.7510930427161
seasonal_24h,augment__noise_control,4,2018-10-06 00:00:00,470289.19431684486,516.0022962153325
seasonal_24h,augment__noise_control,5,2018-10-13 00:00:00,89790.71292540307,217.18030556113337
seasonal_24h,augment__noise_control,6,2018-10-20 00:00:00,152929.98279385825,290.93002875504203
seasonal_24h,augment__noise_control,7,2018-10-27 00:00:00,94161.03819114513,230.46390296143232
seasonal_24h,augment__noise_control,8,2018-11-03 00:00:00,656623.6300204407,706.341748650623
seasonal_24h,augment__noise_control,9,2018-11-10 00:00:00,101537.565740493,227.97186921538088
seasonal_24h,augment__noise_control,10,2018-11-17 00:00:00,75946.84414798352,204.3517179070674
seasonal_24h,augment__noise_control,11,2018-11-24 00:00:00,112695.63630180356,245.60401022401916
seasonal_24h,gated__noise_control,0,2018-09-08 00:00:00,123582.47857186744,254.80931674521278
seasonal_24h,gated__noise_control,1,2018-09-15 00:00:00,738105.0102376825,702.4722182775482
seasonal_24h,gated__noise_control,2,2018-09-22 00:00:00,370511.82136194134,435.47807872266753
seasonal_24h,gated__noise_control,3,2018-09-29 00:00:00,1020798.1436144083,881.7510930427161
seasonal_24h,gated__noise_control,4,2018-10-06 00:00:00,470289.19431684486,516.0022962153325
seasonal_24h,gated__noise_control,5,2018-10-13 00:00:00,89790.71292540307,217.18030556113337
seasonal_24h,gated__noise_control,6,2018-10-20 00:00:00,152929.98279385825,290.93002875504203
seasonal_24h,gated__noise_control,7,2018-10-27 00:00:00,94161.03819114513,230.46390296143232
seasonal_24h,gated__noise_control,8,2018-11-03 00:00:00,656623.6300204407,706.341748650623
seasonal_24h,gated__noise_control,9,2018-11-10 00:00:00,101537.565740493,227.97186921538088
seasonal_24h,gated__noise_control,10,2018-11-17 00:00:00,75946.84414798352,204.3517179070674
seasonal_24h,gated__noise_control,11,2018-11-24 00:00:00,112695.63630180356,245.60401022401916
seasonal_24h,selected_augment,0,2018-09-08 00:00:00,50371.28041968875,160.3160435611786
seasonal_24h,selected_augment,1,2018-09-15 00:00:00,57814.05379841727,162.96807428579055
seasonal_24h,selected_augment,2,2018-09-22 00:00:00,50012.1936728182,144.68266996972915
seasonal_24h,selected_augment,3,2018-09-29 00:00:00,70328.16182582354,165.67977266753184
seasonal_24h,selected_augment,4,2018-10-06 00:00:00,40386.52843510487,133.69858031699664
seasonal_24h,selected_augment,5,2018-10-13 00:00:00,24261.836789800574,106.74406115143007
seasonal_24h,selected_augment,6,2018-10-20 00:00:00,34675.54202920598,129.21892063270985
seasonal_24h,selected_augment,7,2018-10-27 00:00:00,19881.465718189174,97.17818104625515
seasonal_24h,selected_augment,8,2018-11-03 00:00:00,22270.530206125106,93.26153872495664
seasonal_24h,selected_augment,9,2018-11-10 00:00:00,16422.000640516606,90.98970185181686
seasonal_24h,selected_augment,10,2018-11-17 00:00:00,14195.412871585522,81.3838481147798
seasonal_24h,selected_augment,11,2018-11-24 00:00:00,8878.780525142967,62.77926661155793
seasonal_24h,selected_convex,0,2018-09-08 00:00:00,96144.06888516864,217.0842666951626
seasonal_24h,selected_convex,1,2018-09-15 00:00:00,47524.32063960488,130.7767890375701
seasonal_24h,selected_convex,2,2018-09-22 00:00:00,59357.704516037425,150.43838100090866
seasonal_24h,selected_convex,3,2018-09-29 00:00:00,78181.41977600865,159.9082526493521
seasonal_24h,selected_convex,4,2018-10-06 00:00:00,52449.94025560763,141.94305726602957
seasonal_24h,selected_convex,5,2018-10-13 00:00:00,35575.60236000772,130.36285127100209
seasonal_24h,selected_convex,6,2018-10-20 00:00:00,34663.041929088475,131.46759883460203
seasonal_24h,selected_convex,7,2018-10-27 00:00:00,19152.238209751908,91.33249047015475
seasonal_24h,selected_convex,8,2018-11-03 00:00:00,19808.354134899862,78.06712737232301
seasonal_24h,selected_convex,9,2018-11-10 00:00:00,20765.319162376836,102.58278353199356
seasonal_24h,selected_convex,10,2018-11-17 00:00:00,11809.616176375737,75.71565736112149
seasonal_24h,selected_convex,11,2018-11-24 00:00:00,7341.641134006196,60.77224247011155
seasonal_24h,selected_gated,0,2018-09-08 00:00:00,123582.47857186744,254.80931674521278
seasonal_24h,selected_gated,1,2018-09-15 00:00:00,738105.0102376825,702.4722182775482
seasonal_24h,selected_gated,2,2018-09-22 00:00:00,370511.82136194134,435.47807872266753
seasonal_24h,selected_gated,3,2018-09-29 00:00:00,1020798.1436144083,881.7510930427161
seasonal_24h,selected_gated,4,2018-10-06 00:00:00,470289.19431684486,516.0022962153325
seasonal_24h,selected_gated,5,2018-10-13 00:00:00,89790.71292540307,217.18030556113337
seasonal_24h,selected_gated,6,2018-10-20 00:00:00,152929.98279385825,290.93002875504203
seasonal_24h,selected_gated,7,2018-10-27 00:00:00,94161.03819114513,230.46390296143232
seasonal_24h,selected_gated,8,2018-11-03 00:00:00,656623.6300204407,706.341748650623
seasonal_24h,selected_gated,9,2018-11-10 00:00:00,101537.565740493,227.97186921538088
seasonal_24h,selected_gated,10,2018-11-17 00:00:00,75946.84414798352,204.3517179070674
seasonal_24h,selected_gated,11,2018-11-24 00:00:00,112695.63630180356,245.60401022401916
ridge_lags_calendar,baseline,0,2018-09-08 00:00:00,58082.70974320945,152.57883608869184
ridge_lags_calendar,baseline,1,2018-09-15 00:00:00,83796.0757518005,201.33480548091887
ridge_lags_calendar,baseline,2,2018-09-22 00:00:00,55636.02691196802,152.72051180630635
ridge_lags_calendar,baseline,3,2018-09-29 00:00:00,101204.1452993803,203.94878843024452
ridge_lags_calendar,baseline,4,2018-10-06 00:00:00,68556.67545504749,186.58712889876162
ridge_lags_calendar,baseline,5,2018-10-13 00:00:00,47501.573476606616,143.96152561803189
ridge_lags_calendar,baseline,6,2018-10-20 00:00:00,46072.212797171895,136.53152335454567
ridge_lags_calendar,baseline,7,2018-10-27 00:00:00,36013.98598182104,123.18817346283133
ridge_lags_calendar,baseline,8,2018-11-03 00:00:00,56674.73121135205,166.19190046284575
ridge_lags_calendar,baseline,9,2018-11-10 00:00:00,43372.815989982315,148.26612221436957
ridge_lags_calendar,baseline,10,2018-11-17 00:00:00,25513.658962670703,101.00209667332157
ridge_lags_calendar,baseline,11,2018-11-24 00:00:00,20229.033068113047,91.67569538172903
ridge_lags_calendar,raw_baseline,0,2018-09-08 00:00:00,57541.924983510806,154.76890349461064
ridge_lags_calendar,raw_baseline,1,2018-09-15 00:00:00,87191.72085273573,206.89984726155404
ridge_lags_calendar,raw_baseline,2,2018-09-22 00:00:00,59142.27025231685,160.1143416989232
ridge_lags_calendar,raw_baseline,3,2018-09-29 00:00:00,148302.69730473417,234.7172431883425
ridge_lags_calendar,raw_baseline,4,2018-10-06 00:00:00,78577.76054796486,195.72285977964978
ridge_lags_calendar,raw_baseline,5,2018-10-13 00:00:00,47420.68026935925,140.70824672347885
ridge_lags_calendar,raw_baseline,6,2018-10-20 00:00:00,45271.98516111548,133.0159257427227
ridge_lags_calendar,raw_baseline,7,2018-10-27 00:00:00,33812.815789826935,120.23737732452346
ridge_lags_calendar,raw_baseline,8,2018-11-03 00:00:00,73006.14504915154,183.70657987060306
ridge_lags_calendar,raw_baseline,9,2018-11-10 00:00:00,42560.897616414346,143.7894727847016
ridge_lags_calendar,raw_baseline,10,2018-11-17 00:00:00,23964.216468776838,97.07167470933199
ridge_lags_calendar,raw_baseline,11,2018-11-24 00:00:00,19473.847305823983,88.70016203336729
ridge_lags_calendar,direct__persistence_1h,0,2018-09-08 00:00:00,189403.24404761905,320.1011904761905
ridge_lags_calendar,direct__persistence_1h,1,2018-09-15 00:00:00,77935.125,162.875
ridge_lags_calendar,direct__persistence_1h,2,2018-09-22 00:00:00,59688.125,163.74404761904762
ridge_lags_calendar,direct__persistence_1h,3,2018-09-29 00:00:00,85980.04761904762,150.6904761904762
ridge_lags_calendar,direct__persistence_1h,4,2018-10-06 00:00:00,117378.95238095238,226.72619047619048
ridge_lags_calendar,direct__persistence_1h,5,2018-10-13 00:00:00,137072.84523809524,268.20238095238096
ridge_lags_calendar,direct__persistence_1h,6,2018-10-20 00:00:00,114223.58928571429,252.45833333333334
ridge_lags_calendar,direct__persistence_1h,7,2018-10-27 00:00:00,106054.33333333333,219.8095238095238
ridge_lags_calendar,direct__persistence_1h,8,2018-11-03 00:00:00,47729.875,106.95833333333333
ridge_lags_calendar,direct__persistence_1h,9,2018-11-10 00:00:00,95446.00595238095,210.01785714285714
ridge_lags_calendar,direct__persistence_1h,10,2018-11-17 00:00:00,82140.86309523809,188.14880952380952
ridge_lags_calendar,direct__persistence_1h,11,2018-11-24 00:00:00,66654.94047619047,161.46428571428572
ridge_lags_calendar,convex__persistence_1h,0,2018-09-08 00:00:00,58082.70974320945,152.57883608869184
ridge_lags_calendar,convex__persistence_1h,1,2018-09-15 00:00:00,83796.0757518005,201.33480548091887
ridge_lags_calendar,convex__persistence_1h,2,2018-09-22 00:00:00,55636.02691196802,152.72051180630635
ridge_lags_calendar,convex__persistence_1h,3,2018-09-29 00:00:00,101204.1452993803,203.94878843024452
ridge_lags_calendar,convex__persistence_1h,4,2018-10-06 00:00:00,68556.67545504749,186.58712889876162
ridge_lags_calendar,convex__persistence_1h,5,2018-10-13 00:00:00,47501.573476606616,143.96152561803189
ridge_lags_calendar,convex__persistence_1h,6,2018-10-20 00:00:00,46072.212797171895,136.53152335454567
ridge_lags_calendar,convex__persistence_1h,7,2018-10-27 00:00:00,36013.98598182104,123.18817346283133
ridge_lags_calendar,convex__persistence_1h,8,2018-11-03 00:00:00,56674.73121135205,166.19190046284575
ridge_lags_calendar,convex__persistence_1h,9,2018-11-10 00:00:00,43372.815989982315,148.26612221436957
ridge_lags_calendar,convex__persistence_1h,10,2018-11-17 00:00:00,25513.658962670703,101.00209667332157
ridge_lags_calendar,convex__persistence_1h,11,2018-11-24 00:00:00,20229.033068113047,91.67569538172903
ridge_lags_calendar,augment__persistence_1h,0,2018-09-08 00:00:00,58082.70974320945,152.57883608869184
ridge_lags_calendar,augment__persistence_1h,1,2018-09-15 00:00:00,83796.0757518005,201.33480548091887
ridge_lags_calendar,augment__persistence_1h,2,2018-09-22 00:00:00,55636.02691196802,152.72051180630635
ridge_lags_calendar,augment__persistence_1h,3,2018-09-29 00:00:00,101204.1452993803,203.94878843024452
ridge_lags_calendar,augment__persistence_1h,4,2018-10-06 00:00:00,68556.67545504749,186.58712889876162
ridge_lags_calendar,augment__persistence_1h,5,2018-10-13 00:00:00,47501.573476606616,143.96152561803189
ridge_lags_calendar,augment__persistence_1h,6,2018-10-20 00:00:00,46072.212797171895,136.53152335454567
ridge_lags_calendar,augment__persistence_1h,7,2018-10-27 00:00:00,36013.98598182104,123.18817346283133
ridge_lags_calendar,augment__persistence_1h,8,2018-11-03 00:00:00,56674.73121135205,166.19190046284575
ridge_lags_calendar,augment__persistence_1h,9,2018-11-10 00:00:00,43372.815989982315,148.26612221436957
ridge_lags_calendar,augment__persistence_1h,10,2018-11-17 00:00:00,25513.658962670703,101.00209667332157
ridge_lags_calendar,augment__persistence_1h,11,2018-11-24 00:00:00,20229.033068113047,91.67569538172903
ridge_lags_calendar,gated__persistence_1h,0,2018-09-08 00:00:00,58082.70974320945,152.57883608869184
ridge_lags_calendar,gated__persistence_1h,1,2018-09-15 00:00:00,83796.0757518005,201.33480548091887
ridge_lags_calendar,gated__persistence_1h,2,2018-09-22 00:00:00,55636.02691196802,152.72051180630635
ridge_lags_calendar,gated__persistence_1h,3,2018-09-29 00:00:00,101204.1452993803,203.94878843024452
ridge_lags_calendar,gated__persistence_1h,4,2018-10-06 00:00:00,68556.67545504749,186.58712889876162
ridge_lags_calendar,gated__persistence_1h,5,2018-10-13 00:00:00,47501.573476606616,143.96152561803189
ridge_lags_calendar,gated__persistence_1h,6,2018-10-20 00:00:00,46072.212797171895,136.53152335454567
ridge_lags_calendar,gated__persistence_1h,7,2018-10-27 00:00:00,36013.98598182104,123.18817346283133
ridge_lags_calendar,gated__persistence_1h,8,2018-11-03 00:00:00,56674.73121135205,166.19190046284575
ridge_lags_calendar,gated__persistence_1h,9,2018-11-10 00:00:00,43372.815989982315,148.26612221436957
ridge_lags_calendar,gated__persistence_1h,10,2018-11-17 00:00:00,25513.658962670703,101.00209667332157
ridge_lags_calendar,gated__persistence_1h,11,2018-11-24 00:00:00,20229.033068113047,91.67569538172903
ridge_lags_calendar,direct__seasonal_24h,0,2018-09-08 00:00:00,96720.72619047618,173.54761904761904
ridge_lags_calendar,direct__seasonal_24h,1,2018-09-15 00:00:00,669887.8869047619,540.8154761904761
ridge_lags_calendar,direct__seasonal_24h,2,2018-09-22 00:00:00,437871.10714285716,421.6309523809524
ridge_lags_calendar,direct__seasonal_24h,3,2018-09-29 00:00:00,1738834.119047619,1094.8333333333333
ridge_lags_calendar,direct__seasonal_24h,4,2018-10-06 00:00:00,756066.0535714285,606.2678571428571
ridge_lags_calendar,direct__seasonal_24h,5,2018-10-13 00:00:00,73967.51190476191,143.97619047619048
ridge_lags_calendar,direct__seasonal_24h,6,2018-10-20 00:00:00,174038.54761904763,266.5952380952381
ridge_lags_calendar,direct__seasonal_24h,7,2018-10-27 00:00:00,120170.17857142857,197.85714285714286
ridge_lags_calendar,direct__seasonal_24h,8,2018-11-03 00:00:00,709155.125,653.3511904761905
ridge_lags_calendar,direct__seasonal_24h,9,2018-11-10 00:00:00,158881.16666666666,236.9404761904762
ridge_lags_calendar,direct__seasonal_24h,10,2018-11-17 00:00:00,60247.98809523809,138.39285714285714
ridge_lags_calendar,direct__seasonal_24h,11,2018-11-24 00:00:00,85455.82738095238,167.55357142857142
ridge_lags_calendar,convex__seasonal_24h,0,2018-09-08 00:00:00,55824.35524639955,149.0775172999211
ridge_lags_calendar,convex__seasonal_24h,1,2018-09-15 00:00:00,87635.37970668369,205.81970708815606
ridge_lags_calendar,convex__seasonal_24h,2,2018-09-22 00:00:00,58899.93099476035,158.22883004017905
ridge_lags_calendar,convex__seasonal_24h,3,2018-09-29 00:00:00,112443.99919724891,225.07368256708793
ridge_lags_calendar,convex__seasonal_24h,4,2018-10-06 00:00:00,70506.30776332864,191.3998347538475
ridge_lags_calendar,convex__seasonal_24h,5,2018-10-13 00:00:00,45449.55392505852,140.58915807748053
ridge_lags_calendar,convex__seasonal_24h,6,2018-10-20 00:00:00,45527.68588479119,134.74660331298233
ridge_lags_calendar,convex__seasonal_24h,7,2018-10-27 00:00:00,34994.525298207336,120.68356018426246
ridge_lags_calendar,convex__seasonal_24h,8,2018-11-03 00:00:00,63059.061145991334,181.0430946745923
ridge_lags_calendar,convex__seasonal_24h,9,2018-11-10 00:00:00,42763.88692047739,147.47142184357602
ridge_lags_calendar,convex__seasonal_24h,10,2018-11-17 00:00:00,24606.26832750046,98.13816726632228
ridge_lags_calendar,convex__seasonal_24h,11,2018-11-24 00:00:00,20061.153719954407,90.8729514533201
ridge_lags_calendar,augment__seasonal_24h,0,2018-09-08 00:00:00,56415.28578357456,150.30332247232357
ridge_lags_calendar,augment__seasonal_24h,1,2018-09-15 00:00:00,85940.94602964543,201.88456562417656
ridge_lags_calendar,augment__seasonal_24h,2,2018-09-22 00:00:00,57460.94292090757,155.39230710314092
ridge_lags_calendar,augment__seasonal_24h,3,2018-09-29 00:00:00,108539.93542664502,215.29012289382584
ridge_lags_calendar,augment__seasonal_24h,4,2018-10-06 00:00:00,69474.63369333892,188.44864255676157
ridge_lags_calendar,augment__seasonal_24h,5,2018-10-13 00:00:00,46398.084131632975,143.34175738912907
ridge_lags_calendar,augment__seasonal_24h,6,2018-10-20 00:00:00,46092.21610939811,136.97911274344216
ridge_lags_calendar,augment__seasonal_24h,7,2018-10-27 00:00:00,35834.904836486756,123.35207964738004
ridge_lags_calendar,augment__seasonal_24h,8,2018-11-03 00:00:00,60369.416981462964,173.04893346786616
ridge_lags_calendar,augment__seasonal_24h,9,2018-11-10 00:00:00,43629.78082565068,149.7984773473602
ridge_lags_calendar,augment__seasonal_24h,10,2018-11-17 00:00:00,25356.38854344191,101.7327922204175
ridge_lags_calendar,augment__seasonal_24h,11,2018-11-24 00:00:00,20512.262741060305,93.29987349683397
ridge_lags_calendar,gated__seasonal_24h,0,2018-09-08 00:00:00,58082.70974320945,152.57883608869184
ridge_lags_calendar,gated__seasonal_24h,1,2018-09-15 00:00:00,83796.0757518005,201.33480548091887
ridge_lags_calendar,gated__seasonal_24h,2,2018-09-22 00:00:00,55636.02691196802,152.72051180630635
