signal,lag,n,calendar_gaps,alpha,alpha_sign,standard_error,statistic,p_two_sided,by_reject,by_adjusted_p
Activism2,24,197,0,-0.1129415357659449,negative,0.23552306403159542,-0.4795349289052803,0.6315581257390447,False,1.0
AdExp,6,726,0,0.313876120156575,positive,0.1600861896196603,1.96066956745173,0.04991758132402189,False,0.3926222489714173
AdExp,12,726,0,0.313876120156575,positive,0.15402118152295224,2.037876330079971,0.04156230230975699,False,0.33528672093762313
AdExp,24,726,0,0.313876120156575,positive,0.129800422903351,2.4181440486544963,0.015599899871615225,False,0.14435248260563358
AgeIPO,6,528,1,0.2825064206051993,positive,0.2507555662132456,1.126620736167238,0.2599028680317764,False,1.0
AgeIPO,12,528,1,0.2825064206051993,positive,0.2568454668253536,1.0999081435892903,0.27137214615283667,False,1.0
AgeIPO,24,528,1,0.2825064206051993,positive,0.26779313022166934,1.0549427476774735,0.2914515099505469,False,1.0
AnalystRevision,6,586,0,0.5183122402226327,positive,0.0711568235223099,7.284083445070107,3.2386451770289807e-13,True,2.717149069696369e-11
AnalystRevision,12,586,0,0.5183122402226327,positive,0.0790281961077162,6.558573594621444,5.432489533760615e-11,True,3.598211209985855e-09
AnalystRevision,24,586,0,0.5183122402226327,positive,0.09220571309811844,5.621259494746095,1.895702724651737e-08,True,8.226471383204155e-07
AnalystValue,6,582,0,-0.23195276203713902,negative,0.12314056339873497,-1.8836422023347823,0.059613389290447016,False,0.4602539926439097
AnalystValue,12,582,0,-0.23195276203713902,negative,0.11711057049976147,-1.9806304507551815,0.04763273147622908,False,0.37700726326690953
AnalystValue,24,582,0,-0.23195276203713902,negative,0.11144883502405491,-2.081248870722379,0.03741113243926089,False,0.30374596070529736
AnnouncementReturn,6,640,0,0.8243408201529883,positive,0.07432112431245262,11.091608580723108,1.3778748731754687e-28,True,5.780027179824067e-26
AnnouncementReturn,12,640,0,0.8243408201529883,positive,0.07425781903571355,11.101064249631811,1.2395894665929591e-28,True,5.19993574758983e-26
AnnouncementReturn,24,640,0,0.8243408201529883,positive,0.07451100057111132,11.063343853049716,1.8892043801758716e-28,True,2.377498758031702e-25
AssetGrowth,6,738,0,0.9617189402239539,positive,0.14386757279489795,6.684751271886752,2.3131718427417204e-11,True,1.3232032876670964e-09
AssetGrowth,12,738,0,0.9617189402239539,positive,0.15218850394291533,6.319261411392064,2.628163707736644e-10,True,1.632340266560392e-08
AssetGrowth,24,738,0,0.9617189402239539,positive,0.16561102588364662,5.807094878451082,6.356611921297802e-09,True,3.333157312755501e-07
BM,6,738,0,0.45244301883592514,positive,0.12479049770479304,3.6256207576496218,0.0002882681487178721,True,0.004076129819744822
BM,12,738,0,0.45244301883592514,positive,0.1249552599904749,3.6208401220598,0.0002936479399626512,True,0.004247653290476389
BM,24,738,0,0.45244301883592514,positive,0.13628360882617396,3.319863795307944,0.0009006137663903713,True,0.011806161043725706
BMdec,6,738,0,0.4794804859489732,positive,0.09484392351786548,5.055468691767636,4.293350599425879e-07,True,1.0390450222815132e-05
BMdec,12,738,0,0.4794804859489732,positive,0.09919656641534325,4.8336399461787165,1.3405895911118708e-06,True,3.308011585115092e-05
BMdec,24,738,0,0.4794804859489732,positive,0.10437984098890858,4.593611959994487,4.3563911889734045e-06,True,0.00010964737060709467
BPEBM,6,738,0,0.2366791412974191,positive,0.058128307915699354,4.071667484982761,4.6677781345276945e-05,True,0.0007938159858463102
BPEBM,12,738,0,0.2366791412974191,positive,0.058011252337346615,4.079883328859792,4.505831007312348e-05,True,0.0007767716991384527
BPEBM,24,738,0,0.2366791412974191,positive,0.05566811780759649,4.251610268474386,2.1223896650375222e-05,True,0.00042396101931412277
Beta,6,738,0,0.13362000587693507,positive,0.1689537467947751,0.7908673729458083,0.4290213895453243,False,1.0
Beta,12,738,0,0.13362000587693507,positive,0.17988447451139802,0.7428101076531121,0.4575966551196563,False,1.0
Beta,24,738,0,0.13362000587693507,positive,0.20629164455487908,0.647723790099451,0.5171636143281364,False,1.0
BetaFP,6,738,0,-0.4373816058963722,negative,0.19314848971160234,-2.264483696193763,0.023544381403715415,False,0.2029437979192728
BetaFP,12,738,0,-0.4373816058963722,negative,0.21178883944072227,-2.0651777829812947,0.03890618184954755,False,0.3158844657389713
BetaFP,24,738,0,-0.4373816058963722,negative,0.23920693490602923,-1.8284654082800504,0.067479732637809,False,0.5274591518251582
BetaLiquidityPS,6,727,11,0.2919680408021551,positive,0.15418287875005807,1.893647616188676,0.05827179873753028,False,0.4526731803489637
BetaLiquidityPS,12,727,11,0.2919680408021551,positive,0.15767070418117157,1.8517583359472356,0.06406053294830079,False,0.4976418406984966
BetaLiquidityPS,24,727,11,0.2919680408021551,positive,0.16519706598774406,1.7673924113386867,0.07716253295665161,False,0.5957447529578277
BetaTailRisk,6,738,0,0.13563601379533569,positive,0.11767874762531808,1.1525956600693308,0.24907638539495114,False,1.0
BetaTailRisk,12,738,0,0.13563601379533569,positive,0.12859856369260744,1.054724173432839,0.2915514926916398,False,1.0
BetaTailRisk,24,738,0,0.13563601379533569,positive,0.13600091027026148,0.9973169556424242,0.3186106861162562,False,1.0
BidAskSpread,6,738,0,0.49243488828120546,positive,0.22530150486559689,2.1856706575260842,0.028839709110792516,False,0.24195854901459177
BidAskSpread,12,738,0,0.49243488828120546,positive,0.212823895678056,2.3138139009828294,0.020677932519967253,False,0.1832568107743006
BidAskSpread,24,738,0,0.49243488828120546,positive,0.2277085829001371,2.162566215157404,0.03057455911652488,False,0.2626942740057231
BookLeverage,6,738,0,0.5236922267205871,positive,0.11504443910061396,4.552086400826238,5.311651190465433e-06,True,0.00011329712539977833
BookLeverage,12,738,0,0.5236922267205871,positive,0.12613457178459758,4.15185320972038,3.2979377919802004e-05,True,0.0005929059031240603
BookLeverage,24,738,0,0.5236922267205871,positive,0.14683292472371942,3.5665858165392095,0.00036166241076370675,True,0.00523149091159118
BrandInvest,6,714,0,0.5230267683540355,positive,0.22551790669990784,2.319225005267616,0.02038283931483725,False,0.18007928781651006
BrandInvest,12,714,0,0.5230267683540355,positive,0.22122423838559366,2.3642380788419772,0.018067197774022725,False,0.16476048705925894
BrandInvest,24,714,0,0.5230267683540355,positive,0.22369271171530378,2.338148455277781,0.01937954832479417,False,0.1742035375802116
CBOperProf,6,738,0,0.5734946065551451,positive,0.11260533117645606,5.092961412781258,3.5251346489071983e-07,True,8.69855049971257e-06
CBOperProf,12,738,0,0.5734946065551451,positive,0.11838340294938288,4.844383522243856,1.2700539783635758e-06,True,3.196638529825475e-05
CBOperProf,24,738,0,0.5734946065551451,positive,0.11373576999305976,5.042341618561514,4.598693454676899e-07,True,1.4975134982030532e-05
CF,6,738,0,0.27434626102406423,positive,0.16059554870869094,1.7083055117655166,0.08757966912969896,False,0.6483294261474265
CF,12,738,0,0.27434626102406423,positive,0.1649202210935208,1.6635089330161128,0.096210604209668,False,0.7164363165404252
CF,24,738,0,0.27434626102406423,positive,0.1597857892887419,1.7169628303322089,0.08598596360639879,False,0.647966340350894
CPVolSpread,6,324,0,0.6528976608666183,positive,0.1275518442553422,5.118684599805567,3.0767399520666586e-07,True,7.743942891074632e-06
CPVolSpread,12,324,0,0.6528976608666183,positive,0.12977634406279043,5.030945089273921,4.880679303569183e-07,True,1.3068440630971396e-05
CPVolSpread,24,324,0,0.6528976608666183,positive,0.14483101155301753,4.507996276941112,6.5442724239512635e-06,True,0.00015685257442992775
Cash,6,639,0,1.0296206913905952,positive,0.17040139707456958,6.042325409691457,1.5190869244857059e-09,True,6.16683440446373e-08
Cash,12,639,0,1.0296206913905952,positive,0.1909347298452343,5.392527028609061,6.94736452796939e-08,True,2.3007945776098665e-06
Cash,24,639,0,1.0296206913905952,positive,0.21284769049449914,4.837359000694465,1.3157565765809202e-06,True,3.850777705645353e-05
CashProd,6,738,0,0.34763072584731075,positive,0.08032267641049248,4.327927571421164,1.5051894695084775e-05,True,0.0002827207755396568
CashProd,12,738,0,0.34763072584731075,positive,0.08161137953133984,4.25958644301333,2.0480548288682743e-05,True,0.00040271977908316116
CashProd,24,738,0,0.34763072584731075,positive,0.08384220576202918,4.1462497639195846,3.3796515950104546e-05,True,0.0006444205050768036
ChAssetTurnover,6,738,0,0.14864109944434759,positive,0.0479104003040156,3.1024808496932814,0.0019190596380291524,True,0.02156313012106987
ChAssetTurnover,12,738,0,0.14864109944434759,positive,0.044339094518525,3.3523711085765386,0.0008012253933881441,True,0.010503277186818765
ChAssetTurnover,24,738,0,0.14864109944434759,positive,0.04339503304529682,3.4253021374402985,0.000614116064537339,True,0.008400477747265954
ChEQ,6,738,0,0.4802488447511587,positive,0.10461616817206057,4.590579574290094,4.420168965870147e-06,True,9.590742534101193e-05
ChEQ,12,738,0,0.4802488447511587,positive,0.11057796694440031,4.343078987811673,1.40499590021972e-05,True,0.0002898588580344601
ChEQ,24,738,0,0.4802488447511587,positive,0.11703412748532861,4.103494041183523,4.0695693923579225e-05,True,0.0007422337914188378
ChForecastAccrual,6,582,0,0.14502790201297105,positive,0.055945190618806755,2.592321170217229,0.009533072882656464,False,0.08953018252050451
ChForecastAccrual,12,582,0,0.14502790201297105,positive,0.05337363758565578,2.7172197469251644,0.006583288237955093,False,0.06575271350449147
ChForecastAccrual,24,582,0,0.14502790201297105,positive,0.051269184141422404,2.828753849737922,0.00467296250422821,True,0.04941817349817107
ChInv,6,738,0,0.562549863398196,positive,0.08307346118015535,6.77171572493212,1.2726401770782032e-11,True,7.62654241465092e-10
ChInv,12,738,0,0.562549863398196,positive,0.08993898095412305,6.2547947222700575,3.9803911320075177e-10,True,2.087160577606771e-08
ChInv,24,738,0,0.562549863398196,positive,0.0975726795420854,5.765444446522092,8.144292664652838e-09,True,4.099724920912211e-07
ChInvIA,6,738,0,0.3245694374838883,positive,0.06729118803545416,4.823357217484111,1.411618282247788e-06,True,3.289764952041688e-05
